,,,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
DJI002,0,0,0,0,0,0,0,0,0,0,672,108,108,108,108,108,108,108,108,108,78,,
DJI003,0,0,0,0,0,0,0,0,0,0,672,108,108,108,108,108,108,108,108,108,78,,
DOM002,35,35,35,35,35,35,35,35,35,35,35,104,104,104,104,104,104,104,104,104,41.9,,
DZA002,458,1,1,1,1,1,1,1,1,1,792,112,112,112,112,112,112,112,112,112,91.2,,
DZA003,458,1,1,1,1,1,1,1,1,1,792,112,112,112,112,112,112,112,112,112,91.2,,
DZA004,458,1,1,1,1,1,1,1,1,1,869,112,112,112,112,112,112,112,112,112,98.9,,
ECU002,5,5,5,5,5,5,5,5,5,5,5,104,104,104,104,104,104,104,104,104,14.9,,
EGY004,432,2,2,2,2,2,2,2,2,2,432,112,112,112,112,112,112,112,112,112,56,,
ERI001,3,3,3,3,3,3,3,3,3,3,866,109,109,109,109,109,109,109,109,109,99.9,,
ESP002,792,2,2,2,2,2,2,2,2,2,792,105,105,105,105,105,105,105,105,105,91.3,,
EST002,2,2,2,2,2,2,2,2,2,2,2,104,104,104,104,104,104,104,104,104,12.2,,
ETH001,0,0,0,0,0,0,0,0,0,0,164,104,104,104,104,104,104,104,104,104,26.8,,
ETH003,0,0,0,0,650,0,0,0,0,0,164,104,104,104,104,104,104,104,104,104,91.8,,
ETH004,0,0,0,0,0,0,0,0,0,0,164,104,104,104,104,104,104,104,104,104,26.8,,
ETH005,0,0,0,0,650,0,0,0,0,0,164,104,104,104,104,104,104,104,104,104,91.8,,
GRC002,92,92,92,92,0,92,92,92,92,92,92,110,110,110,110,110,110,110,110,110,84.6,,
GTM001,35,35,35,35,35,35,35,35,35,35,35,104,104,104,104,104,104,104,104,104,41.9,,
HND001,35,35,35,35,35,35,35,35,35,35,35,104,104,104,104,104,104,104,104,104,41.9,,
HTI001,5,5,5,5,5,5,5,5,5,5,5,104,104,104,104,104,104,104,104,104,14.9,,
HUN002,2,2,2,2,2,2,2,2,2,2,2,104,104,104,104,104,104,104,104,104,12.2,,
IDN002,36,36,36,36,5,36,36,36,36,36,36,105,105,105,105,105,105,105,105,105,39.8,,
IND006,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
IRN004,6,6,6,6,6,6,6,6,6,6,6,95,95,95,95,95,95,95,95,95,14.9,,
IRQ001,5,5,5,5,5,5,5,5,5,5,5,109,109,109,109,109,109,109,109,109,15.4,,
IRQ002,5,5,5,5,5,5,5,5,5,5,5,103,103,103,103,103,103,103,103,103,14.8,,
IRQ003,5,5,5,5,305,5,5,5,5,5,5,109,109,109,109,109,109,109,109,109,45.4,,
ITA002,792,2,2,2,2,2,2,2,2,2,792,105,105,105,105,105,105,105,105,105,91.3,,
JOR002,5,5,5,5,5,5,5,5,5,5,5,109,109,109,109,109,109,109,109,109,15.4,,
KEN001,3,3,3,3,244,3,3,3,3,3,3,110,110,110,110,110,110,110,110,110,37.8,,
KEN002,3,3,3,3,34,3,3,3,3,3,3,110,110,110,110,110,110,110,110,110,16.8,,
KEN003,3,3,3,3,3,3,3,3,3,3,3,110,110,110,110,110,110,110,110,110,13.7,,
LAO004,6,6,0,6,6,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,2.4,,
LBN002,5,5,5,5,5,5,5,5,5,5,5,105,105,105,105,105,105,105,105,105,15,,
LBN006,5,5,5,5,5,5,5,5,5,5,5,105,105,105,105,105,105,105,105,105,15,,
LBY001,2,2,2,2,2,2,2,2,2,2,36,48,48,48,48,48,48,48,48,48,10,,
LBY002,2,2,2,2,2,2,2,2,2,2,792,106,106,106,106,106,106,106,106,106,91.4,,
LBY003,2,2,2,2,2,2,2,2,2,2,371,106,106,106,106,106,106,106,106,106,49.3,,
LBY004,2,2,2,2,2,2,2,2,2,2,36,49,49,49,49,49,49,49,49,49,10.1,,
LKA004,36,36,36,5,36,36,36,36,36,36,36,105,105,105,105,105,105,105,105,105,39.8,,
LSO004,3,3,3,3,3,3,3,3,3,3,3,35,35,35,35,35,35,35,35,35,6.2,,
LTU002,2,2,2,2,2,2,2,2,2,2,2,104,104,104,104,104,104,104,104,104,12.2,,
LVA002,2,2,2,2,2,2,2,2,2,2,2,104,104,104,104,104,104,104,104,104,12.2,,
MAR001,370,2,2,2,2,2,2,2,2,2,370,112,112,112,112,112,112,112,112,112,49.8,,
MAR002,792,2,2,1,1,1,1,1,1,1,792,112,112,112,112,112,112,112,112,112,91.3,,
MAR003,214,1,1,1,1,1,1,1,1,1,370,112,112,112,112,112,112,112,112,112,49,,
MDA002,2,2,2,2,2,2,2,2,2,2,2,104,104,104,104,104,104,104,104,104,12.2,,
MDG001,0,0,0,0,0,0,0,0,0,0,122,110,110,110,110,110,110,110,110,110,23.2,,
MDG002,0,0,0,0,122,0,0,0,0,0,122,110,110,110,110,110,110,110,110,110,35.4,,
MDG009,0,0,0,0,0,0,0,0,0,0,122,110,110,110,110,110,110,110,110,110,23.2,,
MEX001,3,3,3,3,3,3,3,3,3,3,3,104,104,104,104,104,104,104,104,104,13.1,,
MEX002,3,3,3,3,3,3,3,3,3,3,3,104,104,104,104,104,104,104,104,104,13.1,,
MEX003,3,3,3,3,3,3,3,3,3,3,3,104,104,104,104,104,104,104,104,104,13.1,,
MLI001,165,126,126,5,5,126,126,126,126,126,5,99,99,99,99,99,99,99,99,99,87,,
MMR001,5,5,5,5,5,5,5,5,40,40,5,40,40,40,40,40,40,40,40,40,15.5,,
MMR002,40,40,40,5,5,40,40,40,40,40,40,109,109,109,109,109,109,109,109,109,39.9,,
MMR003,5,40,40,5,5,40,40,40,40,40,40,109,109,109,109,109,109,109,109,109,39.9,,
MMR004,40,40,40,5,5,40,40,40,40,40,40,109,109,109,109,109,109,109,109,109,39.9,,
MMR006,5,5,5,5,5,5,5,5,40,40,5,40,40,40,40,40,40,40,40,40,15.5,,
MOZ001,61,0,0,0,0,0,0,0,0,0,61,45,45,45,45,45,45,45,45,45,10.6,,
MOZ004,166,0,0,0,0,0,0,0,0,0,166,103,103,103,103,103,103,103,103,103,26.9,,
MOZ011,166,0,0,0,0,0,0,0,0,0,166,103,103,103,103,103,103,103,103,103,26.9,,
MOZ012,61,61,61,61,61,61,61,61,61,61,61,45,45,45,45,45,45,45,45,45,59.4,,
MRT002,519,1,1,1,1,1,1,1,1,1,519,111,111,111,111,111,111,111,111,111,63.8,,
MRT003,1463,1,1,1,1,1,1,1,1,1,627,111,111,111,111,111,111,111,111,111,74.6,,
MWI002,0,0,0,0,0,0,0,0,0,0,521,109,109,109,109,109,109,109,109,109,63,,
MYS001,36,36,36,5,5,36,5,5,36,36,36,105,105,105,105,105,105,105,105,105,30.5,,
NAM002,0,0,0,1697,0,0,0,0,0,0,1177,109,109,109,109,109,109,109,109,109,298.3,,
NER002,129,129,129,4,4,129,129,129,129,129,4,99,99,99,99,99,99,99,99,99,88.5,,
NER003,129,129,129,4,4,129,129,129,129,129,4,99,99,99,99,99,99,99,99,99,88.5,,
NER004,129,129,129,4,4,129,129,129,129,129,4,99,99,99,99,99,99,99,99,99,88.5,,
NER006,61,61,61,34,34,61,61,61,61,61,34,47,47,47,47,47,47,47,47,47,51.5,,
NGA001,3,3,3,3,164,3,3,3,3,3,3,110,110,110,110,110,110,110,110,110,29.8,,
NGA003,3,3,3,3,3,3,3,3,3,3,3,110,110,110,110,110,110,110,110,110,13.7,,
NGA004,3,3,3,3,3,3,3,3,3,3,3,110,110,110,110,110,110,110,110,110,13.7,,
NGA007,3,3,3,3,3,3,3,3,3,3,3,110,110,110,110,110,110,110,110,110,13.7,,
NGA008,3,3,3,3,3,3,3,3,3,3,3,110,110,110,110,110,110,110,110,110,13.7,,
NIC001,35,35,35,35,35,35,35,35,35,35,35,104,104,104,104,104,104,104,104,104,41.9,,
PAK001,6,6,6,6,5,5,5,5,5,5,5,106,106,106,106,106,106,106,106,106,15.3,,
PAK004,35,35,35,35,5,35,35,35,35,35,2042,106,106,106,106,106,106,106,106,106,239.8,,
PAK005,5,5,5,5,5,5,5,5,5,5,5,102,102,102,102,102,102,102,102,102,14.7,,
PAN002,35,35,35,35,35,35,35,35,35,35,35,104,104,104,104,104,104,104,104,104,41.9,,
PER002,5,5,5,5,5,5,5,5,5,5,5,104,104,104,104,104,104,104,104,104,14.9,,
PHL001,5,5,5,5,5,5,5,5,5,5,5,40,40,40,40,40,40,40,40,40,8.5,,
PHL003,40,40,5,5,5,5,40,5,40,40,40,105,105,105,105,105,105,105,105,105,29,,
PHL015,5,5,5,5,5,5,5,5,5,5,5,40,40,40,40,40,40,40,40,40,8.5,,
PNG001,40,40,40,40,5,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,36.5,,
PNG003,40,40,40,40,5,40,40,40,40,40,40,105,105,105,105,105,105,105,105,105,43,,
PNG005,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,,
POL002,2,2,2,2,2,2,2,2,2,2,2,104,104,104,104,104,104,104,104,104,12.2,,
PRK001,6,6,6,6,6,6,6,6,6,6,6,104,104,104,104,104,104,104,104,104,15.8,,
PSE002,5,5,5,5,5,5,5,5,5,5,5,110,110,110,110,110,110,110,110,110,15.5,,
PSE003,5,5,5,5,5,5,5,5,5,5,5,110,110,110,110,110,110,110,110,110,15.5,,
PSE004,5,5,5,5,5,5,5,5,5,5,5,110,110,110,110,110,110,110,110,110,15.5,,
REG001,452,452,452,4,4,452,452,452,452,452,4,99,99,99,99,99,99,99,99,99,282.3,,
REG002,763,763,763,763,763,763,763,763,763,931,763,104,104,104,104,104,104,104,104,104,713.9,,
REG004,92,92,92,92,92,92,92,92,92,92,1959,103,103,103,103,103,103,103,103,103,279.8,,
REG006,92,92,92,92,92,92,92,92,92,92,92,103,103,103,103,103,103,103,103,103,93.1,,
REG007,1,1,1,1,1,1,1,1,1,1,764,105,105,105,105,105,105,105,105,105,87.7,,
REG008,1,1,1,1,1,1,1,1,1,1,764,105,105,105,105,105,105,105,105,105,87.7,,
REG011,36,5,5,5,5,36,36,5,36,36,5,105,105,105,105,105,105,105,105,105,27.4,,
REG012,0,0,0,0,0,0,0,0,0,0,0,103,103,103,103,103,103,103,103,103,10.3,,
REG013,99,99,99,99,92,92,92,92,92,92,92,103,103,103,103,103,103,103,103,103,94.5,,
REG014,3,3,3,3,3,3,3,3,3,3,943,104,104,104,104,104,104,104,104,104,107.1,,
REG015,460,460,460,305,305,305,305,305,305,305,460,103,103,103,103,103,103,103,103,103,315.8,,
ROU002,2,2,2,2,2,2,2,2,2,2,2,104,104,104,104,104,104,104,104,104,12.2,,
RUS002,2,2,2,2,2,2,2,2,2,2,2,104,104,104,104,104,104,104,104,104,12.2,,
RWA002,3,3,3,3,3,3,3,3,3,3,3,102,102,102,102,102,102,102,102,102,12.9,,
SDN001,5,5,5,5,5,5,5,5,5,5,5,109,109,109,109,109,109,109,109,109,15.4,,
SDN005,5,5,5,5,5,5,5,5,5,5,5,109,109,109,109,109,109,109,109,109,15.4,,
SEN002,4,4,4,696,761,4,4,4,4,4,696,90,90,90,90,90,90,90,90,90,226.7,,
SLV001,35,35,35,35,35,35,35,35,35,35,35,104,104,104,104,104,104,104,104,104,41.9,,
SOM001,3,3,3,3,165,3,3,3,3,3,3,110,110,110,110,109,110,110,110,110,29.9,,
SOM002,3,3,3,3,3,3,3,3,3,3,3,110,110,110,110,110,110,110,110,110,13.7,,
SSD001,3,3,3,3,3,3,3,3,3,3,3,110,110,110,110,110,110,110,110,110,13.7,,
SVK002,2,2,2,2,2,2,2,2,2,2,2,104,104,104,104,104,104,104,104,104,12.2,,
SWZ001,0,0,0,0,0,0,0,0,0,0,122,109,109,109,109,109,109,109,109,109,23.1,,
SYR001,8,8,8,8,8,8,8,8,8,8,8,105,105,105,105,105,105,105,105,105,17.7,,
SYR002,8,8,8,8,8,8,8,8,8,8,8,105,105,105,105,105,105,105,105,105,17.7,,
TCD001,165,136,136,4,4,136,136,136,136,136,4,99,99,99,99,99,99,99,99,99,92.7,,
TCD003,453,136,136,4,4,136,136,136,136,136,4,99,99,99,99,99,99,99,99,99,92.7,,
TCD004,453,136,136,4,4,136,136,136,136,136,4,99,99,99,99,99,99,99,99,86,92.7,,
TCD005,453,136,136,4,4,136,136,136,136,136,4,99,99,99,99,99,99,99,99,99,92.7,,
TGO002,172,172,172,4,4,171,171,171,171,171,4,99,99,99,99,99,99,99,99,99,113.8,,
THA003,126,5,5,5,5,95,95,5,95,95,95,105,105,105,105,105,105,105,105,105,60,,
TLS003,5,5,5,5,5,5,5,5,5,5,5,105,105,105,105,105,105,105,105,105,15,,
TTO002,3,3,3,3,3,3,3,3,3,3,3,104,104,104,104,104,104,104,104,104,13.1,,
TUN002,792,1,1,1,1,1,1,1,1,1,792,112,112,112,112,112,112,112,112,112,91.2,,
TUR001,5,5,5,5,5,5,5,5,5,5,5,103,103,103,103,103,103,103,103,103,14.8,,
TUR002,5,5,5,5,5,5,5,5,5,5,5,103,103,103,103,103,103,103,103,103,14.8,,
TUR003,5,5,5,5,5,5,5,5,5,5,5,103,103,103,103,103,103,103,103,103,14.8,,
TUR004,5,5,5,5,5,61,61,61,61,61,61,103,103,103,103,103,103,103,103,103,48.4,,
TUR005,5,5,5,5,5,5,5,5,5,5,5,103,103,103,103,103,103,103,103,103,14.8,,
TZA001,0,0,0,0,0,0,0,0,0,0,519,108,108,108,108,108,108,108,108,108,62.7,,
TZA002,0,0,0,0,0,0,0,0,0,0,519,108,108,108,108,108,108,108,108,108,62.7,,
TZA003,0,0,0,930,0,0,0,0,0,0,930,108,108,108,108,108,108,108,108,108,196.8,,
UGA005,3,3,3,3,1578,3,3,3,3,3,3,108,108,108,108,108,108,108,108,108,171,,
UKR002,2,2,2,2,2,2,2,2,2,2,2,104,104,104,104,104,104,104,104,104,12.2,,
VEN001,5,5,5,5,5,5,5,5,5,5,5,104,104,104,104,104,104,104,104,104,14.9,,
VNM003,7,7,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,0.7,,
YEM001,5,5,5,5,5,5,5,5,5,5,5,112,112,112,112,112,112,112,112,112,15.7,,
YEM002,5,5,5,5,5,5,5,5,5,5,5,112,112,112,112,112,112,112,112,112,15.7,,
ZMB002,0,0,0,0,0,0,0,0,0,0,1114,110,110,110,110,110,110,110,110,110,122.4,,
ZWE001,0,0,0,0,0,0,0,0,0,0,905,109,109,109,109,109,109,109,109,109,101.4,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,MIN,0.7
,,,,,,,,,,,,,,,,,,,,,,MAX,713.9
