Crisis,DRIVERS,CRISIS ID,COUNTRY,ISO3,Landmass affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related Injuries,Total # of illness cases reported,Total # of crisis related fatalities,Building partially damaged,Building totally damaged,Total Building in the affected area,Econimic losses,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of groups affected by crisis,people in need facing limited access constraints,people in need facing restricted access constraints,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)"
Nicaraguan refugees in Costa Rica,Displacement,CRI002,Costa Rica,CRI,4462,1133000,227000,180000,x,x,x,x,x,#N/A,x,906000,47000,180000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crises in Djibouti,"Displacement,Drought",DJI001,Djibouti,DJI,23180,1182000,643000,36000,x,x,3,x,x,#N/A,x,538000,415000,216000,12000,0,5,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mixed migration in Djibouti,Displacement,DJI002,Djibouti,DJI,7300,681000,36000,36000,x,x,3,0,0,#N/A,0,644000,0,36000,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drought in Djibouti,Drought,DJI003,Djibouti,DJI,23180,1157000,607000,x,0,x,x,0,0,#N/A,x,550000,415000,180000,12000,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venezuela displacement in Dominican Republic,Displacement,DOM002,Dominican Republic,DOM,48310,10074000,9510000,115000,x,x,x,x,x,#N/A,x,564000,9411000,99000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mixed migration flows in Algeria,Displacement,DZA002,Algeria,DZA,2381741,44945000,262000,262000,x,x,248,x,x,#N/A,x,44683000,0,262000,0,0,4,x,x,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Sahrawi refugees in Algeria,Displacement,DZA003,Algeria,DZA,159000,223000,174000,x,x,x,0,x,x,#N/A,x,49000,84000,90000,0,0,2,0,0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
Multiple crises in Algeria,Displacement,DZA004,Algeria,DZA,2381000,45168000,436000,262000,x,x,248,x,x,#N/A,x,44732000,84000,352000,0,0,3,x,x,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
Venezuela displacement in Ecuador,Displacement,ECU002,Ecuador,ECU,248360,17643000,8304000,803000,x,x,4,x,x,#N/A,x,9339000,7431000,873000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
Syrian Refugee Crisis in Egypt,Displacement,EGY002,Egypt,EGY,91071.77,14134000,145000,145000,x,x,0,x,x,#N/A,x,13989000,0,145000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Complex crisis in Eritrea,"Socio-political,Displacement",ERI001,Eritrea,ERI,101000,6209000,1200000,321000,x,x,0,x,x,#N/A,x,5009000,0,1200000,0,0,5,x,x,3.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0
Mixed migration flows in spain,Displacement,ESP002,Spain,ESP,100000,12134000,146000,146000,x,x,117,x,x,#N/A,x,11988000,0,146000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Complex crisis in Ethiopia,"Displacement,Floods,Conflict",ETH001,Ethiopia,ETH,1128571,123516000,92413000,4725000,0,2900000,992,x,x,#N/A,3500000,26782000,70834000,25900000,0,0,4,x,10000,2.0,3.0,3.0,0.0,2.0,2.0,3.0,3.0,3.0
International Displacement,Displacement,ETH003,Ethiopia,ETH,1128571,123516000,38213000,876000,0,0,0,x,x,#N/A,x,85303000,37337000,876000,0,0,3,0,0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0
Northern Ethiopia Conflict,"Conflict,Displacement",ETH004,Ethiopia,ETH,299000,30100000,30100000,2549000,0,0,957,#N/A,#N/A,#N/A,#N/A,0,20700000,7000000,1900000,500000,4,0,210000,2.0,3.0,3.0,0.0,2.0,2.0,3.0,3.0,3.0
Drought in Ethiopia,Drought,ETH005,Ethiopia,ETH,784300,60000000,24100000,1300000,x,2893008,35,x,x,#N/A,3500000,35900000,14200000,7136000,2363000,401000,3,x,x,2.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,2.0
Flood crisis in Gambia ,Floods,GMB002,Gambia,GMB,10120,2492000,44000,6000,x,x,11,x,x,#N/A,x,2448000,0,38000,6000,0,4,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mixed migration flows in Greece,Displacement,GRC002,Greece,GRC,3364.07,405000,160000,160000,0,x,2,x,x,#N/A,x,245000,141000,19000,0,0,2,x,x,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
Complex crisis in Guatemala,"Violence,Socio-political,Other seasonal event",GTM001,Guatemala,GTM,107160,17100000,5700000,242000,x,7505,416,56769,33,#N/A,367600000,11400000,1900000,3800000,0,0,5,x,x,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
Complex crisis in Honduras,"Violence,Socio-political,Other seasonal event,Cyclone",HND001,Honduras,HND,111890,9400000,4000000,247000,x,3232,551,414,414,#N/A,2258000000,5400000,1200000,2800000,0,0,3,x,x,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0
Complex crisis in Haiti,"Earthquake,Violence,Socio-political,Other seasonal event",HTI001,Haiti,HTI,27560,11400000,8200000,24000,13017,x,2457,77006,53093,#N/A,1500000000,3200000,3800000,1900000,1500000,1000000,5,x,x,0.0,2.0,2.0,3.0,0.0,2.0,3.0,0.0,3.0
Nippes Earthquake ,Earthquake,HTI002,Haiti,HTI,12851,6429000,690000,220000,12763,x,2248,83858,53815,#N/A,1500000000,5739000,40000,650000,0,0,3,x,x,0.0,2.0,2.0,3.0,0.0,2.0,3.0,0.0,3.0
Displacement from Ukraine conflict in Hungary,"Conflict,Displacement",HUN002,Hungary,HUN,5936,2143000,1590000,1590000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,553000,0,1590000,0,0,2,#N/A,#N/A,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
Papua Conflict,"Socio-political,Violence",IDN002,Indonesia,IDN,421991,5438000,5438000,100000,x,x,41,x,x,#N/A,x,0,5338000,100000,0,0,4,x,x,1.0,3.0,2.0,0.0,2.0,3.0,1.0,1.0,2.0
Conflict in Jammu and Kashmir,Socio-political,IND002,India,IND,222236,12541000,x,x,x,x,178,x,x,#N/A,x,12541000,x,x,x,x,x,x,x,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0
Afghan Refugees in Iran,Displacement,IRN004,Iran,IRN,239561,24823000,2880000,2880000,x,x,x,x,x,#N/A,x,21943000,0,780000,2100000,0,2,x,x,1.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,1.0
Multiple crises in Iraq,"Violence,Displacement,Socio-political,Conflict",IRQ001,Iraq,IRQ,383312,45731000,5822000,8515000,x,x,3096,x,x,#N/A,133900,39909000,3059000,2234000,382000,146000,5,1500000,300000,1.0,2.0,2.0,0.0,3.0,3.0,2.0,3.0,1.0
Conflict  in Iraq,"Conflict,Socio-political,Violence",IRQ002,Iraq,IRQ,383312,40576000,5300000,8239000,x,x,3096,x,x,#N/A,133900,35276000,2800000,2150000,225000,125000,5,1500000,300000,1.0,2.0,2.0,0.0,3.0,3.0,2.0,3.0,1.0
Syrian and Palestinian refugees in iraq,Displacement,IRQ003,Iraq,IRQ,40643,5158000,522000,262000,x,x,x,x,0,#N/A,x,4634000,27000,316000,157000,21000,5,x,0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0
Mixed migration flows in Italy,Displacement,ITA002,Italy,ITA,41055,6714000,211000,211000,x,x,819,x,0,#N/A,x,6504000,0,211000,0,0,3,x,x,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Syrian refugees in Jordan,Displacement,JOR002,Jordan,JOR,40463,8708000,1839000,1319000,x,x,0,x,x,#N/A,x,6869000,1062000,622000,155000,0,2,x,x,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Multiple crisis in Kenya ,"Drought,Displacement",KEN001,Kenya,KEN,519240,16922000,16922000,555000,x,1000538,x,0,0,#N/A,0,0,12012000,3698000,1212000,0,2,0,0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0
Refugee situation in Kenya,Displacement,KEN002,Kenya,KEN,38244,1114000,555000,555000,x,x,x,0,0,#N/A,0,559000,0,555000,0,0,2,0,x,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
Drought in Kenya,Drought,KEN003,Kenya,KEN,519240,16834000,16834000,x,x,1000538,x,0,0,#N/A,0,0,12480000,3143000,1212000,0,2,0,0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
Syrian refugees in Lebanon,Displacement,LBN002,Lebanon,LBN,10450,6769000,6244000,1529000,x,0,x,x,x,#N/A,x,525000,4715000,780000,703000,46000,2,x,x,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0
Socioeconomic crisis in Lebanon,"Socio-political,Violence,Tecnological Disaster",LBN004,Lebanon,LBN,10450,6769000,6244000,x,x,x,208,x,x,#N/A,x,525000,3035000,1889000,1275000,46000,3,x,x,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0
Complex crisis in Libya,"Conflict,Displacement,Socio-political",LBY001,Libya,LBY,1759540,8200000,3772000,1551000,x,x,819,x,x,#N/A,x,4428000,2952000,738000,82000,0,7,198000,633000,1.0,3.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0
Mixed migration flows in Libya,Displacement,LBY002,Libya,LBY,1759540,8200000,710000,710000,x,x,819,x,x,#N/A,x,7490000,0,710000,0,0,4,79000,229000,1.0,3.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0
Socio-economic crisis in Sri Lanka,"Socio-political,Food Security",LKA002,Sri Lanka,LKA,62705,22156000,22156000,0,369,#N/A,10,#N/A,#N/A,#N/A,#N/A,0,16456000,4000000,1644000,56000,1,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Drought in Lesotho,Drought,LSO002,Lesotho,LSO,30360,2307000,1486000,x,x,x,0,0,0,#N/A,x,821000,1166000,320000,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mixed migration flows in Morocco,Displacement,MAR002,Morocco,MAR,446300,37480000,21000,21000,x,x,117,0,0,#N/A,0,37459000,0,21000,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DIsplacement from Ukraine conflict in Moldova,"Displacement,Conflict",MDA002,Moldova,MDA,1595,770000,660000,660000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,110000,0,660000,0,0,2,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crisis in Madagascar,"Drought,Cyclone",MDG001,Madagascar,MDG,581800,29643000,1501000,193000,x,39000,244,x,57000,#N/A,x,28141000,1122000,364000,14000,0,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Drought in Madagascar,Drought,MDG002,Madagascar,MDG,149752,730000,541000,5000,x,39000,30,x,x,#N/A,x,189000,350000,177000,14000,0,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Tropical Cyclones Season in 2022 in Madagascar,Cyclone,MDG006,Madagascar,MDG,581800,29643000,960000,188000,x,x,214,x,57000,#N/A,x,28683000,772000,188000,0,0,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Multiple crisis in Mexico,"Violence,Displacement",MEX001,Mexico,MEX,1943950,118414000,607000,607000,x,x,8513,x,x,#N/A,x,117806000,513000,94000,0,0,5,x,x,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0
Criminal Violence in Mexico,"Violence,Displacement",MEX002,Mexico,MEX,1943950,118414000,379000,379000,x,x,7794,x,x,#N/A,x,118035000,379000,x,x,x,5,x,x,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0
Mixed Migration in Mexico,Displacement,MEX003,Mexico,MEX,1671738,114097000,228000,228000,x,x,719,x,x,#N/A,x,113869000,134000,94000,0,0,3,x,x,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0
Complex crisis in Mali,Conflict,MLI001,Mali,MLI,1240190,21069000,6300000,1395000,0,44056,2044,x,1,#N/A,x,14769000,0,3400000,2700000,200000,3,x,x,1.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0
Multiple crises in Myanmar,"Socio-political,Conflict,Violence",MMR001,Myanmar,MMR,661578,55700000,34974000,1384000,x,x,10511,x,x,#N/A,x,20726000,20568000,2807000,9137000,2462000,4,x,x,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0
Rakhine Conflict,Conflict,MMR002,Myanmar,MMR,40755,3854000,1553000,1290000,x,x,191,x,x,#N/A,x,2300000,0,0,1553000,0,4,x,x,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0
Kachin and Shan Conflict,Conflict,MMR003,Myanmar,MMR,244843,8393000,2993000,101000,x,x,487,x,x,#N/A,x,5400000,0,777000,2065000,151000,3,x,x,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0
Post-coup conflict in Myanmar,"Violence,Socio-political,Conflict",MMR004,Myanmar,MMR,379957,43453000,30428000,1091000,x,x,9833,x,x,#N/A,x,13025000,20568000,2030000,5519000,2311000,3,x,x,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0
Multiple Crises in Mozambique,"Conflict,Displacement,Cyclone",MOZ001,Mozambique,MOZ,550263,20399000,10885000,953000,257,x,549,143407,13365,#N/A,1700000,9514000,8395000,2466000,24000,0,5,x,x,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0
Cabo Delgado Islamist Insurgency,"Conflict,Displacement",MOZ004,Mozambique,MOZ,280615,10302000,10302000,947000,x,x,407,x,x,#N/A,x,0,8764000,1514000,24000,0,3,x,x,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0
2022 Tropical Cyclone Seasons in Mozambique,Cyclone,MOZ008,Mozambique,MOZ,471485,18066000,1021000,6000,367,x,142,143407,13365,#N/A,1700000,17045000,0,1021000,0,0,4,#N/A,#N/A,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
Refugees from Mali in Mauritania,Displacement,MRT002,Mauritania,MRT,206000,1513000,1513000,90000,0,x,0,0,0,#N/A,x,0,1423000,90000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Food Security in Mauritania,"Drought,Floods",MRT003,Mauritania,MRT,1030700,4359000,2314000,x,x,136000,0,x,x,#N/A,x,2045000,1435000,796000,83000,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Complex crisis in Malawi,"Drought,Socio-political,Cyclone",MWI002,Malawi,MWI,94280,19129000,11492000,144000,206,3314,175,x,x,#N/A,x,7637000,6990000,4502000,0,0,2,x,x,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
Tropical Cyclone Ana in Malawi,Cyclone,MWI004,Malawi,MWI,94548,17000000,990000,54000,206,x,46,x,x,#N/A,x,16010000,310000,680000,0,0,2,116000,x,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
International Refugees in Malaysia,Displacement,MYS001,Malaysia,MYS,9206,10090000,10090000,183000,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A,0,9907000,183000,0,0,3,#N/A,#N/A,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Food Security Crisis in Namibia,Drought,NAM002,Namibia,NAM,823290,2551000,1587000,0,0,0,0,#N/A,#N/A,#N/A,#N/A,964000,836000,632000,119000,0,1,#N/A,#N/A,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
Multiple crises in Niger,"Conflict,Displacement",NER001,Niger,NER,1267000,24500000,4022000,680000,1,x,530,x,x,#N/A,x,20478000,867000,2739000,350000,66000,4,x,x,0.0,3.0,2.0,0.0,0.0,2.0,3.0,1.0,2.0
Boko Haram in Niger,Conflict,NER002,Niger,NER,156906,655000,655000,290000,141012,x,167,x,x,#N/A,x,0,48000,589000,14000,3000,3,x,x,0.0,3.0,2.0,0.0,0.0,2.0,3.0,1.0,2.0
Mali/Burkina Faso conflict,Conflict,NER003,Niger,NER,210600,6050000,2410000,266000,x,x,322,x,x,#N/A,x,3640000,450000,1599000,304000,57000,5,x,x,1.0,3.0,2.0,0.0,0.0,2.0,3.0,1.0,2.0
Nigerian Refugees,Displacement,NER004,Niger,NER,8616,4359000,957000,204000,x,x,13,0,0,#N/A,0,3402000,368000,551000,32000,6000,3,x,x,1.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0
Complex crisis in Nigeria,"Conflict,Displacement,Violence",NGA001,Nigeria,NGA,910770,218770000,24587000,5398000,117,1537040,4509,x,x,#N/A,x,194183000,7660000,12538000,4389000,0,5,x,800000,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0
Middle belt conflict,Violence,NGA003,Nigeria,NGA,142964,15532000,1696000,495000,x,x,573,x,x,#N/A,x,13837000,0,1528000,168000,0,5,x,x,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
Boko Haram crisis in Nigeria,"Conflict,Displacement",NGA004,Nigeria,NGA,157918,16051000,16051000,4311000,x,1529500,1404,x,x,#N/A,x,0,7651000,4600000,3800000,0,4,x,800000,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0
Northwest Banditry,"Violence,Displacement",NGA007,Nigeria,NGA,237708,41531000,6746000,507000,x,x,1596,x,x,#N/A,49,34785000,0,6325000,420000,0,5,x,x,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0
Cameroonian Refugees in Nigeria,Displacement,NGA008,Nigeria,NGA,108869,12675000,85000,85000,x,x,x,x,x,#N/A,x,12590000,0,85000,0,0,2139,x,x,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
Socioeconomic crisis in Nicaragua,Socio-political,NIC001,Nicaragua,NIC,120340,6201000,200000,200000,x,x,9,x,x,#N/A,x,6001000,200000,0,0,0,x,x,0,2.0,0.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0
Complex crisis in Pakistan,"Displacement,Conflict",PAK001,Pakistan,PAK,770880,229489000,134843000,9452000,12900,x,785,1200000,805000,#N/A,x,94646000,82643000,51079000,1122000,0,5,x,x,2.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0
Kashmir conflict in Pakistan,Conflict,PAK004,Pakistan,PAK,13297,4240000,x,x,x,x,0,x,x,#N/A,x,x,x,x,x,x,3,x,x,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0
Floods in Pakistan ,Other seasonal event,PAK005,Pakistan,PAK,853763,33000000,33000000,7900000,12900,0,1718,1200000,805000,#N/A,0,0,12400000,20570000,30000,0,1,#N/A,#N/A,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0
Venezuela displacement in Panama,Displacement,PAN002,Panama,PAN,74177,145000,96000,122000,x,x,61,x,x,#N/A,x,49000,2000,94000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venezuela displacement in Peru,Displacement,PER002,Peru,PER,1280000,33359000,10081000,1570000,x,x,4,x,x,#N/A,x,23278000,8381000,1700000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Multiple crises in the Philippines,"Conflict,Cyclone,Violence",PHL001,Philippines,PHL,367020,51998000,12744000,165000,609,x,205,1772103,404501,#N/A,66031500000,39254000,10181000,2563000,0,0,4,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
