,,,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
PHL010,281,316,4,4,99,4,4,316,316,316,316,168,168,168,168,168,168,168,168,168,154.7,,
PHL011,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,,
PNG003,4,4,43,43,4,4,42,43,43,42,43,42,42,42,42,42,42,42,42,42,34.9,,
POL002,92,5,5,5,5,5,5,5,5,5,92,172,172,172,172,172,172,172,172,172,30.4,,
PRK001,587,587,587,501,4,945,945,945,945,945,1372,168,168,168,168,168,168,168,168,168,735.7,,
PSE002,285,285,285,285,3,3,3,3,3,209,1362,175,175,175,175,175,175,175,175,175,233.1,,
REG001,886,62,62,62,62,62,62,62,62,62,1279,189,189,189,189,189,189,189,189,189,196.4,,
REG002,63,63,63,63,63,63,63,63,63,231,63,171,171,171,171,171,171,171,171,171,90.6,,
REG003,65,65,755,1078,0,1078,1285,1285,1285,1285,1285,168,168,168,168,168,168,168,168,168,950.4,,
REG004,32,32,32,32,32,32,32,32,32,32,1259,169,169,169,169,169,169,169,169,169,168.4,,
REG006,193,58,38,38,38,38,38,38,38,193,1262,169,169,169,169,169,169,169,169,169,189,,
REG007,5,5,5,5,5,5,5,5,5,5,64,169,169,169,169,169,169,169,169,169,27.3,,
REG008,14,14,14,14,14,14,14,14,14,14,64,169,169,169,169,169,169,169,169,169,34.5,,
REG011,595,4,4,4,4,146,123,4,146,280,595,168,168,168,168,168,168,168,168,168,147.4,,
REG012,0,0,0,0,0,0,0,0,0,0,0,170,170,170,170,170,170,170,170,170,17,,
REG013,126,126,126,126,4,126,126,126,126,126,126,168,168,168,168,168,168,168,168,168,118,,
REG014,60,32,32,60,32,32,32,32,32,32,243,170,170,170,170,170,170,170,170,170,69.7,,
ROU002,92,5,5,5,5,5,5,5,5,5,92,172,172,172,172,172,172,172,172,172,30.4,,
RWA002,215,215,47,47,731,47,47,47,47,47,215,174,174,174,174,174,174,174,174,174,144.9,,
SDN001,490,308,308,14,14,308,308,308,308,308,490,170,170,170,170,170,170,170,170,61,253.6,,
SDN005,490,490,490,14,14,40,14,14,14,14,413,170,170,170,170,170,170,170,170,170,119.7,,
SDN006,61,61,14,14,14,14,14,14,14,14,61,61,61,61,61,61,61,61,61,61,23.4,,
SDN008,127,127,127,14,14,127,127,127,127,127,549,170,170,170,170,170,170,170,170,170,150.9,,
SEN002,61,61,61,27,61,61,61,61,61,61,27,172,172,172,172,172,172,172,172,172,65.3,,
SLV001,7,7,7,7,7,7,7,7,7,7,7,179,179,179,179,179,179,179,179,179,24.2,,
SOM001,1106,44,44,5,5,44,44,44,44,44,1369,174,174,174,174,174,174,174,174,174,181.7,,
SOM002,90,44,5,5,5,5,5,5,5,5,525,172,172,172,172,172,172,172,172,172,73.7,,
SSD001,1221,215,215,38,7,38,38,38,38,38,215,174,174,174,174,174,174,174,174,174,83.9,,
SSD003,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,
SVK002,92,5,5,5,5,5,5,5,5,5,92,172,172,172,172,172,172,172,172,172,30.4,,
SWZ001,42,18,18,991,18,18,18,18,18,18,18,170,170,170,170,170,170,170,170,170,130.5,,
SYR001,250,250,250,34,3,207,207,207,207,207,1370,169,169,169,169,169,169,169,169,169,286.1,,
TCD001,678,584,678,343,96,678,678,96,96,96,678,173,173,173,173,173,173,173,173,173,361.2,,
TCD003,1354,96,96,96,96,96,96,96,96,96,1354,173,173,173,173,173,173,173,173,173,229.5,,
TCD004,951,91,91,96,96,96,91,91,91,91,1354,173,173,173,173,173,173,173,173,173,227,,
TCD005,951,96,96,96,96,96,91,91,96,96,62,173,173,173,173,173,173,173,173,173,99.3,,
TCD006,1354,951,951,1354,96,824,824,824,824,824,1096,173,173,173,173,173,173,173,173,173,779,,
THA001,1189,4,4,4,4,4,182,4,182,182,1356,168,168,168,168,168,168,168,168,168,209,,
THA002,1189,1189,369,1189,4,182,945,945,945,945,1356,168,168,168,168,168,168,168,168,168,704.8,,
THA003,182,4,4,4,641,4,182,4,182,182,1356,168,168,168,168,168,168,168,168,168,272.7,,
TON002,285,285,217,38,38,38,38,38,217,217,285,168,168,168,168,168,168,168,168,168,129.4,,
TTO002,61,61,61,61,61,61,61,61,61,61,61,179,179,179,179,179,179,179,179,179,72.8,,
TUN002,92,5,5,5,5,5,5,5,5,5,92,174,174,174,174,174,174,174,174,174,30.6,,
TUR001,1354,42,3,3,34,3,3,3,3,3,1354,169,169,169,169,169,169,169,169,169,157.8,,
TUR002,1354,306,3,3,194,3,3,3,3,33,1354,169,169,169,169,169,169,169,169,169,176.8,,
TUR003,1354,306,3,3,33,3,3,3,3,61,1354,169,169,169,169,169,169,169,169,169,163.5,,
TUR004,1354,1354,1354,1354,61,1354,1354,1354,1354,1354,1354,169,169,169,169,169,169,169,169,169,1106.2,,
TZA001,230,7,7,7,7,7,7,7,7,7,62,170,170,170,170,170,170,170,170,170,28.8,,
TZA002,250,477,477,7,7,7,7,7,7,7,477,170,170,170,170,170,170,170,170,170,117.3,,
TZA003,230,154,154,230,7,154,154,154,154,154,230,170,170,170,170,170,170,170,170,170,156.1,,
UGA001,96,34,7,7,34,7,7,7,7,7,96,96,96,96,96,96,96,96,96,96,27.5,,
UGA005,96,34,7,7,878,7,7,7,7,7,826,171,171,171,171,171,171,171,171,171,192.4,,
UGA007,96,96,34,96,96,34,34,34,34,34,96,96,96,96,96,96,96,96,96,96,58.8,,
UKR002,92,5,5,5,5,5,5,5,5,5,92,173,173,173,173,173,173,173,173,173,30.5,,
VEN001,0,0,0,0,0,0,0,0,0,0,0,187,187,187,187,187,187,187,187,187,18.7,,
YEM001,32,32,32,32,32,32,32,32,32,32,32,168,168,168,168,168,168,168,168,168,45.6,,
YEM002,32,32,32,32,32,32,32,32,32,32,32,168,168,168,168,168,168,168,168,168,45.6,,
ZMB002,414,12,12,1158,12,12,12,12,12,12,414,170,170,170,170,170,170,170,170,170,182.6,,
ZWE001,47,7,308,7,7,7,308,308,308,308,205,170,170,170,170,170,170,170,170,170,193.6,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,MIN,7.0
,,,,,,,,,,,,,,,,,,,,,,MAX,1106.2
