,,,,,,,,,,,,,,,,,
,,,,,# of people in none/minimal conditions - Level 1,# of people in stressed conditions - level 2,# of people in moderate conditions - level 3,# of people severe conditions - level 4,# of people extreme conditions - level 5,People in Need,% of people in none/minimal conditions - Level 1,% of people in stressed conditions - level 2,% of people in moderate conditions - level 3,% of people severe conditions - level 4,% of people extreme conditions - level 5,Concentration of conditions,Conditions of people affected
Myanmar refugees in Thailand,Conflict,THA003,Thailand,THA,0.252,0,0.091,0,0,1.6,0.7346938775510204,0,0.2653061224489796,0,0,3,2.3
Tonga Volcano Eruption,Volcano Eruption,TON002,Tonga,TON,0.02,0.085,0,0,0,0,0.19047619047619047,0.8095238095238095,0,0,0,2,1
Venezuelan refugees in Trinidad and Tobago,Displacement,TTO002,Trinidad and Tobago,TTO,1.191,0.177,0.035,0,0,0.9,0.8488952245188881,0.1261582323592302,0.024946543121881683,0,0,2,1.45
Mixed migration flows in Tunisia,Displacement,TUN002,Tunisia,TUN,12.35,0,0.012,0,0,0.1,0.999029283287494,0,0.000970716712506067,0,0,1,0.55
Complex situation in Turkey,"Displacement,Conflict",TUR001,Türkiye,TUR,82.797,1.742,1.782,0.436,0,3.9,0.9543552681627996,0.020079071429394746,0.020540129326740205,0.005025531081065505,0,1,2.45
Syrian Refugees in Turkey,Displacement,TUR002,Türkiye,TUR,24.028,10.097,1.633,0.399,0,3.8,0.6645279053044969,0.27924663974777364,0.04516289617788594,0.011034902372918856,0,3,3.4
Mixed Migration Flows in Turkey,Displacement,TUR003,Türkiye,TUR,28.796,8.645,0.149,0.036,0,2.1,0.7653218519109126,0.22976133524690373,0.003960027640461383,0.0009567852017222134,0,2,2.05
Kurdish Conflict,Conflict,TUR004,Türkiye,TUR,x,x,x,x,x,x,x,x,x,x,x,x,x
Multiple Crises in Tanzania,"Displacement,Drought",TZA001,Tanzania,TZA,1.997,12.074,0.745,0.095,0,3.2,0.13392797263765005,0.809737777479713,0.04996311447924351,0.006371135403393468,0,3,3.1
International Displacement in Tanzania,Displacement,TZA002,Tanzania,TZA,0,11.145,0.248,0,0,2.3,0,0.9782322478715001,0.021767752128499955,0,0,2,2.15
Food Security Crisis in North-East Tanzania,Drought,TZA003,Tanzania,TZA,1.997,0.929,0.497,0.095,0,3,0.5676520750426378,0.2640704945992041,0.14127345082433201,0.027003979533826036,0,3,3
Multiple crises in Uganda,"Displacement,Drought,Violence,Epidemic",UGA001,Uganda,UGA,4.153,0.5,1.795,0.038,0,3.8,0.6403021893308664,0.0770891150169596,0.27674992291088496,0.00585877274128893,0,3,3.4
International Displacement in Uganda,Displacement,UGA005,Uganda,UGA,3.722,0,1.519,0,0,3.6,0.7103053435114504,0,0.2898854961832061,0,0,3,3.3
Food Security Crisis in Karamoja Region,"Drought,Violence,Epidemic",UGA007,Uganda,UGA,0.431,0.5,0.276,0.038,0,2.5,0.34590690208667735,0.4012841091492777,0.22150882825040127,0.030497592295345103,0,3,2.75
Conflict in Ukraine,"Conflict,Displacement",UKR002,Ukraine,UKR,0,25.531,11.16,6.54,0,5,0,0.5905715805787514,0.25814808817746526,0.1512803312437834,0,4,4.5
Complex crisis in Venezuela,"Socio-political,Violence,Floods",VEN001,Venezuela,VEN,9.661,0.222,18.517,0,0,5,0.34017605633802817,0.007816901408450705,0.6520070422535211,0,0,3,4
Conflict in Yemen,Conflict,YEM001,Yemen,YEM,0,7.091,14.04,5.382,3.978,5,0,0.2325604276671805,0.4604637433996917,0.17651110163654848,0.13046472729657932,5,5
Mixed migration flows in Yemen,Displacement,YEM002,Yemen,YEM,4.675,0,0.132,0.132,0.029,2.4,0.9408331656268867,0,0.026564701147112096,0.026564701147112096,0.005836184342926142,3,2.7
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,4.937,6.601,1.952,0,0,3.8,0.3659747961452928,0.4893254262416605,0.1446997776130467,0,0,3,3.4
Complex crisis in Zimbabwe,"Socio-political,Drought",ZWE001,Zimbabwe,ZWE,6.634,2.706,6.05,0.95,0,4.7,0.4059975520195838,0.16560587515299877,0.37025703794369647,0.05813953488372093,0,4,4.35
