Crisis,DRIVERS,CRISIS ID,COUNTRY,ISO3,Landmass affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related Injuries,Total # of illness cases reported,Total # of crisis related fatalities,Building partially damaged,Building totally damaged,Total Building in the affected area,Econimic losses,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of groups affected by crisis,people in need facing limited access constraints,people in need facing restricted access constraints,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)"
0,,,,,sq. Km,Number,Number,Number,Number,,Number,Number,Number,Number,million USD,Number,Number,Number,Number,Number,Number,Number,Number,,,,,,,,,
Anglophone Crisis in Cameroon,Conflict,CMR003,Cameroon,CMR,88019,14851000,1686000,1186000,x,x,204,x,x,#N/A,x,13165000,0,1377000,309000,x,4,x,377500,1.0,3.0,2.0,3.0,0.0,2.0,3.0,1.0,3.0
CAR refugees in Cameroon,"Conflict,Displacement",CMR004,Cameroon,CMR,231318,5650000,607000,344000,0,x,7,0,0,#N/A,x,5043000,0,607000,x,x,3,x,x,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Complex crisis in DRC,"Conflict,Displacement,Socio-political",COD001,DRC,COD,2344860,108584000,26429000,11015000,1,x,1937,x,x,#N/A,1700,82155000,529000,10300000,10800000,4800000,4,x,x,1.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,3.0
Complex crisis in Congo,Conflict,COG001,Congo,COG,341500,5800000,293000,231000,x,x,0,x,x,#N/A,x,5507000,159000,134000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Complex crisis in Colombia,"Socio-political,Conflict,Violence,Floods,Displacement",COL001,Colombia,COL,1109500,51600000,9800000,6922000,x,x,1015,x,x,#N/A,x,41800000,2100000,4206000,3100000,394000,3,x,x,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0
Venezuela displacement in Colombia,Displacement,COL002,Colombia,COL,34507,25541000,22318000,2940000,x,x,13,x,x,#N/A,x,3222000,16918000,2950000,2174000,276000,3,x,x,0.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0
Nicaraguan refugees in Costa Rica,Displacement,CRI002,Costa Rica,CRI,1003,2451000,235000,235000,x,x,100,x,x,#N/A,x,2215000,0,235000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Displacement from Russia-Ukraine conflict in Czechia,"Conflict,Displacement",CZE002,Czech Republic,CZE,77187,11054000,381000,381000,x,x,0,0,0,#N/A,x,10672000,0,381000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crises in Djibouti,"Displacement,Drought",DJI001,Djibouti,DJI,23180,1182000,717000,36000,x,x,0,x,x,#N/A,x,465000,402000,215000,100000,0,5,x,x,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Mixed migration in Djibouti,Displacement,DJI002,Djibouti,DJI,7300,676000,30000,30000,x,x,0,x,x,#N/A,x,646000,0,30000,x,x,1,x,x,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Drought in Djibouti,Drought,DJI003,Djibouti,DJI,23180,1182000,687000,6000,x,x,0,x,x,#N/A,x,495000,402000,185000,100000,0,5,x,x,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Venezuela displacement in Dominican Republic,Displacement,DOM002,Dominican Republic,DOM,48310,11229000,124000,124000,x,x,x,x,x,#N/A,x,11105000,5000,119000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mixed migration flows in Algeria,Displacement,DZA002,Algeria,DZA,2381741,45998000,263000,263000,x,x,522,x,x,#N/A,x,45735000,0,263000,x,x,4,x,x,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Sahrawi refugees in Algeria,Displacement,DZA003,Algeria,DZA,159000,223000,174000,x,x,x,1,x,x,#N/A,x,49000,84000,90000,x,x,2,0,0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0
Multiple crises in Algeria,Displacement,DZA004,Algeria,DZA,2381741,46221000,437000,263000,x,x,522,x,x,#N/A,x,45784000,84000,353000,x,x,3,x,x,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0
Venezuela displacement in Ecuador,Displacement,ECU002,Ecuador,ECU,248360,18001000,7592000,475000,x,x,0,x,x,#N/A,x,10409000,7189000,403000,x,x,3,x,x,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0
Refugees in Egypt,"Displacement,Conflict",EGY004,Egypt,EGY,91071.77,113716000,502000,502000,x,x,5,x,x,#N/A,x,113215000,0,502000,x,x,2,x,x,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
Complex crisis in Eritrea,"Socio-political,Displacement",ERI001,Eritrea,ERI,121041,3791000,1100000,633000,0,x,x,x,x,#N/A,x,2691000,0,1100000,x,x,5,x,x,1.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0
Mixed migration flows in Spain,Displacement,ESP002,Spain,ESP,100000,47552000,71000,71000,x,x,177,x,x,#N/A,x,47481000,0,71000,x,x,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Displacement from Russia-Ukraine conflict in Estonia,"Conflict,Displacement",EST002,Estonia,EST,42750,1387000,38000,38000,x,x,0,0,0,#N/A,x,1349000,0,38000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Complex crisis in Ethiopia,"Displacement,Floods,Conflict",ETH001,Ethiopia,ETH,1128571,128289000,86079000,4423000,x,2700000,3552,x,x,#N/A,4500000,42210000,57479000,28600000,x,x,4,x,10000,2.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0
International Displacement,Displacement,ETH003,Ethiopia,ETH,1128571,128289000,41979000,963000,x,x,x,x,x,#N/A,x,86310000,41016000,963000,x,x,3,0,0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0
Northern Ethiopia Conflict,"Conflict,Displacement",ETH004,Ethiopia,ETH,299000,30600000,30600000,2249000,x,506558,3552,#N/A,#N/A,#N/A,#N/A,0,21800000,8800000,x,x,4,0,210000,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0
Drought in Ethiopia,Drought,ETH005,Ethiopia,ETH,784308,62400000,24100000,622000,x,59766,24,x,x,#N/A,6850000,38300000,4000000,20100000,x,x,3,x,x,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0
Mixed migration flows in Greece,Displacement,GRC002,Greece,GRC,9776,558000,95000,95000,0,x,16,x,x,#N/A,x,463000,0,95000,x,x,2,x,x,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
Complex crisis in Guatemala,"Violence,Socio-political,Other seasonal event",GTM001,Guatemala,GTM,107160,17600000,9162000,105000,x,14299,169,x,x,#N/A,x,8438000,3862000,5300000,0,0,5,x,x,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Complex crisis in Honduras,"Violence,Socio-political,Other seasonal event",HND001,Honduras,HND,111890,9745000,5815000,754000,x,x,188,x,x,#N/A,x,3930000,3015000,1428000,1372000,0,2,x,x,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0
Complex crisis in Haiti,"Earthquake,Violence,Socio-political,Other seasonal event",HTI001,Haiti,HTI,27560,11400000,8100000,158000,x,44642,717,x,x,#N/A,x,3300000,2600000,3031000,1568000,902000,5,x,x,1.0,3.0,2.0,2.0,0.0,2.0,3.0,0.0,3.0
Displacement from Russia-Ukraine conflict in Hungary,"Conflict,Displacement",HUN002,Hungary,HUN,93013,9709000,66000,66000,x,x,0,0,0,#N/A,x,9643000,0,66000,0,0,2,x,x,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Papua Conflict,"Socio-political,Violence",IDN002,Indonesia,IDN,421991,5438000,5438000,100000,0,x,110,x,x,#N/A,x,0,5338000,100000,0,0,4,x,x,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0
Afghan Refugees in Iran,Displacement,IRN004,Iran,IRN,239561,24823000,4477000,4477000,x,x,x,x,x,#N/A,x,20346000,0,1377000,3100000,0,2,x,x,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0
Multiple crises in Iraq,"Violence,Displacement,Socio-political,Conflict",IRQ001,Iraq,IRQ,383312,44496000,5581000,6633000,x,x,697,x,x,#N/A,133900,38915000,2800000,2408000,245000,128000,5,1500000,300000,1.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0
Conflict  in Iraq,"Conflict,Socio-political,Violence",IRQ002,Iraq,IRQ,383312,43682000,5300000,5987000,x,x,697,x,x,#N/A,133900,38382000,2800000,2150000,225000,125000,5,1500000,300000,1.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0
Syrian and Palestinian refugees in iraq,Displacement,IRQ003,Iraq,IRQ,36000,6452000,697000,281000,x,x,0,x,0,#N/A,x,5755000,416000,258000,20000,3000,5,x,0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
Mixed migration flows in Italy,Displacement,ITA002,Italy,ITA,41055,58928000,162000,162000,x,x,519,x,0,#N/A,x,58766000,0,162000,x,x,3,x,x,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
Syrian refugees in Jordan,Displacement,JOR002,Jordan,JOR,40463,9280000,1839000,1319000,x,x,9,x,x,#N/A,x,7441000,488000,1325000,26000,0,2,x,x,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Multiple crisis in Kenya ,"Drought,Displacement",KEN001,Kenya,KEN,543630,29789000,29230000,669000,x,940000,664,0,0,#N/A,0,559000,27081000,1883000,266000,0,3,0,0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0
Refugee situation in Kenya,Displacement,KEN002,Kenya,KEN,38244,1183000,624000,624000,x,940000,x,0,0,#N/A,0,559000,0,624000,x,x,2,0,x,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0
Drought in Kenya,Drought,KEN003,Kenya,KEN,543630,28606000,28606000,45000,x,940000,174,0,0,#N/A,0,0,27081000,1259000,266000,0,3,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0
Syrian refugees in Lebanon,Displacement,LBN002,Lebanon,LBN,10450,5700000,5700000,1500000,2,0,2,x,x,#N/A,x,0,4200000,1500000,x,x,2,x,x,0.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0
Socioeconomic crisis in Lebanon,"Socio-political,Violence,Tecnological Disaster",LBN004,Lebanon,LBN,10450,5700000,5700000,1883000,914,x,338,x,x,#N/A,x,0,1800000,3900000,x,x,3,x,x,0.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,0.0
Complex crisis in Libya,"Conflict,Displacement,Socio-political",LBY001,Libya,LBY,1759540,6932000,6932000,1642000,x,x,5068,2217,1127,#N/A,x,0,5767000,1165000,x,x,5,x,x,1.0,3.0,2.0,0.0,2.0,3.0,0.0,1.0,3.0
Mixed migration flows in Libya,Displacement,LBY002,Libya,LBY,1759540,6932000,766000,766000,x,x,696,x,x,#N/A,x,6166000,0,766000,x,x,4,79000,229000,1.0,3.0,2.0,0.0,2.0,3.0,0.0,1.0,2.0
Storm Daniel and floods in Libya,"Floods,Other seasonal event",LBY003,Libya,LBY,67827,2010000,884000,45000,x,x,4352,2217,1127,#N/A,x,1126000,0,884000,x,x,5,x,x,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0
Multiple crises in Sri Lanka,"Socio-political,Food Security,Floods",LKA001,Sri Lanka,LKA,62705,22037000,7000000,7000,7,x,5,x,x,#N/A,x,15037000,1720000,5280000,x,x,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Socio-economic crisis in Sri Lanka,"Socio-political,Food Security",LKA002,Sri Lanka,LKA,62705,22037000,7000000,0,2,x,0,x,x,#N/A,x,15037000,1720000,5280000,x,x,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2023 Floods and Monsoon Rain,Floods,LKA003,Sri Lanka,LKA,14952,6258000,245000,7000,5,x,5,x,x,#N/A,x,6013000,149000,95000,x,x,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Displacement from Russia-Ukraine conflict in Lithuania,"Conflict,Displacement",LTU002,Lithuania,LTU,62610,2884000,53000,53000,x,x,0,0,0,#N/A,x,2832000,0,53000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Displacement from Russia-Ukraine conflict in Latvia,"Conflict,Displacement",LVA002,Latvia,LVA,62230,1923000,44000,44000,x,x,0,0,0,#N/A,x,1879000,0,44000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crises in Morocco,"Displacement,Earthquake",MAR001,Morocco,MAR,446300,38055000,2820000,520000,5500,x,3163,40579,19095,#N/A,x,35235000,2300000,520000,x,x,2,x,x,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
Mixed migration flows in Morocco,Displacement,MAR002,Morocco,MAR,446300,38055000,20000,20000,x,x,177,0,0,#N/A,0,38035000,0,20000,x,x,4,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
Al Haouz Earthquake in Morocco,Earthquake,MAR003,Morocco,MAR,53316,6600000,2800000,500000,5500,x,2946,40579,19095,#N/A,x,3800000,2300000,500000,x,x,2,x,x,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
DIsplacement from Russia-Ukraine conflict in Moldova,"Displacement,Conflict",MDA002,Moldova,MDA,32970,2660000,116000,116000,x,x,0,0,0,#N/A,x,2539000,0,116000,0,0,2,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crisis in Madagascar,"Drought,Cyclone",MDG001,Madagascar,MDG,233094,16220000,13621000,53000,56,196451,17,30702,10300,#N/A,481,2599000,11331000,2171000,119000,0,1,x,x,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
Drought in Madagascar,Drought,MDG002,Madagascar,MDG,149752,7733000,5134000,8000,x,196451,0,x,x,#N/A,x,2599000,3427000,1588000,119000,0,1,x,x,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Tropical cyclone Freddy in Madagascar,Cyclone,MDG008,Madagascar,MDG,233094,8487000,8487000,45000,56,0,17,7102,10300,#N/A,481,0,7904000,583000,x,x,1,0,0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
Multiple crisis in Mexico,"Violence,Displacement",MEX001,Mexico,MEX,1943950,127504000,607000,607000,x,x,3373,x,x,#N/A,x,126897000,480000,128000,0,0,5,x,x,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,3.0
Criminal Violence in Mexico,"Violence,Displacement",MEX002,Mexico,MEX,1943950,118414000,379000,379000,x,x,3079,x,x,#N/A,x,118035000,379000,x,x,x,5,x,x,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,3.0
Mixed Migration in Mexico,Displacement,MEX003,Mexico,MEX,1159951,57925000,228000,228000,x,x,5,x,x,#N/A,x,57696000,101000,128000,0,0,3,x,x,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,3.0
Complex crisis in Mali,Conflict,MLI001,Mali,MLI,1240190,21700000,12900000,1561000,2,44056,2493,x,1,#N/A,x,8800000,4100000,6800000,1800000,200000,5,x,x,0.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0
Multiple crises in Myanmar,"Socio-political,Conflict,Violence",MMR001,Myanmar,MMR,676578,55960000,54860000,3724000,x,x,8238,x,x,#N/A,x,1100000,37338000,12849000,4673000,0,5,x,x,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0
Rakhine Conflict,Conflict,MMR002,Myanmar,MMR,36778,3472000,3472000,1289000,x,x,378,x,x,#N/A,x,0,1800000,434000,1238000,0,3,x,x,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0
Kachin and Shan Conflict,Conflict,MMR003,Myanmar,MMR,149600,4873000,4873000,94000,x,x,1443,x,x,#N/A,x,0,3400000,1165000,308000,0,3,x,x,2.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0
Post-coup conflict in Myanmar,"Violence,Socio-political,Conflict",MMR004,Myanmar,MMR,676578,55960000,46515000,2341000,x,x,6417,x,x,#N/A,x,9445000,32138000,11250000,3127000,0,4,x,x,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0
2024 Dzud,Other seasonal event,MNG004,Mongolia,MNG,1260000,893000,344000,0,0,x,0,x,x,#N/A,x,549000,194000,117000,33000,x,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Multiple Crises in Mozambique,"Conflict,Displacement,Cyclone",MOZ001,Mozambique,MOZ,786380,34514000,12814000,964000,700,x,347,290330,200900,#N/A,0,21699000,10560000,2254000,x,x,3,x,x,1.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0
Cabo Delgado Islamist Insurgency,"Conflict,Displacement",MOZ004,Mozambique,MOZ,280615,11584000,11584000,922000,x,x,164,x,x,#N/A,x,0,9884000,1700000,x,x,3,x,x,1.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0
Tropical Cyclone Freddy in Mozambique,Cyclone,MOZ010,Mozambique,MOZ,598856,18025000,1231000,42000,698,x,183,283000,199000,#N/A,x,16794000,677000,554000,x,x,2,x,x,1.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0
Refugees from Mali in Mauritania,Displacement,MRT002,Mauritania,MRT,206000,5143000,107000,107000,0,x,0,0,0,#N/A,x,5036000,0,107000,x,x,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Food Security in Mauritania,"Drought,Floods",MRT003,Mauritania,MRT,1030700,3543000,1295000,107000,x,136000,0,x,x,#N/A,x,2248000,823000,444000,28000,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Complex crisis in Malawi,"Drought,Socio-political,Cyclone",MWI002,Malawi,MWI,94080,19692000,10569000,103000,2186,59000,1796,260681,120394,#N/A,506.7,9123000,6167000,4136000,266000,0,3,0,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Tropical Cyclone Freddy in Malawi,Cyclone,MWI005,Malawi,MWI,31780,7751000,2300000,659000,2178,0,1200,260681,120394,#N/A,506.7,5451000,663000,1637000,0,0,2,0,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
International Refugees in Malaysia,Displacement,MYS001,Malaysia,MYS,9206,10090000,10090000,186000,x,#N/A,0,#N/A,#N/A,#N/A,#N/A,0,9904000,186000,x,x,3,#N/A,#N/A,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Food Security Crisis in Namibia,Drought,NAM002,Namibia,NAM,823290,2642000,1638000,0,0,0,0,#N/A,#N/A,#N/A,#N/A,1004000,943000,630000,65000,0,1,#N/A,#N/A,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Multiple crises in Niger,"Conflict,Displacement",NER001,Niger,NER,409324,12540000,3141000,673000,5,x,956,x,x,#N/A,x,9399000,0,1756000,1385000,0,4,x,x,1.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0
Lake Chad basin crisis in Niger,Conflict,NER002,Niger,NER,156906,788000,315000,258000,141012,x,91,x,x,#N/A,x,220000,0,57000,512000,0,4,x,x,1.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0
Mali/Burkina Faso conflict,Conflict,NER003,Niger,NER,210622,7550000,1749000,337000,x,x,856,x,x,#N/A,x,5801000,0,876000,873000,0,4,x,x,1.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0
Nigerian Refugees,Displacement,NER004,Niger,NER,41796,4202000,823000,79000,x,x,9,0,0,#N/A,0,3379000,0,823000,0,0,2,x,x,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0
Complex crisis in Nigeria,"Conflict,Displacement,Violence",NGA001,Nigeria,NGA,910770,193523000,88772000,5863000,2416,5934949,3921,174000,x,#N/A,x,104750000,63958000,23706000,1108000,0,4,x,800000,1.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,3.0
Middle belt conflict,Violence,NGA003,Nigeria,NGA,142964,18000000,8445000,470000,x,x,643,x,x,#N/A,x,9555000,5977000,2468000,0,0,5,x,x,1.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0
Lake Chad basin crisis in Nigeria,"Conflict,Displacement",NGA004,Nigeria,NGA,157918,16100000,16100000,4612000,x,1529500,1610,x,x,#N/A,x,2000000,5800000,5900000,2200000,200000,4,x,800000,1.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,3.0
Northwest Banditry,"Violence,Displacement",NGA007,Nigeria,NGA,237708,42748000,23239000,694000,x,x,1433,x,x,#N/A,49,19508000,15815000,6994000,431000,0,5,x,x,1.0,2.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0
Cameroonian Refugees in Nigeria,Displacement,NGA008,Nigeria,NGA,108869,12675000,87000,87000,x,x,x,x,x,#N/A,x,12588000,0,87000,x,x,2,x,x,1.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0
Socioeconomic crisis in Nicaragua,Socio-political,NIC001,Nicaragua,NIC,120340,7198000,250000,250000,x,x,3,x,x,#N/A,x,6948000,250000,x,x,x,x,x,x,2.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0
Karnali Earthquake,Earthquake,NPL003,Nepal,NPL,91315,11972000,1634000,58000,364,x,153,35489,26550,#N/A,x,10338000,1384000,250000,0,0,4,x,x,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Complex crisis in Pakistan,"Displacement,Conflict",PAK001,Pakistan,PAK,770880,239633000,94415000,3598000,12900,x,1272,1200000,805000,#N/A,x,145218000,73815000,18503000,2097000,0,5,x,x,2.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,3.0
Kashmir conflict in Pakistan,Conflict,PAK004,Pakistan,PAK,13297,4361000,x,x,x,x,2,x,x,#N/A,x,4361000,x,x,x,x,3,x,x,2.0,1.0,2.0,0.0,2.0,3.0,1.0,1.0,3.0
Floods in Pakistan ,Other seasonal event,PAK005,Pakistan,PAK,669831,33000000,33000000,300000,12900,0,1739,1200000,805000,#N/A,0,0,12400000,20570000,30000,0,1,#N/A,#N/A,2.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,3.0
