Crisis,DRIVERS,CRISIS ID,COUNTRY,ISO3,Landmass affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related Injuries,Total # of illness cases reported,Total # of crisis related fatalities,Building partially damaged,Building totally damaged,Total Building in the affected area,Econimic losses,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of groups affected by crisis,people in need facing limited access constraints,people in need facing restricted access constraints,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)"
0,,,,,sq. Km,Number,Number,Number,Number,,Number,Number,Number,Number,million USD,Number,Number,Number,Number,Number,Number,Number,Number,,,,,,,,,
Complex crisis in Afghanistan,"Conflict,Violence,Displacement,Drought,Earthquake,Socio-political",AFG001,Afghanistan,AFG,652860,43100000,43100000,22915000,2010,x,1954,21300,3330,#N/A,x,0,19400000,9000000,14700000,0,4,x,543000,0.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0
Earthquake in Herat Province,Earthquake,AFG006,Afghanistan,AFG,54778,3500000,1600000,0,2100,x,1482,21300,3330,#N/A,x,1900000,1325000,232000,43000,0,2,x,x,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0
Drought in South-West Angola,Drought,AGO002,Angola,AGO,1246700,2750000,2267000,0,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,483000,683000,1167000,417000,0,1,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0
Nagorno-Karabakh Conflict in Armenia,"Conflict,Displacement",ARM002,Armenia,ARM,16556,2165000,302000,150000,2,x,12,x,x,#N/A,x,1863000,152000,150000,0,0,2,x,x,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
Nagorno-Karabakh conflict in Azerbaijan,"Conflict,Displacement",AZE002,Azerbaijan,AZE,16458,895000,206000,142000,248,x,550,x,x,#N/A,x,689000,201000,5000,0,0,3,x,x,2.0,3.0,2.0,0.0,3.0,2.0,1.0,3.0,2.0
Complex in Burundi,"Violence,Displacement,Floods",BDI001,Burundi,BDI,25680,12289000,6791000,593000,x,283000,101,x,x,#N/A,444,5498000,5556000,1130000,105000,0,5,x,x,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
Conflict in Burkina Faso,"Conflict,Displacement,Violence",BFA002,Burkina Faso,BFA,166000,21537000,4618000,2262000,1,x,3854,x,x,#N/A,x,16919000,0,2582000,1947000,89000,4,x,x,2.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0
Rohingya refugee crisis,"Conflict,Violence,Displacement",BGD002,Bangladesh,BGD,730.46,1521000,1521000,977000,x,x,31,x,x,#N/A,x,0,0,1263000,257000,0,3,x,x,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0
Complex crisis in Bangladesh,"Socio-political,Displacement,Floods,Cyclone,Food Security,Epidemic,Other seasonal event",BGD010,Bangladesh,BGD,147570,170805000,153823000,977000,x,x,31,0,x,#N/A,0,16983000,116256000,27358000,10209000,0,3,x,x,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0
Displacement from Russia-Ukraine conflict in Bulgaria,"Conflict,Displacement",BGR002,Bulgaria,BGR,108560,6538000,73000,73000,x,x,x,0,0,#N/A,x,6465000,0,73000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Displacement from Russia-Ukraine conflict in Belarus,"Displacement,Conflict",BLR002,Belarus,BLR,207582,9271000,43000,43000,x,x,0,0,0,#N/A,x,9228000,0,43000,0,0,2,x,x,2.0,1.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0
Country level Brazil,"Displacement,Floods",BRA001,Brazil,BRA,8358140,109824000,1099000,29000,x,x,1,x,x,#N/A,x,108725000,138000,961000,0,0,5,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Venezuela displacement in Brazil,Displacement,BRA002,Brazil,BRA,8358140,105883000,499000,17000,x,x,1,x,x,#N/A,x,105384000,138000,361000,0,0,5,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Drought in the Amazonas,Drought,BRA004,Brazil,BRA,8358140,3941000,600000,12000,x,x,x,x,x,#N/A,x,3341000,0,600000,0,0,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Complex crisis in CAR,"Conflict,Displacement",CAF001,CAR,CAF,622980,6100000,6100000,1622000,1,x,256,x,x,#N/A,x,0,2700000,2100000,1300000,0,4,x,x,1.0,3.0,2.0,3.0,0.0,3.0,3.0,1.0,3.0
Venezuela displacement in Chile,Displacement,CHL002,Chile,CHL,743532,19604000,13131000,498000,x,x,15,x,x,#N/A,x,6472000,12758000,373000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0
Multiple crises in Cameroon,"Conflict,Displacement",CMR001,Cameroon,CMR,475440,25680000,3849000,2326000,150,x,609,x,x,#N/A,x,21831000,0,2477000,1372000,x,4,x,x,1.0,3.0,3.0,3.0,0.0,2.0,3.0,1.0,3.0
Lake Chad basin crisis in Cameroon,Conflict,CMR002,Cameroon,CMR,34513,5179000,1555000,795000,x,x,399,x,x,#N/A,5.2,3623000,0,493000,1063000,x,3,x,x,1.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0
Anglophone Crisis in Cameroon,Conflict,CMR003,Cameroon,CMR,88019,14851000,1686000,1186000,x,x,204,x,x,#N/A,x,13165000,0,1377000,309000,x,4,x,377500,1.0,3.0,2.0,3.0,0.0,2.0,3.0,1.0,3.0
CAR refugees in Cameroon,"Conflict,Displacement",CMR004,Cameroon,CMR,231318,5650000,607000,344000,0,x,6,0,0,#N/A,x,5043000,0,607000,x,x,3,x,x,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Complex crisis in DRC,"Conflict,Displacement,Socio-political",COD001,DRC,COD,2344860,108584000,26429000,11222000,1,x,1804,x,x,#N/A,1700,82155000,529000,10300000,10800000,4800000,4,x,x,1.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,3.0
Complex crisis in Congo,Conflict,COG001,Congo,COG,341500,5800000,293000,231000,x,x,0,x,x,#N/A,x,5507000,159000,134000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Complex crisis in Colombia,"Socio-political,Conflict,Violence,Floods,Displacement",COL001,Colombia,COL,1109500,51600000,9800000,6922000,x,x,1015,x,x,#N/A,x,41800000,2100000,4206000,3100000,394000,3,x,x,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0
Venezuela displacement in Colombia,Displacement,COL002,Colombia,COL,34507,25541000,22318000,2940000,x,x,13,x,x,#N/A,x,3222000,16918000,2950000,2174000,276000,3,x,x,0.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0
Nicaraguan refugees in Costa Rica,Displacement,CRI002,Costa Rica,CRI,1003,2451000,235000,235000,x,x,100,x,x,#N/A,x,2215000,0,235000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Displacement from Russia-Ukraine conflict in Czechia,"Conflict,Displacement",CZE002,Czech Republic,CZE,77187,11054000,381000,381000,x,x,0,0,0,#N/A,x,10672000,0,381000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crises in Djibouti,"Displacement,Drought",DJI001,Djibouti,DJI,23180,1182000,717000,36000,x,x,0,x,x,#N/A,x,465000,402000,215000,100000,0,5,x,x,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Mixed migration in Djibouti,Displacement,DJI002,Djibouti,DJI,7300,676000,30000,30000,x,x,0,x,x,#N/A,x,646000,0,30000,x,x,1,x,x,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Drought in Djibouti,Drought,DJI003,Djibouti,DJI,23180,1182000,687000,6000,x,x,0,x,x,#N/A,x,495000,402000,185000,100000,0,5,x,x,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Venezuela displacement in Dominican Republic,Displacement,DOM002,Dominican Republic,DOM,48310,11229000,124000,124000,x,x,x,x,x,#N/A,x,11105000,5000,119000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mixed migration flows in Algeria,Displacement,DZA002,Algeria,DZA,2381741,45998000,263000,263000,x,x,555,x,x,#N/A,x,45735000,0,263000,x,x,4,x,x,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Sahrawi refugees in Algeria,Displacement,DZA003,Algeria,DZA,159000,223000,174000,x,x,x,1,x,x,#N/A,x,49000,84000,90000,x,x,2,0,0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0
Multiple crises in Algeria,Displacement,DZA004,Algeria,DZA,2381741,46221000,437000,263000,x,x,558,x,x,#N/A,x,45784000,84000,353000,x,x,3,x,x,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0
Venezuela displacement in Ecuador,Displacement,ECU002,Ecuador,ECU,248360,18001000,7592000,475000,x,x,0,x,x,#N/A,x,10409000,7189000,403000,x,x,3,x,x,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0
Refugees in Egypt,"Displacement,Conflict",EGY004,Egypt,EGY,91071.77,113716000,540000,540000,x,x,5,x,x,#N/A,x,113176000,0,540000,x,x,2,x,x,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
Complex crisis in Eritrea,"Socio-political,Displacement",ERI001,Eritrea,ERI,121041,3798000,1100000,633000,0,x,x,x,x,#N/A,x,2698000,0,1100000,x,x,5,x,x,1.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0
Mixed migration flows in Spain,Displacement,ESP002,Spain,ESP,100000,47552000,72000,72000,x,x,177,x,x,#N/A,x,47480000,0,72000,x,x,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Displacement from Russia-Ukraine conflict in Estonia,"Conflict,Displacement",EST002,Estonia,EST,42750,1387000,38000,38000,x,x,0,0,0,#N/A,x,1349000,0,38000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Complex crisis in Ethiopia,"Displacement,Floods,Conflict",ETH001,Ethiopia,ETH,1128571,128289000,86079000,4433000,x,2700000,3765,x,x,#N/A,4500000,42210000,57479000,28600000,x,x,4,x,10000,2.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0
International Displacement,Displacement,ETH003,Ethiopia,ETH,1128571,128289000,41979000,973000,x,x,x,x,x,#N/A,x,86310000,41006000,973000,x,x,3,0,0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0
Northern Ethiopia Conflict,"Conflict,Displacement",ETH004,Ethiopia,ETH,299000,30600000,30600000,2249000,x,506558,728,#N/A,#N/A,#N/A,#N/A,0,21800000,8800000,x,x,4,0,210000,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0
Drought in Ethiopia,Drought,ETH005,Ethiopia,ETH,784308,62400000,24100000,622000,x,59766,24,x,x,#N/A,6850000,38300000,4000000,20100000,x,x,3,x,x,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0
Mixed migration flows in Greece,Displacement,GRC002,Greece,GRC,9776,650000,187000,187000,0,x,15,x,x,#N/A,x,463000,0,187000,x,x,2,x,x,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
Complex crisis in Guatemala,"Violence,Socio-political,Other seasonal event",GTM001,Guatemala,GTM,107160,17600000,9162000,105000,x,14299,169,x,x,#N/A,x,8438000,3862000,5300000,0,0,5,x,x,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Complex crisis in Honduras,"Violence,Socio-political,Other seasonal event",HND001,Honduras,HND,111890,9745000,5815000,754000,x,x,188,x,x,#N/A,x,3930000,3015000,1428000,1372000,0,2,x,x,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0
Complex crisis in Haiti,"Earthquake,Violence,Socio-political,Other seasonal event",HTI001,Haiti,HTI,27560,11400000,8100000,158000,x,44642,717,x,x,#N/A,x,3300000,2600000,3031000,1568000,902000,5,x,x,1.0,3.0,2.0,2.0,0.0,2.0,3.0,0.0,3.0
Displacement from Russia-Ukraine conflict in Hungary,"Conflict,Displacement",HUN002,Hungary,HUN,93013,9709000,66000,66000,x,x,0,0,0,#N/A,x,9643000,0,66000,0,0,2,x,x,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Papua Conflict,"Socio-political,Violence",IDN002,Indonesia,IDN,421991,5438000,5438000,100000,0,x,96,x,x,#N/A,x,0,5338000,100000,0,0,4,x,x,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0
Afghan Refugees in Iran,Displacement,IRN004,Iran,IRN,239561,24823000,4477000,4477000,x,x,x,x,x,#N/A,x,20346000,0,1377000,3100000,0,2,x,x,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0
Multiple crises in Iraq,"Violence,Displacement,Socio-political,Conflict",IRQ001,Iraq,IRQ,383312,44496000,5581000,6268000,x,x,658,x,x,#N/A,133900,38915000,2800000,2408000,245000,128000,5,1500000,300000,1.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0
Conflict  in Iraq,"Conflict,Socio-political,Violence",IRQ002,Iraq,IRQ,383312,43682000,5300000,5987000,x,x,658,x,x,#N/A,133900,38382000,2800000,2150000,225000,125000,5,1500000,300000,1.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0
Syrian and Palestinian refugees in iraq,Displacement,IRQ003,Iraq,IRQ,36000,6452000,697000,281000,x,x,0,x,0,#N/A,x,5755000,416000,258000,20000,3000,5,x,0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
Mixed migration flows in Italy,Displacement,ITA002,Italy,ITA,41055,58928000,163000,163000,x,x,555,x,0,#N/A,x,58765000,0,163000,x,x,3,x,x,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
Syrian refugees in Jordan,Displacement,JOR002,Jordan,JOR,40463,9280000,1839000,1319000,x,x,5,x,x,#N/A,x,7441000,488000,1325000,26000,0,2,x,x,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Multiple crisis in Kenya ,"Drought,Displacement",KEN001,Kenya,KEN,543630,29910000,29351000,790000,x,940000,664,0,0,#N/A,0,559000,27081000,2004000,266000,0,3,0,0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0
Refugee situation in Kenya,Displacement,KEN002,Kenya,KEN,38244,1304000,745000,745000,x,940000,x,0,0,#N/A,0,559000,0,745000,x,x,2,0,x,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0
Drought in Kenya,Drought,KEN003,Kenya,KEN,543630,28606000,28606000,45000,x,940000,174,0,0,#N/A,0,0,27081000,1259000,266000,0,3,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0
Syrian refugees in Lebanon,Displacement,LBN002,Lebanon,LBN,10450,5700000,5700000,1500000,2,0,1,x,x,#N/A,x,0,4200000,1500000,x,x,2,x,x,0.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0
Socioeconomic crisis in Lebanon,"Socio-political,Violence,Tecnological Disaster",LBN004,Lebanon,LBN,10450,5700000,5700000,1884000,820,x,376,x,x,#N/A,x,0,1800000,3900000,x,x,3,x,x,0.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,0.0
Complex crisis in Libya,"Conflict,Displacement,Socio-political",LBY001,Libya,LBY,1759540,6932000,6932000,1642000,x,x,5117,2217,1127,#N/A,x,0,5767000,1165000,x,x,5,x,x,1.0,3.0,2.0,0.0,2.0,3.0,0.0,1.0,3.0
Mixed migration flows in Libya,Displacement,LBY002,Libya,LBY,1759540,6932000,766000,766000,x,x,742,x,x,#N/A,x,6166000,0,766000,x,x,4,79000,229000,1.0,3.0,2.0,0.0,2.0,3.0,0.0,1.0,2.0
Storm Daniel and floods in Libya,"Floods,Other seasonal event",LBY003,Libya,LBY,67827,2010000,884000,45000,x,x,4352,2217,1127,#N/A,x,1126000,0,884000,x,x,5,x,x,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0
Multiple crises in Sri Lanka,"Socio-political,Food Security,Floods",LKA001,Sri Lanka,LKA,62705,22037000,7000000,0,7,x,5,x,x,#N/A,x,15037000,1720000,5280000,x,x,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Socio-economic crisis in Sri Lanka,"Socio-political,Food Security",LKA002,Sri Lanka,LKA,62705,22037000,7000000,0,2,x,0,x,x,#N/A,x,15037000,1720000,5280000,x,x,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2023 Floods and Monsoon Rain,Floods,LKA003,Sri Lanka,LKA,14952,6258000,245000,0,5,x,5,x,x,#N/A,x,6013000,149000,95000,x,x,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Displacement from Russia-Ukraine conflict in Lithuania,"Conflict,Displacement",LTU002,Lithuania,LTU,62610,2873000,41000,41000,x,x,0,0,0,#N/A,x,2832000,0,41000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Displacement from Russia-Ukraine conflict in Latvia,"Conflict,Displacement",LVA002,Latvia,LVA,62230,1927000,48000,48000,x,x,0,0,0,#N/A,x,1879000,0,48000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crises in Morocco,"Displacement,Earthquake",MAR001,Morocco,MAR,446300,38055000,2820000,520000,5500,x,3168,40579,19095,#N/A,x,35235000,2300000,520000,x,x,2,x,x,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
Mixed migration flows in Morocco,Displacement,MAR002,Morocco,MAR,446300,38055000,20000,20000,x,x,187,0,0,#N/A,0,38035000,0,20000,x,x,4,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
Al Haouz Earthquake in Morocco,Earthquake,MAR003,Morocco,MAR,53316,6600000,2800000,500000,5500,x,2946,40579,19095,#N/A,x,3800000,2300000,500000,x,x,2,x,x,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
DIsplacement from Russia-Ukraine conflict in Moldova,"Displacement,Conflict",MDA002,Moldova,MDA,32970,2660000,117000,117000,x,x,0,0,0,#N/A,x,2539000,0,117000,0,0,2,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crisis in Madagascar,"Drought,Cyclone",MDG001,Madagascar,MDG,233094,8487000,8487000,53000,56,226451,17,30702,10300,#N/A,481,0,6197000,2247000,43000,0,1,x,x,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
Drought in Madagascar,Drought,MDG002,Madagascar,MDG,149752,7733000,5134000,8000,x,196451,0,x,x,#N/A,x,2599000,3427000,1588000,119000,0,1,x,x,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Tropical cyclone Freddy in Madagascar,Cyclone,MDG008,Madagascar,MDG,233094,8487000,8487000,45000,56,0,17,7102,10300,#N/A,481,0,7904000,583000,x,x,1,0,0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
Multiple crisis in Mexico,"Violence,Displacement",MEX001,Mexico,MEX,1943950,127504000,614000,614000,x,x,3373,x,x,#N/A,x,126897000,487000,128000,0,0,5,x,x,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,3.0
Criminal Violence in Mexico,"Violence,Displacement",MEX002,Mexico,MEX,1943950,127504000,386000,386000,x,x,3079,x,x,#N/A,x,127118000,386000,x,x,x,5,x,x,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,3.0
Mixed Migration in Mexico,Displacement,MEX003,Mexico,MEX,1159951,57925000,228000,228000,x,x,48,x,x,#N/A,x,57696000,101000,128000,0,0,3,x,x,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,3.0
