,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score
IND002,643,643,643,643,31,615,643,643,643,643,400,34,34,34,34,34,34,34,34,34,493.8
IND005,64,64,64,64,31,64,64,64,64,64,86,34,34,34,34,34,34,34,34,34,59.9
REG003,409,409,86,409,31,409,616,616,616,616,616,31,31,31,31,31,31,31,31,31,404.6
IDN002,337,337,337,337,31,337,337,337,337,337,520,34,34,34,34,34,34,34,34,34,294.4
IRN004,276,276,64,64,276,276,276,276,276,276,276,31,31,31,31,31,31,31,31,31,209.1
IRQ001,93,78,35,35,35,35,35,35,35,66,246,34,34,34,34,34,34,34,34,34,59.1
IRQ002,93,77,66,35,35,77,77,246,246,35,329,34,34,34,34,34,34,34,34,34,118
IRQ003,246,35,35,35,35,35,35,35,35,35,685,34,34,34,34,34,34,34,34,34,99.9
ITA002,685,624,624,624,633,624,624,624,624,624,685,624,624,624,624,624,624,624,624,624,631
JOR002,31,31,31,31,31,31,31,31,31,31,181,34,34,34,34,34,34,34,34,34,46.3
KEN001,85,182,182,182,32,182,182,182,182,182,555,32,32,32,32,32,32,32,32,32,189.3
KEN002,685,182,32,32,685,276,276,182,276,276,685,429,429,429,429,429,429,429,429,429,314.9
KEN003,85,182,182,555,555,182,182,182,182,555,555,429,429,429,429,429,429,429,429,429,355.9
KEN005,209,209,209,209,209,209,209,209,209,209,246,246,246,246,246,246,246,246,246,246,216.4
LBN002,209,209,209,209,64,64,64,64,64,64,209,34,34,34,34,34,34,34,34,34,104.5
LBN004,246,246,92,246,64,92,92,92,92,92,246,34,34,34,34,34,34,34,34,34,114.2
LBN005,132,132,132,132,64,132,132,132,132,132,132,34,34,34,34,34,34,34,34,34,115.4
LSO002,520,62,62,83,701,62,62,62,62,62,701,35,35,35,35,35,35,35,35,35,189.2
REG012,14,14,14,31,31,14,14,14,14,14,322,35,35,35,35,35,35,35,35,35,50.3
LBY001,246,246,246,94,37,246,246,246,246,246,246,34,34,34,34,34,34,34,34,34,188.7
LBY002,94,94,83,83,37,85,94,94,94,94,246,34,34,34,34,34,34,34,34,34,94.4
MDG002,463,217,217,83,62,217,217,217,217,217,546,35,35,35,35,35,35,35,35,35,202.8
MWI002,647,62,62,490,35,62,62,62,62,62,489,35,35,35,35,35,35,35,35,35,142.1
MLI001,87,181,181,31,31,181,181,181,181,489,707,31,31,31,31,31,31,31,31,31,219.4
MRT002,686,66,66,66,552,66,66,66,66,66,686,34,34,34,34,34,34,34,34,34,173.4
MRT003,94,14,14,127,127,14,14,14,14,14,127,34,34,34,34,34,34,34,34,34,49.9
MEX001,398,385,398,184,398,385,398,385,398,398,398,398,398,398,398,398,398,398,398,398,374
MEX002,398,385,385,398,31,385,398,385,398,398,398,398,398,398,398,398,398,398,398,398,357.4
MEX003,398,385,385,385,31,385,385,385,398,398,398,398,398,398,398,398,398,398,398,398,354.8
MEX004,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
MAR002,93,204,204,204,37,398,398,398,398,398,685,34,34,34,34,34,34,34,34,34,315.4
MOZ001,520,76,157,157,32,32,32,32,32,32,520,32,32,32,32,32,32,32,32,32,105.8
MOZ004,645,76,32,32,32,32,32,32,32,32,32,429,133,429,429,429,429,134,429,429,71.7
MOZ006,328,76,73,156,328,32,32,32,32,32,328,328,328,328,328,328,328,328,328,328,137.3
MMR001,276,276,276,15,31,276,276,34,34,276,276,31,31,31,31,31,31,31,31,31,152.5
MMR002,276,276,276,15,31,77,276,276,276,276,276,31,31,31,31,31,31,31,31,31,181
MMR003,588,276,276,34,31,276,276,34,34,276,276,31,31,31,31,31,31,31,31,31,154.4
NAM002,328,62,62,328,62,62,62,62,62,62,328,35,35,35,35,35,35,35,35,35,112.5
NIC001,329,86,707,86,13,427,427,427,707,707,707,427,427,427,427,427,427,427,427,427,463.5
NIC002,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
NER001,688,87,62,31,31,62,62,62,62,62,688,31,31,31,31,31,31,31,31,31,115.3
NER002,688,617,427,62,31,62,62,62,62,62,688,31,31,31,31,31,31,31,31,31,154.9
NER003,688,617,329,31,31,62,62,62,62,62,688,31,31,31,31,31,31,31,31,31,142
NER004,381,77,62,62,31,62,62,62,62,62,381,31,31,31,31,31,31,31,31,31,87.7
NER005,87,57,87,87,87,87,87,87,87,87,87,31,31,31,31,31,31,31,31,31,81.4
NGA001,547,31,31,31,31,31,31,31,31,31,547,35,35,35,35,35,35,35,35,35,83
NGA003,31,31,31,31,31,31,31,31,31,31,548,35,35,35,35,35,35,35,35,35,83.1
NGA004,549,217,247,31,31,247,247,247,247,247,549,35,35,35,35,35,35,35,35,35,212.8
NGA007,247,31,31,31,31,31,31,31,31,31,381,35,35,35,35,35,35,35,35,35,66.4
NGA008,356,31,31,31,31,31,31,31,31,31,337,35,35,35,35,35,35,35,35,35,62
REG001,217,31,31,31,31,60,60,60,60,60,610,35,35,35,35,35,35,35,35,35,103.8
PAK001,86,86,86,454,31,86,86,86,86,86,693,31,31,31,31,31,31,31,31,31,172.5
PAK004,591,591,673,337,31,400,673,673,673,673,673,31,31,31,31,31,31,31,31,31,483.7
PSE002,93,85,127,37,37,127,127,127,127,127,693,34,34,34,34,34,34,34,34,34,156.3
PER002,329,329,86,31,86,329,329,329,329,329,685,426,31,426,426,426,31,426,426,426,295.9
PHL001,31,31,15,15,31,15,15,15,15,15,381,31,31,31,31,31,31,31,31,31,54.8
PHL003,398,398,15,15,31,15,15,15,15,15,398,31,31,31,31,31,31,31,31,31,56.5
PHL004,381,381,90,90,209,90,90,90,90,90,381,31,31,31,31,31,31,31,31,31,125.1
PHL009,15,15,15,15,31,15,15,15,15,15,15,31,31,31,31,31,31,31,31,31,18.2
RWA002,685,35,35,35,62,35,62,35,62,62,685,35,35,35,35,35,35,35,35,35,110.8
SEN002,87,14,14,385,707,14,14,14,14,14,707,31,31,31,31,31,31,31,31,31,191.4
SOM001,437,328,328,160,56,32,32,32,32,32,700,32,32,32,32,32,32,32,32,32,143.6
SOM002,160,160,160,160,132,612,612,160,160,160,612,427,427,427,427,427,427,427,427,427,319.5
SOM004,398,398,398,386,398,386,386,386,398,398,398,398,398,398,398,398,398,398,398,398,393.2
SSD001,552,520,520,32,32,461,461,461,461,461,552,32,32,32,32,32,32,32,32,32,347.3
ESP002,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686
SDN001,328,328,32,32,32,157,157,328,328,328,328,32,32,32,32,32,32,32,32,32,175.4
SDN005,328,328,32,32,328,276,276,276,276,276,32,328,328,328,328,328,328,328,328,328,213.2
SDN006,86,76,56,86,56,76,76,76,76,76,132,132,132,132,132,132,132,132,132,132,84.2
SDN007,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
SYR001,93,132,132,37,37,429,132,429,429,429,701,34,34,34,34,34,34,34,34,34,278.9
REG004,31,31,31,31,31,31,31,31,31,31,590,34,34,34,34,34,34,34,34,34,87.2
TZA002,526,35,35,35,526,35,83,35,83,83,701,35,35,35,35,35,35,35,35,35,165.1
THA001,520,34,34,34,64,34,34,34,34,34,687,31,31,31,31,31,31,31,31,31,102
THA002,520,520,520,520,64,276,276,276,276,276,687,31,31,31,31,31,31,31,31,31,320.2
THA003,405,34,34,34,86,34,34,34,34,34,687,31,31,31,31,31,31,31,31,31,104.2
TTO002,672,398,643,643,32,86,329,329,329,329,398,32,32,32,32,32,32,32,32,32,315
TUN002,93,204,204,204,37,685,685,685,685,685,685,34,34,34,34,34,34,34,34,34,458.9
TUR001,685,685,9,9,35,9,9,9,9,9,685,35,35,35,35,35,35,35,35,35,81.8
TUR002,685,645,9,9,685,9,9,9,9,9,685,35,35,35,35,35,35,35,35,35,146.8
TUR003,685,685,9,9,9,9,9,9,9,9,685,35,35,35,35,35,35,35,35,35,79.2
TUR004,685,685,685,685,35,685,685,685,685,685,685,35,35,35,35,35,35,35,35,35,555
REG006,593,593,593,593,14,593,593,593,593,593,593,31,31,31,31,31,31,31,31,31,478.9
UGA001,209,76,32,32,56,132,132,132,132,132,157,32,32,32,32,32,32,32,32,32,96.9
UGA005,398,209,32,32,209,132,132,132,132,132,157,398,398,398,398,398,398,398,398,398,148.8
UKR002,685,276,276,276,9,276,276,276,276,276,276,31,31,31,31,31,31,31,31,31,224.8
VUT002,246,246,246,182,260,246,246,246,246,246,260,260,260,260,260,260,260,260,260,260,243.8
VEN001,85,56,56,56,329,56,56,56,56,56,552,426,426,426,426,426,426,426,426,426,169.9
REG002,329,86,86,86,398,86,86,86,86,86,611,426,426,426,426,426,426,426,426,426,203.7
VNM002,56,56,56,56,31,56,56,56,56,56,56,31,31,31,31,31,31,31,31,31,51
YEM001,73,73,73,73,73,617,73,73,73,73,703,624,624,624,624,624,624,624,624,624,245.5
YEM002,73,73,73,73,73,617,617,177,177,617,673,624,624,624,624,624,624,624,624,624,372.1
ZMB002,14,14,14,489,62,14,14,14,14,14,687,35,35,35,35,35,35,35,35,35,135.7
ZWE001,86,35,62,337,35,35,62,62,62,62,35,35,35,35,35,35,35,35,35,35,78.7
0,44196,44196,44196,44196,44196,44196,44196,44196,44196,44196,44196,44196,44196,44196,44196,44196,44196,44196,44196,44196,44196
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MIN,9
,,,,,,,,,,,,,,,,,,,,MAX,686
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
