,,,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
PHL001,128,163,0,0,0,0,0,0,163,163,163,163,163,163,163,163,163,163,163,163,65.2,,
PHL003,914,309,0,0,0,0,454,0,454,454,914,218,218,218,218,218,218,218,218,218,249.4,,
PHL010,128,163,0,0,128,0,0,163,163,163,163,163,163,163,163,163,163,163,163,163,94.3,,
POL002,92,61,61,61,92,61,61,61,61,61,92,92,92,92,92,92,92,92,92,92,70.3,,
PRK001,434,434,434,348,6,792,792,792,792,792,1219,219,219,219,219,219,219,219,219,219,618.6,,
PSE002,132,132,132,132,0,56,56,56,56,56,1209,223,223,223,223,223,223,223,223,223,197.6,,
REG001,733,431,431,431,431,431,431,431,431,431,1126,213,213,213,213,213,213,213,213,213,478.7,,
REG002,78,78,78,78,78,78,78,78,78,78,1127,216,216,216,216,216,216,216,216,216,196.7,,
REG003,925,925,602,925,76,925,1132,1132,1132,1132,1132,212,212,212,212,212,212,212,212,212,840,,
REG004,40,40,40,40,40,40,40,40,40,40,1106,223,223,223,223,223,223,223,223,223,164.9,,
REG006,40,40,40,40,40,40,40,40,40,40,1109,223,223,223,223,223,223,223,223,223,165.2,,
REG007,1131,1131,1131,1131,426,1131,1131,1131,1131,1131,1131,212,212,212,212,212,212,212,212,212,968.6,,
REG008,1131,1131,1131,1131,426,1131,1131,1131,1131,1131,1131,212,212,212,212,212,212,212,212,212,968.6,,
REG011,442,127,127,76,76,127,127,127,127,127,442,212,212,212,212,212,212,212,212,212,156.8,,
REG012,64,64,64,64,64,64,64,64,64,64,121,215,215,215,215,215,215,215,215,215,84.8,,
REG013,552,489,489,489,573,573,573,573,573,573,573,212,212,212,212,212,212,212,212,212,520.1,,
REG014,64,64,64,64,64,64,64,64,64,90,90,90,90,90,90,90,90,90,90,90,71.8,,
ROU002,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,
RWA002,62,62,62,62,578,62,62,62,62,62,62,214,214,214,214,214,214,214,214,214,128.8,,
SDN001,337,155,155,7,7,155,155,155,155,155,337,216,216,216,216,216,216,216,216,216,149.7,,
SDN005,337,337,337,7,7,7,7,7,7,7,260,216,216,216,216,216,216,216,216,216,86.2,,
SDN007,337,337,337,7,7,7,7,7,7,7,337,216,216,216,216,216,216,216,216,216,93.9,,
SDN008,396,148,148,121,6,155,155,155,155,155,396,216,216,216,216,216,216,216,216,216,166.2,,
SEN002,603,487,487,901,1223,487,487,487,487,487,1223,216,216,216,216,216,216,216,216,216,648.5,,
SLV001,196,196,196,196,196,196,196,196,196,196,196,218,218,218,218,218,218,218,218,218,198.2,,
SOM001,953,193,193,8,8,8,8,8,8,8,1216,216,216,216,216,216,216,216,216,216,168.1,,
SOM002,372,372,372,372,124,372,372,372,372,372,372,215,215,215,215,215,215,215,215,215,331.5,,
SSD001,1068,62,62,62,62,62,62,62,62,62,62,216,216,216,216,216,216,216,216,216,77.4,,
SVK002,85,61,61,63,85,85,61,85,85,85,85,85,85,85,85,85,85,85,85,85,78,,
SWZ001,324,121,121,838,0,121,121,121,121,121,324,216,216,216,216,216,216,216,216,216,210.4,,
SYR001,97,97,97,54,0,54,54,54,54,54,1217,223,223,223,223,223,223,223,223,223,186.1,,
TCD001,525,431,525,190,190,525,525,525,525,525,525,214,214,214,214,214,214,214,214,214,426.9,,
TCD003,1201,431,431,431,431,593,593,593,593,593,1201,214,214,214,214,214,214,214,214,214,567.3,,
TCD004,798,798,798,431,1201,798,798,798,798,798,1201,214,214,214,214,214,214,214,214,214,783.5,,
TCD005,798,798,798,431,431,798,798,798,798,798,1201,214,214,214,214,214,214,214,214,214,706.5,,
TCD006,1201,798,798,1201,431,671,671,671,671,671,943,214,214,214,214,214,214,214,214,214,694.2,,
THA001,1036,29,29,29,29,29,29,29,29,29,1203,218,218,218,218,218,218,218,218,218,165.3,,
THA002,1036,1036,216,1036,29,29,792,792,792,792,1203,218,218,218,218,218,218,218,218,218,589.9,,
THA003,29,29,29,29,488,29,29,29,29,29,1203,218,218,218,218,218,218,218,218,218,211.2,,
TON002,132,132,64,64,132,64,64,64,64,64,132,132,132,132,132,132,132,132,132,132,84.4,,
TTO002,1188,103,103,97,548,103,103,103,103,103,914,217,217,217,217,217,217,217,217,217,239.4,,
TUN002,4,4,720,720,4,1201,1201,1201,1201,1201,4,222,222,222,222,222,222,222,222,222,767.5,,
TUR001,1201,153,41,41,41,41,41,41,41,41,1201,223,223,223,223,223,223,223,223,223,175.2,,
TUR002,1201,153,41,41,41,41,41,41,41,41,1201,223,223,223,223,223,223,223,223,223,175.2,,
TUR003,1201,153,41,41,41,41,41,41,41,41,1201,223,223,223,223,223,223,223,223,223,175.2,,
TUR004,1201,1201,1201,1201,41,1201,1201,1201,1201,1201,1201,223,223,223,223,223,223,223,223,223,987.2,,
TZA001,77,6,1,1,1,1,1,1,1,1,77,77,77,77,77,77,77,77,77,77,16.2,,
TZA002,97,324,324,1,1,1,1,1,1,43,324,216,216,216,216,216,216,216,216,216,91.3,,
TZA003,77,1,1,77,1,1,1,1,1,1,77,77,77,77,77,77,77,77,77,77,23.8,,
UGA005,914,256,90,90,725,90,90,90,90,90,673,214,214,214,214,214,214,214,214,214,224.2,,
UKR002,35,35,35,35,35,35,35,35,35,35,35,216,216,216,216,216,216,216,216,216,53.1,,
VEN001,601,488,488,488,845,488,488,488,572,572,1068,223,223,223,223,223,223,223,223,223,572,,
YEM001,127,127,127,127,127,127,127,127,127,127,1219,212,212,212,211,212,211,211,211,211,244.7,,
YEM002,127,127,127,127,127,127,127,127,127,127,1189,211,211,211,211,211,211,211,211,211,241.6,,
ZMB002,261,191,191,1005,0,191,191,191,191,191,261,216,216,216,216,216,216,216,216,216,262.8,,
ZWE001,328,328,155,54,1,155,155,155,155,155,52,216,216,216,216,216,216,216,216,216,125.3,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,MIN,16.2
,,,,,,,,,,,,,,,,,,,,,,MAX,987.2
