Crisis,DRIVERS,CRISIS ID,COUNTRY,ISO3,Landmass affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related Injuries,Total # of illness cases reported,Total # of crisis related fatalities,Building partially damaged,Building totally damaged,Total Building in the affected area,Econimic losses,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of groups affected by crisis,people in need facing limited access constraints,people in need facing restricted access constraints,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)"
0,,,,,sq. Km,Number,Number,Number,Number,,Number,Number,Number,Number,million USD,Number,Number,Number,Number,Number,Number,Number,Number,,,,,,,,,
Complex crisis in Afghanistan,"Conflict,Violence,Displacement,Drought,Earthquake,Socio-political",AFG001,Afghanistan,AFG,652867,43100000,37600000,22411000,2949,x,712,x,x,#N/A,13114,5500000,9200000,13700000,14700000,0,5,x,x,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0
Drought in South-West Angola,Drought,AGO002,Angola,AGO,1246700,2750000,2267000,0,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,483000,683000,1167000,417000,0,1,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0
Nagorno-Karabakh Conflict in Armenia,"Conflict,Displacement",ARM002,Armenia,ARM,4399,1626000,34000,27000,x,x,1,x,x,#N/A,x,1593000,7000,27000,0,0,2,x,x,0.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0
Nagorno-Karabakh conflict in Azerbaijan,"Conflict,Displacement",AZE002,Azerbaijan,AZE,31560,2826000,2826000,90000,x,x,1,x,x,#N/A,x,0,2826000,0,0,0,3,x,x,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0
Complex in Burundi,"Violence,Displacement,Floods",BDI001,Burundi,BDI,25680,13200000,13200000,631000,x,283000,100,x,x,#N/A,444,0,11400000,1692000,108000,0,5,x,x,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
Conflict in Burkina Faso,"Conflict,Displacement,Violence",BFA002,Burkina Faso,BFA,166000,3832000,3832000,2032000,x,x,2574,x,x,#N/A,x,0,0,1767000,1976000,89000,4,x,x,0.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0
Rohingya refugee crisis,"Conflict,Violence,Displacement",BGD002,Bangladesh,BGD,730.46,1498000,1498000,960000,0,0,27,x,x,#N/A,x,0,0,1498000,0,0,3,0,0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
Country level Brazil,"Displacement,Floods",BRA001,Brazil,BRA,8358140,99944000,868000,613000,x,x,7155,x,x,#N/A,x,99076000,560000,308000,0,0,5,x,x,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Venezuela displacement in Brazil,Displacement,BRA002,Brazil,BRA,3551558,99944000,451000,604000,x,x,x,x,x,#N/A,x,99493000,153000,298000,0,0,5,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Floods in rainy season 2022,Floods,BRA003,Brazil,BRA,564760,14659000,417000,9000,x,x,x,x,x,#N/A,x,14242000,407000,9000,0,0,1,x,x,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Complex crisis in CAR,"Conflict,Displacement",CAF001,CAR,CAF,622980,6091000,6091000,1223000,17,x,270,x,x,#N/A,x,0,2665000,2649000,778000,0,4,x,x,1.0,3.0,2.0,3.0,0.0,2.0,3.0,1.0,3.0
Venezuela displacement in Chile,Displacement,CHL002,Chile,CHL,743532,19493000,13131000,524000,x,x,3,x,x,#N/A,x,6362000,12822000,310000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0
Multiple crises in Cameroon,"Conflict,Displacement",CMR001,Cameroon,CMR,440640,27600000,3755000,2057000,150,x,398,x,x,#N/A,x,23845000,0,2072000,1683000,0,3,x,x,1.0,3.0,3.0,0.0,2.0,3.0,3.0,1.0,3.0
Boko Haram in Cameroon,Conflict,CMR002,Cameroon,CMR,34263,3803000,1246000,385000,x,x,167,x,x,#N/A,5.2,2557000,0,166000,1080000,0,3,x,x,1.0,3.0,2.0,0.0,0.0,3.0,3.0,1.0,2.0
Anglophone Crisis in Cameroon,Conflict,CMR003,Cameroon,CMR,89005,13474000,2034000,628000,x,x,231,x,x,#N/A,x,11439000,0,1431000,603000,0,3,x,377500,1.0,3.0,3.0,0.0,2.0,3.0,3.0,1.0,3.0
CAR refugees in Cameroon,"Conflict,Displacement",CMR004,Cameroon,CMR,201932,5658000,475000,348000,0,x,25,0,0,#N/A,x,5183000,0,475000,0,0,3,x,x,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
Complex crisis in DRC,"Conflict,Displacement,Socio-political",COD001,DRC,COD,2344860,108584000,26429000,6586000,x,x,2389,x,x,#N/A,1700,82155000,529000,10300000,10800000,4800000,5,x,x,1.0,3.0,2.0,3.0,0.0,2.0,3.0,2.0,3.0
Complex crisis in Congo,Conflict,COG001,Congo,COG,341500,5800000,293000,134000,x,x,8,x,x,#N/A,x,5507000,159000,134000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Complex crisis in Colombia,"Socio-political,Conflict,Violence,Floods,Displacement",COL001,Colombia,COL,1109500,51600000,9800000,4600000,99,x,3178,96400,x,#N/A,x,41800000,2100000,4206000,3100000,394000,3,x,x,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
Venezuela displacement in Colombia,Displacement,COL002,Colombia,COL,1109500,36417000,5778000,2478000,x,x,x,x,x,#N/A,x,30639000,378000,5400000,0,0,3,x,x,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0
Nicaraguan refugees in Costa Rica,Displacement,CRI002,Costa Rica,CRI,4462,1133000,247000,200000,x,x,x,x,x,#N/A,x,886000,47000,200000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Multiple crises in Djibouti,"Displacement,Drought",DJI001,Djibouti,DJI,23180,1182000,659000,45000,x,x,10,x,x,#N/A,x,523000,422000,225000,12000,0,5,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mixed migration in Djibouti,Displacement,DJI002,Djibouti,DJI,7300,681000,45000,45000,x,x,10,x,x,#N/A,x,636000,0,45000,0,0,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drought in Djibouti,Drought,DJI003,Djibouti,DJI,23180,1182000,607000,x,x,x,x,x,x,#N/A,x,575000,415000,180000,12000,0,5,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venezuela displacement in Dominican Republic,Displacement,DOM002,Dominican Republic,DOM,48310,8962000,8398000,115000,x,x,x,x,x,#N/A,x,564000,8296000,102000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mixed migration flows in Algeria,Displacement,DZA002,Algeria,DZA,2381741,45507000,262000,262000,x,x,106,x,x,#N/A,x,45245000,0,262000,0,0,4,x,x,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Sahrawi refugees in Algeria,Displacement,DZA003,Algeria,DZA,159000,223000,174000,x,x,x,2,x,x,#N/A,x,49000,84000,90000,0,0,2,0,0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0
Multiple crises in Algeria,Displacement,DZA004,Algeria,DZA,2381000,45730000,436000,262000,x,x,119,x,x,#N/A,x,45294000,84000,352000,0,0,3,x,x,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0
Venezuela displacement in Ecuador,Displacement,ECU002,Ecuador,ECU,248360,17798000,7592000,653000,x,x,23,x,x,#N/A,x,10206000,7189000,403000,0,0,3,x,x,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0
Syrian Refugee Crisis in Egypt,Displacement,EGY002,Egypt,EGY,91071.77,14134000,145000,145000,x,x,0,x,x,#N/A,x,13989000,0,145000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Complex crisis in Eritrea,"Socio-political,Displacement",ERI001,Eritrea,ERI,101000,3742000,1100000,345000,0,x,0,x,x,#N/A,x,2642000,0,1100000,0,0,5,x,x,3.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,3.0
Mixed migration flows in Spain,Displacement,ESP002,Spain,ESP,100000,12160000,142000,142000,x,x,153,x,x,#N/A,x,12018000,0,142000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Complex crisis in Ethiopia,"Displacement,Floods,Conflict",ETH001,Ethiopia,ETH,1128571,125343000,86079000,5491000,x,2700000,780,x,x,#N/A,4500000,39264000,59695000,13984000,11195000,1205000,4,x,10000,2.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,3.0
International Displacement,Displacement,ETH003,Ethiopia,ETH,1128571,124574000,41979000,891000,x,x,x,x,x,#N/A,x,82595000,41089000,890000,0,0,3,0,0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,3.0
Northern Ethiopia Conflict,"Conflict,Displacement",ETH004,Ethiopia,ETH,299000,30100000,30100000,2600000,x,492800,233,#N/A,#N/A,#N/A,#N/A,0,16700000,3700000,9200000,500000,4,0,210000,2.0,2.0,2.0,0.0,0.0,2.0,3.0,3.0,3.0
Drought in Ethiopia,Drought,ETH005,Ethiopia,ETH,784300,60000000,24100000,886000,x,705000,24,x,x,#N/A,6850000,35900000,12100000,9300000,1995000,705000,3,x,x,2.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0
Mixed migration flows in Greece,Displacement,GRC002,Greece,GRC,3364,418000,173000,173000,0,x,14,x,x,#N/A,x,245000,154000,19000,0,0,2,x,x,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
Complex crisis in Guatemala,"Violence,Socio-political,Other seasonal event",GTM001,Guatemala,GTM,107160,17300000,5700000,242000,x,7505,567,56769,33,#N/A,367600000,11600000,700000,5000000,0,0,5,x,x,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Complex crisis in Honduras,"Violence,Socio-political,Other seasonal event,Cyclone",HND001,Honduras,HND,111890,9600000,4000000,247000,x,3232,701,414,414,#N/A,2258000000,5600000,800000,3200000,0,0,3,x,x,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0
Complex crisis in Haiti,"Earthquake,Violence,Socio-political,Other seasonal event",HTI001,Haiti,HTI,27560,11400000,7500000,158000,1552,22000,2090,77006,6643,#N/A,1500000000,3900000,2600000,2700000,1400000,800000,5,x,x,0.0,2.0,3.0,3.0,0.0,2.0,3.0,0.0,2.0
Nippes Earthquake ,Earthquake,HTI002,Haiti,HTI,12851,6429000,690000,17000,12763,33000,2248,83858,53815,#N/A,1500000000,5739000,40000,650000,0,0,3,x,x,0.0,2.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0
Displacement from Ukraine conflict in Hungary,"Conflict,Displacement",HUN002,Hungary,HUN,5936,589000,36000,36000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,553000,0,36000,0,0,2,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua Conflict,"Socio-political,Violence",IDN002,Indonesia,IDN,421991,5438000,5438000,100000,x,x,60,x,x,#N/A,x,0,5338000,100000,0,0,4,x,x,1.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,3.0
Country Level,"Earthquake,Socio-political,Violence",IDN007,Indonesia,IDN,435319,22299000,7238000,215000,7700,#N/A,398,#N/A,#N/A,#N/A,#N/A,15061000,7023000,215000,0,0,4,x,x,1.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,3.0
Earthquake in West Java province,Earthquake,IDN008,Indonesia,IDN,13328,16861000,1800000,115000,7700,#N/A,338,#N/A,#N/A,#N/A,#N/A,15061000,1685000,115000,0,0,4,#N/A,#N/A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Conflict in Jammu and Kashmir,Socio-political,IND002,India,IND,222236,14999000,x,x,x,x,52,x,x,#N/A,x,12541000,x,x,x,x,x,x,x,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0
Afghan Refugees in Iran,Displacement,IRN004,Iran,IRN,239561,24823000,4477000,4477000,x,x,x,x,x,#N/A,x,20346000,0,1377000,3100000,0,2,x,x,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0
Multiple crises in Iraq,"Violence,Displacement,Socio-political,Conflict",IRQ001,Iraq,IRQ,383312,45730000,5822000,8514000,x,x,1433,x,x,#N/A,133900,39909000,2828000,2466000,382000,146000,5,1500000,300000,0.0,1.0,2.0,0.0,2.0,3.0,2.0,3.0,2.0
Conflict  in Iraq,"Conflict,Socio-political,Violence",IRQ002,Iraq,IRQ,383312,40576000,5300000,8252000,x,x,1433,x,x,#N/A,133900,35276000,2800000,2150000,225000,125000,5,1500000,300000,0.0,1.0,2.0,0.0,2.0,3.0,2.0,3.0,2.0
Syrian and Palestinian refugees in iraq,Displacement,IRQ003,Iraq,IRQ,38650,5155000,522000,262000,x,x,0,x,0,#N/A,x,4633000,28000,316000,157000,21000,5,x,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
Mixed migration flows in Italy,Displacement,ITA002,Italy,ITA,41055,6690000,288000,288000,x,x,1005,x,0,#N/A,x,6402000,0,288000,0,0,3,x,x,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
Syrian refugees in Jordan,Displacement,JOR002,Jordan,JOR,40463,8708000,1839000,1319000,x,x,0,x,x,#N/A,x,6869000,1062000,622000,155000,0,2,x,x,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
Multiple crisis in Kenya ,"Drought,Displacement",KEN001,Kenya,KEN,543630,24775000,24775000,779000,x,1000538,x,0,0,#N/A,0,0,18748000,4802000,1225000,0,2,0,0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0
Refugee situation in Kenya,Displacement,KEN002,Kenya,KEN,38244,1148000,589000,589000,x,1112393,x,0,0,#N/A,0,559000,0,589000,0,0,2,0,x,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0
Drought in Kenya,Drought,KEN003,Kenya,KEN,543630,24684000,24684000,x,x,1112393,x,0,0,#N/A,0,0,19246000,4214000,1225000,0,2,0,0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0
Syrian refugees in Lebanon,Displacement,LBN002,Lebanon,LBN,10450,6769000,6246000,1531000,x,0,0,x,x,#N/A,x,523000,4715000,781000,704000,46000,2,x,x,0.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0
Socioeconomic crisis in Lebanon,"Socio-political,Violence,Tecnological Disaster",LBN004,Lebanon,LBN,10450,6769000,6246000,x,x,x,0,x,x,#N/A,x,523000,3035000,1890000,1275000,46000,3,x,x,0.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0
Complex crisis in Libya,"Conflict,Displacement,Socio-political",LBY001,Libya,LBY,1759540,6881000,6881000,1577000,x,x,1022,x,x,#N/A,x,0,5831000,1026000,24000,0,7,198000,633000,1.0,3.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0
Mixed migration flows in Libya,Displacement,LBY002,Libya,LBY,1759540,6881000,747000,747000,x,x,1005,x,x,#N/A,x,6134000,0,747000,0,0,4,79000,229000,1.0,3.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0
Socio-economic crisis in Sri Lanka,"Socio-political,Food Security",LKA002,Sri Lanka,LKA,62705,22156000,22156000,0,30,#N/A,3,#N/A,#N/A,#N/A,#N/A,0,15156000,3600000,3382000,18000,1,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Mixed migration flows in Morocco,Displacement,MAR002,Morocco,MAR,446300,37785000,21000,21000,x,x,153,0,0,#N/A,0,37764000,0,21000,0,0,4,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
DIsplacement from Ukraine conflict in Moldova,"Displacement,Conflict",MDA002,Moldova,MDA,1595,218000,109000,109000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,110000,0,109000,0,0,2,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crisis in Madagascar,"Drought,Cyclone",MDG001,Madagascar,MDG,233094,8487000,8487000,115000,0,479000,17,30702,10300,#N/A,481,0,4597000,3840000,50000,0,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Drought in Madagascar,Drought,MDG002,Madagascar,MDG,149752,6230000,4307000,8000,x,39000,x,x,x,#N/A,x,1923000,2772000,1485000,50000,0,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Tropical cyclone Freddy in Madagascar,Cyclone,MDG008,Madagascar,MDG,233094,8487000,8487000,45000,x,0,17,7102,10300,#N/A,481,0,6132000,2355000,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Multiple crisis in Mexico,"Violence,Displacement",MEX001,Mexico,MEX,1943950,118414000,607000,607000,x,x,8514,x,x,#N/A,x,117806000,502000,106000,0,0,5,x,x,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0
Criminal Violence in Mexico,"Violence,Displacement",MEX002,Mexico,MEX,1943950,118414000,379000,379000,x,x,7705,x,x,#N/A,x,118035000,379000,x,x,x,5,x,x,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0
Mixed Migration in Mexico,Displacement,MEX003,Mexico,MEX,1671738,114181000,228000,228000,x,x,809,x,x,#N/A,x,113953000,123000,106000,0,0,3,x,x,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0
Complex crisis in Mali,Conflict,MLI001,Mali,MLI,1240190,21700000,12900000,1506000,1,44056,1910,x,1,#N/A,x,8800000,4100000,6800000,1800000,200000,5,x,x,0.0,3.0,2.0,3.0,0.0,3.0,3.0,1.0,3.0
