,,,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
DZA004,46,46,46,46,46,46,46,46,46,46,46,51,51,51,51,51,51,51,51,51,46.5,,
ECU002,875,133,133,517,730,133,133,133,133,133,1232,64,64,64,64,64,64,64,64,64,334.1,,
EGY002,45,45,45,45,45,45,45,45,45,45,45,51,51,51,51,51,51,51,51,51,45.6,,
ERI001,43,43,43,43,43,43,43,43,43,43,43,48,48,48,48,48,48,48,48,48,43.5,,
ESP002,518,518,366,366,366,366,366,366,366,366,1232,50,50,50,50,50,50,50,50,50,421,,
ETH001,6,6,6,6,6,6,6,6,6,6,6,47,47,47,47,47,47,47,47,47,10.1,,
ETH003,6,6,6,6,6,6,6,6,6,6,379,47,47,47,47,47,47,47,47,47,47.4,,
ETH004,6,6,6,6,6,6,6,6,6,6,228,47,47,47,47,47,47,47,47,47,32.3,,
ETH005,4,4,4,4,4,4,4,4,4,4,142,47,47,47,47,47,47,47,47,47,22.1,,
GRC002,1157,71,71,71,71,71,71,71,71,71,1241,65,65,65,65,65,65,65,65,65,187.4,,
GTM001,1,1,1,1,1,1,1,1,1,1,1,56,56,56,56,56,56,56,56,56,6.5,,
HND001,0,0,0,0,0,0,0,0,0,0,0,56,56,56,56,56,56,56,56,56,5.6,,
HTI001,2,2,2,2,2,2,2,2,2,2,2,51,51,51,51,51,51,51,51,51,6.9,,
HTI002,2,2,2,2,2,2,2,2,2,2,2,51,51,51,51,51,51,51,51,51,6.9,,
HUN002,84,84,84,84,84,84,84,84,84,84,84,49,49,49,49,49,49,49,49,49,80.5,,
IDN002,59,59,59,114,3,24,30,59,59,59,1066,45,45,45,45,45,45,45,45,45,151.8,,
IND002,519,519,519,519,3,519,519,519,519,519,946,45,45,45,45,45,45,45,45,45,462.7,,
IRN004,472,472,9,9,85,9,85,9,9,85,472,53,53,53,53,53,53,53,53,53,82.5,,
IRQ001,86,86,86,3,3,3,3,3,3,3,792,49,49,49,49,49,49,49,49,49,94.8,,
IRQ002,86,86,86,86,3,86,86,86,86,86,875,49,49,49,49,49,49,49,49,49,152.9,,
IRQ003,86,86,86,3,86,3,3,3,3,3,1231,49,49,49,49,49,49,49,49,49,147,,
ITA002,1231,366,366,366,366,366,366,366,366,366,1231,50,50,50,50,50,50,50,50,50,420.9,,
JOR002,366,366,84,84,577,84,84,84,84,84,727,52,52,52,52,52,52,52,52,52,194.4,,
KEN001,6,6,6,6,6,6,6,6,6,6,6,49,49,49,49,49,49,49,49,49,10.3,,
KEN002,6,6,6,6,6,6,6,6,6,6,6,49,49,49,49,49,49,49,49,49,10.3,,
KEN003,6,6,6,6,6,6,6,6,6,6,6,49,49,49,49,49,49,49,49,49,10.3,,
LBN002,323,323,78,78,78,78,78,78,78,78,755,46,46,46,46,46,46,46,46,46,142.5,,
LBN004,323,78,78,78,3,78,78,78,78,78,792,46,46,46,46,46,46,46,46,46,138.7,,
LBY001,37,37,37,37,37,37,37,37,37,37,37,46,46,46,46,46,46,46,46,46,37.9,,
LBY002,37,37,37,37,37,37,37,37,37,37,37,46,46,46,46,46,46,46,46,46,37.9,,
LKA002,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9.9,,
LSO002,291,151,151,629,33,151,151,151,151,151,291,47,47,47,47,47,47,47,47,47,190.6,,
MAR002,37,36,750,750,36,944,944,944,944,944,36,51,51,51,51,51,51,51,51,51,634.3,,
MDA002,83,83,83,83,83,83,83,83,83,83,83,49,49,49,49,49,49,49,49,49,79.6,,
MDG001,127,127,101,101,63,101,101,101,101,101,156,47,47,47,47,47,47,47,47,47,97.3,,
MDG002,156,156,156,156,63,156,156,156,156,156,156,47,47,47,47,47,47,47,47,47,135.8,,
MDG006,127,127,101,101,101,101,101,101,101,101,156,47,47,47,47,47,47,47,47,47,101.1,,
MEX001,6,6,6,6,6,6,6,6,6,6,6,49,49,49,49,49,49,49,49,49,10.3,,
MEX002,6,6,6,6,6,6,6,6,6,6,6,49,49,49,49,49,49,49,49,49,10.3,,
MEX003,2,2,2,2,2,2,2,2,2,2,2,49,49,49,49,49,49,49,49,49,6.7,,
MLI001,1,1,1,1,1,1,1,1,1,1,1,66,66,66,66,66,66,66,66,66,7.5,,
MMR001,52,23,23,3,3,23,52,52,23,52,514,45,45,45,45,45,45,45,45,45,79,,
MMR002,52,23,23,3,3,23,23,158,23,158,514,45,45,45,45,45,45,45,45,45,97.3,,
MMR003,514,157,157,3,3,157,157,157,157,157,514,45,45,45,45,45,45,45,45,45,150.7,,
MMR004,52,23,52,3,3,23,52,52,52,52,372,45,45,45,45,45,45,45,45,45,70.6,,
MOZ001,150,150,69,69,69,69,69,69,69,69,97,48,48,48,48,48,48,48,48,48,69.7,,
MOZ004,489,350,150,69,69,97,97,97,97,97,350,48,48,48,48,48,48,48,48,48,117.1,,
MOZ008,97,97,69,69,69,69,69,69,69,69,97,48,48,48,48,48,48,48,48,48,69.7,,
MRT002,1232,323,323,323,323,323,323,323,323,323,1232,46,46,46,46,46,46,46,46,46,386.2,,
MRT003,640,323,323,673,323,323,323,323,323,504,673,46,46,46,46,46,46,46,46,46,383.4,,
MWI002,291,291,94,94,11,94,11,11,94,94,127,47,47,47,47,47,47,47,47,47,67.7,,
MWI004,150,150,150,150,150,150,11,11,150,150,150,47,47,47,47,47,47,47,47,47,111.9,,
MYS001,30,30,30,3,3,78,3,3,78,78,458,45,45,45,45,45,45,45,45,45,77.9,,
NAM002,354,185,185,874,11,185,185,185,185,185,354,47,47,47,47,47,47,47,47,47,239.6,,
NER001,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,66,66,66,66,66,6.6,,
NER002,1234,517,517,122,122,517,517,517,517,517,1234,66,66,66,66,66,66,66,66,66,464.6,,
NER003,1234,517,517,122,122,517,517,517,517,517,1234,66,66,66,66,66,66,66,66,66,464.6,,
NER004,517,517,517,274,274,517,517,517,517,517,927,66,66,66,66,66,66,66,66,66,464.3,,
NGA001,1093,127,1,1,1,1,1,1,1,1,1093,46,46,46,46,46,46,46,46,46,114.7,,
NGA003,577,1,1,1,1,1,1,1,1,1,1094,46,46,46,46,46,46,46,46,46,114.8,,
NGA004,1095,1,1,1,1,1,1,1,1,1,1095,49,49,49,49,49,49,49,49,49,115.2,,
NGA007,793,3,3,3,3,3,3,3,3,3,927,48,48,48,48,48,48,48,48,48,99.9,,
NGA008,366,3,3,3,366,3,3,3,3,3,883,48,48,48,48,48,48,48,48,48,131.8,,
NIC001,1,1,1,1,1,1,1,1,1,1,1,64,64,64,64,64,64,64,64,64,7.3,,
PAK001,184,171,171,184,9,171,171,171,171,171,1239,52,52,52,52,52,52,52,52,52,251,,
PAK004,184,184,184,184,85,184,184,184,184,184,1219,45,45,45,45,45,45,45,45,45,263.7,,
PAN002,1,1,1,1,1,1,1,1,1,1,1,64,64,64,64,64,64,64,64,64,7.3,,
PER002,220,133,133,220,220,133,133,133,133,133,220,59,59,59,59,59,59,59,59,59,151.7,,
PHL001,158,193,3,3,3,3,3,3,193,193,193,45,45,45,45,45,45,45,45,45,64.2,,
PHL003,944,339,3,3,3,3,484,3,484,484,944,45,45,45,45,45,45,45,45,45,245.6,,
PHL010,158,193,3,3,158,3,3,193,193,193,193,45,45,45,45,45,45,45,45,45,98.7,,
POL002,122,91,91,91,122,91,91,91,91,91,122,49,49,49,49,49,49,49,49,49,93,,
PRK001,464,464,464,378,7,822,822,822,822,822,1249,45,45,45,45,45,45,45,45,45,625.3,,
PSE002,162,162,162,162,3,86,86,86,86,86,1239,52,52,52,52,52,52,52,52,52,204.8,,
REG001,763,461,461,461,461,461,461,461,461,461,1156,66,66,66,66,66,66,66,66,66,491,,
REG002,108,108,108,108,108,108,108,108,108,108,1157,48,48,48,48,48,48,48,48,48,206.9,,
REG003,955,955,632,955,106,955,1162,1162,1162,1162,1162,45,45,45,45,45,45,45,45,45,850.3,,
REG004,1,1,1,1,1,1,1,1,1,1,1136,46,46,46,46,46,46,46,46,46,119,,
REG006,70,70,70,70,70,70,70,70,70,70,1139,46,46,46,46,46,46,46,46,46,174.5,,
REG007,1161,1161,1161,1161,456,1161,1161,1161,1161,1161,1161,46,46,46,46,46,46,46,46,46,979,,
REG008,1161,1161,1161,1161,456,1161,1161,1161,1161,1161,1161,46,46,46,46,46,46,46,46,46,979,,
REG011,472,3,3,3,3,23,0,3,23,157,472,45,45,45,45,45,45,45,45,45,73.2,,
REG012,94,94,94,94,94,94,94,94,94,94,151,47,47,47,47,47,47,47,47,47,95,,
REG013,3,3,3,3,3,3,3,3,3,3,3,45,45,45,45,45,45,45,45,45,7.2,,
REG014,94,94,94,94,94,94,94,94,94,120,120,47,47,47,47,47,47,47,47,47,94.5,,
ROU002,112,112,112,112,112,112,112,112,112,112,112,49,49,49,49,49,49,49,49,49,105.7,,
RWA002,92,92,29,29,608,92,92,29,92,92,92,51,51,51,51,51,51,51,51,51,120.6,,
SDN001,367,185,185,4,4,185,185,185,185,185,367,47,47,47,47,47,47,47,47,47,153.2,,
SDN005,367,367,367,4,4,4,4,4,4,4,290,47,47,47,47,47,47,47,47,47,73.2,,
SDN008,4,4,4,4,4,4,4,4,4,4,426,47,47,47,47,47,47,47,47,47,50.5,,
SEN002,1,1,517,931,1253,1,1,1,1,517,1,49,49,49,49,49,49,49,49,49,327.2,,
SLV001,2,2,2,2,2,2,2,1,1,1,1,56,56,56,56,56,56,56,56,56,7,,
SOM001,983,223,223,38,38,38,38,38,38,38,1246,51,51,51,51,51,51,51,51,51,178.6,,
SOM002,402,402,402,402,154,402,402,402,402,402,402,49,49,49,49,49,49,49,49,49,341.9,,
SSD001,1098,92,92,92,92,92,92,92,92,92,92,51,51,51,51,51,51,51,51,51,87.9,,
SVK002,115,91,91,93,115,115,91,115,115,115,115,49,49,49,49,49,49,49,49,49,101.4,,
SWZ001,354,151,151,868,10,151,151,151,151,151,354,47,47,47,47,47,47,47,47,47,218.5,,
SYR001,127,127,127,84,3,84,84,84,84,84,1247,46,46,46,46,46,46,46,46,46,192.7,,
TCD001,555,461,555,220,220,555,555,555,555,555,555,50,50,50,50,50,50,50,50,50,437.5,,
TCD003,1231,461,461,461,461,623,623,623,623,623,1231,50,50,50,50,50,50,50,50,50,577.9,,
TCD004,828,828,828,461,1231,828,828,828,828,828,1231,50,50,50,50,50,50,50,50,50,794.1,,
TCD005,828,828,828,461,461,828,828,828,828,828,1231,50,50,50,50,50,50,50,50,50,717.1,,
TCD006,1231,828,828,1231,461,701,701,701,701,701,973,50,50,50,50,50,50,50,50,50,704.8,,
THA001,1066,22,22,22,22,59,59,22,59,59,1233,45,45,45,45,45,45,45,45,45,160.2,,
THA002,1066,1066,246,1066,21,59,822,822,822,822,1233,45,45,45,45,45,45,45,45,45,595.8,,
THA003,59,21,21,21,518,59,59,3,59,59,1233,45,45,45,45,45,45,45,45,45,207.7,,
TON002,162,162,94,94,162,94,94,94,94,94,162,45,45,45,45,45,45,45,45,45,102.7,,
TTO002,1218,133,133,127,578,133,133,133,133,133,944,56,56,56,56,56,56,56,56,56,250.3,,
TUN002,34,34,750,750,34,1231,1231,1231,1231,1231,34,51,51,51,51,51,51,51,51,51,777.4,,
TUR001,1231,183,1,1,3,1,1,1,1,1,1231,46,46,46,46,46,46,46,46,46,128.7,,
TUR002,1231,183,1,1,71,1,1,1,1,1,1231,46,46,46,46,46,46,46,46,46,135.5,,
TUR003,1231,183,1,1,71,1,1,1,1,1,1231,46,46,46,46,46,46,46,46,46,135.5,,
TUR004,1231,1231,1231,1231,3,1231,1231,1231,1231,1231,1231,46,46,46,46,46,46,46,46,46,989.7,,
TZA001,107,36,31,31,11,31,31,31,31,31,107,47,47,47,47,47,47,47,47,47,38.2,,
TZA002,127,354,354,31,11,31,31,31,31,73,354,47,47,47,47,47,47,47,47,47,99.4,,
TZA003,107,31,31,107,11,31,31,31,31,31,107,47,47,47,47,47,47,47,47,47,45.8,,
UGA005,944,286,120,120,755,120,120,120,120,120,703,48,48,48,48,48,48,48,48,48,234.6,,
UKR002,65,65,65,65,65,65,65,65,65,65,65,50,50,50,50,50,50,50,50,50,63.5,,
VEN001,23,518,518,23,23,518,518,518,602,602,23,64,64,64,64,64,64,64,64,64,340.9,,
YEM001,157,157,157,157,157,157,157,157,157,157,1249,45,45,45,45,45,45,45,45,45,255,,
YEM002,157,157,157,157,157,157,157,157,157,157,1219,45,45,45,45,45,45,45,45,45,252,,
ZMB002,291,221,221,1035,6,221,221,221,221,221,291,47,47,47,47,47,47,47,47,47,270.5,,
ZWE001,358,11,185,84,11,10,185,185,185,185,82,47,47,47,47,47,47,47,47,47,115.9,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,MIN,1.0
,,,,,,,,,,,,,,,,,,,,,,MAX,989.7
