Crisis,DRIVERS,CRISIS ID,COUNTRY,ISO3,Landmass affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related Injuries,Total # of illness cases reported,Total # of crisis related fatalities,Building partially damaged,Building totally damaged,Total Building in the affected area,Econimic losses,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of groups affected by crisis,people in need facing limited access constraints,people in need facing restricted access constraints,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)"
0,,,,,sq. Km,Number,Number,Number,Number,,Number,Number,Number,Number,million USD,Number,Number,Number,Number,Number,Number,Number,Number,,,,,,,,,
Burundi and DRC refugees in Rwanda,Displacement,RWA002,Rwanda,RWA,20524,2517000,135000,135000,x,x,x,0,0,#N/A,0,2382000,0,135000,0,0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Complex crisis in Sudan,"Displacement,Violence,Floods",SDN001,Sudan,SDN,1840687,49000000,49000000,9186000,6000,x,5433,48200,24800,#N/A,14851,0,24214000,10547000,10651000,3588000,5,x,x,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0
Refugees in Sudan,Displacement,SDN005,Sudan,SDN,1840687,49000000,10513000,962000,x,x,12,x,x,#N/A,x,38487000,9551000,962000,x,x,2,#N/A,#N/A,2.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0
Drought in Senegal,Drought,SEN002,Senegal,SEN,196710,18032000,3021000,4000,0,0,15,0,0,#N/A,x,15653000,2101000,279000,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Complex crisis in El Salvador,"Displacement,Violence,Floods,Drought",SLV001,El Salvador,SLV,20720,6300000,4078000,73000,x,x,14,x,x,#N/A,x,2222000,2963000,446000,669000,0,3,x,x,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0
Complex crisis in Somalia,"Conflict,Displacement,Floods,Drought",SOM001,Somalia,SOM,627340,18700000,18700000,7804000,608,1707200,2494,x,x,#N/A,x,0,11830000,3504000,2130000,1237000,5,x,x,1.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0
Mixed Migration Flows in Somalia,Displacement,SOM002,Somalia,SOM,98924,2694000,39000,39000,x,x,9,x,x,#N/A,x,2655000,0,39000,x,x,2,x,x,1.0,3.0,3.0,3.0,0.0,2.0,3.0,2.0,3.0
Complex crisis in South Sudan,"Conflict,Floods,Displacement",SSD001,South Sudan,SSD,644329,12400000,12400000,6519000,x,78,483,x,x,#N/A,x,0,3853000,1282000,7179000,85000,5,x,x,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0
Displacement from Russia-Ukraine conflict in Slovakia,"Displacement,Conflict",SVK002,Slovakia,SVK,48080,5551000,119000,119000,x,x,0,x,x,#N/A,x,5432000,0,119000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Food Security Crisis in Eswatini,Drought,SWZ001,Eswatini,SWZ,17200,1188000,714000,x,0,0,0,#N/A,#N/A,#N/A,#N/A,475000,431000,268000,15000,0,1,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Syrian conflict,"Conflict,Displacement,Violence",SYR001,Syria,SYR,185180,23460000,23460000,15254000,x,x,3543,x,x,#N/A,x,0,6799000,8588000,8074000,0,5,x,1160000,1.0,3.0,3.0,0.0,2.0,3.0,3.0,2.0,0.0
Türkiye / Syria earthquake in Syria,Earthquake,SYR002,Syria,SYR,57285,13578000,8800000,123000,0,x,0,10000,10600,#N/A,x,4778000,8223000,297000,280000,0,5,x,x,1.0,3.0,3.0,0.0,2.0,3.0,3.0,2.0,0.0
Complex crisis in Chad,"Conflict,Displacement",TCD001,Chad,TCD,1284000,18100000,6010000,1656000,x,x,97,x,x,#N/A,x,12090000,0,2589000,3421000,0,4,x,x,1.0,3.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0
Lake Chad basin crisis,Conflict,TCD003,Chad,TCD,22320,908000,771000,260000,x,x,19,x,x,#N/A,x,137000,0,0,146000,626000,4,x,x,1.0,3.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0
CAR refugees in Chad,Displacement,TCD004,Chad,TCD,148765,3449000,1261000,210000,x,x,29,x,0,#N/A,x,2188000,0,0,0,1261000,2,x,x,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0
Darfur refugees in Chad,Displacement,TCD005,Chad,TCD,374096,2509000,1434000,1186000,x,x,49,x,0,#N/A,x,1076000,0,0,0,1434000,2,x,x,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0
Myanmar refugees in Thailand,Conflict,THA003,Thailand,THA,12012,343000,91000,91000,0,x,0,x,x,#N/A,x,252000,0,91000,x,0,1,x,x,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0
Food Security Crisis in Timor-Leste,Food Security,TLS003,Timor Leste,TLS,14950,1340000,839000,0,0,x,0,x,x,#N/A,x,502000,479000,342000,19000,0,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Venezuelan refugees in Trinidad and Tobago,Displacement,TTO002,Trinidad and Tobago,TTO,5130,1531000,212000,36000,x,x,0,x,x,#N/A,x,1319000,174000,26000,0,0,3,x,x,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
Mixed migration flows in Tunisia,Displacement,TUN002,Tunisia,TUN,163610,12546000,83000,83000,x,x,725,0,0,#N/A,x,12463000,0,83000,x,x,4,x,x,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0
Complex situation in Türkiye,"Displacement,Conflict",TUR001,Türkiye,TUR,333028,52050000,16707000,7853000,x,x,29,x,x,#N/A,x,35343000,11662000,4791000,254000,0,5,x,x,1.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,1.0
Syrian Refugees in Türkiye,Displacement,TUR002,Türkiye,TUR,203090,42290000,6941000,3333000,x,x,0,0,0,#N/A,x,35350000,4788000,1919000,233000,0,3,x,x,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0
Mixed Migration Flows in Türkiye,Displacement,TUR003,Türkiye,TUR,140419,15736000,666000,320000,x,x,1,0,0,#N/A,x,15070000,374000,271000,21000,0,3,x,x,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Kurdish Conflict,Conflict,TUR004,Türkiye,TUR,81458,5833000,x,1200000,x,x,0,x,x,#N/A,x,x,x,x,x,x,2,x,x,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0
Türkiye / Syria earthquake in Türkiye,Earthquake,TUR005,Türkiye,TUR,98092,13422000,9100000,3000000,107204,x,0,3273605,298000,#N/A,34000000000,4322000,6500000,2600000,x,x,3,x,x,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0
Multiple Crises in Tanzania,"Displacement,Drought",TZA001,Tanzania,TZA,441435,22102000,18126000,242000,x,x,0,x,x,#N/A,x,3976000,16984000,1142000,0,0,2,x,x,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0
International Displacement in Tanzania,Displacement,TZA002,Tanzania,TZA,187103,15015000,15015000,242000,0,x,0,x,x,#N/A,x,0,14773000,242000,x,x,2,x,x,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0
Food Security Crisis in North-East Tanzania,Drought,TZA003,Tanzania,TZA,357159,7087000,3111000,x,x,x,0,x,x,#N/A,x,3976000,2211000,900000,0,0,2,x,x,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0
International Displacement in Uganda,Displacement,UGA005,Uganda,UGA,26513,7694000,1661000,1661000,x,127000,x,x,x,#N/A,x,6033000,0,1661000,x,x,2,#N/A,#N/A,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0
Russia-Ukraine conflict,"Conflict,Displacement",UKR002,Ukraine,UKR,603628,38496000,16749000,13825000,2643,x,10914,x,x,#N/A,486000000000,21746000,2127000,9504000,1170000,3948000,4,x,x,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Complex crisis in Venezuela,"Socio-political,Violence,Floods",VEN001,Venezuela,VEN,882050,28302000,19528000,7700000,x,x,240,x,x,#N/A,x,8774000,12528000,7000000,0,0,5,x,x,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0
Conflict in Yemen,Conflict,YEM001,Yemen,YEM,527970,33697000,33697000,6177000,1037,35674,1067,x,x,#N/A,x,0,15497000,6916000,6188000,5096000,5,x,x,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0
Mixed migration flows in Yemen,Displacement,YEM002,Yemen,YEM,164100,6799000,380000,380000,234,35674,64,x,x,#N/A,x,6419000,x,0,380000,0,2,x,x,0.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,752618,9127000,8553000,x,0,22362,702,0,0,#N/A,x,3265000,3825000,1979000,58000,0,3,x,x,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Complex crisis in Zimbabwe,"Socio-political,Drought",ZWE001,Zimbabwe,ZWE,386850,16942000,16942000,55000,0,27055,586,x,x,#N/A,x,0,14342000,2600000,x,x,4,x,x,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0
