,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Area affected - absolute,% of total area affected,Area affected - relative,Area affected,People living in the affected area - absolute,% of total population living in the affected area,People living in the affected area - relative,People in the affected area,Geographical,People affected - absolute,% of people affected on the total population exposed,People affected - relative,People affected,People displaced - absolute,% of total population displaced on the  ,People displaced - relative,People displaced,Fatalities - absolute,% of fatalities on the total population affected,Fatalities (relative),Crisis related fatalities,People affected by categories,Human
Floods in Pakistan ,Other seasonal event,PAK005,Pakistan,PAK,4.7,0.8689173412204234,4.3,4.5,5,0.13771058243230272,0.6,2.8,3.8,5,1,5,5,2.1,0.0009393939393939394,0,1.1,4.6,5.26969696969697e-05,2.6,3.6,2.6,4.1
Venezuela displacement in Panama,Displacement,PAN002,Panama,PAN,3.1,0.9978073715361852,5,4.05,0,0.03278688524590164,0.1,0.05,2.6,0.6,0.49324324324324326,2.4,1.5,3.1,2.0273972602739727,5,4.1,3,0.0017534246575342466,5,4,4.1,3.1
Venezuela displacement in Peru,Displacement,PER002,Peru,PER,5,1,5,5,5,1,5,5,5,4.4,0.4336645410054872,2.1,3.25,4.7,0.12475206894193283,4.2,4.5,2.6,4.7192394501060115e-06,0.2,1.4,3.3,3.3
Multiple crises in the Philippines,"Conflict,Cyclone,Violence,Floods,Other seasonal event",PHL001,Philippines,PHL,4.1,1.006137438374082,5,4.55,5,1,5,5,4.8,3.9,0.05937651903552136,0.2,2.05,3.1,0.02332406549274019,0.8,2,3.7,6.039542786530739e-05,3,3.4,2.8,2.4
Mindanao conflict,"Conflict,Violence",PHL003,Philippines,PHL,3.6,0.46401046382935907,2.3,2.95,4.7,0.24077114268157346,1.2,2.95,3,1.1,0.005561481030016761,0,0.55,3.1,1,5,4.1,3.4,0.0015547945205479452,5,4.2,4.2,2.8
Typhoon Nalgae,Cyclone,PHL012,Philippines,PHL,4,0.7982023677767717,4,4,5,0.8801188630964937,4.4,4.7,4.4,3.8,0.0659427690127342,0.3,2.05,1,0.0007901390644753476,0,0.5,3.2,2.5916561314791404e-05,1.3,2.3,1.5,1.8
Highlands Violence,Earthquake,PNG003,Papua New Guinea,PNG,3,0.14061520116592324,0.6,1.8,1.5,0.3924398625429553,1.9,1.7,1.8,1.5,0.09281961471103327,0.4,0.95,2.1,0.1169811320754717,3.9,3,2.5,0.00021886792452830187,5,3.8,3.4,2.4
Displacement from Ukraine conflict in Poland,"Displacement,Conflict",POL002,Poland,POL,3.6,0.48172703223488683,2.4,3,1,0.04602275387424505,0.2,0.6,2,2.8,0.8168870803662258,4.1,3.4499999999999997,4.6,1,5,4.8,0,0,0,0,3.2,3.3
Complex crisis in DPRK,"Socio-political,Floods,Other seasonal event,Food Security",PRK001,DPRK,PRK,3.5,1,5,4.25,4.7,1,5,4.85,4.6,4.9,1,5,4.95,2.2,0.0013004398546567222,0,1.1,1.3,3.0598584815452287e-07,0,0.7,0.9,3.6
Conflict in Palestine,"Conflict,Socio-political,Violence",PSE002,Palestine,PSE,1.3,1.0008305647840532,5,3.15,2.4,1,5,3.7,3.4,3.7,1,5,4.35,5,1.242577030812325,5,5,3.2,3.286647992530346e-05,1.6,2.4,4.1,4.2
Lake Chad basin regional crisis,0,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",4.2,0.08867160521617239,0.4,2.3000000000000003,4.4,1.0609389574049124,5,4.7,3.8,4.6,0.8295399042688287,4.1,4.35,5,0.35668864813942536,5,5,4.7,0.00010939707960433348,5,4.9,5,4.7
Venezuela Regional Crisis,0,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama","VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN",5,0.45580759256816145,2.2,3.6,5,0.25611645544821754,1.2,3.1,3.4,5,0.3012705105362823,1.5,3.25,5,0.18571671852987165,5,5,3.9,7.926555509110894e-06,0.4,2.2,4,3.7
Regional Kashmir conflict,0,REG003,"India,Pakistan","IND,PAK",4,0.06290827895845964,0.2,2.1,4.3,0.0116215202221055,0,2.15,2.1,4.6,0.8776342975206611,4.4,4.5,x,x,x,x,2.5,3.1192984521217117e-06,0.2,1.4,1.4,3.3
Syrian Regional Crisis,0,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon","SYR,TUR,IRQ,EGY,JOR,LBN",4.5,0.20057815345441654,0.9,2.7,5,0.3271340794382269,1.6,3.3,3,5,0.43909665157359273,2.2,3.6,5,0.5900700190961171,5,5,4.9,6.520687460216422e-05,3.3,4.1,4.6,4.2
Eastern Mediterranean Route ,0,REG006,"Türkiye,Greece","TUR,GRC",3.8,0.2012932233759585,0.9,2.35,5,0.39847080387536005,2,3.5,3,4.1,0.23664704026916203,1.1,2.5999999999999996,3.9,0.055870265467066534,1.9,2.9,3.3,2.2214817283127847e-05,1.1,2.2,2.6,2.6
Central Mediterranean Route,0,REG007,"Algeria,Tunisia,Libya,Italy","DZA,TUN,LBY,ITA",5,0.9466681159480271,4.7,4.85,5,0.5720123799393799,2.8,3.9,4.4,2.7,0.018273331003145755,0,1.35,4.5,1,5,4.8,4.3,0.0007689364957918899,5,4.7,4.8,3.6
Western Mediterranean Route,0,REG008,"Algeria,Morocco,Spain","DZA,MAR,ESP",5,0.8797536604060211,4.4,4.7,5,0.7296549404516198,3.6,4.3,4.5,1.9,0.004452499685705905,0,0.95,3.8,1,5,4.4,3.1,0.00036,5,4.1,4.3,3
Rohingya Regional Crisis,0,REG011,"Bangladesh,Myanmar","BGD,MMR",2.6,0.047887647622087456,0.1,1.35,2.3,0.021853069982587896,0.1,1.2,1.3,3.7,1,5,4.35,4.4,0.26156941649899396,5,4.7,3,2.5553319919517104e-05,1.3,2.2,3.7,4
Southern Africa Regional Food Security Crisis,0,REG012,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania","LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA",5,0.7243813447769698,3.6,4.3,5,0.5188044025609668,2.6,3.8,4.1,5,0.6760493073947226,3.4,4.2,1.3,0.0001640823693494134,0,0.7,2,5.127574042169169e-07,0,1,0.9,2.9
Nagorno-Karabakh Conflict,0,REG013,"Armenia,Azerbaijan","ARM,AZE",2.6,0.3235672572503217,1.5,2.05,2.2,0.3416992862076905,1.7,1.9500000000000002,2,3.3,0.6424079065588499,3.2,3.25,3,0.04090909090909091,1.4,2.2,0.4,6.993006993006993e-07,0,0.2,1.3,2.4
Eastern Africa Regional Drought Crisis,Drought,REG014,"Ethiopia,Somalia,Kenya","ETH,SOM,KEN",5,0.8901833843240093,4.4,4.7,5,0.5179521812757035,2.6,3.8,4.3,5,0.6396808407122702,3.2,4.1,4.9,0.038697900821417705,1.3,3.1,5,7.442957103742014e-05,3.7,4.4,3.8,4
Turkiye / Syria earthquake,Earthquake,REG015,"Türkiye,Syria","TUR,SYR",3.7,0.165050458426872,0.7,2.2,4.7,0.23293836428658132,1.1,2.9000000000000004,2.6,4.5,0.6052832003848158,3,3.75,5,0.19887417218543046,5,5,5,0.003437086092715232,5,5,5,4.5
Displacement from Ukraine conflict in Romania,"Conflict,Displacement",ROU002,Romania,ROU,3,0.27346140472879,1.3,2.15,2.4,0.2581308974101586,1.3,1.85,2,0.8,0.01827727007583123,0,0.4,2.8,1,5,3.9,0,0,0,0,2.4,1.5
Burundi and DRC refugees in Rwanda,Displacement,RWA002,Rwanda,RWA,2.2,0.8319416295095258,4.1,3.15,1.3,0.1695615034168565,0.8,1.05,2.2,1,0.05289672544080604,0.2,0.6,3,1,5,4,x,x,x,x,4,2.7
Complex crisis in Sudan,"Displacement,Violence,Floods",SDN001,Sudan,SDN,5,0.7746999158249158,3.9,4.45,5,1,5,5,4.8,4.9,0.5883534136546185,2.9,3.9000000000000004,5,0.23286689419795223,5,5,4.3,3.703071672354949e-05,1.9,3.1,4.3,4.1
Refugees in Sudan,Displacement,SDN005,Sudan,SDN,3.3,0.037568602693602696,0.1,1.7,3.9,0.2965863453815261,1.4,2.65,2.2,4.4,1,5,4.7,4.4,0.07745429925524712,2.6,3.5,1.5,7.447528774542992e-07,0,0.8,2.4,3.8
Violence in Darfur and Kordofan regions,Violence,SDN008,Sudan,SDN,4.9,0.3704313973063973,1.8,3.35,4.1,0.3441566265060241,1.7,2.9,3.1,4.6,1,5,4.8,2.8,0.005484567360989556,0.2,1.5,4.1,3.996732598167921e-05,2,3.1,2.4,3.9
Drought in Senegal,Drought,SEN002,Senegal,SEN,3.8,1.021721290188542,5,4.4,4.2,0.9781133727292625,4.9,4.550000000000001,4.5,3.5,0.21022600134258224,1,2.25,0.9,0.0010643959552953698,0,0.5,1.7,3.991484832357637e-06,0.2,1,0.8,1.6
Complex crisis in El Salvador,"Displacement,Violence,Floods,Drought",SLV001,El Salvador,SLV,2.2,1,5,3.6,2.7,1,5,3.85,3.7,3.3,0.5079365079365079,2.5,2.9,2.7,0.0228125,0.8,1.8,2.9,3.375e-05,1.7,2.3,2.1,2.5
Complex crisis in Somalia,"Conflict,Displacement,Floods,Drought",SOM001,Somalia,SOM,4.7,1,5,4.85,4.2,1,5,4.6,4.7,4.6,1,5,4.8,5,0.3447055570915123,5,5,5,0.0026285872269836883,5,5,5,4.9
Mixed Migration Flows in Somalia,Displacement,SOM002,Somalia,SOM,3.3,0.157688016067842,0.7,2,1.4,0.14896322919546587,0.7,1.0499999999999998,1.5,0.1,0.012991833704528583,0,0.05,2.2,1,5,3.6,0,2.857142857142857e-05,1.4,0.7,2.4,1.4
Complex crisis in South Sudan,"Conflict,Floods,Displacement",SSD001,South Sudan,SSD,4.7,1,5,4.85,3.7,1,5,4.35,4.6,4.3,1,5,4.65,5,0.7106519527275573,5,5,4.3,8.10831963684746e-05,4.1,4.2,4.6,4.6
Displacement from Ukraine conflict in Slovakia,"Displacement,Conflict",SVK002,Slovakia,SVK,2,0.3264983571101776,1.6,1.8,0.8,0.29061154177433246,1.4,1.1,1.5,0.9,0.06935388263189093,0.3,0.6,3,1,5,4,0,0,0,0,2.5,1.6
Food Security Crisis in Eswatini,Drought,SWZ001,Eswatini,SWZ,2.1,1,5,3.55,0.2,0.9710504549214226,4.9,2.5500000000000003,3.1,2.2,0.5936967632027257,2.9,2.55,0,0,0,0,0,0,0,0,0,1.4
Syrian conflict,"Conflict,Displacement,Violence",SYR001,Syria,SYR,3.8,1.008440886565376,5,4.4,4.2,1,5,4.6,4.5,4.6,1,5,4.8,5,0.9730605193543163,5,5,4.9,0.0001377746585326351,5,5,5,4.9
Türkiye / Syria earthquake in Syria,Earthquake,SYR002,Syria,SYR,2.9,0.311958830256494,1.5,2.2,3.6,0.6282459644765966,3.1,3.35,2.8,3.8,0.5155968032998195,2.6,3.2,3.9,0.08333333333333333,2.8,3.4,5,0.0012098333333333334,5,5,4.4,3.9
Complex crisis in Chad,"Conflict,Displacement",TCD001,Chad,TCD,5,1,5,5,4.1,0.9171171171171171,4.6,4.35,4.7,4,0.4528784902065845,2.2,3.1,4.3,0.142368870776916,4.7,4.5,3.5,3.746549230971474e-05,1.9,2.7,3.8,3.5
Lake Chad basin crisis,Conflict,TCD003,Chad,TCD,2.2,0.015815597204574334,0,1.1,0.1,0.06027846027846028,0.3,0.2,0.7,2.4,0.7490942028985508,3.7,3.05,3.7,0.48972188633615477,5,4.4,2.5,6.52962515114873e-05,3.3,2.9,3.8,3.5
CAR refugees in Chad,Displacement,TCD004,Chad,TCD,3.6,0.12279463151207115,0.5,2.05,1.7,0.174010374010374,0.8,1.25,1.7,2.7,0.39159083777847503,1.9,2.3,3,0.10016025641025642,3.3,3.2,2.1,2.403846153846154e-05,1.2,1.7,2.5,2.4
Darfur refugees in Chad,Displacement,TCD005,Chad,TCD,3.9,0.16333465692503177,0.7,2.3,1.3,0.13366093366093365,0.6,0.95,1.7,2.7,0.5232843137254902,2.6,2.6500000000000004,3.7,0.31693989071038253,5,4.4,1.5,8.58704137392662e-06,0.4,1,3.1,2.9
Multiple situations in Thailand,"Conflict,Displacement",THA001,Thailand,THA,2.5,0.059390475444812,0.2,1.35,1.9,0.0594883997620464,0.2,1.05,1.2,0.8,0.02394736842105263,0.1,0.45,2.8,1,5,3.9,1.8,0.0001868131868131868,5,3.4,3.7,2.4
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,2.1,0.035878564857405704,0.1,1.1,1.8,0.05413444378346222,0.2,1,1.1,x,x,x,x,x,x,x,x,1.8,x,x,1.8,1.8,1.8
Myanmar refugees in Thailand,Conflict,THA003,Thailand,THA,1.8,0.02351191058740629,0,0.9,0,0.005353955978584176,0,0,0.5,0.8,0.26608187134502925,1.3,1.05,2.8,1,5,3.9,0,0,0,0,2.4,1.8
Venezuelan refugees in Trinidad and Tobago,Displacement,TTO002,Trinidad and Tobago,TTO,1.2,1,5,3.1,0.6,1,5,2.8,3,1.4,0.13892529488859764,0.7,1.0499999999999998,2.2,0.16037735849056603,5,3.6,3.2,0.0007877358490566038,5,4.1,3.9,2.8
Mixed migration flows in Tunisia,Displacement,TUN002,Tunisia,TUN,3.7,1.0531024716786819,5,4.35,3.7,1,5,4.35,4.4,0,0.0008836760925449871,0,0,1.5,1,5,3.3,4.3,0.09136363636363637,5,4.7,4.1,2.6
Complex situation in Türkiye,"Displacement,Conflict",TUR001,Türkiye,TUR,4.3,0.4847667060795447,2.4,3.3499999999999996,5,1.0201545100713756,5,5,4.3,5,0.34414514102608434,1.7,3.35,5,0.256455772515658,5,5,5,0.0016942425561844794,5,5,5,4.3
Syrian Refugees in Türkiye,Displacement,TUR002,Türkiye,TUR,3.5,0.1715473669165703,0.8,2.15,5,0.42517314770175085,2.1,3.55,2.9,4.3,0.3298578461198075,1.6,2.95,5,0.28733126519661273,5,5,x,x,x,x,5,4.2
Mixed Migration Flows in Türkiye,Displacement,TUR003,Türkiye,TUR,3.7,0.23063550017540896,1.1,2.4000000000000004,5,0.4424350034688334,2.2,3.6,3.1,4.1,0.23467814808908732,1.1,2.5999999999999996,3.6,0.03737259343148358,1.2,2.4,3.2,2.1064552661381652e-05,1.1,2.2,2.3,2.5
Kurdish Conflict,Conflict,TUR004,Türkiye,TUR,3.8,0.25413120590413574,1.2,2.5,3.7,0.15255811765812588,0.7,2.2,2.4,x,x,x,x,4.4,x,x,4.4,x,x,x,x,4.4,4.4
Türkiye / Syria earthquake in Türkiye,Earthquake,TUR005,Türkiye,TUR,3.3,0.129998830606915,0.6,1.95,3.7,0.15650906012252624,0.7,2.2,2.1,4.1,0.6836964688204358,3.4,3.75,4.9,0.2967032967032967,5,5,5,0.005538351648351648,5,5,5,4.5
Multiple Crises in Tanzania,"Displacement,Drought",TZA001,Tanzania,TZA,4.4,0.49834612779408444,2.4,3.4000000000000004,4.7,0.3842702323986703,1.9,3.3,3.4,4.7,0.7667002870664908,3.8,4.25,3.4,0.012497470147743371,0.4,1.9,0.7,1.5179113539769277e-07,0,0.4,1.2,3.1
International Displacement in Tanzania,Displacement,TZA002,Tanzania,TZA,3.8,0.2112248814630842,1,2.4,3.9,0.2238271991413622,1.1,2.5,2.5,4.5,1,5,4.75,3.4,0.01645021645021645,0.5,2,0.7,1.998001998001998e-07,0,0.4,1.3,3.5
Food Security Crisis in North-East Tanzania,Drought,TZA003,Tanzania,TZA,4.3,0.4032050124181531,2,3.15,3.4,0.1604430332573081,0.8,2.1,2.7,3.6,0.4412338567313946,2.2,2.9000000000000004,x,x,x,x,0,0,0,0,0,1.7
International Displacement in Uganda,Displacement,UGA005,Uganda,UGA,2.4,0.13222122481547977,0.6,1.5,3,0.1611316621546219,0.8,1.9,1.7,2.8,0.19699884570988843,0.9,1.8499999999999999,4.6,1,5,4.8,x,x,x,x,4.8,3.7
Conflict in Ukraine,"Conflict,Displacement",UKR002,Ukraine,UKR,4.6,1.0420134992836059,5,4.8,5,1,5,5,4.9,4.6,0.48102445980037295,2.4,3.5,5,1.0881883479648842,5,5,5,0.0004887698095998175,5,5,5,4.4
Complex crisis in Venezuela,"Socio-political,Violence,Floods",VEN001,Venezuela,VEN,4.9,1,5,4.95,4.8,1,5,4.9,4.9,4.4,0.5014539007092199,2.5,3.45,1.6,0.0009193126370129411,0,0.8,4.1,4.964288239869882e-05,2.5,3.3,2.2,2.9
Cyclone Judy and cyclone Kevin in Vanuatu,Cyclone,VUT003,Vanuatu,VUT,1.8,1,5,3.4,0,1,5,2.5,3,1.5,0.7492537313432835,3.7,2.6,0,0.00398406374501992,0.1,0.1,x,x,x,x,0.1,1.5
Conflict in Yemen,Conflict,YEM001,Yemen,YEM,4.5,1,5,4.75,5,0.9676470588235294,4.8,4.9,4.8,4.9,0.8480243161094225,4.2,4.550000000000001,5,0.16401433691756273,5,5,4.8,7.749103942652329e-05,3.9,4.4,4.7,4.6
Mixed migration flows in Yemen,Displacement,YEM002,Yemen,YEM,2.8,0.08881186431047218,0.4,1.5999999999999999,2.3,0.14120588235294118,0.7,1.5,1.6,1.6,0.0641533013955426,0.3,0.9500000000000001,3.6,1,5,4.3,2.8,0.00028896103896103894,5,3.9,4.1,2.9
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,4.8,1.0124134034625163,5,4.9,3.8,0.6599158595049408,3.3,3.55,4.3,4.1,0.6340252038547072,3.2,3.65,0,0,0,0,0,0,0,0,0,2.2
Complex crisis in Zimbabwe,"Socio-political,Drought",ZWE001,Zimbabwe,ZWE,4.3,1,5,4.65,4.1,1,5,4.55,4.6,4.5,1,5,4.75,2,0.0015073861923424782,0.1,1.1,1.9,1.2059089538739825e-06,0.1,1,1.1,3.5
