,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Area affected - absolute,% of total area affected,Area affected - relative,Area affected,People living in the affected area - absolute,% of total population living in the affected area,People living in the affected area - relative,People in the affected area,Geographical,People affected - absolute,% of people affected on the total population exposed,People affected - relative,People affected,People displaced - absolute,% of total population displaced on the  ,People displaced - relative,People displaced,Fatalities - absolute,% of fatalities on the total population affected,Fatalities (relative),Crisis related fatalities,People affected by categories,Human
Typhoon RAI,Tropical cyclone,PHL010,Philippines,PHL,3.8,0.6569525103129087,3.2,3.5,4.2,0.1711591903368705,0.8,2.5,3,4.3,0.6442503483013611,3.2,3.75,0.7,0.0002495217499792065,0,0.4,0,0,0,0,0.2,2.4
Displacement from Ukraine conflict in Poland,International displacement,POL002,Poland,POL,3.6,0.48172703223488683,2.4,3,2.4,0.11769035193362773,0.5,1.45,2.3,3.7,0.9368959636156907,4.7,4.2,5,1,5,5,0,0,0,0,3.5,3.9
Complex crisis in DPRK,Complex crisis,PRK001,DPRK,PRK,3.5,1,5,4.25,4.7,1,5,4.85,4.6,4.8,1,5,4.9,2.2,0.0013247097327203305,0,1.1,1.9,8.961271721343412e-07,0,1,1.1,3.6
Conflict in Palestine,Conflict,PSE002,Palestine,PSE,1.3,1.0008305647840532,5,3.15,2.4,1,5,3.7,3.4,3.6,0.8799253034547152,4.4,4,5,1.358446519524618,5,5,2.1,5.942275042444822e-06,0.3,1.2,3.7,3.9
Regional Boko Haram Crisis,Regional crisis,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",4.3,0.09438888007817096,0.4,2.35,4.3,0.07185617547310208,0.3,2.3,2.3,4.4,0.6860071811416975,3.4,3.9000000000000004,5,0.3912614731093074,5,5,4.7,0.00013904270651596753,5,4.9,5,4.5
Venezuela Regional Crisis,Regional crisis,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama","VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN",5,0.12549757391781644,0.5,2.75,5,0.2478733274007395,1.2,3.1,2.9,5,0.4101330190635196,2,3.5,5,0.28423573234002925,5,5,5,0.0021905547425834773,5,5,5,4.4
Regional Kashmir conflict,Regional crisis,REG003,"India,Pakistan","IND,PAK",4,0.06290827895845964,0.2,2.1,4.1,0.010733356538086644,0,2.05,2.1,4.6,1,5,4.8,x,x,x,x,3.3,1.13589547407451e-05,0.6,2,2,3.8
Syrian Regional Crisis,Regional crisis,REG004,"Syria,Turkey,Iraq,Egypt,Jordan,Lebanon","SYR,TUR,IRQ,EGY,JOR,LBN",4.5,0.20138112198030653,0.9,2.7,5,0.3830296860731448,1.9,3.45,3.1,5,0.4426834987883999,2.2,3.6,5,0.667372974881914,5,5,4.8,5.3988434202975324e-05,2.7,3.8,4.5,4.1
Eastern Mediterranean Route ,Regional crisis,REG006,"Turkey,Greece","TUR,GRC",3.8,0.2012932233759585,0.9,2.35,5,0.39946020310645763,2,3.5,3,4.3,0.33251833740831294,1.6,2.95,5,0.3279569892473118,5,5,2.2,2.8462998102466794e-06,0.1,1.2,3.7,3.3
Central Mediterranean Route,Regional crisis,REG007,"Algeria,Tunisia,Libya,Italy","DZA,TUN,LBY,ITA",x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,x,x,4,4,4
Western Mediterranean Route,Regional crisis,REG008,"Algeria,Morocco,Spain","DZA,MAR,ESP",x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3.2,x,x,3.2,3.2,3.2
Rohingya Regional Crisis,Regional crisis,REG011,"Bangladesh,Myanmar","BGD,MMR",2.8,0.05810022342802426,0.2,1.5,2.4,0.023414136438799565,0.1,1.25,1.4,3.3,0.5679939894815927,2.8,3.05,4.4,0.4176587301587302,5,4.7,2.4,1.521164021164021e-05,0.8,1.6,3.6,3.3
Southern Africa Regional Food Security Crisis,Regional crisis,REG012,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania","LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA",5,0.6574503854930016,3.3,4.15,5,0.45618062088428973,2.3,3.65,3.9,5,0.5094448568836096,2.5,3.75,3.4,0.007610103626943005,0.3,1.9,2.8,2.7525906735751295e-06,0.1,1.5,1.7,2.9
Nagorno-Karabakh Conflict,Regional crisis,REG013,"Armenia,Azerbaijan","ARM,AZE",2.6,0.3235672572503217,1.5,2.05,2.2,0.3416992862076905,1.7,1.9500000000000002,2,3.3,0.6424079065588499,3.2,3.25,2.8,0.031818181818181815,1.1,2,1.6,4.5454545454545455e-06,0.2,0.9,1.5,2.5
Eastern Africa Regional Drought Crisis,Regional crisis,REG014,"Ethiopia,Somalia,Kenya","ETH,SOM,KEN",5,0.8034537077505828,4,4.5,5,1.0163438515478023,5,5,4.8,5,0.3977976672521324,2,3.5,4.2,0.022367342622213997,0.7,2.5,0,0,0,0,1.4,2.6
Displacement from Ukraine conflict in Romania,International displacement,ROU002,Romania,ROU,3,0.27346140472879,1.3,2.15,2.6,0.3019625788082164,1.5,2.05,2.1,2.4,0.14985687826233374,0.7,1.5499999999999998,4.2,1,5,4.6,0,0,0,0,3,2.3
Burundi and DRC refugees in Rwanda,International displacement,RWA002,Rwanda,RWA,2.2,0.8319416295095258,4.1,3.15,1.2,0.18290611488573194,0.9,1.05,2.2,1,0.05360911777121148,0.2,0.6,3,1,5,4,x,x,x,x,4,2.7
Complex crisis in Sudan,Multiple crises country,SDN001,Sudan,SDN,5,0.7746999158249158,3.9,4.45,5,1,5,5,4.8,5,0.6270833333333333,3.1,4.05,5,0.16235880398671096,5,5,4.3,3.13953488372093e-05,1.6,3,4.2,4.1
Refugees in Sudan,International displacement,SDN005,Sudan,SDN,3.3,0.037568602693602696,0.1,1.7,3.7,0.27097916666666666,1.3,2.5,2.1,4.4,1,5,4.7,4.4,0.0877988775274852,2.9,3.7,1.9,1.6913969401091719e-06,0.1,1,2.6,3.9
Violence in Darfur and Kordofan regions,Other type of violence,SDN008,Sudan,SDN,4.9,0.3704313973063973,1.8,3.35,4.1,0.3571666666666667,1.8,2.9499999999999997,3.2,4.4,0.8029048063462436,4,4.2,3,0.008499818379949146,0.3,1.7,4,4.860152560842717e-05,2.4,3.2,2.5,3.5
Drought in Senegal,Drought,SEN002,Senegal,SEN,5,18.868472445852593,5,5,4.2,1,5,4.6,4.8,3.3,0.179717007723096,0.9,2.1,x,x,x,x,0,0,0,0,0,1.2
Complex crisis in El Salvador,Complex crisis,SLV001,El Salvador,SLV,2.2,1,5,3.6,2.8,1,5,3.9,3.8,3.3,0.47761194029850745,2.4,2.8499999999999996,3,0.0409375,1.4,2.2,3.7,0.0001159375,5,4.4,3.5,3.2
Complex crisis in Somalia,Complex crisis,SOM001,Somalia,SOM,4.7,1,5,4.85,4,1,5,4.5,4.7,4.5,0.9987940336401142,5,4.75,5,0.24053126588713777,5,5,4.7,0.0001143238434163701,5,4.9,5,4.9
Mixed Migration Flows in Somalia,International displacement,SOM002,Somalia,SOM,2.4,0.04596550514872318,0.1,1.25,0.4,0.08390986988257695,0.4,0.4,0.8,0,0.018910741301059002,0,0,2,1,5,3.5,0.4,8e-05,4,2.2,2.9,1.7
Complex crisis in South Sudan,Complex crisis,SSD001,South Sudan,SSD,4.7,0.9994893912892326,5,4.85,3.6,1,5,4.3,4.6,4.3,1,5,4.65,5,0.3521774193548387,5,5,4.2,6.846774193548387e-05,3.4,3.8,4.5,4.6
Displacement from Ukraine conflict in Slovakia,International displacement,SVK002,Slovakia,SVK,2,0.3264983571101776,1.6,1.8,1.1,0.38916430594900847,1.9,1.5,1.7,2.2,0.2857142857142857,1.4,1.8,4,1,5,4.5,0,0,0,0,2.9,2.4
Food Security Crisis in Eswatini,Food Security,SWZ001,Eswatini,SWZ,2.1,1.0095348837209301,5,3.55,0.2,0.9915611814345991,5,2.6,3.1,2.1,0.5234042553191489,2.6,2.35,0,0,0,0,0,0,0,0,0,1.3
Syrian conflict,Complex crisis,SYR001,Syria,SYR,3.8,1.008440886565376,5,4.4,4.5,1,5,4.75,4.6,4.7,1,5,4.85,5,1.0587096774193547,5,5,4.8,0.00011271889400921659,5,4.9,5,4.9
Complex crisis in Chad,Multiple crises country,TCD001,Chad,TCD,5,1,5,5,4.1,0.9171171171171171,4.6,4.35,4.7,4,0.4528784902065845,2.2,3.1,4.3,0.1371105560667806,4.6,4.5,3.3,2.5765742079663467e-05,1.3,2.3,3.6,3.4
Boko Haram in Chad,Conflict,TCD003,Chad,TCD,2.2,0.015815597204574334,0,1.1,0.1,0.06027846027846028,0.3,0.2,0.7,2.4,0.7490942028985508,3.7,3.05,3.8,0.5102781136638452,5,4.4,3,0.00014510278113663845,5,4,4.2,3.7
CAR refugees in Chad,International displacement,TCD004,Chad,TCD,3.6,0.12279463151207115,0.5,2.05,2.2,0.2432978432978433,1.2,1.7000000000000002,1.9,2.5,0.2253141831238779,1.1,1.8,3,0.12250996015936255,4.1,3.6,3.3,0.0001952191235059761,5,4.2,3.9,3
Darfur refugees in Chad,International displacement,TCD005,Chad,TCD,3.9,0.16333465692503177,0.7,2.3,1.3,0.13366093366093365,0.6,0.95,1.7,2.7,0.5232843137254902,2.6,2.6500000000000004,3.7,0.30679156908665106,5,4.4,3.3,0.0001530054644808743,5,4.2,4.3,3.6
Tibesti Conflict in Chad,Conflict,TCD006,Chad,TCD,3.9,0.17471410419313851,0.8,2.35,0,0.002074802074802075,0,0,1.3,0.1,1,5,2.55,x,x,x,x,3.3,0.005157894736842105,5,4.2,4.2,3.5
Multiple situations in Thailand,Multiple crises country,THA001,Thailand,THA,2.5,0.059390475444812,0.2,1.35,1.9,0.0594883997620464,0.2,1.05,1.2,0.8,0.02394736842105263,0.1,0.45,2.8,1,5,3.9,1.7,0.00016483516483516484,5,3.4,3.7,2.4
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,2.1,0.035878564857405704,0.1,1.1,1.8,0.05413444378346222,0.2,1,1.1,x,x,x,x,x,x,x,x,1.7,x,x,1.7,1.7,1.7
Myanmar refugees in Thailand,International displacement,THA003,Thailand,THA,1.8,0.02351191058740629,0,0.9,0,0.0053696108206268195,0,0,0.5,0.8,0.2653061224489796,1.3,1.05,2.8,1,5,3.9,x,x,x,x,3.9,2.8
Tonga Volcano Eruption,Volcano,TON002,Tonga,TON,0,1,5,2.5,0,1,5,2.5,2.5,0.7,0.8095238095238095,4,2.35,0.4,0.023529411764705882,0.8,0.6,0.7,3.529411764705882e-05,1.8,1.3,1,1.7
Venezuelan refugees in Trinidad and Tobago,International displacement,TTO002,Trinidad and Tobago,TTO,1.2,1,5,3.1,0.5,1,5,2.75,2.9,1.4,0.1511047754811119,0.7,1.0499999999999998,2.2,0.16037735849056603,5,3.6,1.9,9.433962264150943e-05,4.7,3.3,3.5,2.5
Mixed migration flows in Tunisia,International displacement,TUN002,Tunisia,TUN,3.7,1.0531024716786819,5,4.35,3.6,1,5,4.3,4.3,0,0.001,0,0,1.5,1,5,3.3,4.2,0.07291666666666667,5,4.6,4,2.5
Complex situation in Turkey,Multiple crises country,TUR001,Turkey,TUR,4.3,0.49234437327027275,2.4,3.3499999999999996,5,0.5999596865032785,3,4,3.7,4.3,0.2466600790513834,1.2,2.75,5,0.31896482653633523,5,5,2.8,7.771813155997116e-06,0.4,1.6,3.8,3.3
Syrian Refugees in Turkey,International displacement,TUR002,Turkey,TUR,3.5,0.1715473669165703,0.8,2.15,5,0.4287221807230344,2.1,3.55,2.9,4.3,0.33605287903091985,1.6,2.95,5,0.3004690971936466,5,5,x,x,x,x,5,4.2
Mixed Migration Flows in Turkey,International displacement,TUR003,Turkey,TUR,3.7,0.23063550017540896,1.1,2.4000000000000004,5,0.4461281257781098,2.2,3.6,3.1,4.3,0.33171211396374845,1.6,2.95,5,0.31896482653633523,5,5,1.3,6.409742809069786e-07,0,0.7,3.6,3.3
Kurdish Conflict,Conflict,TUR004,Turkey,TUR,3.8,0.25413120590413574,1.2,2.5,3.7,0.15383156072516865,0.7,2.2,2.4,x,x,x,x,x,x,x,x,2.8,x,x,2.8,2.8,2.8
Multiple Crises in Tanzania,Multiple crises country,TZA001,Tanzania,TZA,3.6,0.16368932038834952,0.7,2.15,3.9,0.2353637554654081,1.1,2.5,2.3,4.4,0.8660720273623499,4.3,4.35,3.4,0.019281400030974137,0.6,2,1.9,1.6261421712869754e-06,0.1,1,1.5,3.2
International Displacement in Tanzania,International displacement,TZA002,Tanzania,TZA,3.1,0.08154662452020772,0.3,1.7,3.5,0.17983363060944232,0.9,2.2,2,4.3,1,5,4.65,3.4,0.021855525322566488,0.7,2.1,0,8.777319406653209e-08,0,0,1.2,3.4
Food Security Crisis in North-East Tanzania,Food Security,TZA003,Tanzania,TZA,3.2,0.09376608715285617,0.4,1.8,1.8,0.05553012485596578,0.2,1,1.4,2.8,0.43234792495736213,2.1,2.45,x,x,x,x,0,0,0,0,0,1.4
Multiple crises in Uganda,Multiple crises country,UGA001,Uganda,UGA,2.9,0.269853381208857,1.3,2.1,3.1,0.18375119009838148,0.9,2,2.1,3.2,0.31951640759930916,1.6,2.4000000000000004,4.5,0.550990990990991,5,4.8,4.8,0.0008882882882882883,5,4.9,4.9,4
International Displacement in Uganda,International displacement,UGA005,Uganda,UGA,2.4,0.13222122481547977,0.6,1.5,2.9,0.15741034592192954,0.7,1.7999999999999998,1.7,2.8,0.20551075268817204,1,1.9,4.5,1,5,4.8,x,x,x,x,4.8,3.7
Food Security Crisis in Karamoja Region,Food Security,UGA007,Uganda,UGA,2.4,0.13763215639337723,0.6,1.5,0.3,0.02636200148101132,0.1,0.2,0.9,2.7,1,5,3.85,x,x,x,x,4.8,0.001978330658105939,5,4.9,4.9,4.5
Conflict in Ukraine,Conflict,UKR002,Ukraine,UKR,4.6,1.0420134992836059,5,4.8,5,1,5,5,4.9,5,1,5,5,5,0.31033846040216406,5,5,5,9.670033421349041e-05,4.8,4.9,5,5
Complex crisis in Venezuela,Complex crisis,VEN001,Venezuela,VEN,4.9,1,5,4.95,4.8,1,5,4.9,4.9,4.6,0.6598239436619718,3.3,3.9499999999999997,5,0.3272853407332302,5,5,2.3,2.2413149047441166e-06,0.1,1.2,3.7,3.8
Conflict in Yemen,Complex crisis,YEM001,Yemen,YEM,4.5,1,5,4.75,4.9,0.9683766233766233,4.8,4.85,4.8,5,1,5,5,5,0.18996848387313084,5,5,3.8,1.5020451954670422e-05,0.8,2.3,4,4.6
Mixed migration flows in Yemen,International displacement,YEM002,Yemen,YEM,4.5,1,5,4.75,1.9,0.12035714285714286,0.6,1.25,3.5,1.6,0.07930941462098733,0.4,1,3.5,1,5,4.3,3.8,0.0015238095238095239,5,4.4,4.4,3.1
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,4.8,1.0124134034625163,5,4.9,3.6,0.6252438148034083,3.1,3.35,4.3,3.9,0.5549626467449307,2.8,3.3499999999999996,0,0,0,0,0,0,0,0,0,2
Complex crisis in Zimbabwe,Complex crisis,ZWE001,Zimbabwe,ZWE,4.3,1.0100995217784672,5,4.65,4,1,5,4.5,4.6,4.1,0.6329724794574149,3.1,3.5999999999999996,2.3,0.004327220276117865,0.1,1.2,1.5,1.23634865031939e-06,0.1,0.8,1,2.5
