,,,,,,,,,,,,,,,,,
,,,,,# of people in none/minimal conditions - Level 1,# of people in stressed conditions - level 2,# of people in moderate conditions - level 3,# of people severe conditions - level 4,# of people extreme conditions - level 5,People in Need,% of people in none/minimal conditions - Level 1,% of people in stressed conditions - level 2,% of people in moderate conditions - level 3,% of people severe conditions - level 4,% of people extreme conditions - level 5,Concentration of conditions,Conditions of people affected
Darfur refugees in Chad,Displacement,TCD005,Chad,TCD,1.167,0,0,0.631,0.65,3.5,0.47671568627450983,0,0,0.2577614379084967,0.26552287581699346,5,4.25
Tibesti Conflict in Chad,Conflict,TCD006,Chad,TCD,0,0.02,0.011,0.006,0.001,0.4,0,0.5263157894736842,0.2894736842105263,0.15789473684210525,0.02631578947368421,4,2.2
Multiple situations in Thailand,"Conflict,Displacement",THA001,Thailand,THA,3.709,0,0.091,0,0,1.6,0.9760526315789474,0,0.02394736842105263,0,0,1,1.3
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,3.458,x,x,x,x,x,1,x,x,x,x,x,x
Myanmar refugees in Thailand,Conflict,THA003,Thailand,THA,0.252,0,0.091,0,0,1.6,0.7368421052631579,0,0.26608187134502925,0,0,3,2.3
Tonga Volcano Eruption,Volcano Eruption,TON002,Tonga,TON,0.02,0.085,0,0,0,0,0.19047619047619047,0.8095238095238095,0,0,0,2,1
Venezuelan refugees in Trinidad and Tobago,Displacement,TTO002,Trinidad and Tobago,TTO,1.191,0.177,0.035,0,0,0.9,0.8488952245188881,0.1261582323592302,0.024946543121881683,0,0,2,1.45
Mixed migration flows in Tunisia,Displacement,TUN002,Tunisia,TUN,12.388,0,0.011,0,0,0.1,0.9991128316799742,0,0.0008871683200258085,0,0,1,0.55
Complex situation in Turkey,"Displacement,Conflict",TUR001,Turkey,TUR,82.865,1.712,1.751,0.428,0,3.9,0.9551390665882868,0.019733278006385652,0.020182809456297475,0.004933319501596413,0,1,2.45
Syrian Refugees in Turkey,Displacement,TUR002,Turkey,TUR,24.096,10.067,1.603,0.392,0,3.8,0.6664085402953703,0.2784169478400354,0.04433320427014768,0.010841307594446596,0,3,3.4
Mixed Migration Flows in Turkey,Displacement,TUR003,Turkey,TUR,28.796,8.645,0.149,0.036,0,2.1,0.7653218519109126,0.22976133524690373,0.003960027640461383,0.0009567852017222134,0,2,2.05
Kurdish Conflict,Conflict,TUR004,Turkey,TUR,x,x,x,x,x,x,x,x,x,x,x,x,x
Multiple Crises in Tanzania,"Displacement,Drought",TZA001,Tanzania,TZA,1.997,12.075,0.744,0.095,0,3.2,0.13392797263765005,0.8098048420629066,0.0498960498960499,0.006371135403393468,0,3,3.1
International Displacement in Tanzania,Displacement,TZA002,Tanzania,TZA,0,11.146,0.247,0,0,2.3,0,0.9783200210655666,0.021679978934433426,0,0,2,2.15
Food Security Crisis in North-East Tanzania,Drought,TZA003,Tanzania,TZA,1.997,0.929,0.497,0.095,0,3,0.5676520750426378,0.2640704945992041,0.14127345082433201,0.027003979533826036,0,3,3
Multiple crises in Uganda,"Displacement,Drought,Violence,Epidemic",UGA001,Uganda,UGA,5.135,1.569,2.219,0.044,0,3.9,0.5726552916248466,0.17497490799598528,0.24746291959406713,0.004906880785100926,0,3,3.45
International Displacement in Uganda,Displacement,UGA005,Uganda,UGA,4.734,1.034,1.945,0.009,0,3.8,0.6131330138583085,0.1339204766221992,0.25191037430384666,0.001165652117601347,0,3,3.4
Food Security Crisis in Karamoja Region,"Drought,Violence,Epidemic",UGA007,Uganda,UGA,0.401,0.535,0.274,0.035,0,2.5,0.3218298555377207,0.42937399678972715,0.21990369181380418,0.028089887640449437,0,3,2.75
Conflict in Ukraine,"Conflict,Displacement",UKR002,Ukraine,UKR,0,26.622,10.424,7.276,0,5,0,0.6006497901719237,0.2351879427823654,0.16416226704571094,0,4,4.5
Complex crisis in Venezuela,"Socio-political,Violence,Floods",VEN001,Venezuela,VEN,9.661,0.222,18.517,0,0,5,0.34017605633802817,0.007816901408450705,0.6520070422535211,0,0,3,4
Conflict in Yemen,Conflict,YEM001,Yemen,YEM,4.2,4.6,10.5,7.5,5.4,5,0.13043478260869565,0.14285714285714285,0.32608695652173914,0.2329192546583851,0.16770186335403728,5,5
Mixed migration flows in Yemen,Displacement,YEM002,Yemen,YEM,4.867,0,0.044,0.044,0.01,1.7,0.9802618328298086,0,0.008862034239677744,0.008862034239677744,0.002014098690835851,1,1.35
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,4.937,6.601,1.952,0,0,3.8,0.3659747961452928,0.4893254262416605,0.1446997776130467,0,0,3,3.4
Complex crisis in Zimbabwe,"Socio-political,Drought",ZWE001,Zimbabwe,ZWE,6.766,2.706,6.05,0.95,0,4.7,0.4107576493443419,0.1642787761049053,0.3672899465760078,0.05767362797474502,0,4,4.35
