Crisis,DRIVERS,CRISIS ID,COUNTRY,ISO3,Landmass affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related Injuries,Total # of illness cases reported,Total # of crisis related fatalities,Building partially damaged,Building totally damaged,Total Building in the affected area,Econimic losses,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of groups affected by crisis,people in need facing limited access constraints,people in need facing restricted access constraints,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)"
0,,,,,sq. Km,Number,Number,Number,Number,,Number,Number,Number,Number,million USD,Number,Number,Number,Number,Number,Number,Number,Number,,,,,,,,,
Venezuela displacement in Chile,Displacement,CHL002,Chile,CHL,743532,19604000,13131000,498000,x,x,15,x,x,#N/A,x,6472000,12758000,373000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0
Multiple crises in Cameroon,"Conflict,Displacement",CMR001,Cameroon,CMR,475440,23805000,3458000,2302000,150,x,1295,x,x,#N/A,x,20347000,0,2372000,1086000,0,4,x,x,1.0,3.0,3.0,3.0,0.0,2.0,3.0,1.0,3.0
Lake Chad basin crisis in Cameroon,Conflict,CMR002,Cameroon,CMR,34513,5179000,1200000,801000,x,x,578,x,x,#N/A,5.2,3979000,0,384000,816000,0,3,x,x,1.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0
Anglophone Crisis in Cameroon,Conflict,CMR003,Cameroon,CMR,88019,12662000,1800000,1159000,x,x,705,x,x,#N/A,x,10862000,0,1530000,270000,0,4,x,377500,1.0,3.0,2.0,3.0,0.0,2.0,3.0,1.0,3.0
CAR refugees in Cameroon,"Conflict,Displacement",CMR004,Cameroon,CMR,231318,5658000,458000,342000,0,x,12,0,0,#N/A,x,5200000,0,458000,0,0,3,x,x,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Complex crisis in DRC,"Conflict,Displacement,Socio-political",COD001,DRC,COD,2344860,113600000,25400000,11224000,1,x,1816,x,x,#N/A,1700,88200000,0,10414000,10414000,4572000,4,x,x,1.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,3.0
Complex crisis in Congo,Conflict,COG001,Congo,COG,342000,5970000,525000,231000,x,x,1,x,x,#N/A,x,5445000,0,525000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Complex crisis in Colombia,"Socio-political,Conflict,Violence,Floods,Displacement",COL001,Colombia,COL,1109500,52700000,26276000,8550000,x,x,913,x,x,#N/A,x,26424000,12776000,13500000,0,0,3,x,x,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0
Venezuela displacement in Colombia,Displacement,COL002,Colombia,COL,34507,31005000,14976000,3850000,x,x,3,x,x,#N/A,x,16028000,9776000,3848000,936000,416000,3,x,x,0.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0
Nicaraguan refugees in Costa Rica,Displacement,CRI002,Costa Rica,CRI,1003,2451000,235000,235000,x,x,100,x,x,#N/A,x,2215000,0,235000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Displacement from Russia-Ukraine conflict in Czechia,"Conflict,Displacement",CZE002,Czech Republic,CZE,77187,11011000,339000,339000,x,x,0,0,0,#N/A,x,10672000,0,339000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crises in Djibouti,"Displacement,Drought",DJI001,Djibouti,DJI,23180,1182000,719000,38000,x,x,38,x,x,#N/A,x,463000,402000,217000,100000,0,5,x,x,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Mixed migration in Djibouti,Displacement,DJI002,Djibouti,DJI,7300,676000,32000,32000,x,x,38,x,x,#N/A,x,644000,0,32000,x,x,1,x,x,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Drought in Djibouti,Drought,DJI003,Djibouti,DJI,23180,1182000,687000,6000,x,x,0,x,x,#N/A,x,495000,402000,185000,100000,0,5,x,x,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Venezuela displacement in Dominican Republic,Displacement,DOM002,Dominican Republic,DOM,48310,11229000,124000,124000,x,x,x,x,x,#N/A,x,11105000,5000,119000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mixed migration flows in Algeria,Displacement,DZA002,Algeria,DZA,2381741,46209000,261000,x,x,x,1087,x,x,#N/A,x,45948000,0,261000,x,x,4,x,x,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Sahrawi refugees in Algeria,Displacement,DZA003,Algeria,DZA,159000,223000,174000,x,x,x,4,x,x,#N/A,x,49000,84000,90000,x,x,2,0,0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0
Multiple crises in Algeria,Displacement,DZA004,Algeria,DZA,2381741,46432000,435000,x,x,x,1095,x,x,#N/A,x,45997000,84000,351000,x,x,3,x,x,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0
Venezuela displacement in Ecuador,Displacement,ECU002,Ecuador,ECU,248360,18001000,7592000,475000,x,x,0,x,x,#N/A,x,10409000,6862000,730000,x,x,3,x,x,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0
Refugees in Egypt,"Displacement,Conflict",EGY004,Egypt,EGY,91071.77,114228000,575000,x,x,x,3,x,x,#N/A,x,113653000,0,575000,x,x,2,x,x,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
Complex crisis in Eritrea,"Socio-political,Displacement",ERI001,Eritrea,ERI,121041,3808000,1100000,633000,0,x,0,x,x,#N/A,x,2708000,0,1100000,x,x,5,x,x,1.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0
Mixed migration flows in Spain,Displacement,ESP002,Spain,ESP,100000,47477000,78000,x,x,x,219,x,x,#N/A,x,47399000,0,78000,x,x,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Displacement from Russia-Ukraine conflict in Estonia,"Conflict,Displacement",EST002,Estonia,EST,42750,1385000,36000,36000,x,x,0,0,0,#N/A,x,1349000,0,36000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Complex crisis in Ethiopia,"Displacement,Floods,Conflict",ETH001,Ethiopia,ETH,1129935,129377000,129377000,3500000,x,2700000,3986,x,x,#N/A,4500000,0,107649000,9874000,11486000,x,4,x,10000,2.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0
International Displacement,Displacement,ETH003,Ethiopia,ETH,1128571,96624000,1051000,1051000,x,x,x,x,x,#N/A,x,95573000,0,1051000,0,0,2,0,0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0
Northern Ethiopia Conflict,"Conflict,Displacement",ETH004,Ethiopia,ETH,303528,30649000,30649000,2600000,x,506558,2126,#N/A,#N/A,#N/A,#N/A,0,21546000,3482000,5621000,x,4,0,210000,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0
Drought in Ethiopia,Drought,ETH005,Ethiopia,ETH,1000676,94624000,94624000,900000,x,59766,24,x,x,#N/A,6850000,0,75118000,8083000,11423000,x,4,x,x,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0
Mixed migration flows in Greece,Displacement,GRC002,Greece,GRC,9776,650000,187000,187000,0,x,9,x,x,#N/A,x,463000,0,187000,x,x,1,x,x,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
Complex crisis in Guatemala,"Violence,Socio-political,Other seasonal event",GTM001,Guatemala,GTM,107160,17600000,9856000,105000,x,14299,149,x,x,#N/A,x,7744000,4556000,4948000,352000,0,5,x,x,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Complex crisis in Honduras,"Violence,Socio-political,Other seasonal event",HND001,Honduras,HND,111890,9745000,5533000,754000,x,x,239,x,x,#N/A,x,4212000,2733000,1428000,1372000,0,2,x,x,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0
Complex crisis in Haiti,"Earthquake,Violence,Socio-political,Other seasonal event",HTI001,Haiti,HTI,27560,11700000,8658000,353000,x,x,926,x,x,#N/A,x,3042000,3158000,3855000,1645000,0,5,x,x,1.0,3.0,2.0,2.0,0.0,2.0,3.0,0.0,3.0
Displacement from Russia-Ukraine conflict in Hungary,"Conflict,Displacement",HUN002,Hungary,HUN,93013,9702000,59000,59000,x,x,0,0,0,#N/A,x,9643000,0,59000,0,0,2,x,x,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Papua Conflict,"Socio-political,Violence",IDN002,Indonesia,IDN,421991,5438000,5438000,100000,0,x,66,x,x,#N/A,x,0,5338000,100000,0,0,4,x,x,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0
Afghan Refugees in Iran,Displacement,IRN004,Iran,IRN,239561,24823000,4477000,4477000,x,x,x,x,x,#N/A,x,20346000,0,1377000,3100000,0,2,x,x,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0
Multiple crises in Iraq,"Violence,Displacement,Socio-political,Conflict",IRQ001,Iraq,IRQ,383310,43972000,7472000,6261000,x,x,577,x,x,#N/A,133900,36500000,7347000,92000,33000,0,4,1500000,300000,1.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0
Conflict  in Iraq,"Conflict,Socio-political,Violence",IRQ002,Iraq,IRQ,383310,43682000,5971000,5971000,x,x,577,x,x,#N/A,133900,37711000,5881000,60000,30000,0,2,1500000,300000,1.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0
Syrian and Palestinian refugees in iraq,Displacement,IRQ003,Iraq,IRQ,36000,6461000,1501000,290000,x,x,0,x,0,#N/A,x,4960000,1466000,32000,3000,0,2,x,0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
Mixed migration flows in Italy,Displacement,ITA002,Italy,ITA,41055,58714000,177000,x,x,x,868,x,0,#N/A,x,58537000,0,177000,x,x,3,x,x,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
Syrian refugees in Jordan,Displacement,JOR002,Jordan,JOR,40463,9280000,1840000,1320000,x,x,0,x,x,#N/A,x,7440000,488000,1325000,26000,0,2,x,x,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Multiple crisis in Kenya ,"Drought,Displacement",KEN001,Kenya,KEN,543630,30081000,29522000,1052000,x,972291,664,0,0,#N/A,0,559000,27529000,1968000,26000,0,3,0,0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0
Refugee situation in Kenya,Displacement,KEN002,Kenya,KEN,38244,1329000,770000,770000,0,940000,0,0,0,#N/A,0,559000,0,770000,x,x,2,0,x,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0
Drought in Kenya,Drought,KEN003,Kenya,KEN,543630,28752000,28752000,282000,x,972291,267,0,0,#N/A,0,0,27529000,1198000,26000,0,3,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0
Syrian refugees in Lebanon,Displacement,LBN002,Lebanon,LBN,10450,5700000,5700000,x,x,0,8,x,x,#N/A,x,0,4180000,1480000,41000,0,2,x,x,0.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0
Complex crisis in Lebanon,"Socio-political,Violence,Tecnological Disaster,Displacement",LBN006,Lebanon,LBN,10450,5700000,5700000,94000,1159,x,310,14000,1700,#N/A,x,0,1800000,3706000,195000,x,3,60000,x,0.0,1.0,1.0,0.0,1.0,3.0,2.0,3.0,1.0
Complex crisis in Libya,"Conflict,Displacement,Socio-political",LBY001,Libya,LBY,1759540,6956000,6956000,876000,x,x,906,2217,1127,#N/A,x,0,5791000,338000,827000,0,5,x,x,1.0,3.0,2.0,0.0,2.0,3.0,0.0,1.0,3.0
Mixed migration flows in Libya,Displacement,LBY002,Libya,LBY,1759540,6956000,783000,x,x,x,868,x,x,#N/A,x,6174000,0,783000,x,x,4,79000,229000,1.0,3.0,2.0,0.0,2.0,3.0,0.0,1.0,2.0
Storm Daniel and floods in Libya,"Floods,Other seasonal event",LBY003,Libya,LBY,67827,2010000,884000,45000,x,x,0,2217,1127,#N/A,x,1126000,0,884000,x,x,5,x,x,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0
Socio-economic crisis in Sri Lanka,"Socio-political,Food Security",LKA002,Sri Lanka,LKA,62705,22037000,7000000,0,19,x,0,x,x,#N/A,x,15037000,1720000,5280000,x,x,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Displacement from Russia-Ukraine conflict in Lithuania,"Conflict,Displacement",LTU002,Lithuania,LTU,62610,2874000,42000,42000,x,x,0,0,0,#N/A,x,2832000,0,42000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Displacement from Russia-Ukraine conflict in Latvia,"Conflict,Displacement",LVA002,Latvia,LVA,62230,1927000,48000,48000,x,x,0,0,0,#N/A,x,1879000,0,48000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crises in Morocco,"Displacement,Earthquake",MAR001,Morocco,MAR,446300,38172000,2820000,500000,5500,x,252,40579,19095,#N/A,x,35352000,2300000,520000,x,x,2,x,x,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
Mixed migration flows in Morocco,Displacement,MAR002,Morocco,MAR,446300,38172000,20000,x,x,x,219,0,0,#N/A,0,38152000,0,20000,x,x,4,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
Al Haouz Earthquake in Morocco,Earthquake,MAR003,Morocco,MAR,53316,6600000,2800000,500000,5500,x,0,40579,19095,#N/A,x,3800000,2300000,500000,x,x,2,x,x,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
DIsplacement from Russia-Ukraine conflict in Moldova,"Displacement,Conflict",MDA002,Moldova,MDA,32970,2659000,121000,121000,x,x,0,0,0,#N/A,x,2539000,0,121000,0,0,2,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crisis in Madagascar,"Drought,Cyclone",MDG001,Madagascar,MDG,238400,12397000,5097000,31000,4,226651,19,27548,11238,#N/A,481,7301000,3801000,1269000,27000,0,5,x,x,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Drought in Madagascar,Drought,MDG002,Madagascar,MDG,149752,7733000,4562000,8000,x,196451,x,x,x,#N/A,x,3171000,3486000,1049000,27000,0,1,x,x,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Cyclone Gamane in Madagascar,"Cyclone,Floods",MDG009,Madagascar,MDG,88648,4665000,535000,23000,4,x,19,938,x,#N/A,x,4130000,315000,220000,x,x,5,x,x,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Multiple crisis in Mexico,"Violence,Displacement",MEX001,Mexico,MEX,1943950,127504000,614000,614000,x,x,3524,x,x,#N/A,x,126890000,479000,135000,x,x,5,x,x,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,3.0
Criminal Violence in Mexico,"Violence,Displacement",MEX002,Mexico,MEX,1943950,127504000,386000,386000,x,x,3524,x,x,#N/A,x,127118000,386000,x,x,x,5,x,x,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,3.0
Mixed Migration in Mexico,Displacement,MEX003,Mexico,MEX,1159951,57925000,228000,228000,x,x,3524,x,x,#N/A,x,57696000,93000,135000,0,0,3,x,x,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,3.0
Complex crisis in Mali,Conflict,MLI001,Mali,MLI,1240190,22395000,7100000,1625000,2,44056,2259,x,1,#N/A,x,15295000,0,5467000,1491000,142000,5,x,x,0.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0
Multiple crises in Myanmar,"Socio-political,Conflict,Violence",MMR001,Myanmar,MMR,676578,55960000,55960000,4208000,x,x,8664,x,x,#N/A,x,0,37369000,13478000,5113000,x,5,x,x,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0
Rakhine Conflict,Conflict,MMR002,Myanmar,MMR,36778,3472000,3472000,1280000,x,x,1292,x,x,#N/A,x,0,1794000,436000,1242000,x,5,x,x,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0
Kachin and Shan Conflict,Conflict,MMR003,Myanmar,MMR,149600,4873000,4873000,92000,x,x,1116,x,x,#N/A,x,0,3065000,1429000,379000,x,4,x,x,2.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0
Post-coup conflict in Myanmar,"Violence,Socio-political,Conflict",MMR004,Myanmar,MMR,676578,55960000,55960000,2836000,x,x,6256,x,x,#N/A,x,0,40855000,11613000,3492000,x,5,x,x,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0
2024 Dzud,Other seasonal event,MNG004,Mongolia,MNG,1260000,893000,545000,0,0,x,0,x,x,#N/A,x,348000,345000,123000,77000,x,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Multiple Crises in Mozambique,"Conflict,Displacement,Cyclone",MOZ001,Mozambique,MOZ,786380,34755000,34755000,709000,202,x,350,6661,1773,#N/A,x,0,32501000,1086000,1168000,x,3,x,x,1.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0
Cabo Delgado Islamist Insurgency,"Conflict,Displacement",MOZ004,Mozambique,MOZ,280615,11584000,11584000,583000,x,x,204,x,x,#N/A,x,0,9884000,540000,1160000,x,3,x,x,1.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0
2024 Rainy and Cyclone season,"Floods,Displacement,Cyclone",MOZ011,Mozambique,MOZ,786380,34755000,34755000,126000,202,x,146,6661,1773,#N/A,x,0,34201000,546000,8000,x,3,x,x,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0
Refugees from Mali in Mauritania,Displacement,MRT002,Mauritania,MRT,206000,2024000,119000,x,0,x,1,0,0,#N/A,x,1904000,0,119000,x,x,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Food Security in Mauritania,"Drought,Floods",MRT003,Mauritania,MRT,1030700,4582000,1388000,x,x,136000,1,x,x,#N/A,x,3194000,1023000,358000,7000,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Complex crisis in Malawi,"Drought,Socio-political,Cyclone",MWI002,Malawi,MWI,94080,21417000,17592000,14000,x,59334,1774,260681,120394,#N/A,507,3824000,8592000,9000000,0,0,3,0,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
International Refugees in Malaysia,Displacement,MYS001,Malaysia,MYS,9206,10976000,10976000,188000,x,#N/A,0,#N/A,#N/A,#N/A,#N/A,0,10787000,188000,x,x,2,#N/A,#N/A,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Food Security Crisis in Namibia,Drought,NAM002,Namibia,NAM,823290,2642000,1503000,0,0,0,0,#N/A,#N/A,#N/A,#N/A,1004000,943000,630000,65000,0,1,#N/A,#N/A,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Multiple crises in Niger,"Conflict,Displacement",NER001,Niger,NER,409324,14911000,3518000,854000,5,x,864,x,x,#N/A,x,11393000,0,2241000,1277000,0,4,x,x,1.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0
Lake Chad basin crisis in Niger,Conflict,NER002,Niger,NER,156906,840000,820000,329000,141012,x,125,x,x,#N/A,x,20000,0,532000,288000,0,4,x,x,1.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0
Mali/Burkina Faso conflict,Conflict,NER003,Niger,NER,210622,9014000,1903000,427000,x,x,713,x,x,#N/A,x,7112000,0,1178000,725000,0,4,x,x,1.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0
Nigerian Refugees,Displacement,NER004,Niger,NER,41796,5057000,796000,98000,x,x,26,0,0,#N/A,0,4261000,0,532000,264000,0,2,x,x,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0
Complex crisis in Nigeria,"Conflict,Displacement,Violence",NGA001,Nigeria,NGA,910770,200442000,97790000,5952000,x,4995877,4693,x,x,#N/A,x,102652000,72828000,24533000,429000,0,4,x,x,1.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,3.0
Middle belt conflict,Violence,NGA003,Nigeria,NGA,142964,18515000,9032000,470000,x,x,889,x,x,#N/A,x,9483000,6677000,2355000,0,0,2,x,x,1.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0
Lake Chad basin crisis in Nigeria,"Conflict,Displacement",NGA004,Nigeria,NGA,157918,16100000,16100000,4660000,x,4800000,1405,x,x,#N/A,x,0,8200000,5600000,2100000,200000,3,x,x,1.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,3.0
Northwest Banditry,"Violence,Displacement",NGA007,Nigeria,NGA,237708,43885000,23588000,735000,x,x,2225,x,x,#N/A,x,20297000,15536000,7884000,168000,0,2,x,x,1.0,2.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0
Cameroonian Refugees in Nigeria,Displacement,NGA008,Nigeria,NGA,108869,12675000,88000,88000,x,x,x,x,x,#N/A,x,12587000,0,88000,x,x,2,x,x,1.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0
Socioeconomic crisis in Nicaragua,Socio-political,NIC001,Nicaragua,NIC,120340,7198000,1773000,0,x,x,7,x,x,#N/A,x,5425000,1773000,x,x,x,x,x,x,2.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0
Karnali Earthquake,Earthquake,NPL003,Nepal,NPL,91315,11972000,1634000,27000,364,x,153,35489,26550,#N/A,x,10338000,1384000,250000,0,0,4,x,x,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
