,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score
BRA002,342,30,30,30,30,30,30,30,30,30,629,370,370,370,370,370,370,370,370,370,123.9
BFA002,139,37,37,37,6,21,21,21,21,21,629,6,6,6,6,6,6,6,6,6,82
BFA003,37,37,6,37,6,6,6,6,6,6,37,6,6,6,6,6,6,6,6,6,12.2
BFA004,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
BDI001,30,6,6,6,6,6,6,6,6,6,617,373,373,373,373,373,373,373,373,373,103.8
CMR001,443,6,6,6,6,71,71,71,71,71,631,373,373,373,373,373,373,373,373,373,137.7
CMR002,443,71,71,6,6,71,71,71,71,71,556,373,373,373,373,373,373,373,373,373,136.7
CMR003,631,71,71,6,6,71,71,71,71,71,443,373,373,373,373,373,373,373,373,373,125.4
CMR004,631,6,6,6,443,6,6,6,6,6,631,373,373,373,373,373,373,373,373,373,148.9
CAF001,632,370,370,9,9,9,9,9,9,9,220,7,7,7,7,7,7,7,7,7,66
TCD001,34,34,6,6,6,99,99,99,99,99,629,1,1,1,1,1,1,1,1,1,114.3
TCD003,629,6,6,6,6,21,21,21,21,21,629,1,1,1,1,1,1,1,1,1,75.3
TCD004,226,226,226,6,629,226,226,226,226,226,629,1,1,1,1,1,1,1,1,1,262.1
TCD005,226,226,226,6,6,226,226,226,226,226,629,1,1,1,1,1,1,1,1,1,199.8
TCD006,629,226,226,629,6,99,99,99,99,99,371,1,1,1,1,1,1,1,1,1,172.8
TCD008,6,6,6,34,34,6,6,6,6,6,34,1,1,1,1,1,1,1,1,1,13.9
COL001,29,190,190,30,400,21,21,21,21,21,630,370,370,370,370,370,370,370,370,370,172.5
COL002,555,555,30,30,273,30,30,30,30,30,630,370,370,370,370,370,370,370,370,370,148.3
COG004,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CRI002,273,30,30,30,128,30,30,30,30,30,574,371,371,371,371,371,371,371,371,371,128.3
DJI001,29,324,76,324,0,20,29,29,29,29,324,324,324,324,324,324,324,324,324,324,118.4
DJI002,29,342,342,342,324,465,555,342,465,630,630,370,370,370,370,370,370,370,370,370,446.5
DJI003,29,29,342,589,324,29,29,29,29,29,528,370,370,370,370,370,370,370,370,370,229.8
PRK001,647,351,351,370,647,220,220,220,220,220,647,370,370,370,370,370,370,370,370,370,348.5
COD001,31,98,370,1,1,21,21,21,21,21,631,1,1,1,1,1,1,1,1,1,110.9
COD003,129,129,129,129,129,129,129,129,129,129,129,1,1,1,1,1,1,1,1,1,116.2
ECU002,273,273,30,30,128,30,30,30,30,30,630,370,370,370,370,370,370,370,370,370,133.8
EGY002,190,148,148,148,76,148,148,148,148,190,633,370,370,370,370,370,370,370,370,370,215.7
SLV001,29,30,30,30,30,30,30,30,30,30,631,371,371,371,371,371,371,371,371,371,124.2
ERI001,29,350,350,350,0,350,542,350,542,542,631,370,370,370,370,370,370,370,370,370,402.7
SWZ001,30,6,6,266,6,6,6,6,6,6,272,272,272,272,272,272,272,272,272,272,85.2
ETH001,29,190,190,129,0,29,29,29,29,29,629,370,370,370,370,370,370,370,370,370,146.3
ETH002,153,17,29,29,153,76,76,76,76,76,153,153,152,153,152,153,152,153,153,153,89.7
ETH003,127,127,76,76,127,76,76,76,76,76,76,122,122,122,122,122,122,122,122,122,85.7
GRC002,555,31,31,31,1,31,31,31,31,31,639,0,0,0,0,0,0,0,0,0,85.7
GTM001,29,30,30,30,30,30,30,30,30,30,496,371,371,371,371,371,371,371,371,371,110.7
HTI001,647,30,30,30,30,30,30,30,30,30,647,0,0,0,0,0,0,0,0,0,88.7
HND001,29,30,30,30,273,30,30,30,30,30,631,371,371,371,371,371,371,371,371,371,148.5
IND001,8,8,8,8,8,8,8,8,8,8,153,153,30,153,153,153,153,153,153,153,37
IND002,587,587,587,587,8,559,587,587,587,587,344,373,373,373,373,373,373,373,373,373,480.6
IND003,153,22,69,153,153,30,69,69,153,153,153,153,153,153,153,153,153,153,153,153,115.5
IND005,8,8,8,8,8,8,8,8,8,8,30,52,52,52,52,52,52,52,52,52,14.6
REG003,353,353,30,353,8,353,560,560,560,560,560,373,373,373,373,373,373,373,373,373,391.7
IDN002,281,281,281,281,8,281,281,281,281,281,464,370,370,370,370,370,370,370,370,370,280.9
IRN004,220,220,8,8,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,177.6
IRQ001,37,22,10,10,10,10,10,10,10,10,190,370,370,370,370,370,370,370,370,370,64
IRQ002,37,21,10,10,10,21,21,190,190,190,273,370,370,370,370,370,370,370,370,370,128.5
IRQ003,190,10,10,10,10,10,10,10,10,10,629,370,370,370,370,370,370,370,370,370,107.9
JOR002,38,38,38,38,38,38,38,38,38,38,125,370,370,370,370,370,370,370,370,370,79.9
KEN001,29,126,126,126,0,126,126,126,126,126,499,373,373,373,373,373,373,373,373,373,175.4
KEN002,629,126,126,126,629,220,220,126,220,220,629,373,373,373,373,373,373,373,373,373,288.9
KEN003,29,126,126,499,499,126,126,126,126,499,499,373,373,373,373,373,373,373,373,373,299.9
KEN005,153,153,153,153,153,153,153,153,153,153,190,190,190,190,190,190,190,190,190,190,160.4
LBN002,153,153,153,153,8,8,8,8,8,8,153,373,373,373,373,373,373,373,373,373,88
LBN004,190,190,36,190,8,36,36,36,36,36,190,190,190,190,190,190,190,190,190,190,79.4
LBN005,76,76,76,76,8,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,69.2
LSO002,464,6,6,27,645,6,6,6,6,6,645,374,374,374,374,374,374,374,374,374,172.7
REG012,30,4,4,71,4,4,4,4,4,4,266,266,266,266,266,266,266,266,266,266,63.1
LBY001,190,190,190,38,10,190,190,190,190,190,190,373,373,373,373,373,373,373,373,373,175.1
LBY002,38,38,27,27,10,29,38,38,38,38,190,373,373,373,373,373,373,373,373,373,80.8
MDG002,407,161,161,27,6,161,161,161,161,161,490,374,374,374,374,374,374,374,374,374,186.3
MDG004,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272
MDG005,272,161,161,6,6,161,161,161,161,161,272,272,272,272,272,272,272,272,272,272,152.2
MWI002,591,6,6,434,6,6,6,6,6,6,433,373,373,373,373,373,373,373,373,373,128.2
MLI001,31,125,125,0,0,125,125,125,125,433,651,371,371,371,371,371,371,371,371,371,208
MRT002,630,10,10,10,496,10,10,10,10,10,630,371,371,371,371,371,371,371,371,371,156.7
MRT003,38,10,10,71,71,10,10,10,10,10,71,71,71,71,71,71,71,71,71,71,34.4
MEX001,342,329,342,128,342,329,342,329,342,342,342,342,342,342,342,342,342,342,342,342,318
MEX002,342,329,329,342,273,329,342,329,342,342,342,342,342,342,342,342,342,342,342,342,331.2
MEX003,342,329,329,329,30,329,329,329,342,342,342,342,342,342,342,342,342,342,342,342,304.3
MAR002,37,148,148,148,3,342,342,342,342,342,629,373,373,373,373,373,373,373,373,373,301.1
MOZ001,464,20,101,101,0,20,20,20,20,20,464,373,77,373,373,373,373,78,373,373,113.9
MOZ004,589,20,101,29,69,20,20,20,20,20,589,373,77,373,373,373,373,78,373,373,126.1
MOZ006,272,20,17,100,272,20,20,20,20,20,272,272,272,272,272,272,272,272,272,272,103.3
MMR001,220,220,220,8,8,220,220,8,8,220,220,373,373,373,373,373,373,373,373,373,150.5
MMR002,220,220,220,8,8,21,220,220,220,220,220,373,373,373,373,373,373,373,373,373,173
MMR003,532,220,220,8,8,220,220,8,8,220,220,373,373,373,373,373,373,373,373,373,150.5
NAM002,272,6,6,272,6,6,6,6,6,6,272,272,272,272,272,272,272,272,272,272,85.8
NIC001,273,30,651,30,30,371,371,371,651,651,651,371,371,371,371,371,371,371,371,371,414.8
NER001,632,31,6,6,6,6,6,6,6,6,632,1,1,1,1,1,1,1,1,1,68.1
NER002,632,561,371,6,6,6,6,6,6,6,632,1,1,1,1,1,1,1,1,1,104.6
NER003,632,561,273,6,6,6,6,6,6,6,632,1,1,1,1,1,1,1,1,1,94.8
NER004,325,21,6,6,6,6,6,6,6,6,325,1,1,1,1,1,1,1,1,1,37.4
NER005,31,1,31,31,31,31,31,31,31,31,31,1,1,1,1,1,1,1,1,1,28
NGA001,491,71,71,71,6,71,71,71,71,71,491,370,370,370,370,370,370,370,370,370,136.4
NGA003,492,468,492,370,31,370,492,370,492,492,492,370,370,370,370,370,370,370,370,370,397.1
NGA004,493,161,191,71,6,191,191,191,191,191,493,370,370,370,370,370,370,370,370,370,208.6
NGA007,191,71,71,71,6,71,71,71,71,71,325,322,322,322,322,322,322,322,322,322,115
NGA008,300,71,71,71,6,71,71,71,71,71,281,262,262,262,262,262,262,262,262,262,104.6
REG001,161,4,4,4,4,4,4,4,4,4,554,371,371,371,371,371,371,371,371,371,95.7
PAK001,30,30,30,398,8,30,30,30,30,30,637,373,373,373,373,373,373,373,373,373,159.6
PAK004,535,535,617,281,8,344,617,617,617,617,617,373,373,373,373,373,373,373,373,373,470.8
PSE002,37,29,71,10,10,71,71,71,71,71,637,370,370,370,370,370,370,370,370,370,145.3
PER002,273,273,30,30,30,273,273,273,273,273,629,370,370,370,370,370,370,370,370,370,245.4
PHL001,153,29,34,34,8,34,34,34,34,34,325,325,325,325,325,325,325,325,325,325,89.6
PHL003,342,342,34,34,8,21,21,21,21,21,342,370,370,370,370,370,370,370,370,370,89.3
PHL004,325,325,34,34,153,34,34,34,34,34,325,325,325,325,325,325,325,325,325,325,104.1
RWA002,629,71,6,6,6,6,6,6,6,6,629,371,371,371,371,371,371,371,371,371,104.8
SEN002,31,125,125,329,651,125,125,125,125,125,651,371,371,371,371,371,371,371,371,371,275.2
SOM001,381,272,272,104,0,272,101,101,272,272,644,381,381,381,381,381,381,381,381,381,241.9
SOM002,104,104,104,104,76,556,556,104,104,104,556,371,371,371,371,371,371,371,371,371,263.5
SOM004,342,342,342,330,342,330,330,330,342,342,342,342,342,342,342,342,342,342,342,342,337.2
SSD001,496,464,464,76,0,405,405,405,405,405,496,372,372,372,372,372,372,372,372,372,343.3
SDN001,272,272,101,272,0,101,101,272,272,272,272,372,372,372,372,372,372,372,372,372,203.5
SDN005,272,272,220,272,272,220,220,220,220,220,272,272,272,272,272,272,272,272,272,272,240.8
SDN006,30,20,0,30,0,20,20,20,20,20,76,76,76,76,76,76,76,76,76,76,28.2
SYR001,37,76,76,10,10,373,76,373,373,373,645,373,373,373,373,373,373,373,373,373,268.2
REG004,31,31,31,31,31,31,31,31,31,31,534,373,373,373,373,373,373,373,373,373,115.5
TZA002,470,6,6,6,470,6,27,6,27,27,645,374,374,374,374,374,374,374,374,374,159.4
THA001,464,8,8,8,8,8,8,8,8,8,631,370,370,370,370,370,370,370,370,370,106.5
THA002,464,464,464,464,8,220,220,220,220,220,631,370,370,370,370,370,370,370,370,370,303.7
THA003,349,8,8,8,30,8,8,8,8,8,631,370,370,370,370,370,370,370,370,370,108.7
TTO002,616,342,587,587,30,30,273,273,273,273,342,370,370,370,370,370,370,370,370,370,303.8
TUN002,37,148,148,148,3,629,629,629,629,629,629,373,373,373,373,373,373,373,373,373,444.6
TUR001,629,629,1,1,1,1,1,1,1,1,629,373,373,373,373,373,373,373,373,373,101
TUR002,629,589,1,1,629,1,1,1,1,1,629,373,373,373,373,373,373,373,373,373,163.8
TUR003,629,629,0,0,0,0,0,0,0,0,629,373,373,373,373,373,373,373,373,373,100.2
TUR004,629,629,629,629,0,629,629,629,629,629,629,373,373,373,373,373,373,373,373,373,540.5
REG006,537,537,537,537,0,537,537,537,537,537,537,373,373,373,373,373,373,373,373,373,466.9
UGA001,153,20,153,76,0,76,76,76,76,76,101,153,153,153,153,153,153,153,153,153,86.3
UGA005,342,153,76,76,153,76,76,76,76,76,101,342,342,342,342,342,342,342,342,342,112.8
UGA006,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153
UKR002,629,220,220,220,0,220,220,220,220,220,220,373,373,373,373,373,373,373,373,373,213.3
VUT002,190,190,190,126,204,190,190,190,190,190,204,204,204,204,204,204,204,204,204,204,187.8
VEN001,29,0,0,0,273,0,0,0,0,0,496,370,370,370,370,370,370,370,370,370,113.9
REG002,273,30,30,30,342,30,30,30,30,30,555,370,370,370,370,370,370,370,370,370,147.7
VNM002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEM001,17,17,17,17,17,561,17,17,17,17,647,568,568,568,568,568,568,568,568,568,189.5
YEM002,17,17,17,17,17,561,561,121,121,561,617,568,568,568,568,568,568,568,568,568,316.1
ZMB002,433,356,356,433,6,356,356,356,356,433,631,373,373,373,373,373,373,373,373,373,365.6
ZWE001,30,6,6,281,6,6,6,6,6,6,560,373,373,373,373,373,373,373,373,373,125.6
ZWE003,152,21,6,122,6,6,6,6,6,6,153,152,153,152,153,152,153,152,153,152,46.9
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MIN,1
,,,,,,,,,,,,,,,,,,,,MAX,540.5
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
