,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score
LSO002,20,20,20,295,20,20,20,20,20,20,20,52,52,52,52,52,52,52,52,52,50.7
MAR002,305,416,416,416,33,610,610,610,610,610,897,54,54,54,54,54,54,54,54,54,486.6
MDG002,24,24,24,24,24,24,24,24,24,24,24,66,66,66,66,66,66,66,66,66,28.2
MEX001,610,597,610,396,184,597,610,597,610,610,610,47,50,50,47,50,50,50,50,50,487.1
MEX002,610,597,597,610,184,597,610,597,610,610,610,47,47,47,47,47,47,47,47,47,507.2
MEX003,610,597,597,597,184,597,597,597,610,610,610,47,47,47,47,47,47,47,47,47,504.6
MLI001,299,141,141,4,4,141,141,141,141,141,919,54,54,54,54,54,54,54,54,54,182.7
MMR001,3,3,33,4,4,3,33,3,180,180,180,53,53,53,53,53,53,53,53,53,67.3
MMR002,180,180,180,4,130,180,180,180,180,180,180,53,53,53,53,53,53,53,53,53,144.7
MMR003,180,180,180,4,130,180,180,180,180,180,180,53,53,53,53,53,53,53,53,53,144.7
MMR004,4,4,4,4,38,4,38,4,38,38,38,38,38,38,38,38,38,38,38,38,24.4
MOZ004,155,16,16,16,16,16,16,16,16,16,16,50,50,50,50,50,50,50,50,50,19.4
MRT002,898,170,170,170,764,170,170,170,170,170,898,52,52,52,52,52,52,52,52,52,290.4
MRT003,306,170,170,339,339,170,170,170,170,170,339,52,52,52,52,52,52,52,52,52,208.9
MWI002,20,20,20,702,20,20,20,20,20,20,20,61,61,61,61,61,61,61,61,61,92.3
MYS001,127,124,2,2,127,127,127,2,124,124,124,55,55,55,55,55,55,55,55,55,81.4
NAM002,20,20,20,540,20,20,20,20,20,20,20,52,52,52,52,52,52,52,52,52,75.2
NER001,900,183,183,127,127,183,183,183,183,183,900,52,52,52,52,52,52,52,52,52,230.4
NER002,900,183,183,127,127,183,183,183,183,183,900,52,52,52,52,52,52,52,52,52,230.4
NER003,900,183,183,127,127,183,183,183,183,183,900,52,52,52,52,52,52,52,52,52,230.4
NER004,183,183,183,127,127,183,183,183,183,183,593,52,52,52,52,52,52,52,52,52,199.7
NGA001,759,156,156,127,32,156,156,156,156,156,759,51,51,51,51,51,51,51,51,51,190.5
NGA003,243,183,127,127,32,127,127,127,127,127,760,51,51,51,51,51,51,51,51,51,173.2
NGA004,761,127,127,127,32,127,127,127,127,127,761,51,51,51,51,51,51,51,51,51,173.3
NGA007,459,183,127,127,32,127,127,127,127,127,593,51,51,51,51,51,51,51,51,51,156.5
NGA008,32,32,32,32,32,32,32,32,32,32,549,51,51,51,51,51,51,51,51,51,85.6
NIC001,541,298,919,298,184,639,639,639,919,919,919,53,53,53,47,53,53,53,53,53,612.8
NIC002,243,243,184,243,243,184,184,243,243,243,243,47,47,47,47,47,47,47,47,47,205.7
PAK001,82,82,62,82,31,62,62,62,62,62,905,50,50,50,50,50,50,50,50,50,144
PAK004,803,803,885,549,31,612,885,885,885,885,885,50,50,50,50,50,50,50,50,50,655.2
PER002,541,541,184,184,298,184,183,183,183,183,897,60,60,60,60,60,60,60,60,60,253.9
PHL003,610,5,5,5,5,150,150,5,150,150,610,60,60,60,60,60,60,60,60,60,129
PRK001,130,130,130,44,2,488,488,488,488,488,915,62,62,62,62,62,62,62,62,62,359.3
PSE002,154,154,154,154,31,31,31,31,31,31,905,59,59,59,59,59,59,59,59,59,145.8
REG001,429,127,127,127,127,127,127,127,127,127,822,50,50,50,50,50,50,50,50,50,188.8
REG002,541,184,184,184,610,184,184,184,184,184,823,46,46,46,46,46,46,46,46,46,276.7
REG003,621,621,298,621,130,621,828,828,828,828,828,50,50,50,50,50,50,50,50,50,586
REG004,153,31,31,31,243,31,31,31,31,31,802,50,50,50,50,50,50,50,50,50,131.2
REG006,805,805,805,805,31,805,805,805,805,805,805,50,50,50,50,50,50,50,50,50,652.1
REG007,827,827,827,827,122,827,827,827,827,827,827,51,51,51,51,51,51,51,51,51,678.9
REG008,827,827,827,827,122,827,827,827,827,827,827,51,51,51,51,51,51,51,51,51,678.9
REG011,138,138,138,138,130,138,138,138,138,138,138,51,51,51,51,51,51,51,51,51,128.5
REG012,20,20,20,20,20,20,20,20,20,20,20,48,48,48,48,48,48,48,48,48,22.8
REG013,248,185,185,185,269,269,269,269,269,269,269,52,52,52,52,52,52,52,52,52,230.5
RWA002,897,183,183,183,274,183,183,183,183,183,897,50,50,50,50,50,50,50,50,50,250.2
SDN001,33,33,33,33,33,33,33,33,33,33,33,55,55,55,55,55,55,55,55,55,35.2
SDN005,33,33,33,5,5,5,5,5,5,5,33,55,55,55,55,55,55,55,55,55,15.6
SDN006,298,288,184,298,268,288,288,288,288,288,344,55,55,55,55,55,55,55,55,55,258.9
SDN007,33,33,33,5,33,5,5,5,5,5,33,55,55,55,55,55,55,55,55,55,18.4
SDN008,92,5,5,5,5,5,5,5,5,5,92,55,55,55,55,55,55,55,55,55,18.7
SEN002,299,183,183,597,919,183,183,183,183,183,919,52,52,52,52,52,52,52,52,52,358.5
SLV001,297,298,298,298,184,184,184,184,184,298,899,58,58,58,58,59,59,58,58,58,277.1
SOM001,649,129,129,129,129,129,129,129,129,129,912,59,59,59,59,59,59,59,59,59,200.3
SOM002,68,68,68,68,68,68,68,68,68,68,68,58,58,58,58,58,58,58,58,58,67
SOM004,72,72,46,46,72,46,46,46,46,46,72,58,58,58,58,58,58,58,58,58,52.4
SSD001,764,732,732,159,244,159,159,159,159,159,764,58,58,58,58,58,58,58,58,58,275.2
SWZ001,20,20,20,534,20,20,20,20,20,20,20,52,52,52,52,52,52,52,52,52,74.6
SYR001,154,154,154,31,31,31,31,31,31,31,913,59,59,59,59,59,59,59,59,59,134.3
TCD001,221,127,221,127,127,221,221,221,221,221,221,51,51,51,51,51,51,51,51,51,185.2
TCD003,897,127,127,127,127,289,289,289,289,289,897,51,51,51,51,51,51,51,51,51,277.4
TCD004,494,494,494,127,897,494,494,494,494,494,897,51,51,51,51,51,51,51,51,51,493.6
TCD005,494,494,494,127,127,494,494,494,494,494,897,50,50,50,50,50,50,50,50,50,416.5
TCD006,897,494,494,897,127,367,367,367,367,367,639,50,50,50,50,50,50,50,50,50,404.2
THA001,732,46,46,46,158,184,184,46,184,184,899,61,61,61,61,61,61,61,61,61,199.2
THA002,732,732,732,732,158,488,488,488,488,488,899,61,61,61,61,61,61,61,61,61,502.2
THA003,617,184,46,46,184,184,184,46,184,184,899,61,61,61,61,61,61,61,61,61,201.8
TLS002,95,95,95,65,95,95,95,65,95,95,95,65,65,65,65,65,65,65,65,62,86
TTO002,884,610,855,855,244,298,541,541,541,541,610,54,54,54,54,55,54,54,54,54,508
TUN002,305,416,416,416,33,897,897,897,897,897,897,55,55,55,55,55,55,55,55,55,630.2
TUR001,897,897,31,31,31,31,31,31,31,31,897,52,52,52,52,52,52,52,52,52,119.7
TUR002,897,857,31,31,897,31,31,31,31,31,897,52,52,52,52,52,52,52,52,52,206.3
TUR003,897,897,31,31,31,31,31,31,31,31,897,52,52,52,52,52,52,52,52,52,119.7
TUR004,897,897,897,897,31,897,897,897,897,897,897,52,52,52,52,52,52,52,52,52,725.9
TZA002,20,20,20,20,20,20,20,20,20,20,20,61,61,61,61,61,61,61,61,61,24.1
UGA005,610,421,244,244,421,344,344,344,344,344,369,50,50,50,50,50,50,50,50,50,304.8
UKR002,897,488,488,138,122,138,138,138,138,138,488,62,62,62,62,62,62,62,62,62,198.8
VCT002,95,95,95,95,95,95,95,95,95,95,95,51,51,51,51,51,51,51,51,51,90.6
VEN001,297,184,184,184,541,184,184,184,268,268,764,52,52,52,52,53,53,52,52,52,281.3
YEM001,73,73,73,73,73,73,73,73,73,73,915,45,45,45,45,45,45,45,45,45,154.4
YEM002,73,66,66,285,73,66,66,66,66,66,885,45,45,45,45,45,45,45,45,45,168.4
ZMB002,20,20,20,701,20,20,20,20,20,20,20,53,53,53,53,53,53,53,53,53,91.4
ZWE001,24,24,24,24,24,24,24,24,24,24,24,62,62,62,62,62,62,62,62,62,27.8
