,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Area affected - absolute,% of total area affected,Area affected - relative,Area affected,People living in the affected area - absolute,% of total population living in the affected area,People living in the affected area - relative,People in the affected area,Geographical,People affected - absolute,% of people affected on the total population exposed,People affected - relative,People affected,People displaced - absolute,% of total population displaced on the  ,People displaced - relative,People displaced,Fatalities - absolute,% of fatalities on the total population affected,Fatalities (relative),Crisis related fatalities,People affected by categories,Human
"LPAs, Northeast Monsoon, and Shear Line","Floods,Other seasonal event",PHL013,Philippines,PHL,3.8,0.6457826072374819,3.2,3.5,5,0.46940834426274614,2.3,3.65,3.6,2.9,0.034309607080752626,0.1,1.5,1.5,0.00683371298405467,0.2,0.9,2.2,1.9931662870159454e-05,1,1.6,1.3,1.4
Highlands Violence,Earthquake,PNG003,Papua New Guinea,PNG,3,0.14061520116592324,0.6,1.8,1.5,0.3924398625429553,1.9,1.7,1.8,1.5,0.09281961471103327,0.4,0.95,2.1,0.1169811320754717,3.9,3,3.2,0.0006264150943396227,5,4.1,3.6,2.5
Displacement from Ukraine conflict in Poland,"Displacement,Conflict",POL002,Poland,POL,3.6,0.48172703223488683,2.4,3,0.9,0.04474902845973053,0.2,0.55,1.9,2.8,0.8127925117004681,4.1,3.4499999999999997,4.6,1,5,4.8,0,0,0,0,3.2,3.3
Complex crisis in DPRK,"Socio-political,Floods,Other seasonal event,Food Security",PRK001,DPRK,PRK,3.5,1,5,4.25,4.7,1,5,4.85,4.6,4.8,1,5,4.9,2.2,0.0013247097327203305,0,1.1,1.6,5.065066625107146e-07,0,0.8,1,3.6
Conflict in Palestine,"Conflict,Socio-political,Violence",PSE002,Palestine,PSE,1.3,1.0008305647840532,5,3.15,2.4,1,5,3.7,3.4,3.7,1,5,4.35,5,1.1953314659197012,5,5,3.1,2.8758169934640522e-05,1.4,2.3,4,4.2
Regional Boko Haram Crisis,0,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",4.3,0.09438888007817096,0.4,2.35,4.4,0.07655634785014788,0.3,2.35,2.4,4.6,0.8295399042688287,4.1,4.35,5,0.33820065944418276,5,5,4.6,9.32053697597739e-05,4.7,4.7,4.9,4.6
Venezuela Regional Crisis,0,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama","VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN",5,0.45580759256816145,2.2,3.6,5,0.25611645544821754,1.2,3.1,3.4,5,0.3012705105362823,1.5,3.25,5,0.18571671852987165,5,5,3.9,7.926555509110894e-06,0.4,2.2,4,3.7
Regional Kashmir conflict,0,REG003,"India,Pakistan","IND,PAK",4,0.06290827895845964,0.2,2.1,4.1,0.01060069778504102,0,2.05,2.1,4.6,1.0125141529110304,5,4.8,x,x,x,x,2.9,5.885468777588135e-06,0.3,1.6,1.6,3.7
Syrian Regional Crisis,0,REG004,"Syria,Turkey,Iraq,Egypt,Jordan,Lebanon","SYR,TUR,IRQ,EGY,JOR,LBN",4.5,0.20057815345441654,0.9,2.7,5,0.32712676468436835,1.6,3.3,3,5,0.43949778070950213,2.2,3.6,5,0.5944034596794708,5,5,4.9,6.609005342152125e-05,3.3,4.1,4.6,4.2
Eastern Mediterranean Route ,0,REG006,"Turkey,Greece","TUR,GRC",3.8,0.2012932233759585,0.9,2.35,5,0.39833464257659074,2,3.5,3,4.1,0.23638610607136284,1.1,2.5999999999999996,3.8,0.054505005561735265,1.8,2.8,3.2,2.0912124582869854e-05,1,2.1,2.5,2.6
Central Mediterranean Route,0,REG007,"Algeria,Tunisia,Libya,Italy","DZA,TUN,LBY,ITA",5,0.9466681159480271,4.7,4.85,5,0.5705516064144381,2.8,3.9,4.4,2.7,0.01751552097086833,0,1.35,4.4,1,5,4.7,4,0.00047634322373696873,5,4.5,4.6,3.4
Western Mediterranean Route,0,REG008,"Algeria,Morocco,Spain","DZA,MAR,ESP",5,0.8797536604060211,4.4,4.7,5,0.7290521846427395,3.6,4.3,4.5,1.9,0.004751592624519059,0,0.95,3.8,1,5,4.4,3.1,0.000329646017699115,5,4.1,4.3,3
Rohingya Regional Crisis,0,REG011,"Bangladesh,Myanmar","BGD,MMR",2.6,0.047887647622087456,0.1,1.35,2.3,0.02183108500272614,0.1,1.2,1.3,3.7,1,5,4.35,4.4,0.26143001007049343,5,4.7,3.6,7.210473313192347e-05,3.6,3.6,4.2,4.3
Southern Africa Regional Food Security Crisis,0,REG012,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania","LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA",5,0.7316674010727006,3.6,4.3,5,0.517954227535584,2.6,3.8,4.1,5,0.5836036362117689,2.9,3.95,3.9,0.012475549830637851,0.4,2.2,4.6,4.0217546872763706e-05,2,3.3,2.8,3.4
Nagorno-Karabakh Conflict,0,REG013,"Armenia,Azerbaijan","ARM,AZE",2.6,0.3235672572503217,1.5,2.05,2.2,0.3416992862076905,1.7,1.9500000000000002,2,3.3,0.6424079065588499,3.2,3.25,2.8,0.031818181818181815,1.1,2,1.6,4.5454545454545455e-06,0.2,0.9,1.5,2.5
Eastern Africa Regional Drought Crisis,Drought,REG014,"Ethiopia,Somalia,Kenya","ETH,SOM,KEN",5,0.879079254079254,4.4,4.7,5,0.4808595179057762,2.4,3.7,4.3,5,0.6206557688853197,3.1,4.05,5,0.08611267174012974,2.9,4,5,8.371214055876194e-05,4.2,4.6,4.3,4.2
Displacement from Ukraine conflict in Romania,"Conflict,Displacement",ROU002,Romania,ROU,3,0.27346140472879,1.3,2.15,2.4,0.25740102840597073,1.2,1.7999999999999998,2,0.9,0.020752521334367727,0.1,0.5,2.9,1,5,4,0,0,0,0,2.5,1.6
Burundi and DRC refugees in Rwanda,Displacement,RWA002,Rwanda,RWA,2.2,0.8319416295095258,4.1,3.15,1.2,0.16982078853046595,0.8,1,2.2,1,0.05360911777121148,0.2,0.6,3,1,5,4,x,x,x,x,4,2.7
Complex crisis in Sudan,"Displacement,Violence,Floods",SDN001,Sudan,SDN,5,0.7746999158249158,3.9,4.45,5,1,5,5,4.8,4.9,0.5883534136546185,2.9,3.9000000000000004,5,0.1890443686006826,5,5,4.6,5.395904436860068e-05,2.7,3.7,4.5,4.2
Refugees in Sudan,Displacement,SDN005,Sudan,SDN,3.3,0.037568602693602696,0.1,1.7,3.9,0.2965863453815261,1.4,2.65,2.2,4.4,1,5,4.7,4.4,0.07643872714962763,2.5,3.5,0,0,0,0,2.1,3.7
Floods in Sudan ,Floods,SDN006,Sudan,SDN,5,0.7746999158249158,3.9,4.45,5,1,5,5,4.8,1.7,0.007008032128514056,0,0.85,3.1,0.3982808022922636,5,4.1,3.1,0.00041833810888252147,5,4.1,4.1,2.8
Violence in Darfur and Kordofan regions,Violence,SDN008,Sudan,SDN,4.9,0.3704313973063973,1.8,3.35,4.1,0.3441566265060241,1.7,2.9,3.1,4.6,1,5,4.8,3.2,0.010619055954256374,0.4,1.8,3.9,3.016512048544256e-05,1.5,2.7,2.3,3.9
Drought in Senegal,Drought,SEN002,Senegal,SEN,3.8,1.021721290188542,5,4.4,4.2,1,5,4.6,4.5,3.8,0.31992777413000656,1.6,2.7,0.9,0.0006841115101761587,0,0.5,1.7,2.5654181631605953e-06,0.1,0.9,0.7,1.8
Complex crisis in El Salvador,"Displacement,Violence,Floods,Drought",SLV001,El Salvador,SLV,2.2,1,5,3.6,2.8,1,5,3.9,3.8,3.3,0.47761194029850745,2.4,2.8499999999999996,3.2,0.055,1.8,2.5,3.4,7.84375e-05,3.9,3.7,3.2,3
Complex crisis in Somalia,"Conflict,Displacement,Floods,Drought",SOM001,Somalia,SOM,4.7,1,5,4.85,4.2,1,5,4.6,4.7,4.6,1,5,4.8,5,0.21108801887322362,5,5,5,0.00027484131887884066,5,5,5,4.9
Mixed Migration Flows in Somalia,Displacement,SOM002,Somalia,SOM,3.3,0.157688016067842,0.7,2,1.4,0.15132281076223109,0.7,1.0499999999999998,1.5,0.1,0.012991833704528583,0,0.05,2.2,1,5,3.6,1.3,0.00022857142857142857,5,3.2,3.4,2
Complex crisis in South Sudan,"Conflict,Floods,Displacement",SSD001,South Sudan,SSD,4.7,1,5,4.85,3.7,1,5,4.35,4.6,4.3,1,5,4.65,5,0.4272520936056977,5,5,4.2,6.316036628316507e-05,3.2,3.7,4.5,4.6
2022 seasonal floods in South Sudan,Floods,SSD003,South Sudan,SSD,4.6,0.9332142430342263,4.7,4.65,3.6,0.9112467715426157,4.6,4.1,4.4,2.5,0.0858885167053165,0.4,1.45,3.2,0.182,5,4.1,2.6,6.2e-05,3.1,2.9,3.6,2.7
Displacement from Ukraine conflict in Slovakia,"Displacement,Conflict",SVK002,Slovakia,SVK,2,0.3264983571101776,1.6,1.8,0.7,0.28674080410607355,1.4,1.0499999999999998,1.4,0.9,0.06324582338902147,0.3,0.6,2.9,1,5,4,0,0,0,0,2.5,1.6
Food Security Crisis in Eswatini,Drought,SWZ001,Eswatini,SWZ,2.1,1,5,3.55,0.2,0.9734660033167496,4.9,2.5500000000000003,3.1,2.2,0.5936967632027257,2.9,2.55,0,0,0,0,0,0,0,0,0,1.4
Syrian conflict,"Conflict,Displacement,Violence",SYR001,Syria,SYR,3.8,1.008440886565376,5,4.4,4.2,1,5,4.6,4.5,4.6,1,5,4.8,5,0.8949414241753496,5,5,4.9,0.00014025805755007287,5,5,5,4.9
Complex crisis in Chad,"Conflict,Displacement",TCD001,Chad,TCD,5,1,5,5,4.1,0.9171171171171171,4.6,4.35,4.7,4,0.4528784902065845,2.2,3.1,4.3,0.14210595504140922,4.7,4.5,3.3,2.7080320757197318e-05,1.4,2.4,3.7,3.4
Boko Haram in Chad,Conflict,TCD003,Chad,TCD,2.2,0.015815597204574334,0,1.1,0.1,0.06027846027846028,0.3,0.2,0.7,2.4,0.7490942028985508,3.7,3.05,3.7,0.48972188633615477,5,4.4,2.7,8.827085852478839e-05,4.4,3.6,4,3.6
CAR refugees in Chad,Displacement,TCD004,Chad,TCD,3.6,0.12279463151207115,0.5,2.05,1.7,0.174010374010374,0.8,1.25,1.7,2.7,0.39159083777847503,1.9,2.3,3,0.10016025641025642,3.3,3.2,2.2,2.564102564102564e-05,1.3,1.8,2.6,2.5
Darfur refugees in Chad,Displacement,TCD005,Chad,TCD,3.9,0.16333465692503177,0.7,2.3,1.3,0.13366093366093365,0.6,0.95,1.7,2.7,0.5232843137254902,2.6,2.6500000000000004,3.7,0.3153786104605777,5,4.4,0.9,3.12256049960968e-06,0.2,0.6,3,2.8
Tibesti Conflict in Chad,Conflict,TCD006,Chad,TCD,3.9,0.17471410419313851,0.8,2.35,0,0.002074802074802075,0,0,1.3,0.1,1,5,2.55,x,x,x,x,1.1,0.00015789473684210527,5,3.1,3.1,2.8
Multiple situations in Thailand,"Conflict,Displacement",THA001,Thailand,THA,2.5,0.059390475444812,0.2,1.35,1.9,0.0594883997620464,0.2,1.05,1.2,0.8,0.02394736842105263,0.1,0.45,2.8,1,5,3.9,2,0.0002967032967032967,5,3.5,3.7,2.4
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,2.1,0.035878564857405704,0.1,1.1,1.8,0.05413444378346222,0.2,1,1.1,x,x,x,x,x,x,x,x,2,x,x,2,2,2
Myanmar refugees in Thailand,Conflict,THA003,Thailand,THA,1.8,0.02351191058740629,0,0.9,0,0.005353955978584176,0,0,0.5,0.8,0.26608187134502925,1.3,1.05,2.8,1,5,3.9,x,x,x,x,3.9,2.8
Venezuelan refugees in Trinidad and Tobago,Displacement,TTO002,Trinidad and Tobago,TTO,1.2,1,5,3.1,0.5,1,5,2.75,2.9,1.4,0.1511047754811119,0.7,1.0499999999999998,2.2,0.16037735849056603,5,3.6,3.1,0.00075,5,4.1,3.9,2.8
Mixed migration flows in Tunisia,Displacement,TUN002,Tunisia,TUN,3.7,1.0531024716786819,5,4.35,3.6,1,5,4.3,4.3,0,0.0008863819500402901,0,0,1.5,1,5,3.3,4,0.054,5,4.5,4,2.5
Complex situation in Türkiye,"Displacement,Conflict",TUR001,Türkiye,TUR,4.3,0.4847667060795447,2.4,3.3499999999999996,5,1.0201545100713756,5,5,4.3,4.7,0.24051085215025877,1.2,2.95,5,0.18527748490367105,5,5,3,5.9906067286494775e-06,0.3,1.7,3.9,3.5
Syrian Refugees in Türkiye,Displacement,TUR002,Türkiye,TUR,3.5,0.1715473669165703,0.8,2.15,5,0.42517314770175085,2.1,3.55,2.9,4.3,0.33287239338458985,1.6,2.95,5,0.2937853107344633,5,5,x,x,x,x,5,4.2
Mixed Migration Flows in Türkiye,Displacement,TUR003,Türkiye,TUR,3.7,0.23063550017540896,1.1,2.4000000000000004,5,0.4424350034688334,2.2,3.6,3.1,4.1,0.23467814808908732,1.1,2.5999999999999996,3.6,0.03737259343148358,1.2,2.4,3.2,2.1064552661381652e-05,1.1,2.2,2.3,2.5
Kurdish Conflict,Conflict,TUR004,Türkiye,TUR,3.8,0.25413120590413574,1.2,2.5,3.7,0.15255811765812588,0.7,2.2,2.4,x,x,x,x,x,x,x,x,3,x,x,3,3,3
Multiple Crises in Tanzania,"Displacement,Drought",TZA001,Tanzania,TZA,4.4,0.49834612779408444,2.4,3.4000000000000004,4.7,0.38283739104298165,1.9,3.3,3.4,4.6,0.7605009028813693,3.8,4.199999999999999,3.4,0.012749703195168533,0.4,1.9,1.5,6.194187787126413e-07,0,0.8,1.4,3.1
International Displacement in Tanzania,Displacement,TZA002,Tanzania,TZA,3.8,0.2112248814630842,1,2.4,3.9,0.2249474000601142,1.1,2.5,2.5,4.5,1,5,4.75,3.4,0.016501870657402457,0.6,2,0.4,1.3361838588989845e-07,0,0.2,1.2,3.5
Food Security Crisis in North-East Tanzania,Drought,TZA003,Tanzania,TZA,4.3,0.4032050124181531,2,3.15,3.4,0.15788999098286746,0.7,2.05,2.6,3.6,0.41928421854178566,2.1,2.85,x,x,x,x,0,0,0,0,0,1.6
Multiple crises in Uganda,"Displacement,Drought,Violence,Epidemic",UGA001,Uganda,UGA,2.9,0.269853381208857,1.3,2.1,3.2,0.18775125628140704,0.9,2.0500000000000003,2.1,3.5,0.4273447083751533,2.1,2.8,4.5,0.38648225469728603,5,4.8,4.8,0.0006432672233820459,5,4.9,4.9,4.1
International Displacement in Uganda,Displacement,UGA005,Uganda,UGA,2.4,0.13222122481547977,0.6,1.5,3,0.16166247906197656,0.8,1.9,1.7,3.3,0.3868669861416915,1.9,2.5999999999999996,4.5,0.49581519919651823,5,4.8,x,x,x,x,4.8,3.9
Food Security Crisis in Karamoja Region,"Drought,Violence,Epidemic",UGA007,Uganda,UGA,2.4,0.13763215639337723,0.6,1.5,0.3,0.026088777219430485,0.1,0.2,0.9,2.4,0.6773675762439807,3.4,2.9,x,x,x,x,4.8,0.002920616113744076,5,4.9,4.9,4.1
Conflict in Ukraine,"Conflict,Displacement",UKR002,Ukraine,UKR,4.6,1.0420134992836059,5,4.8,5,1,5,5,4.9,5,1,5,5,5,0.3138621903343712,5,5,5,0.00015946933802626236,5,5,5,5
Complex crisis in Venezuela,"Socio-political,Violence,Floods",VEN001,Venezuela,VEN,4.9,1,5,4.95,4.8,1,5,4.9,4.9,4.6,0.6598239436619718,3.3,3.9499999999999997,5,0.2988419872992155,5,5,3.6,1.70766849885266e-05,0.9,2.3,4,4
Conflict in Yemen,Conflict,YEM001,Yemen,YEM,4.5,1,5,4.75,5,0.9470588235294117,4.7,4.85,4.8,4.9,0.8695652173913043,4.3,4.6,3.3,0.007535714285714285,0.3,1.8,3.6,1.1142857142857143e-05,0.6,2.1,2,3.6
Mixed migration flows in Yemen,Displacement,YEM002,Yemen,YEM,2.8,0.08881186431047218,0.4,1.5999999999999999,2.3,0.14602941176470588,0.7,1.5,1.6,0.8,0.019939577039274924,0.1,0.45,2.9,1,5,4,2.4,0.0005151515151515151,5,3.7,3.9,2.6
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,4.8,1.0124134034625163,5,4.9,3.8,0.6640740376095303,3.3,3.55,4.3,4.1,0.6340252038547072,3.2,3.65,0,0,0,0,0,0,0,0,0,2.2
Complex crisis in Zimbabwe,"Socio-political,Drought",ZWE001,Zimbabwe,ZWE,4.3,1,5,4.65,4.1,1,5,4.55,4.6,4.1,0.5883493968600352,2.9,3.5,2.8,0.008757469606429013,0.3,1.6,4.1,7.953842983721409e-05,4,4.1,3.1,3.3
