,,,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
BRA004,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,0.6,,
CAF001,22,22,22,0,0,22,22,22,22,22,0,199,199,199,199,199,199,199,199,199,33.1,,
CHL002,61,61,61,61,0,61,61,61,61,61,61,198,198,198,198,198,198,198,198,198,68.6,,
CMR001,148,91,91,0,0,91,91,91,91,91,0,197,197,197,197,197,197,197,197,197,74.3,,
CMR002,148,91,91,0,0,91,91,91,91,91,0,197,197,197,197,197,197,197,197,197,74.3,,
CMR003,148,91,91,0,0,91,91,91,91,91,0,197,197,197,197,197,197,197,197,197,74.3,,
CMR004,148,91,91,0,0,91,91,91,91,91,0,197,197,197,197,197,197,197,197,197,74.3,,
COD001,275,97,97,0,0,97,97,97,97,97,0,199,199,199,199,199,199,199,199,199,78.1,,
COG001,217,206,206,0,0,206,206,206,206,206,0,199,199,199,199,199,199,199,199,199,143.5,,
COL001,61,61,61,61,1,61,61,61,61,61,61,197,197,197,3,197,197,197,3,197,68.6,,
COL002,1,1,1,1,1,1,1,1,1,1,1,197,197,197,3,197,197,197,3,197,20.6,,
CRI002,67,38,1,1,214,1,1,1,38,38,67,197,197,197,197,197,197,197,197,197,55.9,,
CZE002,1,1,1,1,1,1,1,1,1,1,1,22,22,22,22,22,22,22,22,22,3.1,,
DJI001,0,0,0,0,0,0,0,0,0,0,367,4,4,4,4,4,4,4,4,4,37.1,,
DJI002,0,0,0,0,0,0,0,0,0,0,367,4,4,4,4,4,4,4,4,4,37.1,,
DJI003,0,0,0,0,0,0,0,0,0,0,367,4,4,4,4,4,4,4,4,4,37.1,,
DOM002,218,122,1,1,218,1,1,1,218,218,218,198,198,198,198,198,198,198,198,198,107.5,,
DZA002,153,0,0,0,0,0,0,0,0,0,487,9,9,9,9,9,9,9,9,9,49.6,,
DZA003,153,153,153,463,0,0,0,0,0,0,487,9,9,9,9,9,9,9,9,9,111.2,,
DZA004,153,0,0,153,0,0,0,0,0,0,564,9,9,9,9,9,9,9,9,9,72.6,,
ECU002,61,61,61,61,0,61,61,61,61,61,61,197,197,197,197,197,197,197,197,197,68.5,,
EGY004,127,0,0,0,0,0,0,0,0,0,127,9,9,9,9,9,9,9,9,9,13.6,,
ERI001,134,1,134,1,1,1,1,1,1,1,561,3,3,3,3,3,3,3,3,3,70.5,,
ESP002,487,0,0,0,0,0,0,0,0,0,487,17,17,17,17,17,17,17,17,17,50.4,,
EST002,1,1,1,1,1,1,1,1,1,1,1,22,22,22,22,22,22,22,22,22,3.1,,
ETH001,0,0,0,0,0,0,0,0,0,0,524,6,6,6,6,6,6,6,6,6,53,,
ETH003,0,0,0,0,345,0,0,0,0,0,897,6,196,6,6,6,6,6,6,6,124.8,,
ETH004,0,0,0,0,0,0,0,0,0,0,746,6,6,6,6,196,6,6,196,6,75.2,,
ETH005,0,0,0,0,345,0,0,0,0,0,660,6,6,6,6,196,6,196,6,6,101.1,,
GRC002,61,1,1,1,1,1,1,1,1,1,1759,3,3,3,3,3,3,3,3,3,177,,
GTM001,183,43,154,134,4,154,154,154,154,154,183,8,8,8,8,8,8,8,8,8,125.3,,
HND001,183,154,134,67,4,134,134,154,154,154,183,197,197,197,197,197,197,197,197,197,131.5,,
HTI001,211,211,211,211,1,211,211,211,211,211,211,197,197,197,197,197,197,197,197,197,188.6,,
HTI002,203,203,203,203,203,61,61,61,203,203,203,197,197,197,197,197,197,197,197,197,159.8,,
HUN002,36,36,36,36,36,36,36,36,36,36,487,6,6,6,6,6,6,6,6,6,78.1,,
IDN002,67,67,67,67,0,67,67,67,67,67,67,197,197,197,197,197,197,197,197,197,73.3,,
IND002,1037,184,1037,157,7,182,1037,1037,1037,1037,1464,197,197,197,197,197,197,197,197,197,719.2,,
IRN004,990,990,275,275,214,275,275,275,275,275,990,197,197,197,197,197,197,197,197,197,332.6,,
IRQ001,122,0,0,0,0,0,0,0,0,0,1310,3,3,3,3,3,3,3,3,3,131.3,,
IRQ002,122,0,0,0,0,0,0,0,0,0,1393,3,3,3,3,3,3,3,3,3,139.6,,
IRQ003,122,0,0,0,0,0,0,0,0,0,1749,3,3,3,3,3,3,3,3,3,175.2,,
ITA002,487,0,0,0,0,0,0,0,0,0,487,17,17,17,17,17,17,17,17,17,50.4,,
JOR002,92,0,0,0,0,0,0,0,0,0,1245,3,3,3,3,3,3,3,3,3,124.8,,
KEN001,133,1,1,1,248,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,25.9,,
KEN002,133,1,1,1,524,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,53.5,,
KEN003,133,33,33,1,451,33,33,33,33,33,1,3,3,3,3,3,3,3,3,3,65.4,,
LAO003,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
LBN002,148,2,2,92,30,2,2,2,2,2,1273,8,8,8,8,8,8,8,8,8,141.5,,
LBN004,148,92,92,2,2,92,92,92,92,92,1310,8,8,8,8,8,8,8,8,8,187.4,,
LBY001,66,0,0,0,0,0,0,0,0,0,65,11,11,11,11,11,11,11,11,11,7.6,,
LBY002,66,0,0,0,0,0,0,0,0,0,487,11,11,11,11,11,11,11,11,11,49.8,,
LBY003,66,0,0,0,0,0,0,0,0,0,66,11,11,11,11,11,11,11,11,11,7.7,,
LKA001,36,36,36,36,0,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,32.4,,
LKA002,36,36,36,36,0,36,36,36,36,36,134,197,197,197,197,197,197,197,197,197,58.3,,
LKA003,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,,
LTU002,1,1,1,1,1,1,1,1,1,1,1,22,22,22,22,22,22,22,22,22,3.1,,
LVA002,1,1,1,1,1,1,1,1,1,1,1,22,22,22,22,22,22,22,22,22,3.1,,
MAR001,65,0,0,0,0,0,0,0,0,0,65,14,14,14,14,14,14,14,14,14,7.9,,
MAR002,487,0,0,0,0,0,0,0,0,0,487,14,14,14,14,14,14,14,14,14,50.1,,
MAR003,0,0,0,0,0,0,0,0,0,0,65,14,14,14,14,14,14,14,14,14,7.9,,
MDA002,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,1.5,,
MDG001,0,0,0,0,0,0,0,0,0,0,183,4,4,4,4,4,4,4,4,4,18.7,,
MDG002,0,0,0,0,0,0,0,0,0,0,183,4,4,4,4,4,4,4,4,4,18.7,,
MDG008,0,0,0,0,0,0,0,0,0,0,183,4,4,4,4,4,4,4,4,4,18.7,,
MEX001,247,247,31,31,1,64,31,31,247,247,247,197,197,197,197,197,197,197,197,197,112.7,,
MEX002,247,247,247,247,1,247,247,247,247,247,247,197,197,197,197,197,197,197,197,197,217.4,,
MEX003,64,1,64,64,1,1,1,31,64,64,247,197,197,197,197,197,197,197,197,197,73.4,,
MLI001,456,307,307,0,0,307,307,307,307,307,0,199,199,199,199,199,199,199,199,199,204.1,,
MMR001,35,35,35,0,0,35,35,35,35,35,35,197,197,197,197,197,197,197,197,197,44.2,,
MMR002,35,35,35,0,0,35,35,35,35,35,35,197,197,197,197,197,197,197,197,197,44.2,,
MMR003,35,35,35,0,0,35,35,35,35,35,35,197,197,197,197,197,197,197,197,197,44.2,,
MMR004,35,35,35,0,0,35,35,35,35,35,35,197,197,197,197,197,197,197,197,197,44.2,,
MMR005,35,35,35,35,35,35,35,35,35,35,35,183,183,183,183,183,183,183,183,183,49.8,,
MOZ001,183,0,0,0,0,0,0,0,0,0,183,3,3,3,3,3,3,3,3,3,18.6,,
MOZ004,183,0,0,0,0,0,0,0,0,0,183,3,3,3,3,3,3,3,3,3,18.6,,
MOZ010,183,0,0,183,0,0,0,0,0,0,183,3,3,3,3,3,3,3,3,3,36.9,,
MRT002,214,0,0,0,0,0,0,0,0,0,214,9,9,9,9,9,9,9,9,9,22.3,,
MRT003,1158,0,0,1191,0,0,0,0,0,0,322,9,9,9,9,9,9,9,9,9,152.2,,
MWI002,0,0,0,0,0,0,0,0,0,0,216,3,3,3,3,3,3,3,3,3,21.9,,
MWI005,0,0,0,0,0,0,0,0,0,0,216,3,3,3,3,3,3,3,3,3,21.9,,
MYS001,67,67,67,0,0,36,0,0,36,36,976,197,197,197,197,197,197,197,197,197,134.8,,
NAM002,0,0,0,1392,0,0,0,0,0,0,872,4,4,4,4,4,4,4,4,4,226.8,,
NER001,149,149,149,0,0,149,149,149,149,149,0,197,197,197,197,197,197,197,197,197,109.1,,
NER002,149,149,149,0,0,149,149,149,149,149,0,197,197,197,197,197,197,197,197,197,109.1,,
NER003,149,149,149,0,0,149,149,149,149,149,0,197,197,197,197,197,197,197,197,197,109.1,,
NER004,149,149,149,0,0,149,149,149,149,149,0,197,197,197,197,197,197,197,197,197,109.1,,
NGA001,133,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2.2,,
NGA003,133,133,133,94,2,133,133,133,133,133,1612,5,5,5,5,5,5,5,5,5,251.1,,
NGA004,133,133,133,2,2,133,133,133,133,133,1613,5,5,5,5,5,5,5,5,5,242,,
NGA007,133,133,133,2,2,133,133,133,133,133,1445,4,4,4,4,4,4,4,4,4,225.1,,
NGA008,133,133,2,2,493,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,51.3,,
NIC001,67,67,67,67,1,65,65,65,65,65,339,197,197,197,197,197,197,197,197,197,99.6,,
PAK001,702,214,0,30,9,0,0,157,157,214,1757,197,197,197,197,197,197,197,197,197,252.1,,
PAK004,460,183,702,702,9,183,702,702,702,702,1737,197,197,197,197,197,197,197,197,197,633.8,,
PAK005,275,157,157,30,365,157,157,157,157,157,490,197,197,197,197,197,197,197,197,197,202.4,,
PAN002,67,67,67,67,67,67,67,67,67,67,184,197,197,197,197,197,197,197,197,197,91.7,,
PER002,61,61,61,61,0,61,61,61,61,61,61,198,198,198,198,198,198,198,198,198,68.6,,
PHL003,34,34,0,0,0,0,34,34,34,34,34,197,197,197,197,197,197,197,197,197,36.7,,
PNG003,67,67,67,67,0,67,67,67,67,134,134,197,197,197,197,197,197,197,197,197,86.7,,
POL002,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,1.5,,
PRK001,982,92,92,9,9,92,92,214,275,275,1767,197,197,197,197,197,197,197,197,197,302.2,,
PSE002,36,0,0,0,0,0,0,0,0,0,36,3,3,3,3,3,3,3,3,3,3.9,,
PSE003,36,0,0,0,0,0,0,0,0,0,36,3,3,3,3,3,3,3,3,3,3.9,,
PSE004,36,0,0,0,0,0,0,0,0,0,36,3,3,3,3,3,3,3,3,3,3.9,,
REG001,147,147,147,0,0,147,147,147,147,147,0,197,197,197,197,197,197,197,197,197,107.9,,
REG002,458,458,458,458,458,458,458,458,458,626,458,197,197,197,197,197,197,197,197,197,448.7,,
REG003,460,184,1150,122,30,183,1680,1680,1680,1680,1680,197,197,197,197,197,197,197,197,197,1008.2,,
REG004,155,155,155,155,155,155,155,155,155,155,1654,3,3,3,3,3,3,3,3,3,289.7,,
REG006,61,0,0,0,0,0,0,0,0,0,1657,3,3,3,3,3,3,3,3,3,166,,
REG007,0,0,0,0,0,0,0,0,0,0,459,3,3,3,3,3,3,3,3,3,46.2,,
REG008,0,0,0,0,0,0,0,0,0,0,459,3,3,3,3,3,3,3,3,3,46.2,,
REG011,34,0,0,0,0,34,34,0,0,34,34,197,197,197,197,197,197,197,197,197,33.3,,
REG012,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,0.3,,
REG013,125,0,0,0,30,0,0,0,0,0,125,3,3,3,3,3,3,3,3,3,15.8,,
REG014,133,0,30,0,133,0,0,0,0,0,638,2,2,2,2,2,2,2,2,2,80.3,,
REG015,155,155,155,0,0,0,0,0,0,0,155,3,3,3,3,3,3,3,3,3,31.3,,
ROU002,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,1.5,,
RUS002,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,1.6,,
RWA002,134,2,2,2,1126,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,114.5,,
SDN001,94,0,0,0,0,0,0,0,0,0,183,10,10,10,10,10,10,10,10,10,19.3,,
SDN005,94,94,94,0,0,94,94,94,94,94,808,10,10,10,10,10,10,10,10,10,138.2,,
SEN002,153,0,0,391,456,0,0,0,0,0,391,199,199,199,199,199,199,199,199,199,143.7,,
SLV001,184,184,184,184,4,184,184,184,184,184,184,6,6,6,6,6,6,6,6,6,148.2,,
SOM001,133,133,133,33,0,133,133,133,133,133,133,3,3,3,3,3,3,3,3,3,96.7,,
SOM002,133,133,0,0,0,0,0,0,0,0,920,3,3,3,3,3,3,3,3,3,92.3,,
SSD001,136,136,136,3,3,136,136,136,136,136,136,197,197,197,197,197,197,197,197,197,115.5,,
SVK002,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,1.5,,
SWZ001,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,0.6,,
SYR001,61,61,61,9,9,9,9,9,9,9,1765,3,3,3,3,3,3,3,3,3,189.2,,
SYR002,61,61,61,61,61,61,61,61,61,61,61,3,3,3,3,3,3,3,3,3,55.2,,
TCD001,148,148,97,0,0,97,148,97,97,97,0,197,197,197,197,197,197,197,197,197,83,,
TCD003,148,148,148,0,0,148,148,148,148,148,0,197,197,197,197,197,197,197,197,197,108.5,,
TCD004,148,148,148,0,0,148,148,148,148,148,0,197,197,197,197,197,197,197,197,197,108.5,,
TCD005,148,148,148,0,0,148,148,148,148,148,0,197,197,197,197,197,197,197,197,197,108.5,,
THA001,134,0,0,0,0,0,134,0,134,134,1751,197,197,197,197,197,197,197,197,197,235,,
THA002,134,134,134,134,0,134,134,134,134,134,1751,197,197,197,197,197,197,197,197,197,288.6,,
THA003,134,0,0,0,0,0,134,0,134,134,1751,197,197,197,197,197,197,197,197,197,235,,
TLS003,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
TTO002,61,61,61,61,0,61,61,61,61,61,61,198,198,198,198,198,198,198,198,198,68.6,,
TUN002,487,0,0,0,0,0,0,0,0,0,487,15,15,15,15,15,15,15,15,15,50.2,,
TUR001,61,61,61,9,8,8,8,8,8,8,1749,3,3,3,3,3,3,3,3,3,187,,
TUR002,61,61,8,7,61,7,7,7,7,7,1749,3,3,3,3,3,3,3,3,3,186.3,,
TUR003,61,61,0,0,0,0,0,0,0,0,1749,3,3,3,3,3,3,3,3,3,175.2,,
TUR004,61,61,61,61,7,61,61,61,61,61,1749,3,3,3,3,3,3,3,3,3,218.6,,
TUR005,61,61,61,61,61,61,61,61,61,61,61,3,3,3,3,3,3,3,3,3,55.2,,
TZA001,0,0,0,0,0,0,0,0,0,0,214,3,3,3,3,3,3,3,3,3,21.7,,
TZA002,0,0,0,0,0,0,0,0,0,0,214,3,3,3,3,3,3,3,3,3,21.7,,
TZA003,0,0,0,625,0,0,0,0,0,0,625,3,3,3,3,3,3,3,3,3,125.3,,
UGA005,136,34,34,34,1273,34,34,34,34,34,34,3,3,3,3,3,3,3,3,3,154.8,,
UKR002,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,1.6,,
VEN001,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1.2,,
YEM001,160,3,3,3,3,3,3,3,3,3,427,3,3,3,3,3,3,3,3,3,45.4,,
YEM002,160,3,3,3,30,3,3,3,3,3,245,3,3,3,3,3,3,3,3,3,29.9,,
ZMB002,0,0,0,0,0,0,0,0,0,0,809,4,4,4,4,4,4,4,4,4,81.3,,
ZWE001,0,0,0,0,0,0,0,0,0,0,600,5,5,5,5,5,5,5,5,5,60.5,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,MIN,0.3
,,,,,,,,,,,,,,,,,,,,,,MAX,1008.2
