,,,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
ETH001,62,4,4,4,4,4,4,4,4,4,221,86,86,86,86,86,86,86,86,86,33.9,,
ETH003,62,62,62,4,42,4,4,4,4,4,594,89,89,89,89,89,89,89,89,89,81.1,,
ETH004,125,4,4,4,4,4,4,4,4,4,443,88,88,88,88,88,88,88,88,88,56.3,,
ETH005,125,4,4,4,42,4,4,4,4,4,357,88,88,88,88,88,88,88,88,88,51.5,,
GMB002,153,153,153,88,153,153,153,153,153,153,88,94,94,94,94,94,94,94,94,94,134.1,,
GRC002,63,63,63,63,11,63,63,63,63,63,1456,92,92,92,92,92,92,92,92,92,200,,
GTM001,36,1,36,36,7,36,1,1,36,36,36,94,94,94,94,94,94,94,94,94,31.9,,
HND001,36,5,36,36,7,36,5,5,36,36,36,94,94,94,94,94,94,94,94,94,32.7,,
HTI001,36,36,36,36,36,36,36,36,36,36,36,94,94,94,94,94,94,94,94,94,41.8,,
HTI002,36,36,36,36,36,36,36,36,36,36,36,94,94,94,94,94,94,94,94,94,41.8,,
HUN002,184,15,15,15,15,15,15,15,15,15,184,95,95,95,95,95,95,95,95,95,39.9,,
IDN002,274,274,274,329,2,239,245,274,274,274,1281,92,92,92,92,92,92,92,92,92,328.4,,
IDN007,64,64,64,64,64,64,64,64,64,64,64,63,63,63,63,63,63,63,63,63,63.9,,
IDN008,64,64,64,2,2,64,64,64,64,64,64,63,63,63,63,63,63,63,63,63,51.5,,
IND002,734,734,734,734,2,734,734,734,734,734,1161,92,92,92,92,92,92,92,92,92,639.3,,
IRN004,687,687,224,224,300,224,300,224,224,300,687,92,92,92,92,92,92,92,92,92,279.9,,
IRQ001,64,64,64,64,8,8,8,8,8,8,1007,92,92,92,92,92,92,92,92,92,127.5,,
IRQ002,64,64,64,64,8,64,64,64,301,64,1090,92,92,92,92,92,92,92,92,92,187.5,,
IRQ003,64,64,64,8,64,8,8,8,8,8,1446,92,92,92,92,92,92,92,92,92,171.4,,
ITA002,184,4,4,4,4,4,4,4,4,4,184,97,97,97,97,97,97,97,97,97,31.3,,
JOR002,63,63,8,8,792,43,43,43,43,43,942,92,92,92,92,92,92,92,92,92,205.7,,
KEN001,221,33,33,33,148,33,33,33,33,33,221,95,95,95,95,95,95,95,95,95,69.5,,
KEN002,221,148,68,68,221,148,148,148,148,148,221,95,95,95,95,95,95,95,95,95,141.3,,
KEN003,221,63,63,221,148,63,63,63,63,63,221,95,95,95,95,95,95,95,95,95,106.3,,
LBN002,63,63,11,11,293,11,11,11,11,11,970,92,92,92,92,92,92,92,92,92,143.2,,
LBN004,63,63,11,293,11,11,11,11,11,11,1007,92,92,92,92,92,92,92,92,92,146.9,,
LBY001,1,1,1,1,1,1,1,1,1,1,184,97,97,97,97,97,97,97,97,97,28.9,,
LBY002,1,1,1,1,1,1,1,1,1,1,184,97,97,97,97,97,97,97,97,97,28.9,,
LKA002,225,68,68,225,1,225,68,33,33,33,225,92,92,92,92,92,92,92,92,92,100.3,,
LSO003,64,4,4,64,64,4,4,4,4,4,64,62,62,62,62,62,62,62,62,62,27.8,,
MAR002,184,4,184,184,4,4,184,184,184,184,184,99,99,99,99,99,99,99,99,99,139.5,,
MDA002,184,15,15,15,42,15,15,15,15,15,184,95,95,95,95,95,95,95,95,95,42.6,,
MDG002,126,4,4,4,126,4,4,4,4,4,126,92,92,92,92,92,92,92,92,92,37.2,,
MEX001,36,36,36,36,7,7,7,7,36,36,36,94,94,94,94,94,94,94,94,94,30.2,,
MEX002,36,36,36,36,7,36,36,36,36,36,36,94,94,94,94,94,94,94,94,94,38.9,,
MEX003,36,7,36,36,7,7,7,7,36,36,36,94,94,94,94,94,94,94,94,94,30.2,,
MLI001,153,4,4,4,4,4,4,4,4,4,4,94,94,94,94,94,94,94,94,94,13,,
MMR001,1,1,1,1,1,1,1,1,1,1,729,92,92,92,92,92,92,92,92,92,82.9,,
MMR002,1,1,1,1,1,1,1,1,1,373,729,92,92,92,92,92,92,92,92,92,120.1,,
MMR003,1,1,1,159,1,1,1,1,1,1,729,92,92,92,92,92,92,92,92,92,98.7,,
MMR004,1,1,1,1,1,1,1,1,1,1,587,92,92,92,92,92,92,92,92,92,68.7,,
MOZ001,91,91,91,6,6,91,91,91,91,91,312,97,97,97,97,97,97,97,97,97,96.7,,
MOZ004,91,91,91,6,6,91,91,91,91,91,565,97,97,97,97,97,97,97,97,97,122,,
MRT002,189,189,189,19,19,50,19,19,19,19,134,97,97,97,97,97,97,97,97,97,58.4,,
MRT003,855,19,19,888,19,19,19,19,19,19,19,97,97,97,97,97,97,97,97,97,113.7,,
MWI002,506,7,7,7,7,7,7,104,104,104,342,92,92,92,92,92,92,92,92,92,78.1,,
MYS001,245,245,245,2,62,293,96,2,293,293,673,92,92,92,92,92,92,92,92,92,205.1,,
NAM002,134,400,400,1089,11,400,400,400,400,400,569,96,96,96,96,96,96,96,96,96,416.5,,
NER001,153,4,4,4,4,4,4,4,4,4,4,94,94,94,94,94,94,94,94,94,13,,
NER002,1449,154,154,60,60,154,154,154,154,154,154,94,94,94,94,94,94,94,94,94,129.2,,
NER003,1449,141,141,4,4,141,154,154,154,154,4,94,94,94,94,94,94,94,94,94,100.4,,
NER004,732,141,134,4,4,141,134,134,134,134,4,94,94,94,94,94,94,94,94,94,91.7,,
NGA001,124,69,5,5,5,5,5,5,5,5,1308,92,92,92,92,92,92,92,92,92,144,,
NGA003,124,216,124,38,5,124,124,124,124,124,1309,93,93,93,93,93,93,93,93,93,218.9,,
NGA004,124,124,124,38,5,124,124,124,124,124,1310,93,93,93,93,93,93,93,93,93,219,,
NGA007,124,124,124,38,5,124,124,124,124,124,1142,93,93,93,93,93,93,93,93,93,202.2,,
NGA008,124,124,5,5,190,5,5,5,5,5,1098,93,93,93,93,93,93,93,93,93,141.6,,
NIC001,36,36,36,36,7,36,36,36,36,36,36,94,94,94,94,94,94,94,94,94,38.9,,
PAK001,399,386,1,1,1,1,1,1,1,1,1454,92,92,92,92,92,92,92,92,92,155.4,,
PAK004,157,157,399,399,1,399,399,399,399,399,1434,92,92,92,92,92,92,92,92,92,432,,
PAK005,153,153,153,35,62,153,92,92,153,187,187,92,92,92,92,92,92,92,92,92,120.6,,
PAN002,36,7,7,7,36,7,7,7,36,36,36,94,94,94,94,94,94,94,94,94,27.3,,
PER002,39,39,39,39,39,39,39,39,39,39,39,94,94,94,94,94,94,94,94,94,44.5,,
PHL001,64,64,1,1,1,1,1,1,64,64,64,62,62,62,62,62,62,62,62,62,26,,
PHL003,1159,554,1,1,1,1,699,1,699,699,1159,92,92,92,92,92,92,92,92,92,335.3,,
PHL012,64,64,1,1,64,1,1,1,64,64,64,62,62,62,62,62,62,62,62,62,32.3,,
PHL013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PNG003,96,96,135,33,1,96,134,33,33,134,135,92,92,92,92,92,92,92,92,92,82.6,,
POL002,184,1,1,1,1,1,1,1,1,1,184,95,95,95,95,95,95,95,95,95,28.7,,
PRK001,679,679,679,593,1,1037,1037,1037,1037,1037,1464,92,92,92,92,92,92,92,92,92,801.4,,
PSE002,63,63,63,63,8,63,63,63,95,301,1454,92,92,92,92,92,92,92,92,92,226.5,,
REG001,978,154,154,154,154,154,154,154,154,154,1371,94,94,94,94,94,94,94,94,94,269.7,,
REG002,155,155,155,155,155,155,155,155,155,323,155,92,92,92,92,92,92,92,92,92,165.5,,
REG003,157,157,847,1170,0,1170,1377,1377,1377,1377,1377,92,92,92,92,92,92,92,92,92,1016.4,,
REG004,11,11,11,11,11,11,11,11,11,11,1351,92,92,92,92,92,92,92,92,92,153.1,,
REG006,11,11,11,11,11,11,11,11,11,11,1354,92,92,92,92,92,92,92,92,92,153.4,,
REG007,1,1,1,1,1,1,1,1,1,1,156,97,97,97,97,97,97,97,97,97,26.1,,
REG008,4,4,4,4,4,4,4,4,4,4,156,97,97,97,97,97,97,97,97,97,28.5,,
REG011,0,0,0,0,0,0,0,0,0,0,687,92,92,92,92,92,92,92,92,92,77.9,,
REG012,0,0,0,0,0,0,0,0,0,0,0,92,92,92,92,92,92,92,92,92,9.2,,
REG013,218,218,218,218,1,218,218,218,218,218,218,92,92,92,92,92,92,92,92,92,183.7,,
REG014,35,35,35,35,35,35,35,35,35,35,335,85,85,85,85,85,85,85,85,85,70,,
ROU002,184,1,1,1,1,1,1,1,1,1,184,95,95,95,95,95,95,95,95,95,28.7,,
RWA002,307,307,4,4,823,4,4,4,33,33,307,93,93,93,93,93,93,93,93,93,130.9,,
SDN001,582,43,43,7,7,63,63,63,63,63,63,98,98,98,98,98,98,98,98,98,53.3,,
SDN005,582,63,63,7,7,7,7,7,7,7,505,98,98,98,98,98,98,98,98,98,71.5,,
SDN006,153,63,7,7,40,7,7,7,7,7,153,98,98,98,98,98,98,98,98,98,34,,
SDN008,219,63,63,7,7,63,63,63,63,63,641,98,98,98,98,98,98,98,98,98,113.1,,
SEN002,153,35,35,88,153,35,35,35,35,35,88,94,94,94,94,94,94,94,94,94,63.3,,
SLV001,36,36,36,36,7,36,36,36,36,36,36,94,94,94,94,94,94,94,94,94,38.9,,
SOM001,1198,68,68,42,42,42,42,42,42,42,1461,95,95,95,95,95,95,95,95,95,191.8,,
SOM002,182,136,5,5,5,5,5,5,5,5,617,95,95,95,95,95,95,95,95,95,75.2,,
SSD001,64,64,64,64,3,64,64,64,64,64,64,95,95,95,95,95,95,95,95,95,61,,
SSD003,64,64,64,99,99,64,64,64,64,64,64,95,95,95,95,95,95,95,95,95,74.1,,
SVK002,184,15,15,15,15,15,15,15,15,15,184,95,95,95,95,95,95,95,95,95,39.9,,
SWZ001,134,110,110,1083,21,110,110,110,110,110,110,92,92,92,92,92,92,92,92,92,196.6,,
SYR001,63,63,63,8,8,63,63,63,63,63,1462,92,92,92,92,92,92,92,92,92,194.8,,
TCD001,770,676,770,15,60,770,770,188,188,188,770,94,94,94,94,94,94,94,94,94,381.3,,
TCD003,1446,188,188,15,60,188,188,188,188,188,1446,94,94,94,94,94,94,94,94,94,274.3,,
TCD004,1043,183,183,15,60,188,183,183,183,183,1446,94,94,94,94,94,94,94,94,94,271.8,,
TCD005,1043,188,188,15,60,188,183,183,188,188,154,94,94,94,94,94,94,94,94,94,144.1,,
TCD006,1446,1043,1043,1446,60,916,916,916,916,916,1188,94,94,94,94,94,94,94,94,94,841.1,,
THA001,1281,33,33,33,1,33,274,33,274,274,1448,92,92,92,92,92,92,92,92,92,249.5,,
THA002,1281,1281,461,1281,1,274,1037,1037,1037,1037,1448,92,92,92,92,92,92,92,92,92,770.5,,
THA003,274,33,33,33,733,33,274,33,274,274,1448,92,92,92,92,92,92,92,92,92,322.7,,
TTO002,39,39,39,39,39,39,39,39,39,39,39,94,94,94,94,94,94,94,94,94,44.5,,
TUN002,184,1,1,1,1,1,1,1,1,1,184,98,98,98,98,98,98,98,98,98,29,,
TUR001,63,63,11,11,11,11,11,11,11,43,1446,92,92,92,92,92,92,92,92,92,165.8,,
TUR002,63,63,11,11,286,11,11,11,11,11,1446,92,92,92,92,92,92,92,92,92,190.1,,
TUR003,63,63,11,11,11,11,11,11,11,11,1446,92,92,92,92,92,92,92,92,92,162.6,,
TUR004,63,63,1446,1446,153,1446,1446,1446,1446,1446,1446,92,92,92,92,92,92,92,92,92,1181.3,,
TZA001,11,11,11,11,11,11,11,11,11,11,11,92,92,92,92,92,92,92,92,92,19.1,,
TZA002,11,11,11,11,11,11,11,11,11,11,11,92,92,92,92,92,92,92,92,92,19.1,,
TZA003,11,11,11,322,11,11,11,11,11,11,322,92,92,92,92,92,92,92,92,92,81.3,,
UGA001,188,42,42,42,69,42,42,42,42,42,42,93,93,93,93,93,93,93,93,93,49.8,,
UGA005,188,61,61,42,970,42,42,42,42,42,42,93,93,93,93,93,93,93,93,93,141.8,,
UGA007,188,61,61,188,188,61,61,61,61,61,188,93,93,93,93,93,93,93,93,93,102.3,,
UKR002,184,0,0,0,0,0,0,0,0,0,184,96,96,96,96,97,96,96,96,96,28,,
VEN001,0,0,0,0,0,0,0,0,0,0,0,94,94,94,94,94,94,94,94,94,9.4,,
YEM001,60,60,60,60,60,60,60,60,60,60,124,97,97,97,97,97,97,97,97,97,70.1,,
YEM002,60,60,60,60,60,60,60,60,60,60,124,97,97,97,97,97,97,97,97,97,70.1,,
ZMB002,506,104,104,1250,10,104,104,104,104,104,506,96,96,96,96,96,96,96,96,96,248.6,,
ZWE001,139,21,400,21,21,21,400,400,400,400,297,96,96,96,96,96,96,96,96,96,245.6,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,MIN,0.0
,,,,,,,,,,,,,,,,,,,,,,MAX,1181.3
