Crisis,DRIVERS,CRISIS ID,COUNTRY,ISO3,Landmass affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related Injuries,Total # of illness cases reported,Total # of crisis related fatalities,Building partially damaged,Building totally damaged,Total Building in the affected area,Econimic losses,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of groups affected by crisis,people in need facing limited access constraints,people in need facing restricted access constraints,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)"
Boko Haram in Cameroon,Conflict,CMR002,Cameroon,CMR,34263,3803000,1246000,642000,x,x,235,x,x,#N/A,5.2,2557000,0,166000,1080000,0,3,x,x,1.0,3.0,1.0,0.0,0.0,2.0,3.0,1.0,3.0
Anglophone Crisis in Cameroon,Conflict,CMR003,Cameroon,CMR,89005,13474000,2034000,1029000,x,x,322,x,x,#N/A,x,11439000,0,1431000,603000,0,3,x,377500,1.0,3.0,3.0,0.0,2.0,3.0,3.0,1.0,3.0
CAR refugees in Cameroon,"Conflict,Displacement",CMR004,Cameroon,CMR,201932,5658000,475000,353000,0,x,22,0,0,#N/A,x,5183000,0,475000,0,0,3,x,x,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0
Complex crisis in DRC,"Conflict,Displacement,Socio-political",COD001,DRC,COD,2267048,106193000,25500000,9097000,x,x,2758,x,x,#N/A,1700,80693000,9500000,12500000,2900000,600000,5,x,x,1.0,3.0,3.0,1.0,0.0,3.0,3.0,1.0,3.0
Complex crisis in Congo,Conflict,COG001,Congo,COG,341500,655000,280000,26000,x,x,15,x,x,#N/A,x,375000,239000,36000,4000,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Complex crisis in Colombia,"Socio-political,Conflict,Violence,Floods,Displacement",COL001,Colombia,COL,1109500,51000000,11100000,5235000,282,x,886,x,x,#N/A,x,39900000,3400000,4507000,2900000,293000,3,x,x,0.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0
Venezuela displacement in Colombia,Displacement,COL002,Colombia,COL,1109500,26262000,5554000,2478000,x,x,x,x,x,#N/A,x,20708000,3654000,1900000,0,0,3,x,x,0.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0
Nicaraguan refugees in Costa Rica,Displacement,CRI002,Costa Rica,CRI,4462,1133000,227000,180000,x,x,x,x,x,#N/A,x,906000,47000,180000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Multiple crises in Djibouti,"Displacement,Drought",DJI001,Djibouti,DJI,23180,1220000,643000,51000,x,x,10,x,x,#N/A,x,562000,415000,231000,12000,0,5,x,x,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Mixed migration in Djibouti,Displacement,DJI002,Djibouti,DJI,7300,681000,51000,51000,x,x,10,x,x,#N/A,x,630000,0,51000,0,0,1,x,x,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Drought in Djibouti,Drought,DJI003,Djibouti,DJI,23180,1182000,607000,x,x,x,x,x,x,#N/A,x,575000,415000,180000,12000,0,5,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Venezuela displacement in Dominican Republic,Displacement,DOM002,Dominican Republic,DOM,48310,10074000,9510000,115000,x,x,x,x,x,#N/A,x,564000,9409000,102000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Mixed migration flows in Algeria,Displacement,DZA002,Algeria,DZA,2381741,45279000,262000,262000,x,x,313,x,x,#N/A,x,45017000,0,262000,0,0,4,x,x,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Sahrawi refugees in Algeria,Displacement,DZA003,Algeria,DZA,159000,223000,174000,x,x,x,4,x,x,#N/A,x,49000,84000,90000,0,0,2,0,0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
Multiple crises in Algeria,Displacement,DZA004,Algeria,DZA,2381000,45502000,436000,262000,x,x,324,x,x,#N/A,x,45066000,84000,352000,0,0,3,x,x,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
Venezuela displacement in Ecuador,Displacement,ECU002,Ecuador,ECU,248360,17643000,8304000,803000,x,x,9,x,x,#N/A,x,9339000,7431000,873000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0
Syrian Refugee Crisis in Egypt,Displacement,EGY002,Egypt,EGY,91071.77,14134000,145000,145000,x,x,0,x,x,#N/A,x,13989000,0,145000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Complex crisis in Eritrea,"Socio-political,Displacement",ERI001,Eritrea,ERI,101000,6209000,1200000,333000,x,x,0,x,x,#N/A,x,5009000,0,1200000,0,0,5,x,x,3.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,3.0
Mixed migration flows in spain,Displacement,ESP002,Spain,ESP,100000,12186000,169000,169000,x,x,149,x,x,#N/A,x,12018000,0,169000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Complex crisis in Ethiopia,"Displacement,Floods,Conflict",ETH001,Ethiopia,ETH,1128571,124574000,86079000,4350000,x,2700000,1744,x,x,#N/A,4500000,38495000,47884000,25795000,11195000,1205000,4,x,10000,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
International Displacement,Displacement,ETH003,Ethiopia,ETH,1128571,124574000,41979000,882000,x,x,x,x,x,#N/A,x,82595000,41097000,882000,0,0,3,0,0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,3.0
Northern Ethiopia Conflict,"Conflict,Displacement",ETH004,Ethiopia,ETH,299000,30100000,30100000,2600000,x,492800,432,#N/A,#N/A,#N/A,#N/A,0,16700000,3700000,9200000,500000,4,0,210000,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0
Drought in Ethiopia,Drought,ETH005,Ethiopia,ETH,784300,60000000,24100000,850000,x,2206719,24,x,x,#N/A,4500000,35900000,12300000,9100000,1995000,705000,3,x,x,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0
Flood crisis in Gambia ,Floods,GMB002,Gambia,GMB,10120,2492000,44000,6000,x,x,11,x,x,#N/A,x,2448000,0,38000,6000,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mixed migration flows in Greece,Displacement,GRC002,Greece,GRC,3364,405000,160000,160000,0,x,2,x,x,#N/A,x,245000,141000,19000,0,0,2,x,x,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
Complex crisis in Guatemala,"Violence,Socio-political,Other seasonal event",GTM001,Guatemala,GTM,107160,17300000,5700000,242000,x,7505,641,56769,33,#N/A,367600000,11400000,700000,5000000,0,0,5,x,x,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
Complex crisis in Honduras,"Violence,Socio-political,Other seasonal event,Cyclone",HND001,Honduras,HND,111890,9600000,4000000,247000,x,3232,587,414,414,#N/A,2258000000,5400000,800000,3200000,0,0,3,x,x,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0
Complex crisis in Haiti,"Earthquake,Violence,Socio-political,Other seasonal event",HTI001,Haiti,HTI,27560,11400000,8200000,96000,13017,x,2457,77006,53093,#N/A,1500000000,3200000,3800000,1900000,1500000,1000000,5,x,x,0.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0
Nippes Earthquake ,Earthquake,HTI002,Haiti,HTI,12851,6429000,690000,17000,12763,x,2248,83858,53815,#N/A,1500000000,5739000,40000,650000,0,0,3,x,x,0.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0
Displacement from Ukraine conflict in Hungary,"Conflict,Displacement",HUN002,Hungary,HUN,5936,586000,33000,33000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,553000,0,33000,0,0,2,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua Conflict,"Socio-political,Violence",IDN002,Indonesia,IDN,421991,5438000,5438000,100000,x,x,39,x,x,#N/A,x,0,5338000,100000,0,0,4,x,x,1.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,3.0
Country Level,"Earthquake,Socio-political,Violence",IDN007,Indonesia,IDN,435319,22299000,7238000,162000,2000,#N/A,305,#N/A,#N/A,#N/A,#N/A,15061000,7076000,162000,0,0,4,x,x,1.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,3.0
Earthquake in West Java province,Earthquake,IDN008,Indonesia,IDN,13328,16861000,1800000,73000,7700,#N/A,338,#N/A,#N/A,#N/A,#N/A,15061000,1738000,62000,0,0,4,#N/A,#N/A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Conflict in Jammu and Kashmir,Socio-political,IND002,India,IND,222236,12541000,x,x,x,x,97,x,x,#N/A,x,12541000,x,x,x,x,x,x,x,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
Afghan Refugees in Iran,Displacement,IRN004,Iran,IRN,239561,24823000,2880000,2880000,x,x,x,x,x,#N/A,x,21943000,0,780000,2100000,0,2,x,x,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0
Multiple crises in Iraq,"Violence,Displacement,Socio-political,Conflict",IRQ001,Iraq,IRQ,383312,45729000,5822000,8514000,x,x,2178,x,x,#N/A,133900,39905000,3063000,2233000,380000,146000,5,1500000,300000,0.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,1.0
Conflict  in Iraq,"Conflict,Socio-political,Violence",IRQ002,Iraq,IRQ,383312,40576000,5300000,8252000,x,x,2178,x,x,#N/A,133900,35276000,2800000,2150000,225000,125000,5,1500000,300000,0.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,1.0
Syrian and Palestinian refugees in iraq,Displacement,IRQ003,Iraq,IRQ,38650,5154000,522000,259000,x,x,0,x,0,#N/A,x,4630000,31000,315000,155000,21000,5,x,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
Mixed migration flows in Italy,Displacement,ITA002,Italy,ITA,41055,6650000,245000,245000,x,x,594,x,0,#N/A,x,6404000,0,245000,0,0,3,x,x,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Syrian refugees in Jordan,Displacement,JOR002,Jordan,JOR,40463,8708000,1839000,1319000,x,x,0,x,x,#N/A,x,6869000,1062000,622000,155000,0,2,x,x,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Multiple crisis in Kenya ,"Drought,Displacement",KEN001,Kenya,KEN,519240,16922000,16922000,568000,x,1000538,x,0,0,#N/A,0,0,11999000,3711000,1212000,0,2,0,0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0
Refugee situation in Kenya,Displacement,KEN002,Kenya,KEN,38244,1114000,568000,568000,x,x,x,0,0,#N/A,0,559000,0,555000,0,0,2,0,x,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
Drought in Kenya,Drought,KEN003,Kenya,KEN,519240,16834000,16834000,x,x,1000189,x,0,0,#N/A,0,0,12479000,3143000,1212000,0,2,0,0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0
Syrian refugees in Lebanon,Displacement,LBN002,Lebanon,LBN,10450,6769000,6246000,1531000,x,0,x,x,x,#N/A,x,523000,4715000,781000,704000,46000,2,x,x,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0
Socioeconomic crisis in Lebanon,"Socio-political,Violence,Tecnological Disaster",LBN004,Lebanon,LBN,10450,6769000,6246000,x,x,x,9,x,x,#N/A,x,523000,3035000,1890000,1275000,46000,3,x,x,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0
Complex crisis in Libya,"Conflict,Displacement,Socio-political",LBY001,Libya,LBY,1759540,6856000,6856000,1559000,x,x,688,x,x,#N/A,x,0,5825000,1008000,24000,0,7,198000,633000,1.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0
Mixed migration flows in Libya,Displacement,LBY002,Libya,LBY,1759540,6856000,729000,729000,x,x,594,x,x,#N/A,x,6128000,0,729000,0,0,4,79000,229000,1.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0
Socio-economic crisis in Sri Lanka,"Socio-political,Food Security",LKA002,Sri Lanka,LKA,62705,22156000,22156000,0,150,#N/A,4,#N/A,#N/A,#N/A,#N/A,0,15156000,3600000,3382000,18000,1,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Food security crisis in Lesotho,Food Security,LSO003,Lesotho,LSO,25760,1485000,830000,x,x,x,x,x,x,#N/A,x,655000,511000,319000,0,0,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mixed migration flows in Morocco,Displacement,MAR002,Morocco,MAR,446300,37660000,21000,21000,x,x,149,0,0,#N/A,0,37639000,0,21000,0,0,4,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
DIsplacement from Ukraine conflict in Moldova,"Displacement,Conflict",MDA002,Moldova,MDA,1595,212000,102000,102000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,110000,0,102000,0,0,2,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drought in Madagascar,Drought,MDG002,Madagascar,MDG,149752,6230000,4696000,8000,x,39000,30,x,x,#N/A,x,1535000,2470000,1973000,252000,0,1,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Multiple crisis in Mexico,"Violence,Displacement",MEX001,Mexico,MEX,1943950,118414000,607000,607000,x,x,8588,x,x,#N/A,x,117806000,508000,99000,0,0,5,x,x,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0
Criminal Violence in Mexico,"Violence,Displacement",MEX002,Mexico,MEX,1943950,118414000,379000,379000,x,x,7823,x,x,#N/A,x,118035000,379000,x,x,x,5,x,x,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0
Mixed Migration in Mexico,Displacement,MEX003,Mexico,MEX,1671738,114162000,228000,228000,x,x,765,x,x,#N/A,x,113933000,129000,99000,0,0,3,x,x,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0
Complex crisis in Mali,Conflict,MLI001,Mali,MLI,1240190,21700000,12900000,1282000,1,44056,1896,x,1,#N/A,x,8800000,4100000,6800000,1800000,200000,6,x,x,1.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0
Multiple crises in Myanmar,"Socio-political,Conflict,Violence",MMR001,Myanmar,MMR,676578,55744000,54644000,1314000,x,x,8238,x,x,#N/A,x,1100000,37338000,12849000,4457000,0,4,x,x,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0
Rakhine Conflict,Conflict,MMR002,Myanmar,MMR,36778,3472000,3472000,1298000,x,x,338,x,x,#N/A,x,0,1800000,434000,1238000,0,4,x,x,2.0,3.0,2.0,0.0,2.0,2.0,3.0,1.0,3.0
Kachin and Shan Conflict,Conflict,MMR003,Myanmar,MMR,149600,4873000,4873000,101000,x,x,568,x,x,#N/A,x,0,3400000,1165000,308000,0,3,x,x,2.0,3.0,2.0,0.0,2.0,2.0,3.0,1.0,3.0
Post-coup conflict in Myanmar,"Violence,Socio-political,Conflict",MMR004,Myanmar,MMR,490200,47399000,46299000,1213000,x,x,7332,x,x,#N/A,x,1100000,32138000,11250000,2911000,0,3,x,x,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0
Multiple Crises in Mozambique,"Conflict,Displacement,Cyclone",MOZ001,Mozambique,MOZ,567037,28368000,11238000,1158000,257,x,492,143407,13365,#N/A,1700000,17130000,8941000,2297000,0,0,5,x,x,1.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0
Cabo Delgado Islamist Insurgency,"Conflict,Displacement",MOZ004,Mozambique,MOZ,280615,10302000,10302000,1029000,0,x,437,x,x,#N/A,x,0,8702000,1600000,0,0,3,x,x,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0
Refugees from Mali in Mauritania,Displacement,MRT002,Mauritania,MRT,206000,1513000,1513000,98000,0,x,0,0,0,#N/A,x,0,1415000,98000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Food Security in Mauritania,"Drought,Floods",MRT003,Mauritania,MRT,1030700,4371000,1793000,x,x,136000,0,x,x,#N/A,x,2578000,1099000,588000,106000,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Complex crisis in Malawi,"Drought,Socio-political,Cyclone",MWI002,Malawi,MWI,94280,19900000,11448000,430000,206,24884,914,x,228,#N/A,228,8452000,6946000,4502000,0,0,2,x,x,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
International Refugees in Malaysia,Displacement,MYS001,Malaysia,MYS,9206,10090000,10090000,183000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,0,9907000,183000,0,0,3,#N/A,#N/A,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Food Security Crisis in Namibia,Drought,NAM002,Namibia,NAM,823290,2551000,1587000,0,0,0,0,#N/A,#N/A,#N/A,#N/A,964000,836000,632000,119000,0,1,#N/A,#N/A,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Multiple crises in Niger,"Conflict,Displacement",NER001,Niger,NER,1267000,26000000,9900000,716000,5,x,357,x,x,#N/A,x,21680000,850000,2030000,1440000,0,4,x,x,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0
Boko Haram in Niger,Conflict,NER002,Niger,NER,156906,655000,655000,319000,141012,x,119,x,x,#N/A,x,0,48000,589000,14000,3000,3,x,x,1.0,3.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0
Mali/Burkina Faso conflict,Conflict,NER003,Niger,NER,210600,6050000,2410000,306000,x,x,239,x,x,#N/A,x,3640000,450000,1599000,304000,57000,4,x,x,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0
Nigerian Refugees,Displacement,NER004,Niger,NER,8616,4359000,957000,76000,x,x,25,0,0,#N/A,0,3402000,368000,551000,32000,6000,2,x,x,1.0,3.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0
Complex crisis in Nigeria,"Conflict,Displacement,Violence",NGA001,Nigeria,NGA,910770,220473000,26806000,6826000,2416,5940001,5297,174000,x,#N/A,x,193667000,7651000,14766000,4389000,0,5,x,800000,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0
Middle belt conflict,Violence,NGA003,Nigeria,NGA,142964,15532000,1696000,521000,x,x,429,x,x,#N/A,x,13837000,0,1528000,168000,0,5,x,x,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0
Boko Haram crisis in Nigeria,"Conflict,Displacement",NGA004,Nigeria,NGA,157918,16051000,16051000,4311000,x,1529500,1599,x,x,#N/A,x,0,7651000,4600000,3800000,0,4,x,800000,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0
Northwest Banditry,"Violence,Displacement",NGA007,Nigeria,NGA,237708,41531000,6746000,605000,x,x,1776,x,x,#N/A,49,34785000,0,6325000,420000,0,5,x,x,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0
Cameroonian Refugees in Nigeria,Displacement,NGA008,Nigeria,NGA,108869,12675000,86000,86000,x,x,x,x,x,#N/A,x,12589000,0,86000,0,0,2139,x,x,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Socioeconomic crisis in Nicaragua,Socio-political,NIC001,Nicaragua,NIC,120340,6201000,200000,200000,x,x,7,x,x,#N/A,x,6001000,200000,x,x,x,x,x,x,2.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0
Complex crisis in Pakistan,"Displacement,Conflict",PAK001,Pakistan,PAK,770880,229489000,103044000,1708000,12900,x,880,1200000,805000,#N/A,x,126445000,71444000,28979000,2621000,0,5,x,x,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0
Kashmir conflict in Pakistan,Conflict,PAK004,Pakistan,PAK,13297,4240000,x,x,x,x,3,x,x,#N/A,x,x,x,x,x,x,3,x,x,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0
Floods in Pakistan ,Other seasonal event,PAK005,Pakistan,PAK,853763,33000000,33000000,156000,12900,0,1739,1200000,805000,#N/A,0,0,12400000,20570000,30000,0,1,#N/A,#N/A,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0
Venezuela displacement in Panama,Displacement,PAN002,Panama,PAN,74177,145000,73000,145000,x,x,61,x,x,#N/A,x,72000,0,73000,0,0,2,x,x,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0
Venezuela displacement in Peru,Displacement,PER002,Peru,PER,1280000,33359000,10081000,1570000,x,x,1,x,x,#N/A,x,23278000,8381000,1700000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
Multiple crises in the Philippines,"Conflict,Cyclone,Violence,Floods,Other seasonal event",PHL001,Philippines,PHL,300000,109033000,8242000,226000,282,x,384,69911,8001,#N/A,285500000,100791000,8016000,226000,0,0,4,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Mindanao conflict,"Conflict,Violence",PHL003,Philippines,PHL,138354,26252000,159000,159000,x,x,185,x,x,#N/A,x,26142000,0,159000,0,0,4,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Typhoon Nalgae,Cyclone,PHL012,Philippines,PHL,238000,95962000,6328000,55000,270,#N/A,164,68330,7502,#N/A,261000000,89635000,6273000,55000,0,0,4,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
"LPAs, Northeast Monsoon, and Shear Line","Floods,Other seasonal event",PHL013,Philippines,PHL,192553,51181000,1756000,12000,12,#N/A,35,1581,499,#N/A,1340000000,49426000,1637000,119000,0,0,4,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
