Crisis,DRIVERS,CRISIS ID,COUNTRY,ISO3,Landmass affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related Injuries,Total # of illness cases reported,Total # of crisis related fatalities,Building partially damaged,Building totally damaged,Total Building in the affected area,Econimic losses,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of groups affected by crisis,people in need facing limited access constraints,people in need facing restricted access constraints,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)"
Complex crisis in Eritrea,"Socio-political,Displacement",ERI001,Eritrea,ERI,101000,3745000,1100000,351000,0,x,0,x,x,#N/A,x,2645000,0,1100000,0,0,5,x,x,3.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,3.0
Mixed migration flows in Spain,Displacement,ESP002,Spain,ESP,100000,12177000,160000,160000,x,x,100,x,x,#N/A,x,12018000,0,160000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Complex crisis in Ethiopia,"Displacement,Floods,Conflict",ETH001,Ethiopia,ETH,1128571,126745000,86079000,4173000,x,2700000,846,x,x,#N/A,4500000,40666000,57479000,16200000,11195000,1205000,4,x,10000,2.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,3.0
International Displacement,Displacement,ETH003,Ethiopia,ETH,1128571,126745000,41979000,926000,x,x,x,x,x,#N/A,x,84766000,41053000,926000,0,0,3,0,0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,3.0
Northern Ethiopia Conflict,"Conflict,Displacement",ETH004,Ethiopia,ETH,299000,30100000,30100000,2730000,x,492800,904,#N/A,#N/A,#N/A,#N/A,0,21300000,8800000,0,0,4,0,210000,2.0,2.0,2.0,0.0,0.0,2.0,3.0,3.0,3.0
Drought in Ethiopia,Drought,ETH005,Ethiopia,ETH,784300,60000000,24100000,516000,x,705000,24,x,x,#N/A,6850000,35900000,13100000,11000000,0,0,3,x,x,2.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0
Mixed migration flows in Greece,Displacement,GRC002,Greece,GRC,3364,418000,173000,173000,0,x,109,x,x,#N/A,x,245000,153000,21000,0,0,2,x,x,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
Complex crisis in Guatemala,"Violence,Socio-political,Other seasonal event",GTM001,Guatemala,GTM,107160,17300000,5000000,242000,x,7505,133,56769,33,#N/A,367600000,12300000,0,4550000,450000,0,5,x,x,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Complex crisis in Honduras,"Violence,Socio-political,Other seasonal event",HND001,Honduras,HND,111890,9600000,3200000,247000,x,3232,769,414,414,#N/A,2258000000,6400000,0,1632000,1568000,0,3,x,x,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0
Complex crisis in Haiti,"Earthquake,Violence,Socio-political,Other seasonal event",HTI001,Haiti,HTI,27560,11400000,7500000,158000,1552,44642,2090,77006,6643,#N/A,1500000000,3900000,2600000,2700000,1400000,800000,5,x,x,0.0,2.0,3.0,3.0,0.0,2.0,3.0,0.0,2.0
Nippes Earthquake ,Earthquake,HTI002,Haiti,HTI,12851,6429000,690000,17000,12763,33000,2248,83858,53815,#N/A,1500000000,5739000,40000,650000,0,0,3,x,x,0.0,2.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0
Displacement from Ukraine conflict in Hungary,"Conflict,Displacement",HUN002,Hungary,HUN,5936,605000,52000,52000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,553000,0,52000,0,0,2,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua Conflict,"Socio-political,Violence",IDN002,Indonesia,IDN,421991,5438000,5438000,100000,x,x,53,x,x,#N/A,x,0,5338000,100000,0,0,4,x,x,1.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,3.0
Country Level,"Earthquake,Socio-political,Violence",IDN007,Indonesia,IDN,435319,22299000,7238000,215000,7700,#N/A,53,#N/A,#N/A,#N/A,#N/A,15061000,7023000,215000,0,0,4,x,x,1.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,3.0
Earthquake in West Java province,Earthquake,IDN008,Indonesia,IDN,13328,16861000,1800000,115000,7700,#N/A,0,#N/A,#N/A,#N/A,#N/A,15061000,1685000,115000,0,0,4,#N/A,#N/A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Conflict in Jammu and Kashmir,Socio-political,IND002,India,IND,222236,14999000,x,321000,x,x,60,x,x,#N/A,x,14999000,x,x,x,x,x,x,x,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0
Afghan Refugees in Iran,Displacement,IRN004,Iran,IRN,239561,24823000,4477000,4477000,x,x,x,x,x,#N/A,x,20346000,0,1377000,3100000,0,2,x,x,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0
Multiple crises in Iraq,"Violence,Displacement,Socio-political,Conflict",IRQ001,Iraq,IRQ,383312,44496000,5572000,8357000,x,x,843,x,x,#N/A,133900,38924000,2800000,2400000,244000,128000,5,1500000,300000,0.0,1.0,2.0,0.0,2.0,3.0,2.0,3.0,2.0
Conflict  in Iraq,"Conflict,Socio-political,Violence",IRQ002,Iraq,IRQ,383312,43682000,5300000,8093000,x,x,843,x,x,#N/A,133900,38382000,2800000,2150000,225000,125000,5,1500000,300000,0.0,1.0,2.0,0.0,2.0,3.0,2.0,3.0,2.0
Syrian and Palestinian refugees in iraq,Displacement,IRQ003,Iraq,IRQ,36000,6106000,688000,272000,x,x,0,x,0,#N/A,x,5418000,416000,250000,19000,3000,5,x,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
Mixed migration flows in Italy,Displacement,ITA002,Italy,ITA,41055,6711000,311000,311000,x,x,1727,x,0,#N/A,x,6400000,0,311000,0,0,3,x,x,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
Syrian refugees in Jordan,Displacement,JOR002,Jordan,JOR,40463,8708000,1839000,1319000,x,x,0,x,x,#N/A,x,6869000,0,1443000,303000,92000,2,x,x,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
Multiple crisis in Kenya ,"Drought,Displacement",KEN001,Kenya,KEN,543630,29161000,29161000,779000,x,1000538,x,0,0,#N/A,0,559000,23134000,4802000,1225000,0,2,0,0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0
Refugee situation in Kenya,Displacement,KEN002,Kenya,KEN,38244,1148000,589000,589000,x,1112393,x,0,0,#N/A,0,559000,0,589000,0,0,2,0,x,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0
Drought in Kenya,Drought,KEN003,Kenya,KEN,543630,28572000,28572000,x,x,1112393,x,0,0,#N/A,0,0,23134000,4214000,1225000,0,2,0,0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0
Syrian refugees in Lebanon,Displacement,LBN002,Lebanon,LBN,10450,5700000,5700000,1500000,x,0,0,x,x,#N/A,x,0,4200000,685000,815000,0,2,x,x,0.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0
Socioeconomic crisis in Lebanon,"Socio-political,Violence,Tecnological Disaster",LBN004,Lebanon,LBN,10450,5700000,5700000,1600000,x,x,7,x,x,#N/A,x,0,1800000,3546000,354000,0,3,x,x,0.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0
Complex crisis in Libya,"Conflict,Displacement,Socio-political",LBY001,Libya,LBY,1759540,6884000,6884000,1581000,x,x,1848,x,x,#N/A,x,0,6581000,279000,24000,0,7,198000,633000,1.0,3.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0
Mixed migration flows in Libya,Displacement,LBY002,Libya,LBY,1759540,6884000,751000,751000,x,x,1827,x,x,#N/A,x,6133000,558000,193000,0,0,4,79000,229000,1.0,3.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0
Socio-economic crisis in Sri Lanka,"Socio-political,Food Security",LKA002,Sri Lanka,LKA,62705,22156000,22156000,0,29,#N/A,1,#N/A,#N/A,#N/A,#N/A,0,15156000,3600000,3382000,18000,1,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Mixed migration flows in Morocco,Displacement,MAR002,Morocco,MAR,446300,37818000,19000,19000,x,x,100,0,0,#N/A,0,37799000,0,19000,0,0,4,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
DIsplacement from Ukraine conflict in Moldova,"Displacement,Conflict",MDA002,Moldova,MDA,1595,220000,111000,111000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,110000,0,111000,0,0,2,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crisis in Madagascar,"Drought,Cyclone",MDG001,Madagascar,MDG,233094,8487000,8487000,115000,56,479000,17,30702,10300,#N/A,481,0,4597000,3840000,50000,0,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Drought in Madagascar,Drought,MDG002,Madagascar,MDG,149752,6230000,4307000,8000,x,39000,x,x,x,#N/A,x,1923000,2772000,1485000,50000,0,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Tropical cyclone Freddy in Madagascar,Cyclone,MDG008,Madagascar,MDG,233094,8487000,8487000,45000,56,0,17,7102,10300,#N/A,481,0,6132000,2355000,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Multiple crisis in Mexico,"Violence,Displacement",MEX001,Mexico,MEX,1943950,118414000,607000,607000,x,x,8412,x,x,#N/A,x,117806000,498000,109000,0,0,5,x,x,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0
Criminal Violence in Mexico,"Violence,Displacement",MEX002,Mexico,MEX,1943950,118414000,379000,379000,x,x,7516,x,x,#N/A,x,118035000,379000,x,x,x,5,x,x,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0
Mixed Migration in Mexico,Displacement,MEX003,Mexico,MEX,1671738,114181000,228000,228000,x,x,896,x,x,#N/A,x,113952000,119000,109000,0,0,3,x,x,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0
Complex crisis in Mali,Conflict,MLI001,Mali,MLI,1240190,21700000,12900000,1503000,1,44056,1642,x,1,#N/A,x,8800000,4100000,6800000,1800000,200000,6,x,x,0.0,3.0,2.0,3.0,0.0,3.0,3.0,1.0,3.0
Multiple crises in Myanmar,"Socio-political,Conflict,Violence",MMR001,Myanmar,MMR,676578,55744000,54644000,2966000,131,x,7642,276700,x,#N/A,1500000,1100000,36838000,13349000,4457000,0,5,x,x,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0
Rakhine Conflict,Conflict,MMR002,Myanmar,MMR,36778,3472000,3472000,1299000,x,x,21,x,x,#N/A,x,0,1800000,434000,1238000,0,4,x,x,2.0,3.0,2.0,0.0,2.0,3.0,0.0,1.0,3.0
Kachin and Shan Conflict,Conflict,MMR003,Myanmar,MMR,149600,4873000,4873000,98000,x,x,379,x,x,#N/A,x,0,3400000,1165000,308000,0,3,x,x,2.0,3.0,1.0,0.0,2.0,3.0,3.0,1.0,3.0
Post-coup conflict in Myanmar,"Violence,Socio-political,Conflict",MMR004,Myanmar,MMR,490200,47399000,46299000,1569000,x,x,7097,x,x,#N/A,x,1100000,32138000,11250000,2911000,0,3,x,x,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0
Cyclone Mocha in Myanmar,"Cyclone,Floods",MMR005,Myanmar,MMR,179353,10643000,500000,x,131,x,145,276700,x,#N/A,1500000,10143000,0,500000,0,0,4,x,x,2.0,3.0,3.0,0.0,2.0,3.0,3.0,1.0,3.0
Multiple crises in Mongolia,"Other seasonal event,Floods",MNG001,Mongolia,MNG,1264700,2337000,816000,20000,x,x,1,x,x,#N/A,x,1522000,592000,171000,53000,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dzud in Mongolia,Other seasonal event,MNG002,Mongolia,MNG,1260000,871000,688000,0,x,x,1,x,x,#N/A,x,184000,475000,160000,53000,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Floods in Ulaanbaatar,Floods,MNG003,Mongolia,MNG,4700,1466000,128000,20000,x,x,0,x,x,#N/A,x,1338000,117000,11000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple Crises in Mozambique,"Conflict,Displacement,Cyclone",MOZ001,Mozambique,MOZ,786380,33725000,12816000,972000,700,x,310,290330,200900,#N/A,0,20909000,10724000,2092000,0,0,3,x,x,1.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0
Cabo Delgado Islamist Insurgency,"Conflict,Displacement",MOZ004,Mozambique,MOZ,280615,11584000,11584000,915000,x,x,117,x,x,#N/A,x,0,9584000,2000000,0,0,3,x,x,1.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0
Floods in Maputo province in Mozambique,Floods,MOZ009,Mozambique,MOZ,23039,3342000,32000,17000,2,x,10,7330,x,#N/A,x,3309000,15000,17000,0,0,1,x,x,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Tropical Cyclone Freddy in Mozambique,Cyclone,MOZ010,Mozambique,MOZ,598856,18025000,1200000,40000,698,x,183,283000,199000,#N/A,x,16825000,1125000,75000,0,0,2,x,x,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Refugees from Mali in Mauritania,Displacement,MRT002,Mauritania,MRT,206000,2024000,2024000,84000,0,x,0,0,0,#N/A,x,0,1926000,98000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Food Security in Mauritania,"Drought,Floods",MRT003,Mauritania,MRT,1030700,3543000,1295000,x,x,136000,0,x,x,#N/A,x,2248000,823000,444000,28000,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Complex crisis in Malawi,"Drought,Socio-political,Cyclone",MWI002,Malawi,MWI,94080,21280000,12769000,130000,2186,58947,2466,260681,120394,#N/A,506.7,8511000,6869000,5900000,0,0,3,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Tropical Cyclone Freddy in Malawi,Cyclone,MWI005,Malawi,MWI,31780,7751000,2267000,78000,2178,0,679,260681,120394,#N/A,506.7,5484000,630000,1637000,0,0,2,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
International Refugees in Malaysia,Displacement,MYS001,Malaysia,MYS,9206,10090000,10090000,182000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,0,9909000,182000,0,0,3,#N/A,#N/A,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Food Security Crisis in Namibia,Drought,NAM002,Namibia,NAM,823290,2597000,1096000,0,0,0,0,#N/A,#N/A,#N/A,#N/A,1501000,856000,234000,6000,0,1,#N/A,#N/A,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Multiple crises in Niger,"Conflict,Displacement",NER001,Niger,NER,409324,12540000,3141000,675000,5,x,375,x,x,#N/A,x,9399000,0,1756000,1385000,0,4,x,x,1.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0
Lake Chad basin crisis in Niger,Conflict,NER002,Niger,NER,156906,788000,315000,281000,141012,x,168,x,x,#N/A,x,220000,0,57000,512000,0,4,x,x,1.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0
Mali/Burkina Faso conflict,Conflict,NER003,Niger,NER,210622,7550000,1749000,321000,x,x,169,x,x,#N/A,x,5801000,0,876000,873000,0,4,x,x,1.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0
Nigerian Refugees,Displacement,NER004,Niger,NER,41796,4202000,823000,60000,x,x,19,0,0,#N/A,0,3379000,0,823000,0,0,2,x,x,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0
Complex crisis in Nigeria,"Conflict,Displacement,Violence",NGA001,Nigeria,NGA,910770,223500000,47894000,6086000,2416,5934949,4453,174000,x,#N/A,x,175606000,29592000,15471000,2631000,200000,5,x,800000,1.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0
Middle belt conflict,Violence,NGA003,Nigeria,NGA,142964,18000000,8445000,581000,x,x,743,x,x,#N/A,x,9555000,5977000,2468000,0,0,5,x,x,1.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0
Lake Chad basin crisis in Nigeria,"Conflict,Displacement",NGA004,Nigeria,NGA,157918,16100000,16100000,4753000,x,1529500,1500,x,x,#N/A,x,2000000,5800000,5900000,2200000,200000,4,x,800000,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0
Northwest Banditry,"Violence,Displacement",NGA007,Nigeria,NGA,237708,42748000,23239000,643000,x,x,1502,x,x,#N/A,49,19508000,15815000,6994000,431000,0,5,x,x,1.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0
Cameroonian Refugees in Nigeria,Displacement,NGA008,Nigeria,NGA,108869,12675000,110000,110000,x,x,x,x,x,#N/A,x,12565000,0,110000,0,0,2139,x,x,1.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0
Socioeconomic crisis in Nicaragua,Socio-political,NIC001,Nicaragua,NIC,120340,6201000,250000,250000,x,x,12,x,x,#N/A,x,5951000,250000,x,x,x,x,x,x,2.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0
Complex crisis in Pakistan,"Displacement,Conflict",PAK001,Pakistan,PAK,770880,239633000,52480000,3702000,12900,x,1034,1200000,805000,#N/A,x,187153000,31880000,18503000,2097000,0,5,x,x,2.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0
Kashmir conflict in Pakistan,Conflict,PAK004,Pakistan,PAK,13297,4361000,x,x,x,x,3,x,x,#N/A,x,4361000,x,x,x,x,3,x,x,2.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0
Floods in Pakistan ,Other seasonal event,PAK005,Pakistan,PAK,669831,33000000,33000000,5000,12900,0,1739,1200000,805000,#N/A,0,0,12400000,20570000,30000,0,1,#N/A,#N/A,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0
Venezuela displacement in Panama,Displacement,PAN002,Panama,PAN,74177,148000,73000,148000,x,x,128,x,x,#N/A,x,75000,0,73000,0,0,2,x,x,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
