,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Area affected - absolute,% of total area affected,Area affected - relative,Area affected,People living in the affected area - absolute,% of total population living in the affected area,People living in the affected area - relative,People in the affected area,Geographical,People affected - absolute,% of people affected on the total population exposed,People affected - relative,People affected,People displaced - absolute,% of total population displaced on the  ,People displaced - relative,People displaced,Fatalities - absolute,% of fatalities on the total population affected,Fatalities (relative),Crisis related fatalities,People affected by categories,Human
Mindanao conflict,Conflict,PHL003,Philippines,PHL,3.6,0.46401046382935907,2.3,2.95,4.7,0.24077114268157346,1.2,2.95,3,0.9,0.003961602925491391,0,0.45,2.9,1,5,4,3.2,0.001798076923076923,5,4.1,4.1,2.7
Typhoon RAI,Tropical cyclone,PHL010,Philippines,PHL,3.8,0.6569525103129087,3.2,3.5,4.2,0.1711591903368705,0.8,2.5,3,4.3,0.6454827992712464,3.2,3.75,0.7,0.0002490453262493774,0,0.4,0,0,0,0,0.2,2.4
Earthquake in Abra,Earthquake,PHL011,Philippines,PHL,2.5,0.10994399168259718,0.5,1.5,2.8,0.0649619839864995,0.3,1.5499999999999998,1.5,2.1,0.08103910772271636,0.4,1.25,2.4,0.08710801393728224,2.9,2.7,1.5,1.916376306620209e-05,1,1.3,2.1,1.7
Highlands Violence,Other type of violence,PNG003,Papua New Guinea,PNG,2.8,0.10662235569491675,0.4,1.5999999999999999,0.9,0.26281786941580754,1.3,1.1,1.4,1.5,0.13859832635983263,0.6,1.05,2.8,0.3283018867924528,5,3.9,2.4,0.00019245283018867924,5,3.7,3.8,2.7
Displacement from Ukraine conflict in Poland,International displacement,POL002,Poland,POL,3.6,0.48172703223488683,2.4,3,2.7,0.1435485264886354,0.7,1.7000000000000002,2.4,3.8,0.9458157736303432,4.7,4.25,5,1,5,5,0,0,0,0,3.5,3.9
Complex crisis in DPRK,Complex crisis,PRK001,DPRK,PRK,3.5,1,5,4.25,4.7,1,5,4.85,4.6,4.8,1,5,4.9,2.2,0.0013247097327203305,0,1.1,2,1.0519753759837917e-06,0.1,1.1,1.1,3.6
Conflict in Palestine,Conflict,PSE002,Palestine,PSE,1.3,1.0008305647840532,5,3.15,2.4,1,5,3.7,3.4,3.6,0.8799253034547152,4.4,4,5,1.358446519524618,5,5,3,2.5891341256366725e-05,1.3,2.2,4,4
Regional Boko Haram Crisis,Regional crisis,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",4.3,0.09438888007817096,0.4,2.35,4.4,0.07655634785014788,0.3,2.35,2.4,4.6,0.8295399042688287,4.1,4.35,5,0.33820065944418276,5,5,4.6,9.32053697597739e-05,4.7,4.7,4.9,4.6
Venezuela Regional Crisis,Regional crisis,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama","VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN",5,0.45580759256816145,2.2,3.6,5,0.25611645544821754,1.2,3.1,3.4,5,0.3012705105362823,1.5,3.25,5,0.18571671852987165,5,5,3.9,7.926555509110894e-06,0.4,2.2,4,3.7
Regional Kashmir conflict,Regional crisis,REG003,"India,Pakistan","IND,PAK",4,0.06290827895845964,0.2,2.1,4.1,0.01060069778504102,0,2.05,2.1,4.6,1.0125141529110304,5,4.8,x,x,x,x,3.3,1.130010005296922e-05,0.6,2,2,3.8
Syrian Regional Crisis,Regional crisis,REG004,"Syria,Turkey,Iraq,Egypt,Jordan,Lebanon","SYR,TUR,IRQ,EGY,JOR,LBN",4.8,0.2985040531175968,1.4,3.0999999999999996,5,0.5724037784996782,2.8,3.9,3.5,5,0.3778834083063082,1.9,3.45,5,0.42097067220347784,5,5,4.9,4.910459382299507e-05,2.5,3.7,4.5,4
Eastern Mediterranean Route ,Regional crisis,REG006,"Turkey,Greece","TUR,GRC",3.8,0.2012932233759585,0.9,2.35,5,0.39939719179592736,2,3.5,3,4.3,0.332518208829639,1.6,2.95,5,0.3278507037798513,5,5,2.2,2.609520797089989e-06,0.1,1.2,3.7,3.3
Central Mediterranean Route,Regional crisis,REG007,"Algeria,Tunisia,Libya,Italy","DZA,TUN,LBY,ITA",5,0.9466681159480271,4.7,4.85,5,0.5740606735318675,2.8,3.9,4.4,2.6,0.016387084262581206,0,1.3,4.4,1,5,4.7,4.1,0.0006627218934911243,5,4.6,4.7,3.5
Western Mediterranean Route,Regional crisis,REG008,"Algeria,Morocco,Spain","DZA,MAR,ESP",5,0.8797536604060211,4.4,4.7,5,0.7273559715906031,3.6,4.3,4.5,1.9,0.004453848188309971,0,0.95,3.7,1,5,4.4,2.9,0.0002684085510688836,5,4,4.2,3
Rohingya Regional Crisis,Regional crisis,REG011,"Bangladesh,Myanmar","BGD,MMR",2.8,0.05810022342802426,0.2,1.5,2.4,0.02347570629419836,0.1,1.25,1.4,3.3,0.56912701386287,2.8,3.05,4.4,0.42231731402238315,5,4.7,3,4.0816326530612245e-05,2,2.5,3.8,3.5
Southern Africa Regional Food Security Crisis,Regional crisis,REG012,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania","LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA",5,0.6560279766599214,3.2,4.1,5,0.4271611077391094,2.1,3.55,3.8,5,0.5087394929210963,2.5,3.75,3.3,0.007268566813608372,0.2,1.8,2.9,3.903489585085978e-06,0.2,1.6,1.7,2.9
Nagorno-Karabakh Conflict,Regional crisis,REG013,"Armenia,Azerbaijan","ARM,AZE",2.6,0.3235672572503217,1.5,2.05,2.2,0.3416992862076905,1.7,1.9500000000000002,2,3.3,0.6424079065588499,3.2,3.25,2.8,0.031818181818181815,1.1,2,1.5,4.195804195804196e-06,0.2,0.9,1.5,2.5
Eastern Africa Regional Drought Crisis,Regional crisis,REG014,"Ethiopia,Somalia,Kenya","ETH,SOM,KEN",5,0.8213914991258742,4.1,4.55,5,0.47375153499795336,2.3,3.65,4.1,5,0.612269143536019,3,4,4.6,0.028153113423884282,0.9,2.8,2.2,6.173928382430764e-07,0,1.1,2,3.2
Displacement from Ukraine conflict in Romania,International displacement,ROU002,Romania,ROU,3,0.27346140472879,1.3,2.15,2.7,0.3196912765309231,1.6,2.1500000000000004,2.2,2.7,0.19806226175349428,0.9,1.8,4.4,1,5,4.7,0,0,0,0,3.1,2.5
Burundi and DRC refugees in Rwanda,International displacement,RWA002,Rwanda,RWA,2.2,0.8319416295095258,4.1,3.15,1.2,0.17179115300942713,0.8,1,2.2,1,0.05360911777121148,0.2,0.6,3,1,5,4,x,x,x,x,4,2.7
Complex crisis in Sudan,Complex crisis,SDN001,Sudan,SDN,5,0.7746999158249158,3.9,4.45,5,1,5,5,4.8,5,0.6270833333333333,3.1,4.05,5,0.16199335548172758,5,5,4.4,4.096345514950166e-05,2,3.2,4.3,4.2
Refugees in Sudan,International displacement,SDN005,Sudan,SDN,3.3,0.037568602693602696,0.1,1.7,3.7,0.27097916666666666,1.3,2.5,2.1,4.4,1,5,4.7,4.4,0.08818328592296455,2.9,3.7,1.7,1.2301068655339432e-06,0.1,0.9,2.6,3.9
Floods in Sudan ,Flood,SDN006,Sudan,SDN,5,0.7746999158249158,3.9,4.45,5,1,5,5,4.8,1.6,0.006229166666666667,0,0.8,2.9,0.3311036789297659,5,4,3,0.000431438127090301,5,4,4,2.7
Violence in Darfur and Kordofan regions,Other type of violence,SDN008,Sudan,SDN,4.9,0.3704313973063973,1.8,3.35,4.1,0.3571666666666667,1.8,2.9499999999999997,3.2,4.4,0.8029048063462436,4,4.2,3.1,0.010170722847802398,0.3,1.7,4.1,5.543043952052307e-05,2.8,3.5,2.7,3.6
Drought in Senegal,Drought,SEN002,Senegal,SEN,3.8,1.021721290188542,5,4.4,4.1,1,5,4.55,4.5,3.6,0.25796731950399815,1.3,2.45,1.5,0.0026954177897574125,0.1,0.8,1.7,3.3692722371967654e-06,0.2,1,0.9,1.7
Complex crisis in El Salvador,Complex crisis,SLV001,El Salvador,SLV,2.2,1,5,3.6,2.8,1,5,3.9,3.8,3.3,0.47761194029850745,2.4,2.8499999999999996,3.2,0.055,1.8,2.5,3.6,0.00010875,5,4.3,3.5,3.2
Complex crisis in Somalia,Complex crisis,SOM001,Somalia,SOM,4.7,1,5,4.85,4.2,1,5,4.6,4.7,4.6,1,5,4.8,5,0.21312219762756116,5,5,4.9,0.0001628355752312844,5,5,5,4.9
Mixed Migration Flows in Somalia,International displacement,SOM002,Somalia,SOM,3.3,0.157688016067842,0.7,2,1.4,0.15290311595436745,0.7,1.0499999999999998,1.5,0.1,0.012620638455827766,0,0.05,2.2,1,5,3.6,0.7,8.823529411764706e-05,4.4,2.6,3.1,1.8
Complex crisis in South Sudan,Complex crisis,SSD001,South Sudan,SSD,4.7,0.9994893912892326,5,4.85,3.6,1,5,4.3,4.6,4.3,1,5,4.65,5,0.4410483870967742,5,5,4.3,7.895161290322581e-05,3.9,4.1,4.6,4.6
Displacement from Ukraine conflict in Slovakia,International displacement,SVK002,Slovakia,SVK,2,0.3264983571101776,1.6,1.8,1.2,0.418477300830242,2.1,1.65,1.7,2.3,0.3368509919797383,1.7,2,4.1,1,5,4.6,0,0,0,0,3,2.5
Food Security Crisis in Eswatini,Food Security,SWZ001,Eswatini,SWZ,2.1,1,5,3.55,0.2,0.9775374376039934,4.9,2.5500000000000003,3.1,2.1,0.5234042553191489,2.6,2.35,0,0,0,0,0,0,0,0,0,1.3
Syrian conflict,Complex crisis,SYR001,Syria,SYR,3.8,1.008440886565376,5,4.4,4.5,1,5,4.75,4.6,4.7,1,5,4.85,5,0.7711520737327189,5,5,4.9,0.00012944700460829493,5,5,5,4.9
Complex crisis in Chad,Complex crisis,TCD001,Chad,TCD,5,1,5,5,4.1,0.9171171171171171,4.6,4.35,4.7,4,0.4528784902065845,2.2,3.1,4.3,0.1371105560667806,4.6,4.5,3.3,2.5765742079663467e-05,1.3,2.3,3.6,3.4
Boko Haram in Chad,Conflict,TCD003,Chad,TCD,2.2,0.015815597204574334,0,1.1,0.1,0.06027846027846028,0.3,0.2,0.7,2.4,0.7490942028985508,3.7,3.05,3.8,0.5102781136638452,5,4.4,3,0.00014510278113663845,5,4,4.2,3.7
CAR refugees in Chad,International displacement,TCD004,Chad,TCD,3.6,0.12279463151207115,0.5,2.05,1.7,0.174010374010374,0.8,1.25,1.7,2.7,0.39159083777847503,1.9,2.3,3,0.0985576923076923,3.3,3.2,3.3,0.00015705128205128205,5,4.2,3.7,3.1
Darfur refugees in Chad,International displacement,TCD005,Chad,TCD,3.9,0.16333465692503177,0.7,2.3,1.3,0.13366093366093365,0.6,0.95,1.7,2.7,0.5232843137254902,2.6,2.6500000000000004,3.7,0.30679156908665106,5,4.4,3.3,0.0001530054644808743,5,4.2,4.3,3.6
Tibesti Conflict in Chad,Conflict,TCD006,Chad,TCD,3.9,0.17471410419313851,0.8,2.35,0,0.002074802074802075,0,0,1.3,0.1,1,5,2.55,x,x,x,x,3.3,0.005157894736842105,5,4.2,4.2,3.5
Multiple situations in Thailand,Multiple crises country,THA001,Thailand,THA,2.5,0.059390475444812,0.2,1.35,1.9,0.0594883997620464,0.2,1.05,1.2,0.8,0.02394736842105263,0.1,0.45,2.8,1,5,3.9,1.8,0.0002087912087912088,5,3.4,3.7,2.4
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,2.1,0.035878564857405704,0.1,1.1,1.8,0.05413444378346222,0.2,1,1.1,x,x,x,x,x,x,x,x,1.8,x,x,1.8,1.8,1.8
Myanmar refugees in Thailand,International displacement,THA003,Thailand,THA,1.8,0.02351191058740629,0,0.9,0,0.0053696108206268195,0,0,0.5,0.8,0.2653061224489796,1.3,1.05,2.8,1,5,3.9,x,x,x,x,3.9,2.8
Tonga Volcano Eruption,Volcano,TON002,Tonga,TON,0,1,5,2.5,0,1,5,2.5,2.5,0.7,0.8095238095238095,4,2.35,0,0,0,0,0,0,0,0,0,1.3
Venezuelan refugees in Trinidad and Tobago,International displacement,TTO002,Trinidad and Tobago,TTO,1.2,1,5,3.1,0.5,1,5,2.75,2.9,1.4,0.1511047754811119,0.7,1.0499999999999998,2.2,0.16037735849056603,5,3.6,1.9,9.433962264150943e-05,4.7,3.3,3.5,2.5
Mixed migration flows in Tunisia,International displacement,TUN002,Tunisia,TUN,3.7,1.0531024716786819,5,4.35,3.6,1,5,4.3,4.3,0,0.0009709523424225261,0,0,1.5,1,5,3.3,4.1,0.06533333333333333,5,4.6,4,2.5
Complex situation in Turkey,Multiple crises country,TUR001,Turkey,TUR,4.3,0.49234437327027275,2.4,3.3499999999999996,5,1.0286700103155124,5,5,4.3,4.8,0.28402319121223646,1.4,3.0999999999999996,5,0.16172233269753664,5,5,2.9,4.423521772655331e-06,0.2,1.6,3.8,3.5
Syrian Refugees in Turkey,International displacement,TUR002,Turkey,TUR,3.5,0.1715473669165703,0.8,2.15,5,0.4287221807230344,2.1,3.55,2.9,4.3,0.33616350461861827,1.6,2.95,5,0.3006993006993007,5,5,x,x,x,x,5,4.2
Mixed Migration Flows in Turkey,International displacement,TUR003,Turkey,TUR,3.7,0.23063550017540896,1.1,2.4000000000000004,5,0.4461281257781098,2.2,3.6,3.1,4.3,0.33181842343060647,1.6,2.95,5,0.3191830196235483,5,5,2.9,8.730476571886263e-06,0.4,1.7,3.9,3.5
Kurdish Conflict,Conflict,TUR004,Turkey,TUR,3.8,0.25413120590413574,1.2,2.5,3.7,0.15383156072516865,0.7,2.2,2.4,x,x,x,x,x,x,x,x,3,x,x,3,3,3
Multiple Crises in Tanzania,Multiple crises country,TZA001,Tanzania,TZA,3.6,0.16368932038834952,0.7,2.15,3.9,0.22742663656884876,1.1,2.5,2.3,4.4,0.8660720273623499,4.3,4.35,3.4,0.019281400030974137,0.6,2,0.9,3.097413659594239e-07,0,0.5,1.3,3.2
International Displacement in Tanzania,International displacement,TZA002,Tanzania,TZA,3.1,0.08154662452020772,0.3,1.7,3.5,0.17376914160209872,0.8,2.15,1.9,4.3,1,5,4.65,3.4,0.021855525322566488,0.7,2.1,0.9,3.5109277626612834e-07,0,0.5,1.4,3.5
Food Security Crisis in North-East Tanzania,Food Security,TZA003,Tanzania,TZA,3.2,0.09376608715285617,0.4,1.8,1.8,0.05365749496675005,0.2,1,1.4,2.8,0.43234792495736213,2.1,2.45,x,x,x,x,0,0,0,0,0,1.4
Multiple crises in Uganda,Multiple crises country,UGA001,Uganda,UGA,2.9,0.269853381208857,1.3,2.1,2.7,0.13722627737226278,0.6,1.6500000000000001,1.9,3.1,0.36077705827937095,1.8,2.45,4.5,0.6517094017094017,5,4.8,4.8,0.0010534188034188035,5,4.9,4.9,4
International Displacement in Uganda,International displacement,UGA005,Uganda,UGA,2.4,0.13222122481547977,0.6,1.5,2.4,0.11086427589125146,0.5,1.45,1.5,2.8,0.29103053435114506,1.4,2.0999999999999996,4.5,1,5,4.8,x,x,x,x,4.8,3.8
Food Security Crisis in Karamoja Region,Food Security,UGA007,Uganda,UGA,2.4,0.13763215639337723,0.6,1.5,0.3,0.02636200148101132,0.1,0.2,0.9,2.4,0.6540930979133226,3.3,2.8499999999999996,x,x,x,x,4.8,0.0030245398773006134,5,4.9,4.9,4.1
Conflict in Ukraine,Conflict,UKR002,Ukraine,UKR,4.6,1.0420134992836059,5,4.8,5,1,5,5,4.9,5,1,5,5,5,0.4778126610749262,5,5,5,0.0001386064383112319,5,5,5,5
Complex crisis in Venezuela,Complex crisis,VEN001,Venezuela,VEN,4.9,1,5,4.95,4.8,1,5,4.9,4.9,4.6,0.6598239436619718,3.3,3.9499999999999997,5,0.3272853407332302,5,5,2.2,1.8143977800309516e-06,0.1,1.2,3.7,3.8
Conflict in Yemen,Complex crisis,YEM001,Yemen,YEM,4.5,1,5,4.75,4.9,1,5,4.95,4.9,5,1,5,5,5,0.1858909186317274,5,5,3.5,8.953461677216228e-06,0.4,2,3.9,4.5
Mixed migration flows in Yemen,International displacement,YEM002,Yemen,YEM,2.8,0.08881186431047218,0.4,1.5999999999999999,2.3,0.16296612115050343,0.8,1.5499999999999998,1.6,1.6,0.059166834373113306,0.2,0.9,3.5,1,5,4.3,0,0,0,0,2.8,2
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,4.8,1.0124134034625163,5,4.9,3.8,0.6733379916150928,3.4,3.5999999999999996,4.4,4,0.5547401971684827,2.8,3.4,0,0,0,0,0,0,0,0,0,2
Complex crisis in Zimbabwe,Complex crisis,ZWE001,Zimbabwe,ZWE,4.3,1,5,4.65,4,1,5,4.5,4.6,4.1,0.5942206440553447,3,3.55,2.6,0.006902946630949928,0.2,1.4,1.7,1.5454358128992377e-06,0.1,0.9,1.2,2.6
