,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score
IRN004,260,260,8,8,610,8,8,8,8,8,260,173,173,173,173,173,173,173,173,173,109.9
IRQ001,306,306,306,9,9,9,9,9,9,9,580,177,177,177,177,177,177,177,177,177,112.6
IRQ002,306,276,247,9,9,247,247,247,247,247,663,177,177,177,177,177,177,177,177,177,234
IRQ003,306,9,9,9,369,9,9,9,9,9,1019,177,177,177,177,177,177,177,177,177,162.8
ITA002,1019,154,154,154,154,154,154,154,154,154,1019,182,182,182,182,182,182,182,182,182,243.3
JOR002,154,154,9,9,365,9,9,9,9,9,515,176,176,176,176,176,176,176,176,176,111.9
KEN001,74,74,13,74,74,13,13,13,13,13,74,71,71,71,70,71,71,71,71,71,37.1
KEN002,74,74,74,74,74,74,74,74,74,74,74,174,174,174,70,174,174,174,174,70,84
KEN003,74,74,13,74,74,13,13,13,13,13,74,71,71,71,71,71,71,71,71,71,37.1
LBN002,111,111,111,9,398,111,111,111,111,111,543,175,175,175,175,175,175,175,175,175,179.1
LBN004,111,111,76,276,9,111,111,111,111,111,580,175,175,175,175,175,175,175,175,175,167.1
LBY001,580,245,580,118,118,244,244,244,244,244,580,177,177,177,177,177,177,177,177,177,279.3
LBY002,428,245,118,118,118,118,118,118,118,118,580,181,181,181,181,181,181,181,181,181,170.5
LSO002,79,9,9,417,9,9,9,9,9,9,79,174,174,174,174,174,174,174,174,174,73.3
MAR002,427,538,538,538,117,732,732,732,732,732,1019,176,176,176,176,176,176,176,176,176,604.8
MDG002,79,79,9,79,9,9,9,9,9,9,79,188,188,188,188,188,188,188,188,188,40.9
MEX001,63,63,63,63,63,63,63,63,63,63,63,169,172,172,169,172,172,172,172,172,73.6
MEX002,63,63,63,63,306,63,63,63,63,63,732,169,169,169,169,169,169,169,169,169,164.8
MEX003,63,63,63,63,63,63,63,63,63,63,63,169,169,169,169,169,169,169,169,169,73.6
MLI001,421,263,263,11,11,263,263,263,263,263,1041,176,176,176,176,176,176,176,176,176,281.7
MMR001,12,12,155,13,14,12,155,125,302,302,302,175,175,175,175,175,175,175,175,175,155.5
MMR002,302,302,302,14,252,302,302,302,302,302,302,175,175,175,175,175,175,175,175,175,255.5
MMR003,302,302,302,13,252,302,302,302,302,302,302,175,175,175,175,175,175,175,175,175,255.4
MMR004,12,12,126,71,160,12,160,126,160,160,160,160,160,160,160,160,160,160,160,160,129.5
MOZ004,277,138,138,53,53,138,138,53,53,138,138,172,172,172,172,172,172,172,172,172,107.4
MRT002,1020,111,111,111,111,111,111,111,111,111,1020,174,174,174,174,174,174,174,174,174,208.2
MRT003,428,111,111,461,111,111,111,111,111,292,461,174,174,174,174,174,174,174,174,174,205.4
MWI002,79,79,9,824,9,9,9,9,9,9,79,183,183,183,183,183,183,183,183,183,114.9
MYS001,249,246,9,9,249,9,249,9,246,246,246,177,177,177,177,177,177,177,177,177,144.9
NAM002,142,9,9,662,9,9,9,9,9,9,142,174,174,174,174,174,174,174,174,174,104.1
NER001,1022,305,305,8,8,305,305,305,305,305,1022,174,174,174,174,174,174,174,174,174,304.2
NER002,1022,305,305,62,62,305,305,305,305,305,1022,174,174,174,174,174,174,174,174,174,315
NER003,1022,305,305,62,62,305,305,305,305,305,1022,174,174,174,174,174,174,174,174,174,315
NER004,305,305,305,62,62,305,305,305,305,305,715,174,174,174,174,174,174,174,174,174,284.3
NGA001,881,112,4,4,4,4,4,4,4,4,881,173,173,173,173,173,173,173,173,173,108.6
NGA003,365,112,4,4,4,4,4,4,4,4,882,173,173,173,173,173,173,173,173,173,108.7
NGA004,883,249,112,4,4,112,112,112,112,112,883,173,173,173,173,173,173,173,173,173,173.6
NGA007,581,112,4,4,4,4,4,4,4,4,715,173,173,173,173,173,173,173,173,173,92
NGA008,154,154,4,4,154,4,4,4,4,4,671,173,173,173,173,173,173,173,173,173,102.6
NIC001,663,420,1041,420,306,761,761,761,1041,1041,1041,175,175,175,169,175,175,175,175,175,734.8
PAK001,204,76,76,76,8,76,76,76,76,76,1027,172,172,172,172,172,172,172,172,172,173.9
PAK004,925,925,1007,671,8,734,1007,1007,1007,1007,1007,172,172,172,172,172,172,172,172,172,762.7
PER002,8,8,8,8,8,8,8,8,8,8,8,182,182,182,182,182,182,182,182,182,25.4
PHL003,732,127,9,9,8,9,272,9,272,272,732,182,182,182,182,182,182,182,182,182,177.4
PRK001,252,252,252,166,9,610,610,610,610,610,1037,184,184,184,184,184,184,184,184,184,469.8
PSE002,5,5,5,5,5,5,5,5,5,5,1027,181,181,181,181,181,181,181,181,181,124.8
REG001,551,249,249,249,249,249,249,249,249,249,944,172,172,172,172,172,172,172,172,172,310.8
REG002,663,306,306,306,732,306,306,306,306,306,945,168,168,168,168,168,168,168,168,168,398.7
REG003,743,743,420,743,8,743,950,950,950,950,950,172,172,172,172,172,172,172,172,172,683.6
REG004,275,8,8,8,365,8,8,8,8,8,924,172,172,172,172,172,172,172,172,172,151.7
REG006,76,8,8,8,8,8,8,8,8,8,927,172,172,172,172,172,172,172,172,172,116.3
REG007,949,949,949,949,244,949,949,949,949,949,949,173,173,173,173,173,173,173,173,173,800.9
REG008,949,949,949,949,244,949,949,949,949,949,949,173,173,173,173,173,173,173,173,173,800.9
REG011,260,9,9,9,9,9,9,9,9,9,260,173,173,173,173,173,173,173,173,173,50.5
REG012,9,9,9,9,9,9,9,9,9,9,79,170,170,170,170,170,170,170,170,170,32.1
REG013,370,307,307,307,391,391,391,391,391,391,391,174,174,174,174,174,174,174,174,174,352.5
RWA002,1019,305,305,305,396,305,305,305,305,305,1019,172,172,172,172,172,172,172,172,172,372.2
SDN001,155,155,155,9,9,155,155,155,155,155,155,177,177,177,177,177,177,177,177,177,128
SDN005,155,155,155,9,9,9,9,9,9,9,78,177,177,177,177,177,177,177,177,177,47.3
SDN006,78,78,9,9,78,9,9,9,9,9,78,177,177,177,177,177,177,177,177,177,39.6
SDN007,155,155,155,9,9,9,9,9,9,9,155,177,177,177,177,177,177,177,177,177,55
SDN008,214,127,9,9,9,9,9,9,9,9,214,177,177,177,177,177,177,177,177,177,46.3
SEN002,421,305,305,719,1041,305,305,305,305,305,1041,174,174,174,174,174,174,174,174,174,480.5
SLV001,14,14,14,14,14,14,14,14,14,14,14,180,180,180,180,181,181,180,180,180,30.6
SOM001,771,11,11,11,11,11,11,11,11,11,1034,181,181,181,181,181,181,181,181,181,130.3
SOM002,190,190,190,190,190,190,190,190,190,190,190,180,180,180,180,180,180,180,180,180,189
SOM005,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4.9
SSD001,886,854,854,281,366,281,281,281,281,281,886,180,180,180,180,180,180,180,180,180,397.2
SWZ001,142,9,9,656,9,9,9,9,9,9,142,174,174,174,174,174,174,174,174,174,103.5
SYR001,276,276,276,153,9,153,153,153,153,153,1035,181,181,181,181,181,181,181,181,181,241.9
TCD001,343,249,343,8,8,343,343,343,343,343,343,173,173,173,173,173,173,173,173,173,259
TCD003,1019,249,249,249,249,411,411,411,411,411,1019,173,173,173,173,173,173,173,173,173,399.4
TCD004,616,616,616,249,1019,616,616,616,616,616,1019,173,173,173,173,173,173,173,173,173,615.6
TCD005,616,616,616,249,249,616,616,616,616,616,1019,172,172,172,172,172,172,172,172,172,538.5
TCD006,1019,616,616,1019,249,489,489,489,489,489,761,172,172,172,172,172,172,172,172,172,526.2
THA001,854,9,9,9,280,306,41,9,306,306,1021,183,183,183,183,183,183,183,183,183,247
THA002,854,854,34,854,280,610,610,610,610,610,1021,183,183,183,183,183,183,183,183,183,542.2
THA003,739,9,9,9,306,306,306,9,306,306,1021,183,183,183,183,183,183,183,183,183,276.1
TTO002,1006,732,977,977,366,420,663,663,663,663,732,176,176,176,176,177,176,176,176,176,630
TUN002,427,538,538,538,117,1019,1019,1019,1019,1019,1019,177,177,177,177,177,177,177,177,177,748.4
TUR001,1019,1019,8,8,8,8,8,8,8,8,1019,174,174,174,174,174,174,174,174,174,125.7
TUR002,1019,979,8,8,1019,8,8,8,8,8,1019,174,174,174,174,174,174,174,174,174,226.8
TUR003,1019,1019,8,8,8,8,8,8,8,8,1019,174,174,174,174,174,174,174,174,174,125.7
TUR004,1019,1019,1019,1019,8,1019,1019,1019,1019,1019,1019,174,174,174,174,174,174,174,174,174,833.4
TZA002,142,142,142,9,9,9,9,9,9,9,142,183,183,183,183,183,183,183,183,183,53
UGA005,732,74,74,74,543,74,74,74,74,74,491,172,172,172,172,172,172,172,172,172,172.4
UKR002,1019,610,610,260,244,260,260,260,260,260,610,184,184,184,184,184,184,184,184,184,320.8
VEN001,419,306,306,306,663,306,306,306,390,390,886,174,174,174,174,175,175,174,174,174,403.3
YEM001,62,62,62,62,62,62,62,62,62,62,1037,167,167,167,167,167,167,167,167,167,170
YEM002,62,62,62,62,62,63,63,63,63,63,1007,167,167,167,167,167,167,167,167,167,167.5
ZMB002,79,9,9,823,9,9,9,9,9,9,79,175,175,175,175,175,175,175,175,175,114
ZWE001,146,146,9,146,9,146,146,146,146,146,146,184,184,184,184,184,184,184,184,184,122.4
