Crisis,DRIVERS,CRISIS ID,COUNTRY,ISO3,Landmass affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related Injuries,Total # of illness cases reported,Total # of crisis related fatalities,Building partially damaged,Building totally damaged,Total Building in the affected area,Econimic losses,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of groups affected by crisis,people in need facing limited access constraints,people in need facing restricted access constraints,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)"
0,,,,,sq. Km,Number,Number,Number,Number,,Number,Number,Number,Number,million USD,Number,Number,Number,Number,Number,Number,Number,Number,,,,,,,,,
Boko Haram in Chad,Conflict,TCD003,Chad,TCD,19915,1104000,827000,405000,x,x,73,x,x,#N/A,x,277000,0,0,0,827000,5,x,x,1.0,3.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0
CAR refugees in Chad,Displacement,TCD004,Chad,TCD,154623,3187000,1248000,124000,x,x,32,x,0,#N/A,x,1939000,0,0,0,1248000,3,x,x,1.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0
Darfur refugees in Chad,Displacement,TCD005,Chad,TCD,205671,2448000,1281000,395000,x,x,4,x,0,#N/A,x,1167000,0,0,631000,650000,3,x,x,1.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0
Tibesti Conflict in Chad,Conflict,TCD006,Chad,TCD,220000,38000,38000,x,x,x,6,x,x,#N/A,x,0,20000,11000,6000,1000,3,x,x,1.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0
Multiple situations in Thailand,"Conflict,Displacement",THA001,Thailand,THA,30342,3800000,91000,91000,x,x,24,x,x,#N/A,x,3709000,0,91000,0,0,2,x,x,1.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,18330,3458000,x,x,x,x,24,x,x,#N/A,x,3458000,x,x,x,x,1,x,x,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
Myanmar refugees in Thailand,Conflict,THA003,Thailand,THA,12012,342000,91000,91000,0,x,x,x,x,#N/A,x,252000,0,91000,0,0,1,x,x,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0
Tonga Volcano Eruption,Volcano Eruption,TON002,Tonga,TON,720,105000,85000,0,0,x,0,2935,50,#N/A,x,20000,85000,0,0,0,1,x,x,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
Venezuelan refugees in Trinidad and Tobago,Displacement,TTO002,Trinidad and Tobago,TTO,5130,1403000,212000,34000,x,x,159,x,x,#N/A,x,1191000,177000,35000,0,0,3,x,x,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0
Mixed migration flows in Tunisia,Displacement,TUN002,Tunisia,TUN,163610,12399000,11000,11000,x,x,677,0,0,#N/A,x,12388000,0,11000,0,0,4,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Complex situation in Turkey,"Displacement,Conflict",TUR001,Turkey,TUR,373091,86757000,20892000,3892000,x,x,157,x,x,#N/A,x,82865000,1712000,1751000,428000,0,4,x,x,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
Syrian Refugees in Turkey,Displacement,TUR002,Turkey,TUR,132028,36158000,12062000,3562000,x,x,x,0,0,#N/A,x,24096000,10067000,1603000,392000,0,2,x,x,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Mixed Migration Flows in Turkey,Displacement,TUR003,Turkey,TUR,177504,37626000,8830000,330000,x,x,186,0,0,#N/A,x,28796000,8645000,149000,36000,0,2,x,x,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Kurdish Conflict,Conflict,TUR004,Turkey,TUR,195587,12974000,x,x,x,x,134,x,x,#N/A,x,x,x,x,x,x,3,x,x,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
Multiple Crises in Tanzania,"Displacement,Drought",TZA001,Tanzania,TZA,144996,14911000,12914000,247000,x,x,18,x,x,#N/A,x,1997000,12075000,744000,95000,0,2,x,x,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
International Displacement in Tanzania,Displacement,TZA002,Tanzania,TZA,72234,11393000,11393000,247000,0,x,2,x,x,#N/A,x,0,11146000,247000,0,0,2,x,x,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Food Security Crisis in North-East Tanzania,Drought,TZA003,Tanzania,TZA,83058,3518000,1521000,x,x,x,0,x,x,#N/A,x,1997000,929000,497000,95000,0,2,x,x,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crises in Uganda,"Displacement,Drought,Violence,Epidemic",UGA001,Uganda,UGA,54111,8967000,3832000,1481000,x,101063,2465,x,x,#N/A,x,5135000,1569000,2219000,44000,0,2,x,x,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0
International Displacement in Uganda,Displacement,UGA005,Uganda,UGA,26513,7721000,2987000,1481000,x,x,x,x,x,#N/A,x,4734000,1034000,1945000,9000,0,2,#N/A,#N/A,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0
Food Security Crisis in Karamoja Region,"Drought,Violence,Epidemic",UGA007,Uganda,UGA,27598,1246000,844000,x,x,101063,2465,x,x,#N/A,x,401000,535000,274000,35000,0,1,x,x,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0
Conflict in Ukraine,"Conflict,Displacement",UKR002,Ukraine,UKR,603628,44322000,44322000,13777000,x,x,6826,x,x,#N/A,x,0,26622000,10424000,7276000,0,2,x,x,1.0,3.0,2.0,3.0,0.0,2.0,3.0,3.0,3.0
Complex crisis in Venezuela,"Socio-political,Violence,Floods",VEN001,Venezuela,VEN,882050,28400000,18739000,5600000,x,x,44,x,x,#N/A,x,9661000,222000,18517000,0,0,5,x,x,1.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,3.0
Conflict in Yemen,Conflict,YEM001,Yemen,YEM,527970,32200000,28000000,211000,1037,35674,312,x,x,#N/A,x,4200000,4600000,10500000,7500000,5400000,4,x,x,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0
Mixed migration flows in Yemen,Displacement,YEM002,Yemen,YEM,46890,4965000,99000,99000,1037,35674,51,x,x,#N/A,x,4867000,0,44000,44000,10000,2,x,x,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,752618,13490000,8553000,0,0,0,0,0,0,#N/A,x,4937000,6601000,1952000,0,0,3,x,x,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Complex crisis in Zimbabwe,"Socio-political,Drought",ZWE001,Zimbabwe,ZWE,386850,16472000,9706000,23000,0,355,773,x,x,#N/A,x,6766000,2706000,6050000,950000,0,4,x,x,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0
