,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score
COD001,268,96,173,96,96,173,173,173,173,173,868,216,216,216,216,216,216,216,216,216,231.4
COG001,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
COL001,266,42,42,42,153,42,42,42,42,42,867,607,607,607,607,607,607,607,607,607,192.1
COL002,153,153,153,153,510,153,267,153,153,267,867,607,607,607,607,607,607,607,607,607,328.3
CRI002,510,267,153,153,365,153,153,153,267,267,811,608,608,608,608,608,608,608,608,608,308.3
DJI001,266,139,139,561,139,139,139,139,139,139,561,213,213,213,213,213,213,213,213,213,230.8
DJI002,266,139,139,579,139,139,139,139,139,139,867,607,607,607,607,607,607,607,607,607,302.6
DJI003,266,139,139,826,139,139,139,139,139,139,765,607,607,607,607,607,607,607,607,607,317.1
DZA002,579,510,385,385,2,579,579,579,579,579,385,215,215,215,215,215,215,215,215,215,426.7
DZA003,510,866,579,579,2,579,579,579,579,579,866,215,215,215,215,215,215,215,215,215,513.6
DZA004,372,372,372,372,218,372,372,372,372,372,372,215,215,215,215,215,215,215,215,215,340.9
ECU002,510,152,152,152,365,152,152,152,152,152,867,212,212,212,212,212,212,212,212,212,250.8
EGY002,427,92,2,2,2,2,2,2,2,2,870,213,213,213,213,213,213,213,213,213,109.9
ERI001,266,587,152,152,152,213,213,213,213,213,868,213,213,213,213,213,213,213,213,213,260.2
ESP002,153,153,1,1,1,1,1,1,1,1,867,867,867,867,867,867,867,867,867,867,174.2
ETH001,14,14,14,14,14,14,14,14,14,14,14,213,213,213,213,213,213,213,213,213,33.9
ETH002,14,14,14,14,14,14,14,14,14,14,14,390,389,390,389,390,389,390,390,390,51.6
ETH003,14,14,14,14,14,14,14,14,14,14,14,359,359,359,359,359,359,359,359,359,48.5
ETH004,14,14,14,14,14,14,14,14,14,14,14,212,212,212,212,212,212,212,212,212,33.8
GRC002,792,63,63,63,0,63,63,63,63,63,876,216,216,216,216,216,216,216,216,216,153.3
GTM001,266,267,267,267,153,153,153,153,153,267,733,608,608,608,608,608,608,608,608,608,290.7
GTM003,153,153,153,153,153,153,153,153,212,212,212,212,212,212,212,212,212,212,212,212,176.6
HND001,266,267,267,267,153,194,194,194,194,267,868,608,608,608,608,608,608,608,608,608,320.6
HND002,212,153,153,153,212,153,153,153,212,212,212,212,212,212,212,212,212,212,212,212,182.5
HTI001,884,115,153,267,153,94,94,115,115,115,884,237,237,237,237,237,237,237,237,237,222.7
IDN002,518,518,518,518,14,518,518,518,518,518,701,215,215,215,215,215,215,215,215,215,455.6
IND002,154,154,154,154,14,154,154,154,154,154,581,215,215,215,215,215,215,215,215,215,188.8
IRN004,107,107,0,0,457,0,0,0,0,0,107,212,212,212,212,212,212,212,212,212,77.6
IRQ001,153,153,153,1,1,1,1,1,1,1,427,215,215,215,215,215,215,215,215,215,80.2
IRQ002,153,123,94,1,1,94,94,94,94,94,510,215,215,215,215,215,215,215,215,215,129.1
IRQ003,153,1,1,1,216,1,1,1,1,1,866,215,215,215,215,215,215,215,215,215,130.4
ITA002,866,1,1,1,1,1,1,1,1,1,866,805,805,805,805,805,805,805,805,805,167.9
JOR002,1,1,1,1,212,1,1,1,1,1,362,215,215,215,215,215,215,215,215,215,79.6
KEN002,124,124,124,124,866,124,457,124,457,457,866,610,610,610,610,610,610,610,610,610,420.9
LBN002,390,150,94,63,245,94,94,94,94,94,390,215,215,215,215,215,215,215,215,215,147.7
LBN004,427,150,94,123,1,94,94,94,94,94,427,215,215,215,215,215,215,215,215,215,133
LBY001,427,92,427,65,91,91,91,91,91,91,427,215,215,215,215,215,215,215,215,215,168
LBY002,275,92,63,63,92,63,63,91,91,275,427,215,215,215,215,215,215,215,215,215,144.3
LSO002,701,243,243,264,882,243,243,243,243,243,882,216,216,216,216,216,216,216,216,216,370.2
MAR002,274,385,385,385,2,579,579,579,579,579,866,215,215,215,215,215,215,215,215,215,474.8
MDG002,152,152,152,264,243,152,152,152,152,152,727,216,216,216,216,216,216,216,216,216,236.2
MEX001,579,566,579,365,153,566,579,566,579,579,579,579,579,579,579,579,579,579,579,579,512.4
MEX002,579,566,566,579,153,566,579,566,579,579,579,579,579,579,579,579,579,579,579,579,532.5
MEX003,579,566,566,566,153,566,566,566,579,579,579,579,579,579,579,579,579,579,579,579,529.9
MLI001,268,110,110,110,96,110,110,110,110,110,888,212,212,212,212,212,212,212,212,212,196.6
MMR001,7,7,2,7,14,2,2,149,149,149,149,212,212,212,212,212,212,212,212,212,83.5
MMR002,149,149,149,2,99,149,149,149,149,149,149,212,212,212,212,212,212,212,212,212,135.6
MMR003,149,149,149,2,99,149,149,149,149,149,149,212,212,212,212,212,212,212,212,212,135.6
MMR004,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
MOZ001,124,124,124,124,124,124,124,124,124,153,701,213,213,213,213,213,213,213,213,213,193.5
MOZ004,124,124,124,124,124,124,124,124,124,124,213,610,314,610,610,610,610,315,610,610,181.5
MOZ006,124,124,153,337,509,153,153,153,153,153,509,509,509,509,509,509,509,509,509,509,278.2
MOZ007,140,140,124,124,140,124,124,124,124,124,140,140,140,140,140,140,140,140,140,140,128.8
MRT002,867,139,139,139,733,139,139,139,139,139,867,215,215,215,215,215,215,215,215,215,278.8
MRT003,275,139,139,308,308,139,139,139,139,139,308,215,215,215,215,215,215,215,215,215,197.3
MWI002,828,152,152,671,152,152,152,152,152,152,670,216,216,216,216,216,216,216,216,216,262.1
MYS001,96,93,3,3,96,96,96,3,93,93,93,93,93,93,93,93,93,93,93,93,66.9
NAM002,509,243,243,509,243,243,243,243,243,243,509,216,216,216,216,216,216,216,216,216,293.5
NER001,869,152,152,96,96,152,152,152,152,152,869,212,212,212,212,212,212,212,212,212,218.5
NER002,869,152,152,96,96,152,152,152,152,152,869,212,212,212,212,212,212,212,212,212,218.5
NER003,869,152,152,96,96,152,152,152,152,152,869,212,212,212,212,212,212,212,212,212,218.5
NER004,152,152,152,96,96,152,152,152,152,152,562,212,212,212,212,212,212,212,212,212,187.8
NGA001,728,125,125,96,1,125,125,125,125,125,728,216,216,216,216,216,216,216,216,216,179.1
NGA003,212,152,96,96,1,96,96,96,96,96,729,216,216,216,216,216,216,216,216,216,161.8
NGA004,730,96,96,96,1,96,96,96,96,96,730,216,216,216,216,216,216,216,216,216,161.9
NGA007,428,152,96,96,1,96,96,96,96,96,562,216,216,216,216,216,216,216,216,216,145.1
NGA008,1,1,1,1,1,1,1,1,1,1,518,216,216,216,216,216,216,216,216,216,74.2
NIC001,510,267,888,267,153,608,608,608,888,888,888,608,608,608,608,608,608,608,608,608,640.4
NIC002,212,212,153,212,212,153,153,212,212,212,212,212,212,212,212,212,212,212,212,212,194.3
PAK001,51,51,31,51,0,31,31,31,31,31,874,212,212,212,212,212,212,212,212,212,132.3
PAK004,772,772,854,518,0,581,854,854,854,854,854,212,212,212,212,212,212,212,212,212,643.5
PER002,510,510,153,153,267,153,152,152,152,152,866,607,212,607,607,607,212,607,607,607,280.7
PHL003,579,579,2,1,99,119,119,20,119,119,579,212,212,212,212,212,212,212,212,212,138.9
PRK001,99,99,99,13,13,457,457,457,457,457,884,215,215,215,215,215,215,215,215,215,350.9
PSE002,123,123,123,123,0,0,0,0,0,0,874,215,215,215,215,215,215,215,215,215,133.5
REG001,398,96,96,96,96,96,96,96,96,96,791,216,216,216,216,216,216,216,216,216,177.5
REG002,510,153,153,153,579,153,153,153,153,153,792,607,607,607,607,607,607,607,607,607,304.9
REG003,590,590,267,590,99,590,797,797,797,797,797,212,212,212,212,212,212,212,212,212,574.3
REG004,122,0,0,0,212,0,0,0,0,0,771,215,215,215,215,215,215,215,215,215,119.8
REG006,774,774,774,774,0,774,774,774,774,774,774,212,212,212,212,212,212,212,212,212,640.4
REG007,796,796,796,796,91,796,796,796,796,796,796,212,212,212,212,212,212,212,212,212,667.1
REG008,796,796,796,796,91,796,796,796,796,796,796,212,212,212,212,212,212,212,212,212,667.1
REG011,107,107,107,107,99,107,107,107,107,107,107,212,212,212,212,212,212,212,212,212,116.7
REG012,96,96,96,96,96,96,96,96,96,96,503,216,216,216,216,216,216,216,216,216,148.7
REG013,217,154,154,154,238,238,238,238,238,238,238,217,217,217,217,217,217,217,217,217,219.1
RWA002,866,152,152,152,243,152,152,152,152,152,866,216,216,216,216,216,216,216,216,216,238.9
SDN001,2,2,2,2,2,2,2,2,2,2,2,213,213,213,213,213,213,213,213,213,23.1
SDN005,2,2,2,2,2,2,2,2,2,2,2,509,509,509,509,509,509,509,509,509,52.7
SDN006,267,257,153,267,237,257,257,257,257,257,313,313,313,313,313,313,313,313,313,313,256.8
SDN007,2,2,2,2,2,2,2,2,2,2,2,190,190,190,190,190,190,190,190,190,20.8
SDN008,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
SEN002,268,152,152,566,888,152,152,152,152,152,888,212,212,212,212,212,212,212,212,212,346.6
SLV001,266,267,267,267,153,153,153,153,153,267,868,608,608,608,608,608,608,608,608,608,304.2
SOM001,618,98,98,98,98,98,98,98,98,98,881,213,213,213,213,213,213,213,213,213,187.8
SOM002,37,37,37,37,37,37,37,37,37,37,37,608,608,608,608,608,608,608,608,608,94.1
SOM004,41,41,15,15,41,15,15,15,15,15,41,426,426,426,426,426,426,426,426,426,61.3
SSD001,733,701,701,128,213,128,128,128,128,128,733,213,213,213,213,213,213,213,213,213,262.8
SWZ001,267,125,125,503,243,125,125,125,125,125,509,216,216,216,216,216,216,216,216,216,222.1
SYR001,123,123,123,0,0,0,0,0,0,0,882,215,215,215,215,215,215,215,215,215,122
TCD001,190,96,190,96,96,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,171.2
TCD003,866,96,96,96,96,258,258,258,258,258,866,216,216,216,216,216,216,216,216,216,266
TCD004,463,463,463,96,866,463,463,463,463,463,866,216,216,216,216,216,216,216,216,216,482.2
TCD005,463,463,463,96,96,463,463,463,463,463,866,216,216,216,216,216,216,216,216,216,405.2
TCD006,866,463,463,866,96,336,336,336,336,336,608,216,216,216,216,216,216,216,216,216,392.9
THA001,701,15,15,15,127,153,153,15,153,153,868,212,212,212,212,212,212,212,212,212,186.4
THA002,701,701,701,701,127,457,457,457,457,457,868,212,212,212,212,212,212,212,212,212,489.4
THA003,586,153,15,15,153,153,153,15,153,153,868,212,212,212,212,212,212,212,212,212,189
TLS002,64,64,64,34,64,64,64,34,64,64,64,63,63,63,63,63,63,63,63,63,57.9
TTO002,853,579,824,824,213,267,510,510,510,510,579,213,213,213,213,213,213,213,213,213,496
TUN002,274,385,385,385,2,866,866,866,866,866,866,215,215,215,215,215,215,215,215,215,618.3
TUR001,866,866,0,0,0,0,0,0,0,0,866,216,216,216,216,216,216,216,216,216,108.2
TUR002,866,826,0,0,866,0,0,0,0,0,866,216,216,216,216,216,216,216,216,216,194.8
TUR003,866,866,0,0,0,0,0,0,0,0,866,216,216,216,216,216,216,216,216,216,108.2
TUR004,866,866,866,866,0,866,866,866,866,866,866,216,216,216,216,216,216,216,216,216,714.4
TZA002,707,152,152,152,707,152,152,152,152,152,882,216,216,216,216,216,216,216,216,216,286.9
UGA005,579,390,213,213,390,313,313,313,313,313,338,579,579,579,579,579,579,579,579,579,329.8
UKR002,866,457,457,107,91,107,107,107,107,107,457,212,212,212,212,212,212,212,212,212,185.9
VCT002,64,64,64,64,64,64,64,64,64,64,64,63,63,63,63,63,63,63,63,63,63.9
VEN001,266,153,153,153,510,153,153,153,237,237,733,607,607,607,607,607,607,607,607,607,308.9
YEM001,42,42,42,42,42,42,42,42,42,42,884,805,805,805,805,805,805,805,805,805,202.5
YEM002,42,35,35,254,42,35,35,35,35,35,854,805,805,805,805,805,805,805,805,805,216.5
ZMB002,195,195,195,670,243,195,195,195,195,195,868,216,216,216,216,216,216,216,216,216,316.7
ZWE001,267,152,152,518,96,152,152,152,152,152,216,216,216,216,216,216,216,216,216,216,195.8
