,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score
MOZ004,186,47,47,47,47,47,47,47,47,47,47,81,81,81,81,81,81,81,81,81,50.4
MRT002,929,20,20,20,20,20,20,20,20,20,929,83,83,83,83,83,83,83,83,83,117.2
MRT003,337,20,20,370,20,20,20,20,20,201,370,83,83,83,83,83,83,83,83,83,114.4
MWI002,51,51,51,733,51,51,51,51,51,51,51,92,92,92,92,92,92,92,92,92,123.3
MYS001,158,155,0,0,158,158,158,0,155,155,155,86,86,86,86,86,86,86,86,86,102.5
NAM002,51,51,51,571,51,51,51,51,51,51,51,83,83,83,83,83,83,83,83,83,106.2
NER001,931,214,214,158,158,214,214,214,214,214,931,83,83,83,83,83,83,83,83,83,261.4
NER002,931,214,214,158,158,214,214,214,214,214,931,83,83,83,83,83,83,83,83,83,261.4
NER003,931,214,214,158,158,214,214,214,214,214,931,83,83,83,83,83,83,83,83,83,261.4
NER004,214,214,214,158,158,214,214,214,214,214,624,83,83,83,83,83,83,83,83,83,230.7
NGA001,790,21,21,21,63,21,21,21,21,21,790,82,82,82,82,82,82,82,82,82,108.2
NGA003,274,21,21,158,63,21,21,21,21,21,791,82,82,82,82,82,82,82,82,82,122
NGA004,792,158,21,21,63,21,21,21,21,21,792,82,82,82,82,82,82,82,82,82,108.4
NGA007,490,21,21,158,63,21,21,21,21,21,624,82,82,82,82,82,82,82,82,82,105.3
NGA008,63,63,63,63,63,63,63,63,63,63,580,82,82,82,82,82,82,82,82,82,116.6
NIC001,572,329,950,329,215,670,670,670,950,950,950,84,84,84,78,84,84,84,84,84,643.8
NIC002,274,274,215,274,274,215,215,274,274,274,274,78,78,78,78,78,78,78,78,78,236.7
PAK001,113,113,93,113,62,93,93,93,93,93,936,81,81,81,81,81,81,81,81,81,175
PAK004,834,834,916,580,62,643,916,916,916,916,916,81,81,81,81,81,81,81,81,81,686.2
PER002,572,572,215,215,329,215,214,214,214,214,928,91,91,91,91,91,91,91,91,91,284.9
PHL003,641,36,36,36,36,181,181,36,181,181,641,91,91,91,91,91,91,91,91,91,160
PRK001,161,161,161,75,0,519,519,519,519,519,946,93,93,93,93,93,93,93,93,93,387
PSE002,185,185,185,185,62,62,62,62,62,62,936,90,90,90,90,90,90,90,90,90,176.8
REG001,460,158,158,158,158,158,158,158,158,158,853,81,81,81,81,81,81,81,81,81,219.8
REG002,572,215,215,215,641,215,215,215,215,215,854,77,77,77,77,77,77,77,77,77,307.7
REG003,652,652,329,652,161,652,859,859,859,859,859,81,81,81,81,81,81,81,81,81,617
REG004,184,62,62,62,274,62,62,62,62,62,833,81,81,81,81,81,81,81,81,81,162.2
REG006,836,836,836,836,62,836,836,836,836,836,836,81,81,81,81,81,81,81,81,81,683.1
REG007,858,858,858,858,153,858,858,858,858,858,858,82,82,82,82,82,82,82,82,82,709.9
REG008,858,858,858,858,153,858,858,858,858,858,858,82,82,82,82,82,82,82,82,82,709.9
REG011,169,169,169,169,161,169,169,169,169,169,169,82,82,82,82,82,82,82,82,82,159.5
REG012,51,51,51,51,51,51,51,51,51,51,51,79,79,79,79,79,79,79,79,79,53.8
REG013,279,216,216,216,300,300,300,300,300,300,300,83,83,83,83,83,83,83,83,83,261.5
RWA002,928,214,214,214,305,214,214,214,214,214,928,81,81,81,81,81,81,81,81,81,281.2
SDN001,64,64,64,64,64,64,64,64,64,64,64,86,86,86,86,86,86,86,86,86,66.2
SDN005,64,64,64,36,36,36,36,36,36,36,64,86,86,86,86,86,86,86,86,86,46.6
SDN006,329,319,215,329,299,319,319,319,319,319,375,86,86,86,86,86,86,86,86,86,289.9
SDN007,64,64,64,36,64,36,36,36,36,36,64,86,86,86,86,86,86,86,86,86,49.4
SDN008,123,36,36,36,36,36,36,36,36,36,123,86,86,86,86,86,86,86,86,86,49.7
SEN002,330,214,214,628,950,214,214,214,214,214,950,83,83,83,83,83,83,83,83,83,389.5
SLV001,328,329,329,329,215,215,215,215,215,329,930,89,89,89,89,90,90,89,89,89,308.1
SOM001,680,160,160,160,160,160,160,160,160,160,943,90,90,90,90,90,90,90,90,90,231.3
SOM002,99,99,99,99,99,99,99,99,99,99,99,89,89,89,89,89,89,89,89,89,98
SOM004,103,103,77,77,103,77,77,77,77,77,103,89,89,89,89,89,89,89,89,89,83.4
SSD001,795,763,763,190,275,190,190,190,190,190,795,89,89,89,89,89,89,89,89,89,306.2
SWZ001,51,51,51,565,51,51,51,51,51,51,51,83,83,83,83,83,83,83,83,83,105.6
SYR001,185,185,185,62,62,62,62,62,62,62,944,90,90,90,90,90,90,90,90,90,165.3
TCD001,252,158,252,158,158,252,252,252,252,252,252,82,82,82,82,82,82,82,82,82,216.2
TCD003,928,158,158,158,158,320,320,320,320,320,928,82,82,82,82,82,82,82,82,82,308.4
TCD004,525,525,525,158,928,525,525,525,525,525,928,82,82,82,82,82,82,82,82,82,524.6
TCD005,525,525,525,158,158,525,525,525,525,525,928,81,81,81,81,81,81,81,81,81,447.5
TCD006,928,525,525,928,158,398,398,398,398,398,670,81,81,81,81,81,81,81,81,81,435.2
THA001,763,77,77,77,189,215,215,77,215,215,930,92,92,92,92,92,92,92,92,92,230.2
THA002,763,763,763,763,189,519,519,519,519,519,930,92,92,92,92,92,92,92,92,92,533.2
THA003,648,215,77,77,215,215,215,77,215,215,930,92,92,92,92,92,92,92,92,92,232.8
TLS002,126,126,126,96,126,126,126,96,126,126,126,96,96,96,96,96,96,96,96,93,117
TTO002,915,641,886,886,275,329,572,572,572,572,641,85,85,85,85,86,85,85,85,85,539
TUN002,336,447,447,447,26,928,928,928,928,928,928,86,86,86,86,86,86,86,86,86,657.4
TUR001,928,928,62,62,62,62,62,62,62,62,928,83,83,83,83,83,83,83,83,83,150.7
TUR002,928,888,62,62,928,62,62,62,62,62,928,83,83,83,83,83,83,83,83,83,237.3
TUR003,928,928,62,62,62,62,62,62,62,62,928,83,83,83,83,83,83,83,83,83,150.7
TUR004,928,928,928,928,62,928,928,928,928,928,928,83,83,83,83,83,83,83,83,83,756.9
TZA002,51,51,51,51,51,51,51,51,51,51,51,92,92,92,92,92,92,92,92,92,55.1
UGA005,641,452,275,275,452,375,375,375,375,375,400,81,81,81,81,81,81,81,81,81,335.8
UKR002,928,519,519,169,153,169,169,169,169,169,519,93,93,93,93,93,93,93,93,93,229.8
VCT002,126,126,126,126,126,126,126,126,126,126,126,82,82,82,82,82,82,82,82,82,121.6
VEN001,328,215,215,215,572,215,215,215,299,299,795,83,83,83,83,84,84,83,83,83,312.3
YEM001,104,104,104,104,104,104,104,104,104,104,946,76,76,76,76,76,76,76,76,76,185.4
YEM002,104,97,97,316,104,97,97,97,97,97,916,76,76,76,76,76,76,76,76,76,199.4
ZMB002,51,51,51,732,51,51,51,51,51,51,51,84,84,84,84,84,84,84,84,84,122.4
ZWE001,55,55,55,55,55,55,55,55,55,55,55,93,93,93,93,93,93,93,93,93,58.8
