Crisis,DRIVERS,CRISIS ID,COUNTRY,ISO3,Landmass affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related Injuries,Total # of illness cases reported,Total # of crisis related fatalities,Building partially damaged,Building totally damaged,Total Building in the affected area,Econimic losses,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of groups affected by crisis,people in need facing limited access constraints,people in need facing restricted access constraints,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)"
0,,,,,sq. Km,Number,Number,Number,Number,,Number,Number,Number,Number,million USD,Number,Number,Number,Number,Number,Number,Number,Number,,,,,,,,,
Complex crisis in South Sudan,"Conflict,Floods,Displacement",SSD001,South Sudan,SSD,644329,12777000,12777000,7074000,x,2141832,842,x,x,#N/A,14369,0,3370000,1410000,7896000,94000,5,x,1500000,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0
Displacement from Ukraine conflict in Slovakia,"Displacement,Conflict",SVK002,Slovakia,SVK,15700,1682000,111000,111000,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,1571000,0,111000,0,0,2,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Food Security Crisis in Eswatini,Drought,SWZ001,Eswatini,SWZ,17200,1174000,697000,0,0,0,0,#N/A,#N/A,#N/A,#N/A,477000,438000,222000,37000,0,1,#N/A,#N/A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Syrian conflict,"Conflict,Displacement,Violence",SYR001,Syria,SYR,185180,18523000,18523000,18024000,x,x,2556,x,x,#N/A,x,0,3963000,9600000,4900000,60000,5,x,1160000,1.0,3.0,2.0,0.0,3.0,2.0,3.0,2.0,3.0
Türkiye / Syria earthquake in Syria,Earthquake,SYR002,Syria,SYR,57285,11637000,6000000,500000,12000,x,5900,10000,x,#N/A,x,5637000,5423000,577000,0,0,5,x,x,1.0,3.0,2.0,3.0,0.0,2.0,3.0,2.0,3.0
Complex crisis in Chad,"Conflict,Displacement",TCD001,Chad,TCD,1259200,16797000,7607000,1082000,x,x,242,x,x,#N/A,x,9175000,1207000,715000,1910000,3525000,5,x,x,1.0,3.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0
Boko Haram in Chad,Conflict,TCD003,Chad,TCD,19915,1104000,827000,405000,x,x,58,x,x,#N/A,x,277000,0,0,0,827000,5,x,x,1.0,3.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0
CAR refugees in Chad,Displacement,TCD004,Chad,TCD,154623,3187000,1248000,125000,x,x,35,x,0,#N/A,x,1939000,0,0,0,1248000,3,x,x,1.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0
Darfur refugees in Chad,Displacement,TCD005,Chad,TCD,205671,2448000,1281000,405000,x,x,12,x,0,#N/A,x,1167000,0,0,631000,650000,3,x,x,1.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0
Tibesti Conflict in Chad,Conflict,TCD006,Chad,TCD,220000,38000,38000,0,x,x,14,x,x,#N/A,x,0,20000,11000,6000,1000,3,x,x,1.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0
Multiple situations in Thailand,"Conflict,Displacement",THA001,Thailand,THA,30342,3800000,91000,91000,x,x,21,x,x,#N/A,x,3709000,0,91000,0,0,2,x,x,1.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,18330,3458000,x,x,x,x,21,x,x,#N/A,x,3458000,x,x,x,x,1,x,x,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
Myanmar refugees in Thailand,Conflict,THA003,Thailand,THA,12012,342000,91000,91000,0,x,0,x,x,#N/A,x,252000,0,91000,0,0,1,x,x,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0
Venezuelan refugees in Trinidad and Tobago,Displacement,TTO002,Trinidad and Tobago,TTO,5130,1403000,212000,34000,x,x,159,x,x,#N/A,x,1191000,177000,35000,0,0,3,x,x,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0
Mixed migration flows in Tunisia,Displacement,TUN002,Tunisia,TUN,163610,12426000,11000,11000,x,x,678,0,0,#N/A,x,12415000,0,11000,0,0,4,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Complex situation in Türkiye,"Displacement,Conflict",TUR001,Türkiye,TUR,373091,86757000,29878000,7678000,x,x,46186,x,x,#N/A,x,56879000,26954000,2508000,416000,0,4,x,x,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0
Syrian Refugees in Türkiye,Displacement,TUR002,Türkiye,TUR,132028,36158000,11948000,3448000,x,x,x,0,0,#N/A,x,24210000,10017000,1552000,379000,0,2,x,x,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Mixed Migration Flows in Türkiye,Displacement,TUR003,Türkiye,TUR,177504,37626000,8830000,330000,x,x,186,0,0,#N/A,x,28796000,8645000,149000,36000,0,2,x,x,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Kurdish Conflict,Conflict,TUR004,Türkiye,TUR,195587,12974000,x,1200000,x,x,x,x,x,#N/A,x,x,x,x,x,x,3,x,x,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
Türkiye / Syria earthquake in Türkiye,Earthquake,TUR005,Türkiye,TUR,100051,13310000,9100000,2700000,108000,x,46000,214000,x,#N/A,x,4210000,8292000,808000,0,0,3,x,x,1.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0
Multiple Crises in Tanzania,"Displacement,Drought",TZA001,Tanzania,TZA,441435,25778000,19764000,248000,x,x,3,x,x,#N/A,x,6014000,18526000,1238000,0,0,2,x,x,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
International Displacement in Tanzania,Displacement,TZA002,Tanzania,TZA,187103,15015000,15015000,248000,0,x,3,x,x,#N/A,x,0,14767000,248000,0,0,2,x,x,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Food Security Crisis in North-East Tanzania,Drought,TZA003,Tanzania,TZA,357159,10763000,4749000,x,x,x,0,x,x,#N/A,x,6014000,3759000,990000,0,0,2,x,x,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
International Displacement in Uganda,Displacement,UGA005,Uganda,UGA,26513,7782000,1521000,1521000,x,x,x,x,x,#N/A,x,6261000,0,1521000,0,0,2,#N/A,#N/A,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0
Conflict in Ukraine,"Conflict,Displacement",UKR002,Ukraine,UKR,603628,45210000,45210000,13509000,x,x,8317,x,x,#N/A,x,0,27610000,11137000,6463000,0,2,x,x,1.0,3.0,2.0,3.0,0.0,2.0,3.0,3.0,3.0
Complex crisis in Venezuela,"Socio-political,Violence,Floods",VEN001,Venezuela,VEN,882050,28400000,18739000,5600000,x,x,320,x,x,#N/A,x,9661000,222000,18517000,0,0,5,x,x,1.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,3.0
Cyclone Judy and cyclone Kevin in Vanuatu,Cyclone,VUT003,Vanuatu,VUT,12190,335000,251000,5000,x,x,x,x,x,#N/A,50000000,83000,102000,91000,58000,0,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Conflict in Yemen,Conflict,YEM001,Yemen,YEM,527970,32900000,27900000,4596000,1037,35674,1947,x,x,#N/A,x,5000000,6300000,8200000,7300000,6100000,4,x,x,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0
Mixed migration flows in Yemen,Displacement,YEM002,Yemen,YEM,46890,4777000,103000,103000,1037,35674,89,x,x,#N/A,x,4675000,0,55000,37000,10000,2,x,x,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,752618,13490000,8553000,0,0,0,0,0,0,#N/A,x,4937000,6601000,1952000,0,0,3,x,x,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Complex crisis in Zimbabwe,"Socio-political,Drought",ZWE001,Zimbabwe,ZWE,386850,16563000,16563000,25000,0,3163,18,x,x,#N/A,x,0,13563000,3000000,0,0,4,x,x,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0
