,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score
DJI002,205,78,78,518,78,78,78,78,78,78,806,546,546,546,546,546,546,546,546,546,241.6
DJI003,205,78,78,765,78,78,78,78,78,78,704,546,546,546,546,546,546,546,546,546,256.1
DZA002,518,449,324,324,157,518,518,518,518,518,324,154,154,154,154,154,154,154,154,154,387.3
DZA003,449,805,518,518,157,518,518,518,518,518,805,154,154,154,154,154,154,154,154,154,474.2
DZA004,311,311,311,311,157,311,311,311,311,311,311,154,154,154,154,154,154,154,154,154,279.9
ECU002,449,91,91,91,304,91,91,91,91,91,806,151,151,151,151,151,151,151,151,151,189.8
EGY002,366,31,1,1,57,1,1,1,1,1,809,152,152,152,152,152,152,152,152,152,102.5
ERI001,205,526,91,91,91,152,152,152,152,152,807,152,152,152,152,152,152,152,152,152,199.2
ESP002,92,92,92,92,92,92,92,92,92,92,806,806,806,806,806,806,806,806,806,806,234.8
ETH001,205,37,37,37,37,37,37,37,37,37,805,152,152,152,152,152,152,152,152,152,125.3
ETH002,329,193,205,205,329,252,252,252,252,252,329,329,328,329,328,329,328,329,329,329,265.7
ETH003,303,303,252,252,303,252,252,252,252,252,252,298,298,298,298,298,298,298,298,298,261.7
ETH004,151,93,93,67,151,93,93,93,93,93,151,151,151,151,151,151,151,151,151,151,107.8
FJI002,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
GRC002,731,2,2,2,2,2,2,2,2,2,815,155,155,155,155,155,155,155,155,155,98.6
GTM001,205,206,206,206,92,92,92,92,92,206,672,547,547,547,547,547,547,547,547,547,229.7
GTM003,92,92,92,92,92,92,92,92,151,151,151,151,151,151,151,151,151,151,151,151,115.6
HND001,205,206,206,206,92,133,133,133,133,206,807,547,547,547,547,547,547,547,547,547,259.6
HND002,151,92,92,92,151,92,92,92,151,151,151,151,151,151,151,151,151,151,151,151,121.5
HTI001,823,54,92,206,92,33,33,54,54,54,823,176,176,176,176,176,176,176,176,176,161.7
IDN002,457,457,457,457,38,457,457,457,457,457,640,154,154,154,154,154,154,154,154,154,403.1
IDN006,93,93,93,93,93,93,93,93,93,93,93,89,89,89,89,89,89,89,89,92,92.6
IDN007,93,93,93,93,38,93,93,93,93,93,93,92,92,92,92,92,92,92,92,92,87.4
IND002,93,93,93,93,38,93,93,93,93,93,520,154,154,154,154,154,154,154,154,154,136.3
IRN004,46,46,46,46,396,46,46,46,46,46,46,151,151,151,151,151,151,151,151,151,91.5
IRQ001,92,92,92,2,2,2,2,2,2,2,366,154,154,154,154,154,154,154,154,154,62.6
IRQ002,92,62,33,33,2,33,33,33,33,33,449,154,154,154,154,154,154,154,154,154,83.6
IRQ003,92,2,2,2,155,2,2,2,2,2,805,154,154,154,154,154,154,154,154,154,112.8
ITA002,805,744,744,744,753,744,744,744,744,744,805,744,744,744,744,744,744,744,744,744,751
JOR002,151,89,2,2,151,2,2,2,2,2,301,154,154,154,154,154,154,154,154,154,62
KEN002,63,63,63,63,805,63,396,63,396,396,805,549,549,549,549,549,549,549,549,549,359.9
LBN002,329,89,33,2,184,33,33,33,33,33,329,154,154,154,154,154,154,154,154,154,86.7
LBN004,366,89,33,62,2,33,33,33,33,33,366,154,154,154,154,154,154,154,154,154,78.2
LBY001,366,31,366,4,30,30,30,30,30,30,366,154,154,154,154,154,154,154,154,154,107
LBY002,214,31,2,2,31,2,2,30,30,214,366,154,154,154,154,154,154,154,154,154,83.3
LSO002,640,182,182,203,821,182,182,182,182,182,821,155,155,155,155,155,155,155,155,155,309.2
MAR002,213,324,324,324,30,518,518,518,518,518,805,154,154,154,154,154,154,154,154,154,422.7
MDG002,91,91,91,203,182,91,91,91,91,91,666,155,155,155,155,155,155,155,155,155,175.2
MEX001,518,505,518,304,92,505,518,505,518,518,518,518,518,518,518,518,518,518,518,518,451.4
MEX002,518,505,505,518,92,505,518,505,518,518,518,518,518,518,518,518,518,518,518,518,471.5
MEX003,518,505,505,505,92,505,505,505,518,518,518,518,518,518,518,518,518,518,518,518,468.9
MLI001,207,49,49,49,35,49,49,49,49,49,827,151,151,151,151,151,151,151,151,151,135.6
MMR001,88,88,88,46,38,88,88,88,88,88,88,151,151,151,151,151,151,151,151,151,85.1
MMR002,88,88,88,46,38,88,88,88,88,88,88,151,151,151,151,151,151,151,151,151,85.1
MMR003,88,88,88,58,38,88,88,88,88,88,88,151,151,151,151,151,151,151,151,151,86.3
MOZ001,63,63,63,63,63,63,63,63,63,92,640,152,152,152,152,152,152,152,152,152,132.5
MOZ004,63,63,63,63,63,63,63,63,63,63,152,549,253,549,549,549,549,254,549,549,120.5
MOZ006,63,63,92,276,448,92,92,92,92,92,448,448,448,448,448,448,448,448,448,448,217.2
MOZ007,79,79,63,63,79,63,63,63,63,63,79,79,79,79,79,79,79,79,79,79,67.8
MRT002,806,78,78,78,672,78,78,78,78,78,806,154,154,154,154,154,154,154,154,154,217.8
MRT003,214,78,78,247,247,78,78,78,78,78,247,154,154,154,154,154,154,154,154,154,136.3
MWI002,767,91,91,610,91,91,91,91,91,91,609,155,155,155,155,155,155,155,155,155,201.1
MYS001,35,32,32,32,35,35,35,35,32,32,32,32,32,32,32,32,32,32,32,32,33.2
NAM002,448,182,182,448,182,182,182,182,182,182,448,155,155,155,155,155,155,155,155,155,232.5
NER001,808,91,91,35,35,91,91,91,91,91,808,151,151,151,151,151,151,151,151,151,157.5
NER002,808,91,91,35,35,91,91,91,91,91,808,151,151,151,151,151,151,151,151,151,157.5
NER003,808,91,91,35,35,91,91,91,91,91,808,151,151,151,151,151,151,151,151,151,157.5
NER004,91,91,91,35,35,91,91,91,91,91,501,151,151,151,151,151,151,151,151,151,126.8
NGA001,667,64,64,35,35,64,64,64,64,64,667,155,155,155,155,155,155,155,155,155,127.6
NGA003,151,91,35,35,35,35,35,35,35,35,668,155,155,155,155,155,155,155,155,155,110.3
NGA004,669,35,35,35,35,35,35,35,35,35,669,155,155,155,155,155,155,155,155,155,110.4
NGA007,367,91,35,35,35,35,35,35,35,35,501,155,155,155,155,155,155,155,155,155,93.6
NGA008,476,151,151,151,151,151,151,151,151,151,457,155,155,155,155,155,155,155,155,155,182
NIC001,449,206,827,206,92,547,547,547,827,827,827,547,547,547,547,547,547,547,547,547,579.4
NIC002,151,151,92,151,151,92,92,151,151,151,151,151,151,151,151,151,151,151,151,151,133.3
PAK001,206,206,206,574,2,206,206,206,206,206,813,151,151,151,151,151,151,151,151,151,277.6
PAK004,711,711,793,457,2,520,793,793,793,793,793,151,151,151,151,151,151,151,151,151,588.8
PER002,449,449,92,92,206,92,91,91,91,91,805,546,151,546,546,546,151,546,546,546,219.7
PHL001,35,35,35,58,38,35,35,35,35,35,501,151,151,151,151,151,151,151,151,151,95.8
PHL003,518,518,58,58,38,58,58,58,58,58,518,151,151,151,151,151,151,151,151,151,111.3
PHL004,501,501,210,210,329,210,210,210,210,210,501,151,151,151,151,151,151,151,151,151,245.1
PHL009,66,66,66,66,66,66,66,66,66,66,66,151,151,151,151,151,151,151,151,151,74.5
PRK001,38,38,38,38,38,396,396,396,396,396,823,154,154,154,154,154,154,154,154,154,307.1
PSE002,62,62,62,62,2,62,62,62,62,62,813,154,154,154,154,154,154,154,154,154,140.3
REG001,337,35,35,35,35,35,35,35,35,35,730,155,155,155,155,155,155,155,155,155,116.5
REG002,449,92,92,92,518,92,92,92,92,92,731,546,546,546,546,546,546,546,546,546,243.9
REG003,529,529,206,529,38,529,736,736,736,736,736,151,151,151,151,151,151,151,151,151,513.3
REG004,61,2,2,2,151,2,2,2,2,2,710,154,154,154,154,154,154,154,154,154,102.9
REG006,713,713,713,713,2,713,713,713,713,713,713,151,151,151,151,151,151,151,151,151,585.7
REG007,735,735,735,735,30,735,735,735,735,735,735,151,151,151,151,151,151,151,151,151,606.1
REG008,735,735,735,735,30,735,735,735,735,735,735,151,151,151,151,151,151,151,151,151,606.1
REG011,46,46,46,46,38,46,46,46,46,46,46,151,151,151,151,151,151,151,151,151,55.7
REG012,35,35,35,35,35,35,35,35,35,35,442,155,155,155,155,155,155,155,155,155,87.7
REG013,156,93,93,93,177,177,177,177,177,177,177,156,156,156,156,156,156,156,156,156,158.1
RWA002,805,91,91,91,182,91,91,91,91,91,805,155,155,155,155,155,155,155,155,155,177.9
SDN001,448,64,64,64,0,64,64,64,64,64,448,152,152,152,152,152,152,152,152,152,104.8
SDN005,448,64,64,0,448,64,64,64,64,64,152,448,448,448,448,448,448,448,448,448,143.2
SDN006,206,196,92,206,176,196,196,196,196,196,252,252,252,252,252,252,252,252,252,252,195.8
SDN007,0,0,0,0,129,0,0,0,0,0,129,129,129,129,129,129,129,129,129,129,38.7
SDN008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN002,207,91,91,505,827,91,91,91,91,91,827,151,151,151,151,151,151,151,151,151,285.6
SLV001,205,206,206,206,92,92,92,92,92,206,807,547,547,547,547,547,547,547,547,547,243.2
SOM001,557,37,37,37,37,37,37,37,37,37,820,152,152,152,152,152,152,152,152,152,126.8
SOM002,280,280,280,280,252,732,732,280,280,280,732,547,547,547,547,547,547,547,547,547,439.5
SOM004,280,280,280,280,280,280,280,280,365,365,365,365,365,365,365,365,365,365,365,365,314
SSD001,672,640,640,67,152,67,67,67,67,67,672,152,152,152,152,152,152,152,152,152,201.8
SWZ001,206,64,64,442,182,64,64,64,64,64,448,155,155,155,155,155,155,155,155,155,161.1
SYR001,62,62,62,62,2,62,62,62,62,62,821,154,154,154,154,154,154,154,154,154,141.1
TCD001,129,35,129,35,35,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,110.2
TCD003,805,35,35,35,35,197,197,197,197,197,805,155,155,155,155,155,155,155,155,155,205
TCD004,402,402,402,35,805,402,402,402,402,402,805,155,155,155,155,155,155,155,155,155,421.2
TCD005,402,402,402,35,35,402,402,402,402,402,805,155,155,155,155,155,155,155,155,155,344.2
TCD006,805,402,402,805,35,275,275,275,275,275,547,155,155,155,155,155,155,155,155,155,331.9
THA001,640,92,92,92,66,92,92,92,92,92,807,151,151,151,151,151,151,151,151,151,166.8
THA002,640,640,640,640,66,396,396,396,396,396,807,151,151,151,151,151,151,151,151,151,428.4
THA003,525,92,92,92,92,92,92,92,92,92,807,151,151,151,151,151,151,151,151,151,169.4
TLS002,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2.9
TTO002,792,518,763,763,152,206,449,449,449,449,518,152,152,152,152,152,152,152,152,152,435
TUN002,213,324,324,324,157,805,805,805,805,805,805,154,154,154,154,154,154,154,154,154,578.9
TUR001,805,805,2,2,2,2,2,2,2,2,805,155,155,155,155,155,155,155,155,155,97.6
TUR002,805,765,2,2,805,2,2,2,2,2,805,155,155,155,155,155,155,155,155,155,177.9
TUR003,805,805,2,2,2,2,2,2,2,2,805,155,155,155,155,155,155,155,155,155,97.6
TUR004,805,805,805,805,2,805,805,805,805,805,805,155,155,155,155,155,155,155,155,155,659.7
TZA002,646,91,91,91,646,91,91,91,91,91,821,155,155,155,155,155,155,155,155,155,225.9
UGA001,329,196,152,152,176,252,252,252,252,252,277,152,152,152,152,152,152,152,152,152,216.9
UGA005,518,329,152,152,329,252,252,252,252,252,277,518,518,518,518,518,518,518,518,518,268.8
UKR002,805,396,396,46,30,46,46,46,46,46,396,151,151,151,151,151,151,151,151,151,124.9
VCT002,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2.9
VEN001,205,92,92,92,449,92,92,92,176,176,672,546,546,546,546,546,546,546,546,546,247.9
VNM002,176,176,176,176,151,35,35,35,35,35,176,151,151,151,151,151,151,151,151,151,100.5
VUT002,366,366,366,302,380,366,366,366,366,366,380,380,380,380,380,380,380,380,380,380,363.8
YEM001,193,193,193,193,193,737,193,193,193,193,823,744,744,744,744,744,744,744,744,744,365.5
YEM002,193,193,193,193,193,737,737,297,297,737,793,744,744,744,744,744,744,744,744,744,492.1
ZMB002,134,134,134,609,182,134,134,134,134,134,807,155,155,155,155,155,155,155,155,155,255.7
ZWE001,206,91,91,457,35,91,91,91,91,91,155,155,155,155,155,155,155,155,155,155,134.8
0,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316
0,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316
0,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316
0,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316
0,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316,44316
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,MIN,0
,,,,,,,,,,,,,,,,,,,,MAX,751
