,,,,,,,,,,,,,,,,,
,,,,,# of people in none/minimal conditions - Level 1,# of people in stressed conditions - level 2,# of people in moderate conditions - level 3,# of people severe conditions - level 4,# of people extreme conditions - level 5,People in Need,% of people in none/minimal conditions - Level 1,% of people in stressed conditions - level 2,% of people in moderate conditions - level 3,% of people severe conditions - level 4,% of people extreme conditions - level 5,Concentration of conditions,Conditions of people affected
Kurdish Conflict,Conflict,TUR004,Turkey,TUR,x,x,x,x,x,x,x,x,x,x,x,x,x
Multiple Crises in Tanzania,Multiple crises country,TZA001,Tanzania,TZA,1.997,12.073,0.746,0.095,0,3.2,0.13392797263765005,0.8096707128965194,0.050030179062437126,0.006371135403393468,0,3,3.1
International Displacement in Tanzania,International displacement,TZA002,Tanzania,TZA,0,11.144,0.249,0,0,2.3,0,0.9781444746774335,0.021855525322566488,0,0,2,2.15
Food Security Crisis in North-East Tanzania,Food Security,TZA003,Tanzania,TZA,1.997,0.929,0.497,0.095,0,3,0.5676520750426378,0.2640704945992041,0.14127345082433201,0.027003979533826036,0,3,3
Multiple crises in Uganda,Multiple crises country,UGA001,Uganda,UGA,5.91,0.931,1.804,0.038,0,3.8,0.6805619530170428,0.10720865960386919,0.2077383694150161,0.004375863657300783,0,3,3.4
International Displacement in Uganda,International displacement,UGA005,Uganda,UGA,5.91,0,1.528,0,0,3.6,0.7945684323742942,0,0.20543156762570583,0,0,3,3.3
Food Security Crisis in Karamoja Region,Food Security,UGA007,Uganda,UGA,0,0.931,0.276,0.038,0,2.5,0,0.7471910112359551,0.22150882825040127,0.030497592295345103,0,3,2.75
Conflict in Ukraine,Conflict,UKR002,Ukraine,UKR,0,24.426,6.3,11.4,0,5,0,0.5798319327731093,0.14955134596211367,0.2706167212647771,0,4,4.5
Complex crisis in Venezuela,Complex crisis,VEN001,Venezuela,VEN,9.661,0.222,18.517,0,0,5,0.34017605633802817,0.007816901408450705,0.6520070422535211,0,0,3,4
Conflict in Yemen,Complex crisis,YEM001,Yemen,YEM,0,6.426,14.04,5.382,3.978,5,0,0.21544960772480387,0.47073023536511766,0.18044659022329512,0.13337356668678335,5,5
Mixed migration flows in Yemen,International displacement,YEM002,Yemen,YEM,3.413,0,0.132,0.132,0.029,2.4,0.9206905853790127,0,0.03560830860534125,0.03560830860534125,0.007823037496628,3,2.7
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,5.421,5.185,1.575,0,0,3.7,0.4450373532550694,0.4256629176586487,0.12929972908628193,0,0,3,3.35
Complex crisis in Zimbabwe,Complex crisis,ZWE001,Zimbabwe,ZWE,6.618,2.706,6.05,0.95,0,4.7,0.40541533937760355,0.16576819407008087,0.3706199460916442,0.058196520460671405,0,4,4.35
