,,,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
CMR004,40,40,40,40,456,40,40,40,40,40,1172,184,184,184,184,184,184,184,184,184,209.2,,
COD001,572,114,114,61,61,114,114,114,114,114,1172,185,185,185,185,185,185,185,185,185,216.3,,
COG001,478,478,478,478,478,478,478,478,478,478,478,184,184,184,184,184,184,184,184,184,448.6,,
COL001,30,30,30,30,30,30,30,30,30,30,30,198,198,198,198,198,198,198,193,198,46.8,,
COL002,30,30,30,30,30,30,30,30,30,30,30,198,198,198,198,198,198,198,193,198,46.8,,
CRI002,814,571,457,457,669,457,457,457,571,571,1115,186,186,186,186,186,186,186,186,186,539.7,,
DJI001,230,34,34,34,2,34,34,34,34,34,230,185,185,185,185,185,185,185,185,185,65.5,,
DJI002,230,34,34,34,2,34,34,34,34,34,297,185,185,185,185,185,185,185,185,185,72.2,,
DJI003,230,34,230,230,2,230,230,230,230,230,230,185,185,185,185,185,185,185,185,185,202.7,,
DOM002,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,,
DZA002,883,814,689,689,270,883,883,883,883,883,689,191,191,191,191,191,191,191,191,191,694.3,,
DZA003,814,1170,883,883,270,883,883,883,883,883,1170,191,191,191,191,191,191,191,191,191,781.2,,
DZA004,676,676,676,676,522,676,676,676,676,676,676,191,191,191,191,191,191,191,191,191,612.1,,
ECU002,814,72,72,456,669,72,72,72,72,72,1171,185,185,185,185,185,185,185,185,185,291.3,,
EGY002,731,396,270,306,270,270,270,306,306,306,1174,191,191,191,191,191,191,191,191,191,366.9,,
ERI001,570,891,456,456,456,517,517,517,517,517,1172,183,183,183,183,183,183,183,183,183,530.8,,
ESP002,457,457,305,305,305,305,305,305,305,305,1171,187,187,187,187,187,187,187,187,187,379.8,,
ETH001,318,318,318,2,2,318,318,318,318,318,318,81,81,81,81,81,81,81,81,81,231.1,,
ETH003,318,318,318,2,2,2,2,2,2,2,318,181,181,181,181,181,181,181,181,181,83.1,,
ETH004,167,167,167,2,2,124,124,124,124,124,167,181,181,181,181,181,181,181,181,181,113.9,,
ETH005,81,81,2,2,2,2,2,2,2,2,81,81,81,81,81,81,81,81,81,81,17.8,,
GRC002,1096,10,10,10,10,10,10,10,10,10,1180,192,192,192,192,192,192,192,192,192,145.2,,
GTM001,165,165,165,165,165,165,165,165,165,165,165,190,190,190,190,190,190,190,190,190,167.5,,
HND001,164,164,164,164,164,164,164,164,164,164,164,188,188,188,188,188,188,188,188,188,166.4,,
HTI001,1188,255,255,255,255,242,242,242,242,242,255,186,186,186,186,186,186,186,186,186,241.6,,
HTI002,255,243,242,255,253,253,253,253,253,253,255,186,186,186,186,186,186,186,186,186,245.6,,
HUN002,23,23,23,23,23,23,23,23,23,23,23,61,61,61,61,61,61,61,61,61,26.8,,
IDN002,822,822,822,53,46,53,131,53,131,131,1005,187,187,187,187,187,187,187,187,187,261.2,,
IND002,458,458,458,458,46,458,458,458,458,458,885,188,188,188,188,188,188,188,188,188,432.5,,
IRN004,411,411,24,24,24,24,24,24,24,24,411,192,192,192,192,192,192,192,192,192,79.5,,
IRQ001,25,25,25,25,25,25,25,25,25,25,731,192,192,192,192,192,192,192,192,192,112.3,,
IRQ002,25,25,25,25,25,25,25,25,25,25,814,192,192,192,192,192,192,192,192,192,120.6,,
IRQ003,25,25,25,25,25,25,25,25,25,25,1170,192,192,192,192,192,192,192,192,192,156.2,,
ITA002,1170,305,305,305,305,305,305,305,305,305,1170,187,187,187,187,187,187,187,187,187,379.7,,
JOR002,305,305,23,23,516,23,23,23,23,23,666,192,192,192,192,192,192,192,192,192,153.5,,
KEN001,225,43,43,43,225,43,43,43,43,43,225,183,183,183,183,183,183,183,183,183,93.4,,
KEN002,225,43,43,43,225,43,43,43,43,43,225,183,183,183,183,183,183,183,183,183,93.4,,
KEN003,225,43,43,225,225,43,43,43,43,43,225,183,183,183,183,183,183,183,183,183,111.6,,
LBN002,262,262,17,17,17,17,17,17,17,17,694,192,192,192,192,192,192,192,192,192,102.2,,
LBN004,262,17,17,17,17,17,17,17,17,17,731,192,192,192,192,192,192,192,192,192,105.9,,
LBY001,731,68,68,68,68,68,68,68,68,68,731,185,185,185,185,185,185,185,185,185,146,,
LBY002,579,68,68,68,68,68,68,68,68,68,731,185,185,185,185,185,185,185,185,185,146,,
LSO002,230,90,90,568,2,90,90,90,90,90,230,185,185,185,185,185,185,185,185,185,152.5,,
MAR002,578,689,689,689,268,883,883,883,883,883,1170,187,187,187,187,187,187,187,187,187,741.8,,
MDA002,55,30,30,30,22,30,30,30,30,30,22,55,55,55,55,55,55,55,55,55,30.9,,
MDG001,66,66,40,40,2,40,40,40,40,40,95,95,95,95,95,95,95,95,95,95,47.2,,
MDG002,95,95,95,95,2,95,95,95,95,95,95,185,185,185,185,185,185,185,185,185,94.7,,
MDG006,66,66,40,40,40,40,40,40,40,40,95,95,95,95,95,95,95,95,95,95,51,,
MEX001,214,214,214,214,214,214,214,214,214,214,214,192,192,192,192,192,192,192,192,192,211.8,,
MEX002,214,214,214,214,457,214,214,214,214,214,883,193,193,193,193,193,193,193,193,193,303.1,,
MEX003,214,72,72,214,214,72,72,72,72,72,214,192,192,192,192,192,192,192,192,192,126.6,,
MLI001,572,414,414,61,61,414,414,414,414,414,1192,185,185,185,185,185,185,185,185,185,398.3,,
MMR001,96,96,96,41,46,96,96,96,96,96,453,184,184,184,184,184,184,184,184,184,130,,
MMR002,453,96,97,41,46,97,97,97,97,97,453,184,184,184,184,184,184,184,184,184,130.6,,
MMR003,453,96,96,41,46,96,96,96,96,96,453,184,184,184,184,184,184,184,184,184,130,,
MMR004,96,96,96,41,46,96,96,96,96,96,311,185,185,185,185,185,185,185,185,185,115.9,,
MOZ001,89,89,8,8,8,8,8,8,8,8,36,89,89,89,89,89,89,89,89,89,18.9,,
MOZ004,428,289,89,8,8,36,36,36,36,36,289,89,183,183,183,183,183,183,183,89,66.3,,
MOZ008,36,36,8,8,8,8,8,8,8,8,36,89,89,89,89,89,89,89,89,89,18.9,,
MRT002,1171,262,262,262,262,262,262,262,262,262,1171,187,187,187,187,187,187,187,187,187,345.4,,
MRT003,579,262,262,612,262,262,262,262,262,443,612,187,187,187,187,187,187,187,187,187,342.6,,
MWI002,230,230,33,33,4,33,33,33,33,33,66,89,89,89,89,89,89,89,89,89,39,,
MWI004,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,,
MYS001,400,17,17,17,400,17,17,17,17,17,397,187,187,187,187,187,187,187,187,187,110.3,,
NAM002,293,124,124,813,10,124,124,124,124,124,293,185,185,185,185,185,185,185,185,185,204.5,,
NER001,1173,456,456,61,61,456,456,456,456,456,1173,182,182,182,182,182,182,182,182,182,421.3,,
NER002,1173,456,456,61,61,456,456,456,456,456,1173,182,182,182,182,182,182,182,182,182,421.3,,
NER003,1173,456,456,61,61,456,456,456,456,456,1173,183,183,183,183,183,183,183,183,183,421.4,,
NER004,456,456,456,213,213,456,456,456,456,456,866,182,182,182,182,182,182,182,182,182,421,,
NGA001,1032,66,66,66,66,66,66,66,66,66,1032,183,183,183,183,183,183,183,183,183,174.3,,
NGA003,516,263,155,155,66,155,155,155,155,155,1033,183,183,183,183,183,183,183,183,183,236.7,,
NGA004,1034,66,66,66,66,66,66,66,66,66,1034,183,183,183,183,183,183,183,183,183,174.5,,
NGA007,732,263,155,155,66,155,155,155,155,155,866,183,183,183,183,183,183,183,183,183,220,,
NGA008,305,305,155,155,305,155,155,155,155,155,822,183,183,183,183,183,183,183,183,183,239.5,,
NIC001,8,8,8,8,8,8,8,8,8,8,8,184,184,184,184,184,184,184,184,184,25.6,,
PAK001,123,110,110,123,24,110,110,110,110,110,1178,192,192,192,192,192,192,192,192,192,217.7,,
PAK004,123,123,123,123,24,123,123,123,123,123,1158,192,192,192,192,192,192,192,192,192,223.5,,
PAN002,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,,
PER002,159,72,72,159,159,72,72,72,72,72,159,185,185,185,185,185,185,185,185,185,109.4,,
PHL001,97,132,46,46,46,46,46,68,132,132,132,132,132,132,132,132,132,132,132,132,82.6,,
PHL003,883,278,68,68,46,68,423,68,423,423,883,187,187,187,187,187,187,187,187,187,265.7,,
PHL010,97,132,46,46,97,46,46,132,132,132,132,132,132,132,132,132,132,132,132,132,94.1,,
POL002,61,30,30,30,61,30,30,30,30,30,61,61,61,61,61,61,61,61,61,61,39.3,,
PRK001,403,403,403,317,46,761,761,761,761,761,1188,188,188,188,188,188,188,188,188,188,594.7,,
PSE002,101,101,101,101,25,25,25,25,25,25,1178,192,192,192,192,192,192,192,192,192,172.2,,
REG001,702,400,400,400,400,400,400,400,400,400,1095,182,182,182,182,182,182,182,182,182,447.7,,
REG002,47,47,47,47,47,47,47,47,47,47,1096,185,185,185,185,185,185,185,185,185,165.7,,
REG003,894,894,571,894,45,894,1101,1101,1101,1101,1101,181,181,181,181,181,181,181,181,181,809,,
REG004,9,9,9,9,9,9,9,9,9,9,1075,192,192,192,192,192,192,192,192,192,133.9,,
REG006,9,9,9,9,9,9,9,9,9,9,1078,192,192,192,192,192,192,192,192,192,134.2,,
REG007,1100,1100,1100,1100,395,1100,1100,1100,1100,1100,1100,181,181,181,181,181,181,181,181,181,937.6,,
REG008,1100,1100,1100,1100,395,1100,1100,1100,1100,1100,1100,181,181,181,181,181,181,181,181,181,937.6,,
REG011,411,96,96,45,45,96,96,96,96,96,411,181,181,181,181,181,181,181,181,181,125.8,,
REG012,33,33,33,33,33,33,33,33,33,33,90,184,184,184,184,184,184,184,184,184,53.8,,
REG013,521,458,458,458,542,542,542,542,542,542,542,181,181,181,181,181,181,181,181,181,489.1,,
REG014,33,33,33,33,33,33,33,33,33,59,59,59,59,59,59,59,59,59,59,59,40.8,,
ROU002,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,,
RWA002,31,31,31,31,547,31,31,31,31,31,31,183,183,183,183,183,183,183,183,183,97.8,,
SDN001,306,124,124,4,1,124,124,124,124,124,306,185,185,185,185,185,185,185,185,185,124,,
SDN005,306,306,306,1,1,1,1,1,1,1,229,185,185,185,185,185,185,185,185,185,72.7,,
SDN007,306,306,306,1,1,1,1,1,1,1,306,185,185,185,185,185,185,185,185,185,80.4,,
SDN008,365,117,117,90,1,124,124,124,124,124,365,185,185,185,185,185,185,185,185,185,137.8,,
SEN002,572,456,456,870,1192,456,456,456,456,456,1192,185,185,185,185,185,185,185,185,185,617.5,,
SLV001,165,165,165,165,165,165,165,165,165,165,165,187,187,187,187,187,187,187,187,187,167.2,,
SOM001,922,162,162,162,93,162,162,162,162,162,1185,185,185,185,185,185,185,185,185,185,259.7,,
SOM002,341,341,341,341,93,341,341,341,341,341,341,184,184,184,184,184,184,184,184,184,300.5,,
SOM005,92,92,78,11,156,11,11,11,11,11,156,155,155,155,155,155,155,155,155,155,61.1,,
SSD001,1037,31,31,31,31,31,31,31,31,31,31,185,185,185,185,185,185,185,185,185,46.4,,
SVK002,54,30,30,32,54,54,30,54,54,54,54,54,54,54,54,54,54,54,54,54,47,,
SWZ001,293,90,90,807,11,90,90,90,90,90,293,185,185,185,185,185,185,185,185,185,183.6,,
SYR001,66,66,66,23,23,23,23,23,23,23,1186,192,192,192,192,192,192,192,192,192,160.5,,
TCD001,494,400,494,159,159,494,494,494,494,494,494,183,183,183,183,183,183,183,183,183,395.9,,
TCD003,1170,400,400,400,400,562,562,562,562,562,1170,183,183,183,183,183,183,183,183,183,536.3,,
TCD004,767,767,767,400,1170,767,767,767,767,767,1170,183,183,183,183,183,183,183,183,183,752.5,,
TCD005,767,767,767,400,400,767,767,767,767,767,1170,183,183,183,183,183,183,183,183,183,675.5,,
TCD006,1170,767,767,1170,400,640,640,640,640,640,912,183,183,183,183,183,183,183,183,183,663.2,,
THA001,1005,46,46,46,46,457,192,46,457,457,1172,187,187,187,187,187,187,187,187,187,310.6,,
THA002,1005,1005,185,1005,46,761,761,761,761,761,1172,187,187,187,187,187,187,187,187,187,640,,
THA003,890,46,46,46,457,457,457,46,457,457,1172,187,187,187,187,187,187,187,187,187,378.2,,
TON002,101,101,33,33,101,33,33,33,33,33,101,101,101,101,101,101,101,101,101,101,53.4,,
TTO002,1157,72,72,66,517,72,72,72,72,72,883,186,186,186,186,186,186,186,186,186,208.4,,
TUN002,578,689,689,689,268,1170,1170,1170,1170,1170,1170,191,191,191,191,191,191,191,191,191,885.7,,
TUR001,1170,122,10,10,10,10,10,10,10,10,1170,192,192,192,192,192,192,192,192,192,144.2,,
TUR002,1170,122,10,10,10,10,10,10,10,10,1170,192,192,192,192,192,192,192,192,192,144.2,,
TUR003,1170,122,10,10,10,10,10,10,10,10,1170,192,192,192,192,192,192,192,192,192,144.2,,
TUR004,1170,1170,1170,1170,10,1170,1170,1170,1170,1170,1170,192,192,192,192,192,192,192,192,192,956.2,,
TZA001,46,12,12,12,12,12,12,12,12,12,46,46,46,46,46,46,46,46,46,46,18.8,,
TZA002,66,293,293,12,12,12,12,12,12,12,293,185,185,185,185,185,185,185,185,185,85.5,,
TZA003,46,46,46,46,12,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,42.6,,
UGA005,883,225,59,59,694,59,59,59,59,59,642,183,183,183,183,183,183,183,183,183,193.2,,
UKR002,4,4,4,4,4,4,4,4,4,4,4,185,185,185,185,185,185,185,185,185,22.1,,
VEN001,570,457,457,457,814,457,457,457,541,541,1037,192,192,192,192,192,192,192,192,192,541,,
YEM001,96,96,96,96,96,96,96,96,96,96,1188,181,181,181,180,181,180,180,180,180,213.7,,
YEM002,96,96,96,96,96,96,96,96,96,96,1158,180,180,180,180,180,180,180,180,180,210.6,,
ZMB002,230,160,160,974,9,160,160,160,160,160,230,185,185,185,185,185,185,185,185,185,235.8,,
ZWE001,297,297,124,23,23,124,124,124,124,124,21,185,185,185,185,185,185,185,185,185,99.6,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,MIN,17.8
,,,,,,,,,,,,,,,,,,,,,,MAX,956.2
