Crisis,DRIVERS,CRISIS ID,COUNTRY,ISO3,Landmass affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related Injuries,Total # of illness cases reported,Total # of crisis related fatalities,Building partially damaged,Building totally damaged,Total Building in the affected area,Econimic losses,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of groups affected by crisis,people in need facing limited access constraints,people in need facing restricted access constraints,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)"
0,,,,,sq. Km,Number,Number,Number,Number,,Number,Number,Number,Number,million USD,Number,Number,Number,Number,Number,Number,Number,Number,,,,,,,,,
Complex crisis in Afghanistan,"Conflict,Violence,Displacement,Drought,Earthquake,Socio-political",AFG001,Afghanistan,AFG,652860,44500000,44500000,22915000,2618,x,1015,21300,3330,#N/A,x,0,20800000,11400000,12300000,0,4,x,543000,1.0,2.0,3.0,3.0,2.0,2.0,0.0,3.0,3.0
Earthquake in Herat Province,Earthquake,AFG006,Afghanistan,AFG,54778,3500000,1600000,0,2100,x,0,21300,3330,#N/A,x,1900000,1325000,232000,43000,0,2,x,x,1.0,0.0,1.0,3.0,0.0,2.0,0.0,3.0,3.0
Drought in South-West Angola,Drought,AGO002,Angola,AGO,639313,7361000,2800000,0,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,4561000,0,2800000,0,0,1,#N/A,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
Nagorno-Karabakh Conflict in Armenia,"Conflict,Displacement",ARM002,Armenia,ARM,16556,2165000,302000,150000,2,x,4,x,x,#N/A,x,1863000,152000,150000,0,0,2,x,x,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Nagorno-Karabakh conflict in Azerbaijan,"Conflict,Displacement",AZE002,Azerbaijan,AZE,16458,895000,206000,142000,248,x,1,x,x,#N/A,x,689000,201000,5000,0,0,3,x,x,1.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0
Complex in Burundi,"Violence,Displacement,Floods",BDI001,Burundi,BDI,25680,12289000,6005000,601000,x,285,97,x,x,#N/A,444,6284000,4820000,1063000,122000,0,5,x,x,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0
Conflict in northern region,"Conflict,Displacement,Violence",BEN002,Benin,BEN,47633,2115000,308000,25000,x,x,120,x,x,#N/A,x,1807000,249000,59000,0,0,3,x,x,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0
Conflict in Burkina Faso,"Conflict,Displacement,Violence",BFA002,Burkina Faso,BFA,274220,23300000,6300000,2343000,1,x,4571,x,x,#N/A,x,17000000,0,3528000,2646000,126000,4,x,x,1.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0
Mutliple crises in Bangladesh,"Conflict,Violence,Displacement,Floods",BGD001,Bangladesh,BGD,147570,170814000,100787000,1528000,x,x,48,197335,40338,#N/A,592000000,70027000,60403000,29245000,11139000,0,5,x,x,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0
Rohingya refugee crisis,"Conflict,Violence,Displacement",BGD002,Bangladesh,BGD,710.46,1529000,1529000,985000,x,x,22,x,x,#N/A,x,0,0,1307000,222000,x,3,x,x,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0
Chronic Food Security Crisis in Bangladesh,"Food Security,Socio-political,Cyclone,Floods,Other seasonal event",BGD012,Bangladesh,BGD,147570,169285000,99258000,0,0,x,0,x,x,#N/A,x,70027000,60895000,27446000,10917000,0,1,x,x,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Cyclone Remal,"Cyclone,Floods",BGD013,Bangladesh,BGD,43363.76,43814000,4600000,278000,x,x,16,133528,40338,#N/A,592000000,39214000,3297000,1303000,x,x,4,x,x,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
2024 Monsoon Floods in Bangladesh,Floods,BGD014,Bangladesh,BGD,31141,33488000,4450000,265000,x,x,10,63807,x,#N/A,x,29038000,3050000,1400000,x,x,4,x,x,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Displacement from Russia-Ukraine conflict in Bulgaria,"Conflict,Displacement",BGR002,Bulgaria,BGR,108560,6528000,63000,63000,x,x,0,0,0,#N/A,x,6465000,0,63000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Displacement from Russia-Ukraine conflict in Belarus,"Displacement,Conflict",BLR002,Belarus,BLR,207582,9277000,49000,49000,x,x,0,0,0,#N/A,x,9228000,0,49000,0,0,2,x,x,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0
Country level Brazil,"Displacement,Floods",BRA001,Brazil,BRA,8358140,109824000,1183000,568000,x,x,0,x,x,#N/A,x,108641000,11000,1172000,0,0,5,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Venezuela displacement in Brazil,Displacement,BRA002,Brazil,BRA,4494716,105883000,583000,568000,30,x,0,x,x,#N/A,x,105300000,11000,572000,0,0,5,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Drought in the Amazonas,Drought,BRA004,Brazil,BRA,1559256,3941000,600000,0,x,x,x,x,x,#N/A,x,3341000,0,600000,0,0,1,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Complex crisis in CAR,"Conflict,Displacement",CAF001,CAR,CAF,622980,6100000,5118000,1540000,1,x,369,x,x,#N/A,x,982000,2318000,2279000,521000,0,4,x,x,1.0,3.0,1.0,3.0,0.0,2.0,3.0,1.0,3.0
Venezuela displacement in Chile,Displacement,CHL002,Chile,CHL,743532,19604000,13131000,498000,x,x,1,x,x,#N/A,x,6472000,12758000,373000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0
Multiple crises in Cameroon,"Conflict,Displacement",CMR001,Cameroon,CMR,475440,23123000,3380000,2302000,150,x,982,x,x,#N/A,x,19743000,0,2247000,1133000,0,4,x,x,1.0,3.0,2.0,2.0,0.0,2.0,3.0,1.0,3.0
Lake Chad basin crisis in Cameroon,Conflict,CMR002,Cameroon,CMR,34513,5179000,1185000,801000,x,x,472,x,x,#N/A,5.2,3994000,0,379000,805000,0,3,x,x,0.0,2.0,0.0,2.0,0.0,3.0,2.0,1.0,3.0
Anglophone Crisis in Cameroon,Conflict,CMR003,Cameroon,CMR,88019,12662000,1820000,1159000,x,x,498,x,x,#N/A,x,10842000,0,1492000,328000,0,4,x,377500,1.0,2.0,2.0,2.0,0.0,3.0,3.0,1.0,3.0
CAR refugees in Cameroon,"Conflict,Displacement",CMR004,Cameroon,CMR,231318,5282000,376000,342000,0,x,12,0,0,#N/A,x,4906000,0,376000,0,0,3,x,x,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
Complex crisis in DRC,"Conflict,Displacement,Socio-political",COD001,DRC,COD,2344860,113600000,25400000,11328000,1,x,2318,x,x,#N/A,1700,88200000,0,10414000,10414000,4572000,4,x,x,0.0,3.0,2.0,3.0,0.0,2.0,3.0,2.0,3.0
Complex crisis in Congo,Conflict,COG001,Congo,COG,342000,5970000,525000,231000,x,x,1,x,x,#N/A,x,5445000,0,525000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Complex crisis in Colombia,"Socio-political,Conflict,Violence,Floods,Displacement",COL001,Colombia,COL,1109500,52700000,11300000,6922000,x,x,803,x,x,#N/A,x,41400000,3000000,6100000,1528000,672000,3,x,x,1.0,3.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0
Venezuela displacement in Colombia,Displacement,COL002,Colombia,COL,34507,31005000,14976000,3850000,x,x,4,x,x,#N/A,x,16028000,9776000,3848000,936000,416000,3,x,x,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0
Nicaraguan refugees in Costa Rica,Displacement,CRI002,Costa Rica,CRI,1003,2451000,235000,235000,x,x,100,x,x,#N/A,x,2215000,0,235000,0,0,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Displacement from Russia-Ukraine conflict in Czechia,"Conflict,Displacement",CZE002,Czech Republic,CZE,77187,11026000,354000,354000,x,x,0,0,0,#N/A,x,10672000,0,354000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crises in Djibouti,"Displacement,Drought",DJI001,Djibouti,DJI,23180,1182000,791000,32000,x,x,38,x,x,#N/A,x,390000,475000,264000,53000,0,5,x,x,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Mixed migration in Djibouti,Displacement,DJI002,Djibouti,DJI,7300,676000,32000,32000,x,x,38,x,x,#N/A,x,644000,0,32000,x,x,1,x,x,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Drought in Djibouti,Drought,DJI003,Djibouti,DJI,23180,1182000,760000,x,x,x,0,x,x,#N/A,x,422000,475000,232000,53000,0,5,x,x,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Venezuela displacement in Dominican Republic,Displacement,DOM002,Dominican Republic,DOM,48310,11229000,124000,124000,x,x,x,x,x,#N/A,x,11105000,5000,119000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mixed migration flows in Algeria,Displacement,DZA002,Algeria,DZA,2381741,46324000,261000,261000,x,x,931,x,x,#N/A,x,46063000,0,261000,x,x,4,x,x,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Sahrawi refugees in Algeria,Displacement,DZA003,Algeria,DZA,159000,223000,174000,174000,x,x,13,x,x,#N/A,x,49000,0,174000,x,x,2,0,0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
Multiple crises in Algeria,Displacement,DZA004,Algeria,DZA,2381741,46324000,435000,435000,x,x,953,x,x,#N/A,x,45889000,0,435000,x,x,3,x,x,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0
Venezuela displacement in Ecuador,Displacement,ECU002,Ecuador,ECU,248360,18001000,7592000,445000,x,x,0,x,x,#N/A,x,10409000,6862000,730000,x,x,3,x,x,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0
Refugees in Egypt,"Displacement,Conflict",EGY004,Egypt,EGY,91071.77,114608000,683000,683000,x,x,8,x,x,#N/A,x,113925000,0,683000,x,x,2,x,x,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
Complex crisis in Eritrea,"Socio-political,Displacement",ERI001,Eritrea,ERI,121041,3819000,1100000,673000,0,x,0,x,x,#N/A,x,2719000,0,1100000,x,x,5,x,x,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0
Mixed migration flows in Spain,Displacement,ESP002,Spain,ESP,100000,47500000,85000,85000,x,x,100,x,x,#N/A,x,47415000,0,85000,x,x,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Displacement from Russia-Ukraine conflict in Estonia,"Conflict,Displacement",EST002,Estonia,EST,42750,1385000,36000,36000,x,x,0,0,0,#N/A,x,1349000,0,36000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Complex crisis in Ethiopia,"Displacement,Floods,Conflict",ETH001,Ethiopia,ETH,1129935,129799000,129799000,5552000,x,2700000,5419,x,x,#N/A,4500000,0,108399000,21400000,0,0,4,x,10000,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0
International Displacement,Displacement,ETH003,Ethiopia,ETH,1128571,96624000,1065000,1065000,x,x,x,x,x,#N/A,x,95559000,0,1065000,x,x,2,0,0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0
Northern Ethiopia Conflict,"Conflict,Displacement",ETH004,Ethiopia,ETH,303528,30649000,30649000,2851000,x,506558,3233,#N/A,#N/A,#N/A,#N/A,0,21546000,3482000,5621000,x,4,0,210000,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0
Drought in Ethiopia,Drought,ETH005,Ethiopia,ETH,1000676,94624000,94624000,789000,x,62200,24,x,x,#N/A,6850000,0,75118000,8083000,11423000,0,4,x,x,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0
Mixed migration flows in Greece,Displacement,GRC002,Greece,GRC,9776,650000,187000,187000,0,x,5,x,x,#N/A,x,463000,0,187000,x,x,1,x,x,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0
Complex crisis in Guatemala,"Violence,Socio-political,Other seasonal event",GTM001,Guatemala,GTM,107160,17600000,9856000,242000,x,14299,91,x,x,#N/A,x,7744000,4556000,4948000,352000,0,5,x,x,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Complex crisis in Honduras,"Violence,Socio-political,Other seasonal event",HND001,Honduras,HND,111890,9745000,5533000,10000,x,x,260,x,x,#N/A,x,4212000,2733000,1428000,1372000,0,2,x,x,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0
Complex crisis in Haiti,"Earthquake,Violence,Socio-political,Other seasonal event",HTI001,Haiti,HTI,27560,11700000,8658000,311000,x,x,644,x,x,#N/A,x,3042000,3158000,3855000,1645000,0,5,x,x,1.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,3.0
Displacement from Russia-Ukraine conflict in Hungary,"Conflict,Displacement",HUN002,Hungary,HUN,93013,9704000,61000,61000,x,x,0,0,0,#N/A,x,9643000,0,61000,0,0,2,x,x,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua Conflict,"Socio-political,Violence,Conflict",IDN002,Indonesia,IDN,412214,5602000,5602000,100000,0,x,53,x,x,#N/A,x,0,5502000,100000,x,x,4,x,x,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0
Afghan Refugees in Iran,Displacement,IRN004,Iran,IRN,239561,24823000,4477000,4477000,x,x,x,x,x,#N/A,x,20346000,0,1377000,3100000,0,2,x,x,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0
Multiple crises in Iraq,"Violence,Displacement,Socio-political,Conflict",IRQ001,Iraq,IRQ,383310,44982000,7474000,6263000,x,x,466,x,x,#N/A,133900,37509000,7349000,92000,33000,0,4,1500000,300000,1.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0
Conflict  in Iraq,"Conflict,Socio-political,Violence",IRQ002,Iraq,IRQ,383310,44691000,5971000,5971000,x,x,466,x,x,#N/A,133900,38720000,5881000,60000,30000,0,2,1500000,300000,1.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0
Syrian and Palestinian refugees in iraq,Displacement,IRQ003,Iraq,IRQ,36000,6463000,1503000,293000,x,x,0,x,0,#N/A,x,4960000,1467000,33000,3000,0,2,x,0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
Mixed migration flows in Italy,Displacement,ITA002,Italy,ITA,41055,58700000,188000,188000,x,x,831,x,0,#N/A,x,58512000,0,188000,x,x,3,x,x,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
Syrian refugees in Jordan,Displacement,JOR002,Jordan,JOR,40463,9280000,1840000,1320000,x,x,0,x,x,#N/A,x,7440000,488000,1325000,26000,0,2,x,x,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Multiple crisis in Kenya ,"Drought,Displacement",KEN001,Kenya,KEN,543630,30096000,29537000,1071000,x,972377,664,0,0,#N/A,0,559000,27536000,1975000,26000,0,3,0,0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,3.0
Refugee situation in Kenya,Displacement,KEN002,Kenya,KEN,38244,1336000,777000,777000,0,940000,0,0,0,#N/A,0,559000,0,777000,x,x,2,0,x,0.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,3.0
Drought in Kenya,Drought,KEN003,Kenya,KEN,543630,28759000,28759000,293000,x,972377,315,0,0,#N/A,0,0,27536000,1198000,26000,0,3,0,0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0
Syrian refugees in Lebanon,Displacement,LBN002,Lebanon,LBN,10450,5700000,5700000,1520000,x,0,12,x,x,#N/A,x,0,4180000,1480000,41000,0,2,x,x,0.0,1.0,1.0,0.0,1.0,3.0,2.0,3.0,0.0
Complex crisis in Lebanon,"Socio-political,Violence,Tecnological Disaster,Displacement",LBN006,Lebanon,LBN,10450,5700000,5700000,98000,1272,x,409,14000,1700,#N/A,x,0,1800000,3657000,243000,x,3,60000,x,0.0,1.0,1.0,0.0,1.0,3.0,2.0,3.0,0.0
Complex crisis in Libya,"Conflict,Displacement,Socio-political",LBY001,Libya,LBY,1759540,6966000,6966000,876000,x,x,947,2217,1127,#N/A,x,0,5801000,330000,835000,0,5,x,x,2.0,3.0,2.0,0.0,2.0,3.0,0.0,1.0,3.0
Mixed migration flows in Libya,Displacement,LBY002,Libya,LBY,1759540,6966000,790000,790000,x,x,879,x,x,#N/A,x,6176000,0,790000,x,x,4,79000,229000,2.0,3.0,2.0,0.0,2.0,3.0,0.0,1.0,2.0
Storm Daniel and floods in Libya,"Floods,Other seasonal event",LBY003,Libya,LBY,67827,2010000,884000,45000,x,x,0,2217,1127,#N/A,x,1126000,0,884000,x,x,5,x,x,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0
2024 Floods and Monsoon Rain,Floods,LKA004,Sri Lanka,LKA,12966,10201000,254000,0,32,x,33,16120,243,#N/A,x,9947000,177000,77000,x,x,3,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Displacement from Russia-Ukraine conflict in Lithuania,"Conflict,Displacement",LTU002,Lithuania,LTU,62230,1928000,48000,48000,x,x,0,0,0,#N/A,x,1879000,0,48000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Displacement from Russia-Ukraine conflict in Latvia,"Conflict,Displacement",LVA002,Latvia,LVA,62230,1928000,48000,48000,x,x,0,0,0,#N/A,x,1879000,0,48000,0,0,2,x,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crises in Morocco,"Displacement,Earthquake",MAR001,Morocco,MAR,446300,38236000,2820000,520000,5500,x,115,40579,19095,#N/A,x,35416000,2300000,520000,x,x,2,x,x,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
Mixed migration flows in Morocco,Displacement,MAR002,Morocco,MAR,446300,38236000,20000,20000,x,x,100,0,0,#N/A,0,38216000,0,20000,x,x,4,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Al Haouz Earthquake in Morocco,Earthquake,MAR003,Morocco,MAR,53316,6600000,2800000,500000,5500,x,0,40579,19095,#N/A,x,3800000,2300000,500000,x,x,2,x,x,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
DIsplacement from Russia-Ukraine conflict in Moldova,"Displacement,Conflict",MDA002,Moldova,MDA,32970,2662000,123000,123000,x,x,0,0,0,#N/A,x,2539000,0,123000,0,0,2,x,x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple crisis in Madagascar,"Drought,Cyclone",MDG001,Madagascar,MDG,233094,12397000,5097000,53000,56,226451,19,27548,10300,#N/A,481,7301000,3709000,1361000,27000,0,5,x,x,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Drought in Madagascar,Drought,MDG002,Madagascar,MDG,149752,7733000,5134000,8000,x,196451,x,x,x,#N/A,x,2599000,3427000,1588000,119000,0,1,x,x,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Cyclone Gamane in Madagascar,"Cyclone,Floods",MDG009,Madagascar,MDG,88648,4665000,535000,23000,4,x,19,938,x,#N/A,x,4130000,223000,312000,x,x,5,x,x,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Multiple crisis in Mexico,"Violence,Displacement",MEX001,Mexico,MEX,1943950,127504000,614000,531000,x,x,4171,x,x,#N/A,x,126890000,479000,135000,x,x,5,x,x,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0
Criminal Violence in Mexico,"Violence,Displacement",MEX002,Mexico,MEX,1943950,127504000,386000,392000,x,x,4172,x,x,#N/A,x,127118000,386000,x,x,x,5,x,x,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0
Mixed Migration in Mexico,Displacement,MEX003,Mexico,MEX,1159951,57925000,228000,139000,x,x,10,x,x,#N/A,x,57696000,93000,135000,0,0,3,x,x,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0
