,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score
SOM002,7,7,7,7,7,7,7,7,7,7,7,578,578,578,578,578,578,578,578,578,64.1
SOM004,11,11,11,11,11,11,11,11,11,11,11,396,396,396,396,396,396,396,396,396,49.5
SSD001,703,671,671,98,183,98,98,98,98,98,703,183,183,183,183,183,183,183,183,183,232.8
SWZ001,237,95,95,473,213,95,95,95,95,95,479,186,186,186,186,186,186,186,186,186,192.1
SYR001,93,93,93,93,33,93,93,93,93,93,852,185,185,185,185,185,185,185,185,185,172.1
TCD001,160,66,160,66,66,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,141.2
TCD003,836,66,66,66,66,228,228,228,228,228,836,186,186,186,186,186,186,186,186,186,236
TCD004,433,433,433,66,836,433,433,433,433,433,836,186,186,186,186,186,186,186,186,186,452.2
TCD005,433,433,433,66,66,433,433,433,433,433,836,186,186,186,186,186,186,186,186,186,375.2
TCD006,836,433,433,836,66,306,306,306,306,306,578,186,186,186,186,186,186,186,186,186,362.9
THA001,671,123,123,123,97,123,123,123,123,123,838,182,182,182,182,182,182,182,182,182,197.8
THA002,671,671,671,671,97,427,427,427,427,427,838,182,182,182,182,182,182,182,182,182,459.4
THA003,556,123,123,123,123,123,123,123,123,123,838,182,182,182,182,182,182,182,182,182,200.4
TLS002,34,34,34,4,34,34,34,4,34,34,34,33,33,33,33,33,33,33,33,33,27.9
TTO002,823,549,794,794,183,237,480,480,480,480,549,183,183,183,183,183,183,183,183,183,466
TUN002,244,355,355,355,188,836,836,836,836,836,836,185,185,185,185,185,185,185,185,185,609.9
TUR001,836,836,33,33,33,33,33,33,33,33,836,186,186,186,186,186,186,186,186,186,128.6
TUR002,836,796,33,33,836,33,33,33,33,33,836,186,186,186,186,186,186,186,186,186,208.9
TUR003,836,836,33,33,33,33,33,33,33,33,836,186,186,186,186,186,186,186,186,186,128.6
TUR004,836,836,836,836,33,836,836,836,836,836,836,186,186,186,186,186,186,186,186,186,690.7
TZA002,677,122,122,122,677,122,122,122,122,122,852,186,186,186,186,186,186,186,186,186,256.9
UGA001,360,227,183,183,207,283,283,283,283,283,308,183,183,183,183,183,183,183,183,183,247.9
UGA005,549,360,183,183,360,283,283,283,283,283,308,549,549,549,549,549,549,549,549,549,299.8
UKR002,836,427,427,77,61,77,77,77,77,77,427,182,182,182,182,182,182,182,182,182,155.9
VCT002,34,34,34,34,34,34,34,34,34,34,34,33,33,33,33,33,33,33,33,33,33.9
VEN001,236,123,123,123,480,123,123,123,207,207,703,577,577,577,577,577,577,577,577,577,278.9
YEM001,12,12,12,12,12,12,12,12,12,12,854,775,775,775,775,775,775,775,775,775,172.5
YEM002,12,5,5,224,12,5,5,5,5,5,824,775,775,775,775,775,775,775,775,775,186.5
ZMB002,165,165,165,640,213,165,165,165,165,165,838,186,186,186,186,186,186,186,186,186,286.7
ZWE001,237,122,122,488,66,122,122,122,122,122,186,186,186,186,186,186,186,186,186,186,165.8
